id,ref
36,ଏସି ସିଟ୍ ବି ବୁକିଙ୍ଗ ଅଛି ଏସିରେ ଟିକେ ମାନେ ଅଧିକ ଚାର୍ଜ ପଡ଼ିବ ଆଠଶ ଟଙ୍କା ପଡ଼ିବ ବାକି ଆପଣ ପୁରା ସୁବିଧା ସୁଯୋଗରେ ଯାଇପାରିବେ
37,ଆଜ୍ଞା ଆଉ ଠିକ ଅଛି ମୁଁ ତପସ୍ୱିନୀରେ ଦେଖୁଚି ତପସ୍ୱିନୀଟା ସୁପରଫାଷ୍ଟ ଅଛି ନା ସେଟା ଟିକେ ଜଲଦି ନେଇକି ପହଞ୍ଚେଇବ
38,ଆଉ ମୁଁ ଆପଣ ବୁକିଙ୍ଗ ପାଇଁ ଆସନ୍ତୁ କାଉଣ୍ଟର ଆସନ୍ତୁ ଆପଣଙ୍କର ଚେଷ୍ଟା କରିକି କରିବୁ ଆଉ ଆପଣଙ୍କୁ ଜଣେଇବୁ ସୁବିଧା ଦବୁ
39,ଆଜ୍ଞା ଠିକ ଅଛି ଧନ୍ୟବାଦ ଆପଣ ରେଲେୱ ବିଭାଗକୁ କଲ କରିଥିବାରୁ ଆପଣଙ୍କୁ ଅଶେଷ ଅଶେଷ ଧନ୍ୟବାଦ
40,ଆଠେ ତିନି ଦିହଜାର ଚାରି ପାଞ୍ଚେନଅ ଦିହଜାରେଅଠର
41,ସାତେଏଗାର ଦିହଜାରେପାଞ୍ଚେ ନଅଛଅ ଉଣେଇଶ ଅନେଶତ ପାଞ୍ଚେତିନି ଦିହଜାରେସାତେ
42,ଗୀତା ଦତ୍ତଙ୍କର ବାବୁଜୀ ଧୀରେ ଚଲନା ପ୍ଲେ କର
43,ମାନେ ଚୁନା ମସଲା ମସଲି ଆଦି ସବୁ ଚୁନା କରିକି ମସଲା ପ୍ରସ୍ତୁତ କରିକି ପକଉଥିଲେ
44,ଏବେ କିନ୍ତୁ
45,ତ ଆଗ କାଳରେ କିଛି ଜିନିଷ ଗରମ କରିବାକୁ ଆମେ ଚୁଲିରେ ଗରମ କରୁଥିଲେ କିନ୍ତୁ ଏବେକାଳ ଯୁଗରେ ଓଭେନରେ ଆମେ ଦୁଇ ମିନିଟରେ ବା ତିନି ମିନିଟରେ ଆମେ ସେରା ଗରମ କରିକି ଖାଦ୍ୟ ପ୍ରସ୍ତୁତ କରି ନିଜେ ଖାଦ୍ୟ ଗ୍ରହଣ କରିପାରୁଚେ ତ ଏଇଟା ବହୁତ ଉପକୃତ ହେଇଚି ଏ ସବୁ ଦେଶ ଆଗେଇଚି
46,ଅନେଶ୍ୱତ ନଅଶହ ଅନେଶ୍ୱତ ହଜାର ଦଶହଜାର ପନ୍ଦରହଜାର
47,ହାଲୋ
48,ହଁ କୁହନ୍ତୁ
49,କ'ଣ
50,ଆମ୍ବ ଅଛି ପିଜୁଳି ଅଛି ଅଙ୍ଗୁରୁ ସେଓ କମଳା ଡାଳିମ୍ବ
51,ପାଇନାପୁଲ୍ ସବୁ ଅଛି
52,ଖରା ଦିନ ପାଇଁ ଅଛି ଆମର ପାଇନାପୁଲ୍ ଅଛି
53,ଆଉ ପିଜୁଳି ବି ଅଛି
54,ଏମିତି ସବୁ ସବୁ ପ୍ରକାର ଫଳ ଅଛି ଆଉ
55,ଆଉ ଶୀତ ଦିନ ପାଇଁ ଆମର
56,ରହୁଚି ସେ ସେଉ କମଳା ଅଙ୍ଗୁର
57,ଆମର ଏପଟୁ ଆସୁଚି ବରହମପୁରରୁ ଆସ୍ଚି କଟକରୁ ଆସ୍ଚି
58,ସେମାନେ ସେପଟୁ ସବୁ ମଗଉଚନ୍ତି କାଶ୍ମୀର ଏପଟେ ଆମର ଏପଟୁ ସବୁ ପଠଉଚନ୍ତି
59,ନାଇଁ ରେଟ୍ ସବୁ କେତେବେଳେ ବଢ଼ୁଚି କେତେବେଳେ କମୁଚି ଆଉ ସବୁବେଳେ ଆଉ ସମାନ ଅଛି କି ଫଳ ରେଟ୍
60,ହଁ ହଁ ଠିକ୍ ଅଛି ଠିକ୍ ଅଛି ଏପଟେ ଲୋକମାନେ ବେଶୀ ଫଳ ମୂଳ ଖାଆନ୍ତିନି ତଥାପି ନଉଚନ୍ତି ଆଉ
61,ହଁ ହଁ ନଉଚନ୍ତି
62,ଏବେ ସାବିତ୍ରୀ ଅମାବାସ୍ୟା ଗଲା ପ୍ରବଳ ବେପାର ହେଲା ଆଉ
63,ଏବେ ସାବିତ୍ରୀ ଅମାବାସ୍ୟା ଥିଲା ନା ପ୍ରବଳ ବେପାର ହେଲା ବହୁତୁ ବିକ୍ରି ହେଲା ଫଳ
64,ହଁ କଁ ଦରକାର ଥିଲା କି ଫଳମୂଳ ନବାର ଅର୍ଡ଼ର ଦେଲେ ପଠେଇଦେବି ଆଉ
65,ଏବେ ଆମ ପାଖରେ ଏଭେଲେବୁଲ୍ ଅଛି ପାଇନାପୁଲ୍ ଅଛି
66,ଆଉ କମଳା ବି ଅଛି
67,ଦୁଇଶହ ଟଙ୍କା ଅଛି
68,ଆସ୍କାରୁ ଆସୁଚି
69,ଡାଳିମ୍ବଟା ଦୁଇଶହ ଟଙ୍କା ପଡ଼ୁଚି
70,ପିତା
71,ଗୋଟେ ପେଟିରେ ପ୍ରାୟ ରହୁଚି କୋଡ଼ିଏ କେଜି ଖଣ୍ଡେ ରହୁଚି ଆଉ
72,ହଁ ଲାଭ ହଉଚି
73,ଟ୍ୱେଣ୍ଟି ଥାର୍ଟି ପରସେଣ୍ଟ୍ ଖଣ୍ଡେ ହଉଚି ଆଉ
74,ହଁ
75,ଯାଞ୍ଚ କରି ଦେଖ ନଅ ନଅ ଆଠ ପାଞ୍ଚ ତିନି ଚାରି ଆଠ ସାତ ସାତ ଆଠ ତିନି ଆଟ୍ ଦ ରେଟ୍ ଓ କେସିଆଇରୁ ମୋତେ ଷାଠିଏ ହଜାର ଟଙ୍କା ମିଲିଲା କି
76,କଳାକାରମାନେ ଅଭିନୟ ପୂର୍ବରୁ ପ୍ରଭୁ ଗଣେଶଙ୍କୁ ପ୍ରାର୍ଥନା କରନ୍ତି
77,କୁନ୍ତଳା ଗୁରୁଙ୍କୁ ମୋର ପେଜାପ୍ କୋଡ଼ ହ୍ଵାଟ୍ସଆପ ଜରିଆରେ ପଠାଅ
78,ହାଲୋ
79,ହାଲୋ ସାର୍ ନମସ୍କାର
80,ମୁଁ ସାର୍ ବିଶ୍ୱଜିତ୍ ମହାରଣା କହୁଚି ଏଇ ଗୋବରାରୁ କହୁଚି
81,ଯେ ମୋର ଆମ ମାଆଙ୍କର ଦୁଇ ଦିନି ପୂର୍ବରୁ ତାଙ୍କର ଗୋଡ଼ ମାନେ ଖସିକି ପଡ଼ିଗଲେ
82,ତାଙ୍କର ଗୋଡ଼ ପଡ଼ିକି ଖସି ଯାଇଛି ବହୁତ ମାଡ଼ ହେଇଚି ଗୋଡ଼ ଫେକଚର୍ ହେଇଚି ବୋଧେ ଗୋଡ଼ ଭାଙ୍ଗି ଯାଇ ପାରିଚି ବୋଧେ
83,ତ ମୁଁ ଚାଁହୁଚି ସାର୍ ଡକ୍ଟରରେ ମୁଁ ଆମ ଡକ୍ଟରଖାନାକୁ ନବାକୁ ଚାଁହୁଚି ତ ଆମର ଡକ୍ଟରଖାନାରେ କିଛି ସୁବିଧା ସାର୍ ଅଛି ଆମ ଯାହାକି ଆମ ମାଆଙ୍କର ଗୋଡ଼ ଭଲ ହେଇପାରେ
84,ହଁ ସାର୍ ବିଜୁ ସ୍ୟାସ୍ଥ୍ୟ କାର୍ଡ଼ ଅଛି
85,ହଁ ସାର୍ ଆଉ ସାର୍ ଆମ ମାଆଙ୍କ ପାଇଁ ସାର୍ ବେଡ଼୍ ଡାକ୍ଟରଖାନାରେ ବେଡ଼୍ ବେଡ଼୍ ମଧ୍ୟ ଅଛି ବେଡ଼୍ ସାର୍ ମିଳିପାରିବ ସାର୍ ମିଳିପାରିବ ମିଳିପାରିବ ସାର୍
86,ହଁ ସାର୍ ଠିକ୍ ଅଛି ସାର୍ ନମସ୍କାର
87,ସାର୍ ବାରିକାନି ଯାଇଥିଲେ ବାରିକାନିରେ ଜଷ୍ଟ ତାଙ୍କେ ତଳ ଉପରକୁ ଆସୁଥିଲେ ସିଏ ମାନେ ସିଡ଼ି ଚଢ଼ୁଥିଲେ ସିଡ଼ି ଚଢ଼ିବା ସମୟରେ ସାର୍ ଗୋଡ଼ ଖସିଗଲା ଖସିବା ସମୟରେ ସେ ତାଙ୍କେ ପଡ଼ିଗଲେ ସେଇଠି ସାର୍ ଗୋଡ଼କୁ ମଧ୍ୟ ତାଙ୍କେ ଚାଲି ପାରୁନାହାଁନ୍ତି ଗୋଡ଼ ସାର୍ ବୋଧେ ଫେକଚର୍ ହେଇଯାଇଛି ବୋଧେ ଗୋଡ଼ ଭାଙ୍ଗି ଯାଇ ମଧ୍ୟ ହେଇପାରେ ତ ତେଣୁ
88,ତେଣୁ ସାର୍ ଆପଣଙ୍କ ପାଖକୁ ନେବାକୁ ଚାଁହୁଚି
89,ହଁ ସାର୍
90,ହଁ ସାର୍ ସାର୍ ଅପେରସନ୍ର ବି କିଛି ସୁବିଧା ଅଛି
91,ହଁ ସାର୍ ତାହେଲେ ଆମେ ସାର୍ ଡାକ୍ଟରଖାନାରେ ସାର୍ ପରିସ୍କାର ପରିଛନ୍ନତା ରହିଚି
92,ଅଛି ସାର୍
93,ହଁ ସାର୍ ସାର୍
94,ସାର୍ ଧନ୍ୟବାଦ ସାର୍ ସାର୍ ମୁଁ ବି ତୁରନ୍ତ ସାର୍ ଆପଣଙ୍କ ପାଖକୁ ଏବେ ହିଁ ନେଇଯାଉଚି ସାର୍ ଯାହାକି ସାର୍ ତାଙ୍କେ ଦେଖିଲା ପରେ ବି ତାଙ୍କେ ଚାଲିପାରିବେ ସାର୍ ଚାଲିପାରୁନାହାଁନ୍ତି ଗୋଡ଼ କାଟୁଚି
95,ସାର୍ କାଲି ରାତିରେ ହିଁ ହେଇଯାଇଛି
96,ହଁ ସାର୍
97,ହଁ ସାର୍ ଧନ୍ୟବାଦ ସାର୍ ଏବେ ହିଁ ଯାଉଚି ମୁଁ
98,ହଁ ସାର୍ ଧନ୍ୟବାଦ
99,ମୁଁ ବିଦ୍ୟାଳୟରେ ପଢ଼ୁଥିବା ସମୟରେ ସପ୍ତମ ଶ୍ରେଣୀ ସାହିତ୍ୟ ବହି ପଢ଼ିଥିଲି ଯାହା କି ମୋତେ ଜୋରରେ ହସାଇ ଥିଲା
100,ସେ ପୁସ୍ତକର ଏକ ବିଷୟବସ୍ତୁ ଥିଲା ମାଡ଼ହାଣ୍ଡି କଥା
101,ଯାହାକି ମା ଓ ପୁଅଙ୍କୁ ପୁଅଙ୍କ ବିଷୟରେ ଆଧାରିତ ଥିଲା ଏହା ଏକ ହସ କାହାଣୀ ଥିଲା
102,ଏହି ବିଷୟଟି ମୁଁ ପଢ଼ିବା ପରେ ମୋତେ ବହୁତ ହସ ଆଉ ଖୁସି ଲାଗିଲା ଯେତେବେଳେ ମୋତେ ଏହି ବିଷୟବସ୍ତୁ କଥା ମନେ ପଡ଼ିଥାଏ ଯାଏ ମୁଁ ହସକୁ ସମ୍ଭାଳି ରଖିପାରେ ନାହିଁ
103,ମୋତେ ବର୍ତ୍ତମାନ ଖେଳୁଥିବା ଗୀତର ନାମ ଦେଖା
104,ସାତ
105,ଏହି ସପ୍ତାହ ସୁଦ୍ଧା ଆର୍ଆର୍ଓ ଡେରି ବ୍ୟୁରାଟା ଚିଜ୍ ଉପଲବ୍ଧ ହେବାର କୌଣସି ସମ୍ଭାବନା ଅଛି କି
106,ହଁ ଝିଅ
107,କେତେ ଟଙ୍କା ଦରକାରେ
108,ଦଶହଜାର ମା ଏଇନା ସାଙ୍ଗେ ସାଙ୍ଗେ କୋଉଠୁ ଆସିବ
109,ଆରେ ତୁ ତ ଘର ବିଷୟ ରେ ସବୁ ଜାଣିଛୁ ଆଉ ସାଙ୍ଗେ ସାଙ୍ଗେ ଦଶହଜାର ଟଙ୍କା କୋଉଠୁ ଯୋଗେଇକି ଦେଇହବ
110,ତେଣୁ ଟିକେ ସମୟ
111,ନାଇଁ ଦବାକୁ ମୁଁ ମନା କରିନି ସେଥିପାଇଁ ଟିକେ ସମୟ ତ ଫେରେ ଦରକାରେ ସାଙ୍ଗେ ସାଙ୍ଗେ କୋଉଠୁ ଦେଇହବ
112,ନାଁ ତୁ ଟିକେ ଦି ଚାରି ଦିନ ଅପେକ୍ଷା କର ଦି ଚାରି ଦିନ ପରେ ମୁଁ ଅଧାରୁ ଅଧିକ ଦେବି ଆଉ କଣ ବାକି ତୁ ମେକପ କରିବୁ ଆଉ
113,ଆଚ୍ଛା ଏକା ଏକା କ'ଣ ଏ କେତେ କଣ ଆଣିବୁ ସବୁ
114,କଣ ସବୁ ଏତେ କିଣା ହବ
115,ଆଗେ ସବୁ ଯାକ ଏକା ବେଳେକେ ଆଣିଲେ ହବ ଆଉ ପଛକେ ଆଣିଲେ ହବନି
116,ହଁ କାହିଁକି ମୁଁ ଯିବି ସାଥିରେ ଆଗେ ଆମେ ସାଥିରେ ଯିବୁ
117,ସାଥିରେ ଯାଇକି କିଣିବା ସବୁଯାକ ଏକା ବେଳେକେ ଆଣିଲେ କେମିତିହେବ ଏତେ ପଇସା ଏଇନା ଆସିବ କଉଠୁ
118,ଅ ହଉ
119,ତାହେଲେ ମୁ ଚେଷ୍ଟା କରୁଛି ଦେଖିବା କଣ ହଉଚି
120,ଅ ହଉ ମୁଁ ଚେଷ୍ଟା କରୁଛି ତୁ କିଛି ପଇସା ଯୋଗେଇ ଥା
121,ବାକି ଆଉ ମୁଁ ଅଧା ରୁ ଅଧିକ ପଇସା ଦେବି ଆଉ କଣ
122,ତୁ ଟଙ୍କା ଦି ତିନି
123,ଆଗେ ଯାହା ହେଲେ ଦି ତିନି ହଜାର ଟଙ୍କା ମେକପ କରିଥା ଆଉ ସବୁ ଯାକ ପଇସା ମୁଁ ଏଇନା ଦେବି କୋଉଠୁ
124,ହଁ
125,ଅ ହଉ ମୁଁ ଚେଷ୍ଟା କରୁଛି ଆଉ
126,ଅ ହଉ ହଉ ମୁଁ ଚେଷ୍ଟା କରୁଛି
127,ଆଚ୍ଛା ହ ହଉ
128,ଆଉ କଣ
129,ଅ ହଉ ଯିବୁ ଆଉ କଣ
130,ଅ ହଉ ଅ ହଉ
131,ଆଉ କଣ ଏମିତି ଦୁଃଖେ ସୁଖେ ସଂସାର ଚାଲିଛି ଆଉ କଣ
132,ଆଉ ତୋ ଇଛା ସିନା ତୁ ଯାହା ଆଣିବୁ ସେଟା ମୁଁ ଆଉ କଣ କହିବି
133,ନାଇଁ ନାଇଁ ନାଇଁ ତୋ ଇଚ୍ଛା ଅନୁସାରେ ତୁ ଆମ ପାଇଁ ଯାହା ଆଣିପାରିବୁ କିଛି ଆପତ୍ତି ନାହିଁ
134,ନାଇଁ ମୁଁ କିଛି କହିବି ଆଗେ ତୋ ପାଇଁ ତୁ ଆଣେ ତାପରେ ଆମ କଥା ପଛେ
135,ହଁ ଆଉ ଥରେ ଆମେ ଯିବା ଅସୁବିଧା କଣ ଆମର ତ ବନ୍ଧୁ ବାନ୍ଧବ ନୟାଗଡ଼ରେ ଅଛନ୍ତି ଅସୁବିଧା କଣ
136,ହ ହଉ
137,ହଁ ହଁ ହଁ ହଁ
138,ହ ହଉ ମୁଁ ଜଣେଇବି ଆଉ
139,ଆଉ କଣ କହୁଛୁ
140,ହ ହଉ ଦେଖିକି ପଇସା କୁ ଦେଖିକି ଯାହା ଆଣିବ ଆଉ କଣ
141,ସବୁ ତ ଭଲ କହିଲେ ହବନି
142,ନା
143,ହଁ ତେଣୁ ପଇସା କୁ ଦେଖିକି ଯାହା ଯେମିତି ଆଣିବ ଆଉ ବାକି ଯାହା ଥିବ ପଛେ ଆସିବ ଆଉ କଣ
144,ହଁ ହଁ ମୁଁ ଯିବି ମୁଁ ଯିବି ଘର ଠିକୀ ଯାଇକି ପଇସା ଦେଇକି ଆସିବି ଆଉ କଣ ନେବି ମତେ କହିଥା
145,ଅ ହଉ
146,ଆଉ କଣ କହିବି
147,ହ ହଉ
148,ହ ହଉ
149,ହଁ ହଁ
150,ହଉ
151,ନ୍ୟୁୟକ୍ ଆବୁଦାବି
152,ଟୋକିଓ ଢ଼ାକା ପେରିସ୍
153,ମୁଁ ବର୍ତ୍ତମାନ ଦୁଇଶହ ଅଣଚାଶ ଟଙ୍କା ରିଚାର୍ଜ କରିଚି ସେଥିରୁ ମତେ ଦେଢ଼ ଜିବି ଡାଟା ଆଉ ଅନଲିମିଟେଡ଼ କଲ ଅନଲିମିଟେଡ଼ ମେସେଜ୍ କରିବା ପାଇଁ ସୁବିଧା ମିଳୁଚି ଆଗବେଳେ ଯେବେ ଫୋନ ଥିଲା ଏତେ ସୁବିଧା ନଥିଲା ଇଣ୍ଟରନେଟ୍ ସୁବିଧା ନଥିଲା
154,ଏବେ ଯେଉଁ ଫୋନ୍ ଅଛି ସେଥିରେ ଇଣ୍ଟରନେଟ୍ ଆମେ ୟୁଜ୍ କରିପାରୁଚେ ୟୁଟ୍ୟୁବ ଚଲେଇ ପାରୁଚେ ବିଭିନ୍ନ ଜିନିଷ ପ୍ଲେସ୍ଟୋରରୁ ଡାଉନଲୋଡ଼ କରିପାରୁଚେ ତା'ପରେ
155,ବିଭିନ୍ନ ଜିନିଷ ଅର୍ଡ଼ର କରିପାରୁଚେ ଯେମିତି ଆମର ମିଶୋ ଫ୍ଲିପକାର୍ଟ ଆଉ ଆମାଜନ ଅର୍ଡ଼ର କରିପାରୁଚେ ଆଗକାଳରେ ସେଇ ସବୁ ହଉନଥିଲା
156,ଏବେ ଆଉ କ'ଣ ଅଛି ନା ଆମେ ବିଭିନ୍ନ ପ୍ରକାର ଅନଲାଇନ୍ ଗେମ୍ ଖେଳିପାରୁଛେ ଅନଲାଇନରେ ୟୁଟ୍ୟୁବ୍ରେ ଯାହା ଆସୁଚି ଭିଡ଼ିଓ ସବୁ ଦେଖିପାରୁଚେ ତା'ପରେ ଗେମ୍ ଖେଳିପାରୁଚେ ୟୁଟ୍ୟୁବ୍ରେ ସବୁ ବିଭିନ୍ନପ୍ରକାର ସମାଚାର ସବୁ ଦେଖିପାରୁଚେ
157,ତା'ପରେ ସୋସିଆଲ୍ ମିଡ଼ିଆ ଯେମିତି ୟୁଟ୍ୟୁବ୍ ଫେସ୍ବୁକ୍ ଇନଷ୍ଟାଗ୍ରାମ୍ ଗ୍ରାମ ଏଇଗୁଡ଼ା ସବୁ ୟୁଜ୍ କରୁଚୁ ରିଲ୍ସ ଆଉ ଅନ୍ୟ ସବୁ ଦେଖିପାରୁଚେ ତା'ପରେ ଅନଲାଇନ୍ରେ ଖାଦ୍ୟ ଅର୍ଡ଼ର କରିପାରୁଚେ ଏବେ ସେବେ କାଳରେ ଅର୍ଡ଼ର କରିପାରୁନଥିଲେ ଏବେ କିନ୍ତୁ ଅର୍ଡ଼ର କରିପାରୁଚେ ଏଇ ଅନଲାଇନ ସୁବିଧା ଯୋଗୁଁ
158,ଏବେ ବି ଏଇ ଫୋନ୍ରୁ ଆମେ ବିଭିନ୍ନ ପ୍ରକାର ଜିନିଷ ଆମର ଯେମିତି ଡକ୍ୟୁମେଣ୍ଟ ଆମେ ଘରେ ବାହାର କରିପାରୁଚେ ଆଧାର କାର୍ଡ଼ ଘରେ ବାହାର କରିପାରୁଚେ ରାସନ କାର୍ଡ଼ ଘରେ ଆପ୍ଲାଏ କରିପାରୁଚେ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟ ଘରେ ଆପ୍ଳାଏ କରିପାରୁଚେ
159,ନମସ୍କାର ଆଜ୍ଞା
160,ଆଜ୍ଞା ମୁଁ ହାଟ ବଜାର ପରିବାବାଲା ଦୀପକ ଭାଇ କହୁଥିଲି କୁହନ୍ତୁ
161,ଆମ ପାଖରେ ସମ୍ପୂର୍ଣ୍ଣ ପୂଜା ପର୍ବ ପାଇଁ ହଉ ସେ ବାହାଘର ବତ୍ର ଘର ପାଇଁ ହଉ ସବୁ ପର୍ବ ପର୍ବାଣିରେ ଆମ ପାଖରେ ଅଛି
