id,ref
11,ਹਾਂਜੀ ਇੱਥੋ ਬਸ ਦੋ ਚਾਰ ਕਿਲੋਮੀਟਰ ਤੇ ਈ ਹੈਗਾ ਰੇਲਵੇ ਸਟੇਸ਼ਨ ਤੇ ਜਿਹੜਾ ਬਸ ਸਟੇਸ਼ਨ ਐ ਉਹ ਤਾਂ ਵੋਕਿੰਗ ਡਿਸਟੈਂਸ ਤੇ ਈ ਐ ਕੀ ਜਿੱਥੋਂ ਆਨ ਜਾਨ ਚ ਕੋਈ ਦਿੱਕਤ ਨੀ ਹੁੰਦੀ ਤੇ ਬਾਕੀ ਹੋਰ ਜੇ ਆਪਾਂ ਇੱਕ ਗਰੋਸਰੀ ਸਟੋਰ ਵੀ ਨੇੜੇ ਈ ਐ ਤੇ ਹੋਰ ਸਾਰੇ ਤਰ੍ਹਾਂ ਦੀਆਂ ਫਸਿਲਿਟੀਜ਼ ਇੱਥੇ ਏਰੀਆ ਉਦਾਂ ਦਾ ਇਹ ਸਾਰੀਆਂ ਫੈਸਿਲਟੀਜ਼ ਜਿਹੜੀ ਅਵੇਲੇਬਲ ਨੇ ਆਪਾਂ ਨੂੰ
12,ਹਾਂਜੀ ਹਾਂਜੀ ਪੂਰੀ ਜਿਵੇਂ ਸੁਸਾਇਟੀ ਬਣੀ ਹੋਈ ਐ ਉੱਥੇ ਉੱਥੇ ਸਿਕਿਊਰਿਟੀ ਗਾਰਡ ਲੱਗਾ ਵਿਆ ਆਪਨੇ ਉਹ ਸੁਸਾਇਟੀ ਦੇ ਬਾਹਰ ਜਿਹੜਾ ਕੀ ਆਨ ਜਾਨ ਵਾਲੀ ਕੋਈ ਅਨਨੋਨ ਪਰਸਨ ਨਹੀਂ ਆ ਸਕਦਾ ਇੱਥੇ
13,ਜਿੰਨਾ ਆਪਨਾ ਰੈਂਟ ਹੁੰਦਾ ਜਿਵੇਂ ਜਿੰਨਾ ਵੀ ਰੈਂਟ ਆਪਨੇ ਫਲੈਟ ਦਾ ਹੋਏਗਾ ਟੂ ਬੀ ਐਚ ਕੇ ਉਨੀ ਸਿਕਿਊਰਟੀ ਹੋਏਗੀ
14,ਤੇ ਇੱਥੇ ਆਪਨੇ ਜਿਵੇਂ ਫਲੋਰਸ ਬਣੇ ਵੇ ਹਨਾ ਇਕੱਠੇ ਜਿਵੇਂ ਆਹਾਂ ਇੱਕ ਗਰਾਊਡ ਫਲੋਰ ਤੇ ਇੱਕ ਫਲੈਟ ਐ ਤੇ ਇੱਕ ਸੈਕਿੰਡ ਫਲੋਰ ਤੇ ਫਸਟ ਫਲੋਰ ਤੇ ਸਾਰਿਆਂ ਦੇ ਉੱਤੇ ਬਨੇ ਹੋਏ
15,ਤੁਸੀਂ ਅੱਜ ਸ਼ਾਮ ਨੂੰ ਆ ਸਕਦੇ ਓ ਪੰਜ ਵਜੇ
16,ਓਕੇ ਜੀ
17,ਹੈਲੋ
18,ਗੁੱਡ ਈਵਨਿੰਗ
19,ਹਾਂਜੀ ਮੈਮ
20,ਹਾਂਜੀ
21,ਹਾਂਜੀ ਮੈਮ ਕੋਨ ਸਾ ਪਾਰਸਲ ਹੈ ਆਪਕਾ
22,ਕਿਆ ਨਾਮ
23,ਹਨ
24,ਹਾਂਜੀ ਮੈਮ ਮੈਂ ਆਪਕੋ ਚੈੱਕ ਕਰਕੇ ਬਤਾ ਦੇਤੀ ਹੂੰ ਆਪਨੇ ਕਬ ਓਰਡਰ ਕਰਾ ਥਾ ਯੇ ਪਾਰਸਲ
25,ਹਾਂਜੀ ਹਾਂਜੀ ਕਿਆ ਥਾਂ ਉਸ ਪਾਰਸਲ ਮੇ
26,ਹਾਂਜੀ ਹਾਂਜੀ
27,ਹਾਂਜੀ ਮੈਮ ਮੈਂ ਦੇਖ ਰਹੀ ਹੂੰ ਵੋ ਆਪਕਾ ਪਾਰਸਲ ਇਸ ਲੀਏ ਲੇਟ ਹੋ ਰਹਾ ਹੈ ਕਿਉਂਕੀ ਕੁਛ ਨਾ ਇਸਮੇਂ ਦਿੱਕਤ ਆ ਰਹੀ ਹੈ
28,ਡਿਲੀਵਰ ਹੋਨੇ ਮੇ ਸੋ ਵੋ ਉਸਮੇ ਏਕ ਦੋ ਦਿਨ ਲਗੇਂਗੇ ਆਪਕੋ ਡਿਲੀਵਰੀ ਕਰਨੇ ਮੇ ਸੋਰੀ ਫੋਰ ਲੇਟ ਆਪਕਾ ਪਾਰਸਲ ਲੇਟ ਹੋ ਗਿਆ ਸੌਰੀ ਉਸਕੇ ਲੀਏ ਪਰ ਹਮ ਕੋਸ਼ਿਸ਼ ਕਰੇੇਗੇ ਕੇ ਆਪਕੋ ਹੋ ਜਾਏ ਏਕ ਔ ਏਕ ਦਿਨ ਮੇ ਏਕ ਦੋ ਦਿਨ ਮੇ
29,ਹਾਂਜੀ ਮੈਮ ਬਸ ਆਪ ਏਕ ਦੋ ਦਿਨ ਰੁਕ ਜਾਏ ਬਸ ਸੋ ਵੋ ਬਸ ਡਿਲੀਵਰੀ ਆਪਕੋ ਕੱਲ ਯਾ ਫਿਰ ਪਰ ਪਰਸੋਂ ਕੇ ਅੰਦਰ ਅੰਦਰ ਆਪ ਕੋ ਆਪਕਾ ਪਾਰਸਲ ਡਿਲੀਵਰ ਹੋ ਜਾਏਗਾ
30,ਹਾਂਜੀ ਹਾਂਜੀ ਮੈਂ ਮੈਮ ਮੈਂ ਕਰੂੰਗੀ ਅਬ ਜਲਦੀ ਕਰ ਦੇਤੀ ਹੂੰ ਆਪਕੀ ਰਿਕਵੈਸਟ ਡਾਲ ਦੇਤੀ ਹੂੰ ਮੈਂ ਐਪ ਪਰ ਔਰ ਹਾਂਜੀ ਔਰ
31,ਔਰ ਤੋਂ ਨੀ ਕੋਈ ਆਪਕੋ ਦਿੱਕਤ ਆ ਰਹੀ ਇਸ ਐਪ ਮੇਂ ਯਾ ਕੁਛ ਓਰਡਰ ਕਰਨੇ ਮੇ
32,ਹਾਂਜੀ ਹਾਂਜੀ ਬਸ ਤੁਸੀਂ ਵੇਟ ਕਰੋ ਇੱਕ ਜਾਂ ਦੋ ਦਿਨ ਬਸ ਫਿਰ ਮੈਂ ਜਲਦੀ ਤੋਂ ਜਲਦੀ ਪਾਰਸਲ ਤੁਹਾਡਾ ਕਰਵਾਨੀ ਆਂ ਡਿਲੀਵਰ
33,ਹਾਂਜੀ ਯੂ ਡੋਂਟ ਵਰੀ ਹਾਂਜੀ ਯੂ ਡੋਂਟ ਵਰੀ ਮੈਂ ਜਲਦੀ ਤੋਂ ਜਲਦੀ ਕਰਵਾ ਦਿੰਦੀ ਆ
34,ਹਾਂਜੀ ਹਾਂਜੀ ਓਕੇ ਬਾਏ ਥੈਂਕਯੂ ਫੋਰ ਕੋਲ
35,ਅਸੀਂ ਆਪਣੇ ਪਰਿਵਾਰ ਦੇ ਸਮੇਤ ਇੱਕ ਟੂਰ ਤੇ ਗਏ ਜਿੱਥੇ ਕੀ ਜਿਵੇਂ ਕੀ ਜੰਮੂ ਕਸ਼ਮੀਰ ਹੋ ਗਿਆ ਉੱਤਰਾਖੰਡ ਹੋ ਗਿਆ ਹਿਮਾਚਲ ਹੋ ਗਿਆ ਇੱਥੋਂ ਦੀਆਂ ਜੋ ਕਿ ਸੁੰਦਰ ਸੁੰਦਰ ਪਹਾੜੀਆਂ ਦੇਖਣ ਨੂੰ ਮਿਲੀਆਂ ਨਾਲੇ ਚਾਰੇ ਪਾਸੇ ਹਰਿਆਲੀ ਸੀ ਤੇ ਠੰਡਾ ਮੌਸਮ ਸੀ
36,ਤੇ ਇਸ ਠੰਡੇ ਮੌਸਮ ਵਿੱਚ ਸਾਨੂੰ ਮਨ ਨੂੰ ਸਕੂਨ ਮਿਲਿਆ ਅਤੇ ਅਸੀਂ ਬਹੁਤ ਸ ਸੋਹਣੀਆਂ ਸੋਹਣੀਆਂ ਫੋਟਮਾਂ ਕਲਿੱਕ ਕੀਤੀਆਂ ਇਸ ਤਰਾਂ ਸਾਨੂੰ ਬਹੁਤ ਅੱਛਾ ਵਿਊ ਦੇਖਣ ਨੂੰ ਮਿਲਿਆ ਸਾਡੇ ਮਨ ਨੂੰ ਸਕੂਨ ਮਿਲਿਆ ਤੇ ਫੈਮਲੀ ਦੇ ਨਾਲ
37,ਘੁੰਮੇ ਫਿਰੇ ਇੰਜੋਏ ਕੀਤਾ ਸਾਡਾ ਸਫਰ ਬਹੁਤ ਵਧੀਆ ਰਿਹਾ ਸੈਰ ਸਪਾਟਾ ਕਰਨ ਨਾਲ ਸਾਡੇ ਮਨ ਨੂੰ ਸਕੂਨ ਮਿਲਿਆ
38,ਅਸੀਂ ਬਹੁਤ ਹੀ ਕੁਝ ਦੇਖਿਆ ਉੱਚੀਆਂ ਉੱਚੀਆਂ ਪਹਾੜੀਆਂ ਬਹੁਤ ਸੁੰਦਰ
39,ਸ਼ਹਿਰ ਸੀ ਹਿਮਾਚਲ ਜੰਮੂ ਕਸ਼ਮੀਰ ਜਿਸ ਨੂੰ ਲੋਕ ਠੰਡਾ ਸਵਰਗ
40,ਕਹਿੰਦੇ ਹਨ ਤੇ ਐਥੋਂ ਦੇ ਸੁੰਦਰ ਸੁੰਦਰ ਪਹਾੜ ਜੋ ਕੀ ਉੱਚੀਆਂ ਅਬਾਦੀਆਂ ਹਨ ਐਥੋਂ ਦੇ ਲੋਕਾਂ ਦਾ ਸੁਭਾਵ ਵੀ ਬਹੁਤ ਚੰਗਾ ਰਿਹਾ
41,ਤੇ ਇਥੋਂ ਵੀ ਬੋਲਚਾਲ ਵੀ ਵਧੀਆ ਰਹੀ ਤੇ ਸਾਡੇ ਪਰਿਵਾਰ ਨੂੰ ਵੀ ਬਹੁਤ ਚੰਗਾ ਲੱਗਿਆ ਸਾਨੂੰ ਇਹ ਸੈਰ ਸਪਾਟੇ ਲਈ ਵਧੀਆ ਜਗ੍ਹਾ ਲੱਗੀ
42,ਪਿੱਛੇ
43,ਮੇਰਾ ਇੱਕ ਮਿੱਤਰ ਹੈਗਾ ਜਿਹਦਾ ਨਾਂ ਸ਼ਿਵਜੋਤ ਹੈ ਉਹ ਉਹ ਖੇਡਣ ਨੂੰ ਆਪਣਾ ਕਰੀਅਰ ਸਮਝਦਾ ਐ ਉਹ ਚਾਹੁੰਦਾ ਐ ਬਈ ਇਹਦੇ ਵਿੱਚ ਆਪਣਾ ਕਰੀਅਰ ਬਣਾਵਾਂ
44,ਉਹ ਕ੍ਰਿਕਟ ਖੇਲਣਾ ਪਸੰਦ ਕਰਦਾ ਤੇ ਉਹ ਪੜ੍ਹਾਈ ਵਿੱਚ ਇਨਾ ਚੰਗਾ ਨਹੀਂ ਸੀਗਾ ਪਰ ਉਹ ਖੇਡਣ ਵਿੱਚ ਹਮੇਸ਼ਾ ਅੱਗੇ ਰਹਿੰਦਾ ਸੀ ਗਰਮੀਆਂ ਦੀਆਂ ਸਾਰੇ ਛੁੱਟੀਆਂ ਵਿੱਚ ਉਹ ਘਰਦਿਆਂ ਤੋਂ ਡਾਂਟਾ ਸੁਣਦਾ ਸੀ ਪਰ ਦੁਪਹਿਰ ਨੂੰ ਉਹ ਬੱਲਾ ਚੱਕ ਕੇ ਮੈਦਾਨ ਵਿੱਚ ਚਲੇ ਜਾਂਦਾ ਸੀ
45,ਤੇ ਇਹ ਵੀ ਗੱਲ ਸੱਚ ਹੈਗੀ ਆ ਕੀ ਬਈ ਸਕੂਲ ਦੇ ਵਿਦਿਆਰਥੀ ਇਸ ਖੇਡ ਵਿੱਚ ਵੱਧ ਚੜ ਕੇ ਹਿੱਸਾ ਲੈਂਦੇ ਹਨ
46,ਤੇ ਚਾਹੇ ਪੀਟੀ ਕਲਾਸ ਹੋਵੇ ਜੇ ਚਾਹੇ ਖਾਲੀ ਪੀਰੀਅਡ ਹੋਵੇ ਤਾਂ ਬੱਚੇ ਖੇਡਣ ਲਈ ਮੈਦਾਨ ਵੱਲ ਭੱਜ ਜਾਦੇ ਹਨ
47,ਤੇ ਸਕੂਲ ਵੀ ਇਹਨਾਂ ਨੂੰ ਵਧਾਵਾ ਦਿੰਦਾ ਐ ਜਿਵੇਂ ਆਪਣਾ ਖੇਡ ਦਿਵਸ ਤੇ
48,ਬੜੀ ਸਾਰੀ ਖੇਡਾਂ ਦੀ ਅਯੋਜਨ ਕੀਤੀ ਜਾਂਦੀ ਆ ਜਿਵੇਂ ਕੀ ਕੁਸ਼ਤੀ ਹੋ ਗਈ ਦੌੜ ਸ਼ੋਟ ਪੁੱਟ ਹੋਰ ਵੀ ਬਥੇਰੇ ਸਾਰੇ ਹੈਗੇ ਆ
49,ਤੇ ਬੱਚੇ ਨੂੰ ਬੱਚੇ ਦੇ ਮਨੋਬਲ ਨੂੰ ਬੜਾਵਾ ਦਿੰਦੀਆਂ ਇਹ ਸਾਰੇ ਖੇਡਣ ਦੀ ਚੀਜਾਂ
50,ਤੇਰਾਂ ਫਰਵਰੀ ਦੋ ਹਜਾਰ ਸੱਤ ਸਤਾਰਾਂ ਅਗਸਤ ਉੱਨੀ ਸੌ ਪਝੱਤਰ ਇੱਕ ਜੁਲਾਈ ਉੱਨੀ ਸੌ ਸਤੱਤਰ ਪੰਜ ਨਵੰਬਰ ਦੋ ਹਜ਼ਾਰ ਤਿੰਨ ਅੱਠ ਸਤੰਬਰ ਦੋ ਹਜ਼ਾਰ ਦੋ
51,ਮੈਂ ਆਪਣੀਆਂ ਚੀਜਾਂ ਦੀ ਸੂਚੀ ਵਿੱਚੋਂ ਪ੍ਰੋ ਨੇਚਰ ਸੌਂਫ ਨੂੰ ਹਟਾਉਣਾ ਚਾਹੁੰਦਾ ਹਾਂ
52,ਬੈਂਕ ਨੂੰ ਲੈ ਕੇ ਮੇਰੇ ਕੁਛ ਅਨੁਵਾਦ ਮਾੜੇ ਅਨੁਵਾਦ ਉਹ ਇਹ ਹਨ ਕਿ ਜ ਇੱਕ ਵਾਰ ਮੈਨੂੰ ਕਿ ਆਪ ਬੈਂਕ ਦੇ ਵਿੱਚ ਅੱਜ ਕੱਲ ਸਾਰਾ ਕੁਛ ਆਨਲਾਈਨ ਵੀ ਹੋ ਗਿਆ ਵੈਸੇ ਤਾਂ ਪਰ ਜਦੋਂ ਆਪਾਂ ਕੋਈ ਵੀ ਜਾਂ ਕੋਈ ਪੈਸੇ ਕਢਵਾ ਕੇ ਲਿਆਉਣੇ ਹੁੰਦੇ ਆ ਯਾਂ ਫਿਰ ਆਪਾਂ ਜਮਾ ਕਰਵਾ ਕੇ ਆਉਣੇ ਪੈਂਦੇ ਤਾਂ ਆਪਾਂ ਨੂੰ ਬੈਂਕ ਵਗੈਰਾ ਨੋਰਮਲੀ ਜਾਣਾ ਹੀ ਪੈਂਦੈ
53,ਤਾਂ ਮੈਂ ਉੱਥੇ ਇੱਕ ਚੀਜ਼ ਵੇਖੀ ਕਿ ਜੇ ਬਹੁਤ ਲੋਕ ਸੀ ਜਿਹੜੇ ਉਹਨਾਂ ਨੂੰ ਨਾ ਕਤਾਰਾਂ ਵਿੱਚ ਲਾਇਆ ਹੋਇਆ ਸੀ ਤੇ ਕੁਛ ਓਹ ਜਿਹੜੇ ਬੁੱਢੇ ਜਿਹੜੇ ਆਪਾਂ ਕਹਿ ਸਕਦੇ ਕਿ ਬੁੱਢੇ ਬਜ਼ੁਰਗ ਲੋਕ ਸਨ ਨਾ ਉਹ ਵੀ ਕਤਾਰਾਂ ਦੇ ਵਿੱਚ ਲੰਬੀਆਂ ਲੰਮੀਆਂ ਕਤਾਰਾਂ ਦੇ ਵਿੱਚ ਲੱਗੇ ਹੋਏ ਸਨ
54,ਤਾਂ ਪਹਿਲਾਂ ਤਾਂ ਮ ਮੈਨੂੰ ਉਹ ਚੀਜ਼ ਚੰਗੀ ਨੀਂ ਲੱਗੀ ਕਿਉਂਕਿ ਆਹ ਬਜ਼ੁਰਗਾਂ ਵਾਸਤੇ ਅਲੱਗ ਤੋਂ ਇਕ
55,ਕੋਈ ਨਾ ਕੋਈ ਤਾਂ ਕੁਛ ਨਾ ਕੁਛ ਤਾਂ ਹੋਣਾ ਈ ਚਾਹੀਦਾ ਮਤਲਬ ਉਹਨਾਂ ਦੇ ਬੈਠਣ ਲਈ ਯਾਂ ਫਿਰ ਉਹਨਾਂ ਨੂੰ ਲੰਬੀਆਂ ਕਤਾਰਾਂ ਨਈਂ ਨਈਂ ਲਾਉਣਾ ਚਾਹੀਦਾ ਉਹਨਾਂ ਨੂੰ
56,ਪਹਿਲ ਪ੍ਰੈਫਰੈਂਸ ਜਿਆਦਾ ਹੋਣੀ ਚਾਹੀਦੀ ਆ ਹੋਰਾਂ ਦੇ ਮਕਾਬਲੇ ਤੇ ਦੂਸਰਾ ਉਹ ਪੇਪਰ ਵਰਕ ਬਹੁਤ ਜ਼ਿਆਦੇ ਕਰਵਾਉਂਦੇ ਆ ਪਹਿਲੇ ਕਾਉਂਟਰ ਤੋਂ ਦੂਸਰੇ ਕਾਊਂਟਰ ਤੱਕ ਦੂਸਰੇ ਤੋਂ ਤੀਸਰੇ ਤੱਕ
57,ਤਾਂ ਅੱਧੇ ਤੋਂ ਅੱਧ ਤੋਂ ਜਿਆਦਾ ਸਮਾਂ ਤਾਂ ਪੇਪਰ ਵਰਕ ਕੰਪਲੀਟ ਕਰਨ ਚ ਹੀ ਟੱਪ ਜਾਂਦੈ
58,ਦੂਸਰਾ ਫਿਰ ਥਰਡ ਥਰਡਲੀ ਜਿਹੜਾ ਉਹਨਾਂ ਦਾ ਸਟਾਫ ਹੁੰਦੈ ਉਹ ਕੁਛ ਐ ਕੁਛ ਬ ਹ ਬਹੁਤ ਹੱਦ ਤੱਕ ਆਪਾਂ ਕਹਿ ਸਕਦੇ ਆਂ ਕੀ
59,ਠੀਕ ਹੁੰਦੈ ਬਟ ਜਿਹੜੇ ਕੁਛ ਕ ਹੁੰਦੇ ਆ ਉਹ ਬਹੁਤ ਜਿਆਦਾ ਰੂਡਲੀ ਬਿਹੇਵ ਕਰਦੇ ਆ ਹੁਣ ਅੱਜ ਕੱਲ ਬਜ਼ੁਰਗਾਂ ਨੂੰ ਇਨਾ ਨਈਂ ਪਤਾ ਤਾਂ ਉਹ ਆਪਦਾ ਪੇਪਰ ਵਰਕ ਕਈ ਵਾਰੀ ਕੁਛ ਗਲਤ ਹੋ ਜਾਂਦਾ ਤਾਂ ਉਹ ਉਹਨਾਂ ਨੂੰ ਬਹੁਤ ਜਿਆਦਾ ਐਵੇਂ ਭੱਜ ਭੱਜ ਕੇ ਪੈਂਦੇ ਐਗੇ ਆ ਉਹਨਾਂ ਨੂੰ
60,ਬਹੁਤ ਰੂਡਲੀ ਉਹਨਾਂ ਨਾਲ ਬਿਹੇਵ ਕਰਦੇ ਆ ਤਾਂ ਉਹ ਚੀਜ਼ ਵੀ ਨਈਂ ਹੋਣੀ ਚਾਹੀਦੀ ਸ ਕਿਉਂਕੀ ਉਹ ਬਜ਼ੁਰਗ ਇੱਕ ਤਾਂ ਬਜ਼ੁਰਗ ਲੋਕ ਯਾਂ ਫਿਰ ਜਵਾਕ ਵੀ ਚਲੇ ਜਾਂਦੇ ਆ ਬੈਂਕ ਦੇ ਵਿੱਚ ਆਪਦਾ ਖਾਤਾ ਵਗੈਰਾ ਖੁਲਵਾਉਣ ਵਾਸਤੇ
61,ਤੇ ਜਿਨਾਂ ਨੂੰ ਨਈਂ ਪਤਾ ਉਹਨਾਂ ਉਥੇ ਇੱਕ ਅਲੱਗ ਤੋਂ ਪਲੀਗ ਹੋਣਾ ਚਾਈਦਾ ਜਿਹੜਾ ਕੀ ਉਹਨਾਂ ਨੂੰ ਉਹ ਪੇਪਰ ਵਰਕ ਪੂਰਾ ਕਰਵਾ ਸਕੇ ਤੇ ਉਹਨਾਂ ਨੂੰ
62,ਉਹਨਾਂ ਨੂੰ ਦੱਸ ਸਕੇ ਤੇ ਉਹਨਾਂ ਨੂੰ ਇਹ ਪਰੇਸ਼ਾਨੀ ਨਾ ਆਵੇ ਕਿ ਉਹ ਪੇਪਰ ਵਰਕ ਆਪਦੀ ਆਪ ਪੂਰਾ ਕਰਨ
63,ਦੂਸਰਾ ਬ ਉਹਨਾਂ ਵਾਸ ਉਹਨਾਂ ਵਾਸਤੇ ਕੋਈ ਵੀ ਕੋਈ ਨਾ ਕੋਈ ਸੁਵਿਧਾ ਹੋਣੀ ਚਾਹੀਦੀ ਐ ਬਜ਼ੁਰਗਾਂ ਵਾਸਤੇ
64,ਤਾਂ ਕਿ ਉਹਨਾਂ ਨੂੰ ਲੰਬੀਆਂ ਕਤਾਰਾਂ ਦੇ ਵਿੱਚ ਨਾ ਲੱਗਣਾ ਪਵੇ ਬਸ ਇਹੀ ਮਾੜੇ ਸੁਝਾਵ ਤਾ ਇਹ ਸੀਗੇ ਵੀ ਬੈਂਕ ਦੇ ਜਿਹੜੇ ਕੀ ਮੈਨੂੰ ਜਵਾਂ ਨੀ ਪਸੰਦ
65,ਪੰਜਾਬ ਹਰਿਆਣਾ ਰਾਜਸਥਾਨ ਮਹਾਰਾਸ਼ਟਰਾ ਗੁਜਰਾਤ
66,ਔਸਤਨ ਜਿਆਦਾਤਰ ਲੋਕ ਦੋ ਤੋਂ ਚਾਰ ਮੀਲ ਪ੍ਰਤੀ ਘੰਟੇ ਦੀ ਰਫ਼ਤਾਰ ਨਾਲ ਚਲਦੇ ਹਨ
67,ਇਸ ਵਿਚ ਸੁਰ ਦੀਆਂ ਤਿੰਨ ਸੰਭਾਵਨਾਵਾਂ ਹਨ ਸ਼ੁੱਧ ਚਤੁਸ਼ਰੂਤੀ ਅਤੇ ਸ਼ਤਰੂਤੀ
68,ਅੱਜ ਕੱਲ ਉਦਮੀਆ ਲਈ ਬਹੁਤ ਹੀ ਰਾਹ ਸੌਖੇ ਹੁੰਦੇ ਜਾ ਰਹੇ ਹਨ ਕਿਉਂਕਿ ਪਹਿਲਾਂ ਉਹਨਾਂ ਨੂੰ ਪ੍ਰਚਾਰ ਕਰਨ ਲਈ ਸਾਧਨ ਬਹੁਤ ਘੱਟ ਸਨ
69,ਹੁਣ ਉੱਭਰਦੇ ਭਾਰਤ ਲਈ ਉਹਨਾਂ ਨੂੰ ਬਹੁਤ ਸਾਰੇ ਸਾਧਨ ਜਿਹੜੇ ਮਿਲ ਗਏ ਹਨ ਜਿਵੇਂ ਕਿ ਸੋਸ਼ਲ ਮੀਡੀਆ ਸਰਵਿਸਿਸ ਅੱਜਕੱਲ ਤਾਂ ਬਹੁਤ ਵੱਡੇ ਪੱਧਰ ਤੇ ਕੰਪਨੀਆਂ ਖੁੱਲੀ ਚੁੱਕੀਆਂ ਹਨ ਜਿਨਾਂ ਤੁਸੀਂ ਕਮਿਸ਼ਨ ਦਉ ਉਹ ਥੋਡੀ ਆਪ ਹੀ
70,ਇਸ਼ਤਿਹਾਰ ਦੀ ਸਾਰੀ ਜਿੰਮੇਵਾਰੀ ਲੈਂਦੇ ਹਨ ਅਤੇ ਦੋ ਮਹੀਨਿਆਂ ਤੱਕ ਥੋਡਾ ਸ਼ਹਿਰ ਵਿੱਚ ਪੂਰਾ ਨਾਮ ਕਰ ਦਿੰਦੇ ਆ
71,ਜਿਹੜਾ ਉੱਦਮ ਹੈ ਹੁਣ ਪਹਿਲਾਂ ਸਭ ਕੁਝ ਕੈਸ਼ ਤੇ ਹੁੰਦਾ ਸੀ ਅਤੇ ਲੁੱਟਣ ਦਾ ਬਹੁਤ ਡਰ ਰਹਿੰਦਾ ਸੀ
72,ਅੱਜ ਕੱਲ ਸਭ ਕੁਝ ਕੈਸ਼ਲੈਸ ਹੋ ਗਿਆ ਹੈ ਤੇ ਆਧਾਰ ਕਾਰਡ ਨਾਲ ਲਾਈਅ ਟਾਈਅਪ ਹੋ ਗਿਆ ਹੈ ਅਤੇ ਹੁਣ ਧੋਖਾਧੜੀ ਦਾ ਚਾਂਸ ਬਹੁਤ ਘੱਟ ਗਿਆ ਚੁੱਕਿਆ ਹੈ
