id,w2v
73, మె డ మ   ద గ్ గ రా కు   బొ డ్ తొ తు న్న ి ని న మే డ ం   న ను   
74, 
75, మ ం చి క   వే డ ం   కో   కు ర్ తో లు   
76, లో ప ట   కొ బ్ బ రు కూ డా  మ ం చి  ఉంట ది  అ న్నా డం   
77, 
78, ఇ ప్పు డు   ఎ ం డి పో యి న  ఒ క బు ర్ క   ఎ ం డి పో యి ంద    మొ త్ త ం   పో య ండి పో యి  మొ త్ త ం   తొ ల ి స ర   తొ లి స క ా గ ట ం కా య లు   అ వి   డు  న్నా యి   
79, మే డ ం   నో న   ది ర ా  మే డ ం   మీ రు   కొ బ్బ రు   ను నె స్   
80, స రే మే డ ం  కొ బ్బ ర న ర   డ బ్బు లు   కా వ ా లి   
81, ఇ ం కా   కొ బ్ బ రి క ా య లు   వే ి   కా వా లి   అ వి   ం ే  ఉ న్నా యా   
82, అ ం దే   క్   
83, క్క డ మే   మే డ ం   
84,   స రే   మే డ ం  నే ను   
85, మీ   లొ క ే ష   మీ  అ డ్ రె స్   పె ట్ టా ను   మే డ ం్  నా క   లొ కే ష న్  షే ర్  చేయ ం డి   
86, 
87, మీ రు  లొ కే ష న్   చే జి అ ం డి   మే డ మ్   ర వా ళ ళ ను  ప ం పి స్ తా   
88, మ ళ్ ళీ   ఏ మ ం టా రు   ర ర క బ ర్ లు కా వా లి   
89, క బ ర రె ం డ బ్ బ లు   
90, స రే   మే డ ం   వ ం త ర న న   వా డ నే   
91, స రే   మే డ మ్     రే పు   వ చ్ చి రే పు   ను   క న్ స ల్ ట అ ి   తీ సు క ొ ని అ ి మీ   గ్ గ ర ి ె ల ి   
92, అ ం ట్ ల   అ ప్ పె ం ్ కి   రా వా లి  మే డ ం   
93, ఓ కే   మే డ ం   థ ా ం క్ యూ   
94, క మ 
95, ఆ   ఏ ం టి   ఊ రి ు   కొ ప్ ప   కొ త్ త గా   అ ని పి స్ తు న్నా రు   మీ రు   
96, మా ది ఊ రు   మ   కు ర్ తి   పె రి గి ం ది   ఇ క ్క డే   గు ర్ తి   పె రి గా లు   అ ది మీ కు   ఎ లా ం టి  ప ం డ  గ ు రి ం చి   చె ప్ ప ం టా రు   
97,అ ం టే   ఇ క్ క డ  ఆ ం గ్ ర ప్ర దే శ్   లో   ప్ ర తి  ఒ క్క  పొ ం ద గా   చా లా  ఘ న ం గా   చే స్ తా రు   మీ రు   అ న్ ని టి  గు రి ం చి   వి ం టా ం టే     చె బ్ తా ను   
98, చె ప్ తా ను   ర ం ణి   కు ర్ షో ల   కృ ర్ షొ ని   చె ప్ తా ను   
99, ఇ ప్పు డు   ద క రా  వ చ్ చు ం న   ద క రా ని   చ ా లా  బా గా   చే సు కు ం టా రు   ూ డ 
100,ా లా   స జ ం గా   చే స్ తా రు   అ న్న మా ట   అ ది   రో జు లు   అ మ్మ   వా రి కి   ప ది  అ ల ం క ా ర ం గ   చే సి   
101, చా లా  బా గా   చే స్ తా రు   ప ది   ర ో జు న   వి జ గ స్ న రో జు ా ా   చే స్ తా ర న మా అ ే   వి ం గా ీ పా   చే స్ త ా ర 
102, దీ పా వా ళి కూ డా   అ స లు   కు టు ం బ   స ద్ గు లు   అ ం ద రూ   క లి సి   ఇ ప్పు డు రు  క దా     ఉ ం టా రు  క దా అ వ న్ నీ   తె చ్ చు కొ ని   చ ా లా   ఘ న ం గా   చే సు కు ం టా రు కూ 
103, బా గా   చే స్ తా రు   క్ సె స్   లో   నే ను   కా కు ం డా   ఆ ము లు గా   బ య ట  కూ డా   యూ త్ పిల్ ల ల అ ం ద రూ   క ని పి  ఒ క   గ్ ర ౌ ం డ్   తీ సు కొ ని   గ్ ర ౌ ం భ చే చు క చే స్ త ా రు   ఆ   త ర్ ా త   
104, రై తు లు   జ రు పు కు  ఉ ం టా రు   స ం క్ రా ం తి  ప ం డ గ ని   చా లా  బా గా   చే స్ తా రు   స ం క్ రా ం తి   స ం గ తి   తీ సు కు ం టే   కో డి ప ం గా ల ని   లే క పో తే   గు ం దా ట ని   ఇ లా ం టి వ ి   చ ా లా   బా గా   చే స్ తా రు అ న్న మా ట   స ం క్ రా ం తి   కూ డా   
105, బో బీ   అ ం క్ ర ా ం తీ   క ను   మా   ము క ను   ఇ లా ం టి   అ ని   చె ప్ తే   ఉ ం టా యి  అ న్న మ ా ట   ఆ   రో జు   నా   అ ం ద రూ   చ ా లా  బ ా గా   చే సు కు ం టా రు   
106, ఆ   త ర్ వా త మా   చ ా లా   పా వా మ ద లు   చ ల ద ా లు   ఇ వ న్ నీ   అ స లు   చా లా   చ క్ తి గా   జ రు గు తా యి   
107, త ర్ వా త   వి న ా య కు   చ వ వ తి   కూ డా   చ ా లా   బా గా   చూ స ్ తా రు   ఇ క్క డా   వి న న ా య కు  చ వ తి   కూ డా   ి న ు 
108, ఒ క   చో ట   ని ల బె ట్ టి     ఐ దు   రో జు లు   కొ ం త మ ం ది   ఏ దు   రో జు లు   కొ ం త మ ం ది   తొ మ్మి ది  రో జు లు  కొ ంత మ ం ది   అ లా   ని ల బె ట్ టి  ఆ   త ర్ వా త   వి   న ా య కు   ను వ్ వ ు   గి ం చి   ని మ ర్ జ న   మ త్ ర   చే సి   త ర్ వా త   న న్ న స మ ా   రా గ న గ ర్   రే స   చే స్ తా రు   
109, ఎ వ రొ స్ తా   వా ల చి   అ ం ద రి కీ   భో జ నా లు   క డు పు ను ం డా   క డ తా రు   ఇ లా ం టి   ప ం డ గ లు   ఆ ం ధ్ ర ప్ ర దే శ్   లో   లె క్ క లే న ని   న్ న ా య   చే సు కో వ డ ా ని కి     గా ధి   పొ ం డ గా   ఇ ం కా  ఉ న్ నా యి   తె లు గు   చే స్ తా ర 
110, 
111, త ప్ ప కు ం డా  అ డ వ చ్ చి ం ద ని   చె ప్ పా ు   నే దు   
112, క ట   
113, మా రీ గా   జి ల్లా లో   ఒ క టి   ఎ న ం ది   ఏ ళ్ లు   ప ై బ డి న   వా రి కి   కో ర్ బే   వా క్ స్   టీ కా   అ ం ది ం చే   టీ క ా   కే ం ద్ రా లు   ద గ్గ ర లో   ఏ వ ై నా   ఉ న్నా యా   
114, ఎ ల్   
115, 
116, ఈ   వే ళ  ఆ ల స్ య ం గా   వి ద్ యు త్   ఉ ప క ర ణ ా లు   అ ం దు బా టు లో కి వ చ్చే  అ వ కా శ ం  ఉ ం దా   
117, 
118, హ లో   ఆ   చె ప్ ప ం డి   చె ప్ ప ం డి   చ ప ప ం డ   చె ప్ ప ండి   
119, మె డి ష న్   కా వా ల ని   ఫో న్ చే స్ తు న్నా రా   
120, ఓ కే   ్   డో లో   సి క ్ చే స్ కో ం డి   దా ం త   క ా ంబి నే ష న్   గా జ ల గు  త ం ది   కా బ ట్ టి   ర స్   చె సు కో ం డి   
121, ఏ ం టి మ ్   గొ ం తు   తు ం దా   ఏ మై నా   
122, ఓ కే ఆ చి త్ రా లు ే సు కో ం డి   
123, వా ర్ టే   న క లే దు   
124, పా ం టి ం గ్ స్ మ నా   ఉ న్న ా యా   ా టి ం గ్   కూ డా 
125, జ ల గు   ద గ్ గు   ల ై ట్   ఉ ం ది   వా న్ టి ం గ్ ్   న్ నా యి 
126, క   చే ం జ్ వ ల్ ల   ఇ వ న్ని  జ రు గ ు తు న్ నా యి ద వు తు న్నా యి ఒ   
127, ఇ ం ం టే   నా ర్ మ ల్ గా  అ యి తే   డీ వి కి   రె డ్ డి   హా స్ పి ట ల్   కి   రె డి   ర సి ల   
128, ల గో   ని జ లు  పె క్ టో ్ జు   
129, బో న్   ఫె న్ స్   కి   మి జ 
130, లే ద ం టే   సి న ర స్ వ ా డ ం డి   త గ్ తు నా   మో స్ త   
131, డ ా క్ ట టా బ్ లె ట్  అ యి నా   స రే త గ్ గు తు ం ది   ఇ ం ట్ లో   అ తే   ప్ రె జె ం ట్     మీ రు   హా స్ పి ట ల్   రా వ డ ం   మ ం చి ది   మీ క అ న్ ని   ఉ న్ నా యి క ా బ ట్ టి   
132, మే ర   ఒ ల   రా లే క పో తే   ఇ ప్ పు డు   ఇ     
133, తీ సు కొ ని   రా గ లు గు ర ం కా   కో టి   ఆ స్   త ర్ వ ా త   లే ష ర్   ట   
134, ఇ ం టి వ ల   ల   
135, క మ జీ న ం   తీ సు కో వా లి   
136, అ   తీ సు కొ ని   ం ి మ ం చ   
137, ర్ పై   వా ర   ి వు లా   
138, మా ర్ ని ం గ్   ఏ టో   క్ లా ్ ట్ ల   రె ం డి   డ ా క్ ట ర్   స వ ల ప ్  క దా   
139, అ వు న్   అ   క న్ ట స ర్ నే ను   
140, 
141, వ ా ళ్ ల ు ం నో   మ ా ర్ చు   
142,క చ్చి త ం గా   నా   గు ర్ తు ం డు పో యే   క్ ల ై మి ం గ్   ట్ రి ప్     ఒ క టి   నా   తూ ర్ పు   గో దా వ రి   ప రి వా హ క   ప్ రా ం త ం లో ని   ప ం డ ల లో   చే సి న   ఒ క   ట్రి ప్   
143, ఆ   ట్ రి ప్   లో   నా   స్ నే హి తు లు   మ రి యు   నే ను   క లి సి   ఒ క కొ ం డ ను   ఎ క్ క డా   ని కి   ప్ర య త్ ని ం చా ము   
144, కొ ం డ   చ ా లా   ఎ త్ తు గా   మ రి యు   క ష్ ట త ర మ ై న ది   మే ము   చ ా లా   గ ం ట లు   ఎ క్క డ ా ని కి   పె ట్ టి ం ది   మ రి యు   చ ా లా   క ష్ ట ప డ్ డా మం   
145, క ా నీ   చి వ రి కి   మే ము   కొ ం డ ను   చే రు కు న్ నా ం   అ ది   చ ా లా   ఆ న ం ద క ర మ ై న   అ ను భ వ ం   
146, రి ప్ పు లో   నే ను   చ ా లా   నే ర్ చు కు న్నా ను   నే ను   నా   శ ా రీ రి క   ప రి మి తు ల ను   అ ధి గ   మి ం చి గ ల న ని   నే ను   న మ మ ను   
147, నే ను   క ష్ ట ప డి   ప ని చే స్ తే   నే ను   ఏ ద ై నా   చే య గ ల న ని   నే ను   న మ ్ మ ు   
148, నే ను   కొ ం డ ను   ఎ క్క డా ని కి   ధ ై ర ్ య ం   చే య డ ం   ద్ వా రా   నా   భ య ా న్ ని   కొ ం చె ం   
149, అ ది గి   మి ం చి   గ లి గా ను   
150, ఆ   ట్ రి ప్   న ా   జీ వి త ం లో   ఒ క   ము ఖ్ య మ ై న   అ ను భ వ ం   అ ది   నా కు   చ ా లా   నే ర్ పి ం చి ం ది   మ రి యు   న న్ను   ఒ క   మ ం చి  వ్య క్ తి గా   మా ర్ చి ం ది   
151, ఆ   ట్రి ప్ పు లో   నా కు   గు ర్ తు ం డి పో యే   కొ న్ని   వి ష యా లు   మే ము   చ ా లా   గ ం ట లు   ఎ క్క డా ని కి   ప ట్ టి ం ది   
152, మే ము   ఉ ద య ం   ఆ రు  గ ం ట ల కు   ప్రా ర ం భి ం చా ము   మ రి గు   స ా య ం త్ ర ం   న ా లు గు   గ ం ట ల కు   కొ ం డ ను   చే రు కు న్ నా ము   
153, మే మో   చ ా లా   క ష్ ట ప డ్ డా ం     ్ ట ర మ ం ి 
154, చి వ రి కి   మే ము   కొ ం డ ను   చే రు కు న్ నా ము   అ ది   చ ా లా   ఆ న ం ద క ర మ ై న   అ ను భ వ ం   
155, ట్ రి ప్   నా కు   చ ా లా   నే ర్ పి ం చి ం ది   
156, నే ను   నా   శ ా రే రి క   ప రి మి త ు ల ను   అ ది గ   మి ం చి గ ల ని   నే ను   న మ్ మ ు   
157, నే ను   క ష్ ట ప డి   ప ని చే స్ తే   నే ను   ఏ ద ై నా   చే య గ ల న ని   నే ను   న మ్ మ ను   
158, నే ను   కొ ం డ ను   ఎ క్క డా ని కి   ధ ై ర్ య ం   చే య డ ం   ద్ వా రా   నా   భ యా న్ ని   కొ ం చె ం   అ ధి గ మి ం చ గ లి గా ను   
159, ఆ   ట్ రి ప ్   నా   జీ వి త ం లో   ఒ క   ము ఖ్ య మ ై న   అ ను భ వ ం   అ ది   నా కు   చా లా   నే ర్ పి ం చి ం ది   మ రి యు   న న్ను   ఒ క   మ ం చి  వ్య క్ తి గా   మా ర్ చి ం ది   
160, శీ ర్ ష ం   దో ర ం   యొ క్ క   ప్ ర భ ా వ ం   తీ సి వే   ప రు తు ం ది   మ రి యో   మ ద్ య మ ం త ం   యొ క్ క   ప్ర భా వ ం   కో రా   దా దా పు గా   తీ సి వే   రు తు ం ది   అ ం టే   చి త్ ర ం   ప రి మా ణ ం లో   క ని ష్ ట   మ రి   గు ర్ తి ం చ లే ని   వ్ త్ య స ం   ఉ ం టు ం ది   
161, న మ స్ కా ర   మ ం డి 
162, మీ రు   ఏ ం   చూ డా ల ను కు ం టు న్నా రు   ం డి   
163, త ప్ ప కు ం డా   చె ప్ తా మ ం డి   ఇ క్ క డ   వి వి ధ   ప్ ర దే శ ా లు ఉ న్నా య ం డి   ప ర్ య ా ట కు లు   చ ా లా   ఇ ష్ ట ం గా   చూ సే వి   అ వి   ఏ మి టి  అ ం టే   మ న కి   ఇ క్ క డ   వి జ య వా డ   ఉ ం టు ం ద ం డి   ఆ ం ధ్ ర ప్ ర దే శ్ లో   
164, వి జ య వా డ లో   ప ర్ య ా ట కు లు  ఇ ష్ ట ం గా   దు ర్ గ గు డి కి   వె ళ్ తా   ం టా ర ం డి   అ క్ క డ   గు డి కి   వె ళ్ లి   ఆ   త ర్ వా త   అ క్ క డ   కృ ష్ ణా నా ి   ఉ ం టు ం ది   క ద ం డి   కృ ష్ ణ న ది   ద గ్ గ ర   ప్ ర కా శ ం   బ ా రే జ కి   వె ళ్ తా ఉ ం టా రు   చ ా లా   మ ం ది  ఇ ష్ ట ం గా   
165, ఇ ం కా   మ న ం   వి జ య వా డ   కొ ం చె ం   ద ా టి  వె ళ్ తే   కొ ం డ ప ల్ లి  ఉ ం టు ం ద ి   కొ ం డ ప ల్ లో కి లా   ఉ ం ట ది   అ ది   కూ డా   చ ా లా   మ ం ది  ఇ ష్ ట ం గా  వె ళ్ తూ   ఉ ం టా రు   ఇ ం కా   ం చ ి ు ం 
166, అ మ ర్ ా వ తి లు   శి లి ం గా   మ ం టు ం ది   చా లా   బా గు ం టు ం ద ం డి   ఇ ం కా   మీ కు   స ము ద్ రా లు  ఉ ం టా య ం డి   మ న కి   ఆ ం ధ్ ర ప్ ర దే శ ్ లో   
167, క ా కి నా డి   స ము ద్ ర ం   వి శా ఖ ప ్ న ం   స ము ద్ ర ం   మ చి లీ ప ట్ న ం   స ము ద్ ర ం   అ లా   చా లా   ఉ ం టా య ం డి   ఎ క్ కు వ గా   అ ం ద రూ   వి శ ే ఖ ప ట్ న ం   స ము ద్ ర ా ని కి   వె ళ్ తూ  ఉ ం టా రు   అ క్క డ   వి వి ధ   ర క ా లు ఉ ం టే య ం డి స ము ద్ ర ం లో న   
168, 
169, అ వ న్ నీ   మే   మీ కు   ఏ ర్ పా టు   చే స్ తా మ ం డి   అ వ న్ నీ   మ కు   త ప్ ప కు ం డా   అ వ న్ నీ   ఏ ర్ పా టు   చే సి   మా   మ ని షి ని  మీ తో   పా టు   ప ం పి స్ తా మ ం డి   మీ   సు ర క్ షి త ం గా   ఉ ం డొ చ్ చు   
170, క 
171, అ అ ం త   మీ రు   ఎ ం చు కు న్న   ప్ ర దే శ ా ల ని   బ ట్ టి   మే ము   చె ప్ తా మ ం డి   మీ కు ఇ ం ా ష ఉ ం టా ర ం డి   అ క్ క డ   వె ం టే శ్ వ ర స్ వా మి   గూ డి  ఉ ం టు ం ది చ ా ల ా   మ ం ది   ఇ ష్ ట ం గా   ్ లి   వ స్ తా రు మ క డి ు కు టు న్న ా ర డి   
172, త ప్ప కు ం డా న ం డి   స రి ం న ం డి   వ ల్ ద మ డి   
173, 
174, ఉ స్ త్ ర ా   గ డ్ డ ం   పె ం చే   ను నే   ప ై   ఒ క టి   కొ ం టే   ఒ క టి  ఉ చి త ం   ఆ ఫ ర్   ఉ ం దా   
175, 
176, ప వ ర్   ఫ ై న ల్ స్   కా ర్ పొ రే ష న్   ను ం డి   ల ా ప్ ట ప్   ఇ న్ సూ రె న్ స్   కో స ం   క నీ స   నె ల వా రి   ఆ దా య ం   ఎ ం త   ఉ ం డా లి   
177, నే ను   ఆ న్ లై న్   లో   మీ ష ో   ను ం డి   ఒ క   చీ ర   బు క్   చే శ ా ను   చీ రా   ఫో టో లో   ఒ క   వి ధ ం గా   ఉ ం ది   రె డ   వ ం ద ల కై   చీ ర   బు క్   చే శ ా ను   క ా నీ   ద ా ని   ప్ రై స్ మూ డో ం ద చ ధ ం ా   కూ డా   లే దు   
178, మి టీ రి య ల్   క్ వా లి టీ   మా త్ర ం   చ ా లా   అ రె స్ ట్   గా   ఉ ం ది   నా కు   అ ది  అ స లు   న చ్ చ లే దు   
179, ఈ   మీ ష ్   ను ం డి   బు క్   చే సి న ట మ్ స్   అ నే ది   ఎ ం త   అ రె స్ ట్   గా  ఉ ం ద నే  చె ప్ పొ చ్ చు   ఆ చీ రా   అ ం దు లో నే మో   ఎ ర యి డ రీ   అ ది   ఇ ది   చూ పి ం చా రు   ఫో టో లో   వ చ్ చి న   ఫో టో చీ ర   మా త్ ర ం   డె లి వ రీ డె ల ి వ రీ   కూ డా   చ ా లా   లే ట్  అ య ి ం ది   ఇ చ్ చి న   ట ై ం  కి   డె లి వ రీ   క ా లే దు   
180, రే డు   కూ డా   ఎ క్కు వ గా  అ ని పి ం చి ం ది   చూ సి న   వి ధ ం గా   లే దు   ఫో టో   
181, ఈ తా   కు ట్ ట డ ం   అ నే ది     
182, చా లా   జ ా గ్ ర త్త గా   చే య ా లి   ఎ ం దు క ం టే   
183, ఇ తా   కొ ట్ ట డ ం  అ నే ది   పి ల్ ల ల కు   
184, త ల కు   చా లా   స ర దా గా  ఉ ం టు ం ది   క ా నీ   
185, ఏ మా త్ ర ం   ని ర్ ల క్ ష్య ం గా  ఉ న్ నా   ప్ రా ణా ల కు   అ ప ా య ం   క లి గే   అ వ కా శ ా లు ఎ క్ కు వ   ఉ ం టా యి   కా బ ట్ టి   గీ తా  అ నే ది   చ ా నా   జ ా గ్ ర త్ త గా   
186, 
187, 
188, మ న   స ా ధా ర ణ ం గా   బ ా వి ల లో   స్ రి మూ పూ ర్ లో   కి   
189, న డ్ చు కు ం టా   క ా నీ   
190, స ము ద్ రా ల్లో   నీ త   కొ ట్ ర ం   అ నే ది   క ఠి న ం గా  ఉ ం టు ం ది   ఎ ం దు క ం టే   అ క్ క డ   
191, అ ల లు   వి పు రి త ం గా   
192, 
193, చా లా   వే గ ం గా   మ న వై పు   దూ సు కొ స్ తూ  ఉ ం టా యి   వా టి ని   
194, త ట్ టు కో వా ల ం టే   నీ త లో   మ ం చి   న ై పు ణ్ య ం   అ వ స ర ం   
195, శి క్ ష ల   కూ డా  అ వ స ర ం   
196, ఇీ త లో   మ ం చి   న ై పు ణ్ య ం   శి క్ ష ణ   లే కు ం డా   స మ ు ద్ ర ం ో కీ త కొ ట్ట డ ం సు ల ై న   ప ని   ా దు   కా బ ట్ టి   
197, గీ తా   కొ ట్ టే ట ప్పు డు   చ ా లా   జా గ్ర త్త లు   వ ా టి ం చ ా లి   
198, హ లో   చెప్ప ండి    
199, అ వు ను  స ర్  మీ రె వ రు   
200, చెప్ ప ండి చ ్  ప ్రా బ్ ల ం   
201, 
202, 
203, ఇ ప్పుడు  ఆ   బ ై ట్ కో   ఏ   బ ై క్ అ ం డే  చె ప్ తా రా   
204,   
205, ఎ న్ ని క ం ల కి   మీ రు   పా ట్   చే స్ త ా రు   స ి   ద గ్గ ర   
206, ఓ   బ ా క్ ల     లీ ట ర్ ల   పె ట్ రో ల  ఉ ని ం ది   
207, లై క ం గ్ స్   ఆ     
208, ఓ కే   ఓ కే   ఆ ర   పే రు   మీ ద  ఉ ం ద ం డి   రీ శ ా ను   
209, ఓ కే   మీ రు  ఒ క సా రి   మా   పో లీస  స్ టే ష న్   ద గ్గర చ్ చి   ీ   క ం ప్ ల ట్   డీ టె యిల్స్  అ ని  ఇ వ్ వ ం డి   మే ము  ఒ   టు   డే ్ లో  ఆ ఫీ ్   చూ సి   మే ము   యా క్ ష న్   తీ సు కు ం టా మ ం డి   
210, ఓ కే   ఓ కే   బ్ లూ   క ల ర్   ఏ ది ఏ   పే రు   చె ప్ పా రు   క ం పె నీ   నే ము   
211, సూ చి కి   ఓ కే   ఆ   బ ం డి   నె ం బ ర్  చెప్ ప గ ల   ఐ డి ా  ఉ ం దా   మీ కు   
212, 
213, ఓ కే   ఓ కే   ఇప్ పు డు   మీ రు   మీ  పే రు   కి ర ణ ఓ కే   కి ర ర గో పి చ్ చా ం టే   మా   పో లీస స్ టే ష న్   కి   
214, అ క్ కడ   క ా న్ స్ టే బుల్ ఉ ం టా రు   అ క్ క డ  మీ   ఫు న్  డీ టెయిల్ స్   చే సి   ఎ ఫ్ ర ఎ ఫ ్   చే సే సి   వ ం డి 
215, మీ కు   బ ై క్  అ దై నా   ఫో టో   ఏ దై నా   ఉ ం టే   కూ డా  నా కు  ఇ చ్చే సి  వెళ్ళ ం డి   
216, ఓ కే చే స ం డి   ఒ క   మీ కు   
217, ఓ కే  అ ండి   ఓ కే     
218, ఇ తి  పె డ తా మ ం డి   మీ రే   మ ర్ యా ప ద్ ద ం డి   దా ని గు రి ం చి   ప   ా ి 
219, అ లా గే  ఇప్పుడు   ఎ ం దు గ ం ట ల కి   క రె క్ ట్   గా   మీ రు   పా క్  చే శ ా రు   ఎ వ రి  మీ ద   మీ కు అ ను మా న ం   ఉ ం దా   
220, ఓ కే   ఎ వ రు   చూ డ లే దా ం డి   మీ   బ య ట కు   తీ సు కె ళ్ ల డ ం  అ నే ది   
