id,wh
18,ହାମୁ କହି ପାରିନି ମଣିପୂରୁ ମିଜୁରାମ ମେଖାଳୋୟ ନାଗାଲାଣ୍ଡ ମୋହାରାସ୍ଟର
19,ମୋତେ କ୍ୟାମ୍ ପ୍ୟର୍ ର ଛୋଟ କର୍ପୁର ଛଡି ର ଅନ୍ୟ ଏକ ବ୍ରାନ୍ଡ ର ଏକ ଜିନିସ ମିଲା
20, Allo
21,ଆଜ୍ଞା ମୁ ରେଲୁଏ କାଉନ୍ଟର ରାୟିଗଳା ରୁ ମନାଲିସା କଉଛି ଆପଣଙ୍କର କଣ ସହାୟା କରି ପାରିବି କି
22,ଆଜ୍ଞା ଆପଣ ଆଜି ଜିବେ ନା କାଲି ଜିବେ
23,ଆମାର ତପଶିନି ସ୍ପେ.ସ୍.ପୋଟେ ଅଛି ସେଇଟା ଏଗାତ ଟା କୋଡ଼ି ସଖଳ ବେଳା ଅଛି ଏବଂ ରାତି ବେଳା
24,ସେଟା ପହନ୍ଚିଲା ବେଳକୁ ଗୋଟେ ଚର୍ବିଶି ଗଣ୍ଟ ଲାଗିବ
25," Ah, c'est"
26, Reservation seat actually ଟିକେ ଏରେ ରହିଯାଇଛି ମାନି ବହୁତ ବୁକିଙ ହେଇଯି ରହିଯାଇଛି
27,ଆପଣ ଯାତି କରିବେ ଦୁଇ ଦିନ ଭିତ୍ର ଯାତି କୋଉ ଯାତ୍ରେ ନଅ ଆସିବେ କ୍ୟାନ୍ସିନ ହେଲା ଥାଲା ଆପଣକୁ କୁ ଶୀିଟ ମିଳିବ ଭୁକିନ ସୀଟ ମିଳିବ ଫ୍ରିଯେ ରହିପାରେ
28,ମୋର ଅଛିଲି ଅଲ୍ରେଡ଼ି ସୁଇଟ ମାନି କର୍ହର ହେଇ ସାରୁଛି ଆଉ ଆପଣ ଯେତେ ବୁକେଙ୍ କରେବେ ଥାଲା ମସିଟା ସିକିଯ୍ଯେଇ ରହିବ
29,ତାପ୍ରେ ଯଦି ଯାତ୍ରୀ କେଣସେ ପବ୍ଲେମ ପାଇଁ କାତ୍ସି ତାଙ୍କାର ଟିକେଟ କୁ କାନ୍ସର କରାନ୍ତି କାନ ଟିକେଟ କାନ୍ସର କାନ୍ସର କରେଇଲେ ଯାହା ଲେବି ଟେନ ପରସନ ଗମ୍ନ୍ଟ ରଖିକିରି ଆଉ ନାଇନିତି ପରସନ୍ଟ ଆପଣକୁ ଛାଡି�
30,ସେଇଟା ଯୋତେ ସ୍ୟର ହୂତାର ବାରଗଣ୍ଟା ପୂର୍ବର ଆବଣିକାର ଅବଣିକରେ ଏଗାର୍ ଟା ତିରିଶ ରେ ଅଛି ଟ୍ରେନ୍ତ ଲାତ ତାର ବାରଗଣ୍ଟା ପୂର୍ବରୁ
31,ତା ପୂର୍ବଧ ଦୁନ ଆପଣକୁ ସେଟା ମାନେ ଆପଣକୁ ମେସେସ ପଳେବ ହେଲା ଆପଣକ ଟିକେ ଟା ମାନେ କନ୍ତ୍ମ୍ ହେଲା ବେଳିକା ସେଟା ଆପଣାକୁ ହାର୍ଷପ କୁ ହଉ କିମ ଆପଣାକୁ ଜିମେଲ ହଉ ଯୋଟା ବି ହଉ ସାତାରେ ପଳେଇବ ଆପଣାରୁ
32,ତାପଣ ଜାଣିପାରିବେକେ ମୋତେ ଏଇ ନମ୍ବର ସୀର୍ଥ ମିଳିଲା ଏହିତା ମୋର ରେ ରିଜରଭିକସନ କମ୍ମାନେ କମ୍ପିରୀଟ ହେଲା
33,ତପୋସନେ ଟକା ସୁପର୍ ଫାସ୍ଟା ଯାଉ କୋର୍ବା ଏସ୍ପେସ ବି ଅଛି ଅଉ ସେଟା କଲି କତା
34,ମାନେ ପାସିନ୍ଜର୍ ର୍ବିନୁ ମାନେ ଜାଷ୍ଟ ଏକ୍ଷରସ ଗୋଟେ ଅଛି କଲିକତ ଏକ୍ଷର ଗୋଟେ ଅଛି
35,ଆଜ୍ଞା ଆପଣଙ୍କର ଜେନ୍ରାଲ ରେ ଯେହାଯେତି ତିନ୍ଷ ଚରରୀସେ ଟଙ୍କା ପଡ଼ିବ ଆଉ ଯାପଣା ରିଜର ହସନ କରିବେ ପାହାଁକୁ ସାଟିରେ ଟଙ୍କା ପଡ଼ିବ ଆଉ ଏସି ସିଟ ବି ଅଛି ରହିଛି
36,ଏସି ସେସୀ ଟିରେ ଟିରେ ଅଧ୍ିକ ଚାର୍ଜ ପଡିବ ଆଠ ସାତ ଟଙ୍କା ପଡିବ ବାପାଣ ପୁରା ସୁବିଧା ସେଯ୍ୟ ଯାଇ ପରିବ
37,ଆଜ୍ଞା ଆଉ ଠିକ ଅଛି ମୁ ତପ ସିନି ରେ ଦେଖୁଛି ତପ ସୁନ୍ଡା ସୁପର ଫାସ୍ଟ ଅଛି ନା ତାରା ଟିକେ ଜଳ୍ଦିନ ନେକି ପହନ ଚାଇବ
38,ଆପଣ ବୁକିଙ୍ଗ ପାଇ ଆସନ୍ତୁ କାଉଣ୍ଟର ଆସନ୍ତୁ ଆପଣଙ୍କାର କର ଚେଷ୍ଟା କରିକେ କରିବୁ ଆପଣଂ ଉସିହ୍ଧାଣ୍ୟ ଉଷୁବିଧା ଦବୁ
39,ଆଜ୍ଞା ଠିକ ଅଛି ଧାନ୍ନା ବାତେ ଆବଣ  ରେଲୁଆରେ ବିବାରକୁ କଲ କରୁଇ ଥିବାରୁ ଆବଣ କଷ କଷ ଧାନ୍ନା ବାତ୍ି
40,ଆଠ ତିନି ଦିହଜାର ଚାରି ପାଞ୍ଚ ନଅ ଦିହଜାରେ ଅଠର
41,ସାତେ ଏଗାର ଦିହଜାରେ ପାଞ୍ଚେ ନଅ ଛଅ ଉନେିଶ ଅନେଶତ ପାଞ୍ଚେ ତିନି ଦିହଜାରେ ସାତେ
42,ଗୀତା ଦତଙ୍କର ବାବୁଚି ଧିରେ ଚଲ ନା ପ୍ଲେ କର
43,ମୋନେ ଚୁନା ମଶିଲା ମଶିଲି ଆଦି ସବୁ ଚୁନା କରିକି ମଶିଲା ପ୍ରସ୍ର୍ଦ୍ଦ କରିକି ପକଉଥେଲେ
44, Aimee begin too
45,ଆଗୁ କାଳରେ କିଛି ଦିନ୍ଷ ଗରମ କରିବାକୁ ଆମେ ଚୁଲି ରେ ଗରମ କରୁଥିଲେ କିନ୍ତୁ ଏବେ କାଳ ଜୁଗରେ ଉଵେନ୍ ରେ ଆମେ ଦୁଇ ମିନିଟ ରେ ବା ତିନି ମିନିଟ ରେ ଆମେ ସିରା ଗରମ କରିଗେ ଖାଦ୍ୟ ପରସ୍ତୁତ କରି ନିଜେ ଖାଦ୍ୟ ଗୁ�
46,ନାହୋଷ ଅନେଷ୍ପତ ହଜାର ଦୂଷ ହେଜାର ପନ୍ଦର ହଜାର
47, Allo
48," Ah, cuánto"
49,ପାଣ
50,ଆମ୍ବ ଅଛି ପିଜୁଇ ଅଛି ଅଙ୍ଗରୁ ସେଉ କମଳା କାରିମ୍ବ
51,ପାଇନା କୂରୁ ସବୁ ଅଛି
52,କରା ରିନା ପାଇଁ ଅଛିଏ ମୋର ପାଇନା କରୁ ଅଛି
53,ଆଉ ପିଜୁରୀବୀ ଅଛି
54,ଆଣୁତେ ସବୁ ସବୁ ପକାର ଭଳ ଅଛି ହେ
55,ଏସିତ୍ତ ଦିନ ପାଇଁ ଆମର
56,ରୋଛି ସେଉ କମଳା ଆଂଗୁ
57,ଆମରେ ପଡୁ ଆସୁଛି ବହଳମ ପଡୁ ଆସୁଛି କଟ ପଡୁ ଆସୁଛି
58,ସେ ମାନେ ସେ ପରୀସକ୍ ମୋ ଗହସନ୍ତି କାଷ୍ମେ ଯାପ ଏବରେ ମୋର ସେ ପରୀସକ୍ ପଠୁସନ୍ତି
59,ନାହିର ରେଟ ସବୁ କେତାର ପଡୁଛି କେତାର କମୁଛି ସବୁଲେ ସମାନ ଅଛି ଫଲ ରେଟ
60,ହାହେ ଠେଇଯାରେ ଠେଇଯାର୍ଚି ଏଲୋ ଲଗୁଆନା କିଛି ଫଳକ୍ ମୁଲ ଖାଆଦିନି ତଥାତି ନହୁଛନ୍ତି ହେ
61," Ah, non, non, c'est bon."
62,ଅବେ ସାର ବିତ୍ରଂ ମାହସେ ଗଲା ପରବଳରେ ପାରେ ହେଲା
63,ଏତେ ସାପିତିର ମାସ ହେ ଥିଲା ନା ତୋର ବଳ ବେପାର ନା ହେଲା ବହୁତ ବେକ ରେ ହେଲା କଲ
64,ମୋ ପଣ ଦ୍ରକା ଥିଲେ କି ଫର ମୋର ନବାର ଅଡ଼ ହେଲେ ପଠେ ଦିବି ହୁ
65,ଏବେ ଆମୁ ପାଖରେ ଏବେଳ ବୁଲ୍ ଅଛି ପାଇନା ବୁଲ୍ ଅଛି
66,ଆଉ କମୁଲା ବେଛି
67,ଦୁଇସ ଟା ଥି
68,ଆସ୍କାରୁ ଆସୁଜି
69,ଗାରୁବାର ପେଷଟ ଆଉ ପଟୁଛି
70,ଚିଟି ପିଷା
71,ମୋତେ ପେଟିରେ ପ୍ରାୟା ମାରହୁଛି ପୁଡିଗିନି କଣ୍ନ୍ ରହୁଛି ଯାଉି
72,ଆଣ୍ଳା ଦେଉନୁଚି
73,ଟୁଣ୍ଟେ ଥାଟି ପରସିନ କଣ୍ଡ ହଉଚି ହବ
74, Ah
75,ଜାନ୍ଜକରି ଦେଖ ନଅ ନଅ ଆଂଟ ପାନ୍ ତିନ ଚାର ଆଂଟ ସାତ ସାତ ଆଂଟ ତିନ ଏଦର ଏ ଓକେ ସିଆଇ ସିଆଇରୁ ମୋତେ ସାଠିଏ ହଜାର ଟଙ୍କା ମିଳିଲା କି
76,କଳାକାର ମାନେ ଅଭିନହ୍ୟ ପୂର୍ବରୁ ପ୍ରବୁ ଗଣେସମକୁ ପାର୍ଥନା କରନ୍ତି
77,କୁନ୍ତଳା ଗୁରୁ କୁ ମୋର ପେଜାପ କୋର୍ଡ ଵାର୍ସାପ ଜରିଆ ରେ ପଠାଉ
78, Allo
79,ହାଲୋ ସାର ନମୋଶକା
80,ମୋ ସାର ବିଶିର୍ତ୍ର ବା ହାଳା କଉଛି ବବରା ରୁ କଉଛି
81,ଦେମୋର ଆମ ମାଙ୍କର ଦୁଇ ଦିନ ପୂରୁରୁ ତାଙ୍କର ଗୋଡ ମାଲେ ବାରିଗାଲେ ଖସି ପଡିଗଲେ
82,ତାଘାର ଗୋଡ ପଡି ଖଷୁ ହେଇଛି ବହୁତ ମାଢ ହେଇଛି ଗୋଡ ଠେଚୁ ରେଇଛି ବଧ୍ୟ ଗୋଡ ଭାଙ୍ଗି ଯାଇପାରୁଛି ବଧ୍ୟ
83,ସାର ଡକ୍ଟର ରେ ମୋ ଆମ ଡକ୍ଟର ଖାନା ଗୁ ନେବାଲ ଚାହାନ୍ଚି ତା ମୋର ମୋର ଡକ୍ଟର ଖାନା ରେ କିଛି ସୁବିଧା ସାର ଅଛି ଆମ ସାର ମୋ ଯାହାକି ଆମ ମାଆଙ୍କର ଗୋଡ ଭଲେ ପାରେ
84,ଅହା ରେ ବିଶି ସାତି କାର୍ଡ ଅଛି
85,ସାର ମାଆଙ୍କୁ ପେଇଁ ସା ଡାକ୍ତର ଖାନାରେ ବେଡ ମଧ୍ଦ୍ୟ ଅଛି ବେଡ ସାର  ମେଡି ପାରିବ ସାର  ମେଡ଼ ପାରିବ ମେଡ଼ ପାରିବ ସା
86," Oui, c'est bon. Merci beaucoup."
87,ସାର ବାରୀକାନ ଯାଇଥିଲେ ବାରୀକାନ ଜଷ୍ଟ ଟାଙ୍କେ ତଳ ଉପରୁ ଆସ ଥୁ ଥିଲେ ବେ ବାରେ ସିଡି ଚରୁ ଥିଲେ ସିଡି ଚର୍ୟାସମୟରେ ସା ଗୋଡ ଖସି ଗଲା ଖସିଆଉ ସମୟ ସା ତାଙ୍କେ ପଡିଗଲେ ସାର ଗୋଡ ବୁ ମଧ୍ଧେ ଟାଙ୍କେ ଚାଲିପାରୁ ନ�
88,ଚଣୁଷାରା ଆପଡ଼ ବାଖତୁ ନେବରୁ ଚାହୁଁଛି
89, Roger
90,ସାର ଅପେରସନ ରେ ବିବି କିଛି ସୁବିଧା ହାଯ୍ଛି
91,ଆଉ ସାର ଚାଲାମିଁ ସା ଡାକ୍ଚ ହେନାରେ ସା ପରିସ୍କା ଉଗରୀସନ ରହିଛି
92," Merci, sir."
93," Allez, c'est ça."
94,ସାର ଧନ ବାସା ସା ମୁତୁ ତୁରନ୍ତୁ ସାରେ ଆପଣ ପାଖୁ ଏବେ ନେଇ ଯାଉଛି ସା ଯା ଯାହାକି ସା ଟାଙ୍କେ ଦେଖିଲା ପରୁବି ଟାଙ୍କେ ଚାଲିପାରିବେ ଉନ୍ତ ଚାଲିପାରୁନାନ୍ତୁ ଗୋଡ କାଟୁଛି
95,ଚାରେ କାଲେ ରାତିରେ ହେ ଯାଇଛି
96, Asha
97,ସାର ଧନ୍ରମାସରେ ବେଇଙ୍ଗ ଯାଉଛି
98,ଆଶା ଧାନ୍ନା ବାତ୍ି
99,ମୋ ବିତ୍ରାଳେ ରେ ବଡୁଥିବା ସମୟରେ ସାତମସ୍ରେଣି ସାହିତ ବହି ପଡିଥିଲି ଯାହାକି ମୋତେ ଜୋରରେ ହସାଇ ଥିଲା
100,ସେ ପୋସ୍ତକର ଏକ ବିଷୟ ବସ୍ତୁ ଥିଲା ମାଡ ହାଣ୍ଡି କଥା
101,ଯାହାକି ମା ଓ ପୁଅ ପୁଅଙ୍କ ମର୍ଗିସୟରେ ଆଧାରୀତ ଥିଲା ଏହା ଏକ ହସ କାହାଣି ଥିଲା
102,ଏହେ ବିସେର ରେ ମୁ ପଡିବା ପରେ ମୋତେ ବହୁତ ହସକ ଖୁଷି ଲାଗିଲା ଯେତେବେଳେ ମୋତେ ଏହି ବିସେର ବସ୍ତୁ କଥା ମନେ ପଡିଥାହେ ଯାଏ ମୁ ହସକ ସମ୍ଭାଳି ରକିପାରେ ନାହିଁ
103,ମୋତେ ବର୍ତ୍ତମାନ ଖେଳୁଥିବା ଗୀତର ନାମ ଦେଖା
104, Sato
105,ଏହି ସପ୍ତାହ ସୁଧା ଆର୍.ଆରୋ ଡେରୀ ବିଉରା ଟା ଚିଜ଼ ଉପଲବ୍ଧ ହେବାର କଣୁଶି ସମ୍ଭାବନା ଅଛି କି
106, On se re
107,କେତ୍ରା ବାଗରେ
108,ସର୍ତାରେ ମାନର ସାଙ୍କାରେ କୁଣ୍ତେ ଆସିବ
109,ଆଜ୍ଞି ତେତା ଘର ବିଶିକେ ସବୁ ଜାଣିଛୁ ଆଉ ଛାଣି ଛାଣି ଦଶ ରୋତା କୁଣ୍ର ରେ ଦେଇ ହେବ
110,ତେଗଣ୍ଟିକେ ସମ୾ହା
111,ରାହିଁ ଦବାକୁ ମୁଁ ମାନା କରେ ଛେତେ ମେଟିକେ ସମେତ ପେଲକା କାରେ ସାଙ୍କ ସାହାକୁ ରେ ହେବ
112,ଯାନ୍ତୁ ଟିକେ ତିଶାକ୍ ଦିନେ ଅପିଗା କର ତିଶାକ୍ ଦିନେ ପରେ ମୋ ଅଧ୍ାରୁ ଅଧିକ ଦେବି କଣ ବାଗେ ତୁ ମେକ କରିବ
113,ଆଜ୍ରେ କାର୍କେ କମୋହିଁ କେତୁଶାଙ୍କାମାର୍ଯ୍ୟାଙ୍ାଙ୍ଗ୍ଯୁର ହେବ
114,ଆଜେ କଣସୁରେ ଦିକିଆ ହବ
115,ଆଜ୍ଞେ ସମ୍ୟା କରେ ଏକାଳା କାଙ୍ଗିଲ ହବ ଆଉ ପଚେ କାଙ୍ଗିଲ ହବ ନି
116,ହାଲୋ କାଇଗେ ମୁଁ ଯିକେ ଚାତିକେ ଆଗା ମେ ସାତିକେ ଯିବୁ
117,କାତିକିରୁଆଯେଇ ସବୁତାକେ ଏକାଲେ କାହିଇ କିନ୍ତି ହବ ଏଇତି ପିଷ୍ାନ ଆସୟ କୁଉଧୁ
118," Ah, hallo, yolo, yolo, yolo"
119,ଆଲୁ ଟେଷ୍ ଟା କରୁଛି ରେଖିଆ କଣ ହଉଛି
120,ଅହାଗୁ ଚେଷ୍ ଟାକା ତୁଁ କିଛି ପଇଷା ଜୁକେଇ ଥା
121,ପାକିଆଉ ମୁଁ ଧାକୁ ଅଛିକ୍ ପରୀଷାନ ଦେବିକା କଅ
122,ରୁର୍ ଟାଙ୍କା ନିତିନେ
123,ଆଜ୍ଞା ଲୁତୁ ତିନି ହଜାକା ଟା ମେକ ବେ କରିଛା ଆସ ମୁତ୍ରାକା ପଇସା ମୁନାତି ବିକୁକୁ
124, Hmm
125,ହାଉକୁ ଚେଷ୍ଟାଙ୍କର କରୁଛି
126,ହାଉ ହାଉ ମୁତେ ସ୍ଟା କରୁଛି
127, Acha ho ho
128, à quoi
129,ଅହଉଯି ବୁଆ କଣ
130, Oh oh. Oh oh.
131,ଆଉ କଣେତୁ ପେଷିକେ ସାକେ ତାଲୁଚି ଆକ
132,ଆତୁବରେ ଚାର୍ଥାସିନା ତୁଇଯା ହାଇନେନ ହେଇଟା ମୁଆକଣ କହିବି
133,ନାହିଁ ନାହିଁ ତୋଇ ଛାଣସିକେତୁ ଆମ୍ପିନ ଯାହା ହାଇଁ ଥାଗିବ କିଛି ଆପତି ନାହିଁ
134,ମୋର କିଛି କରୁ କାରେ ତୁ ପେନ୍ତୁ ଆଣେ ସାହା ବରେ ଆମ୍ର ଟା ପଛେ
135,ଅହୁ ଛେ କାମେ ଜିବା ଅସିଟା କଣ ଆଉତେ ବନ୍ଦୁଆନ୍ ଟଙ୍କୁ ନାରେ ଗାରେ ଅଛନ୍ତି ଅସିଟା କଣ
136, Aho
137," Ah, ah, ah, ah"
138, HUB 정리
139,ଆର୍ କଣ କହାତି
140,ହବୁ ଦେକିଏ ପଇସାକୁ ଦେଖିଯାଆଙ୍କି ବାହାନ
141,ଅବୁତେ ଭଲା କହିଲା ହବନି
142, Hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm M.
143,ଏମୋ ପଇସାରୁ ଦେଖିତେ ରାହାତିନ୍ତ ଆଣିଉ ପାଖି ରାହାତିବା ପାଖେ ଆସିଅ ହେବ
144,ହାହୁ ମୁ ଜିଭି ମୁ ଜିବି ଘଡେଠେକି କାହିକେ ପଇସା ଠେକି ଆସିବି ଆଉ କାହା ନେବି ମୋତେ କହିତା
145, Oho
146,ଆଉ କାଣ୍କୁ ହେଇ
147," Ah, hal"
148," Ah, bon"
149, Ahan
150, Oh
151," New York, Abu Dhabi"
152," Tokyo, Dhaka, Paris"
153,ମୋତ୍ତମାନ ରେ ନିଶ ଉନ୍ଚ ରେ ରେ ସ୍ଟୋନା ରେ ଚାର୍ କଣ୍ଛି ସେହେତ୍ରର ମୋତେ ଦେଳ ଛିକ୍ ଟାଟା ଆଉ ଲିମ୍ଟାର ଗଲ ଆଉ ଲିମ୍ଟାର ମେସେଜ କରିବା ବେ ସୁବିଧା ମହୁଛି ଆଗୁ ଗଲେ ଯୁରୁ ପୁନ୍ତିଲା ସେଥି ରେ ତେ ସୁବ୍ଧା ନତି
154,ପେର୍ଯେ ଉପନ ଅସେ ତ୍ରେ ଇନ୍ଟାନ ଟା ମେୟୁଛ କରି ପରୁଛ ଏ ଉଟ୍ର୍ଗ ଚାଲି ପାରୁଛ ପିବିନା ଦିନ ସାରେ ପଲେ ସ୍ଟାର ଡାଉନାର କରି ପରୁଛ ତାରେ
155,ବିବନ୍ର ରିନ୍ସ ଅଡ଼ କରି ପାରୁ ଯାମୋର ମିଶ୍ରୁ ପ୍ଲ୍ଗ କାର୍ଡ ଆମାଜନ ଏଜୁରା ମେ ଅଡ଼ କରୁ ପରୁ ପରୁଛି ଆକ କାଳ୍ରେ ସେଷ ହଉନୁ ଥିଲା
156,ଆଉ କୌଣ ଅଛି ନା ଆମେ ବିବନପାଗର ଅନାଇର ଗେମ ଖେଲ୍ଯାରୁ ଅନାହିନ ରେ ୟୁଟ୍ର୍କ ରେଜ ପାସୁଛି ବୁରୀରେ ସବୁ ଦେଖିବାରୁଛି ତାବରେ ଗେମ ଖେଲ୍ଗାରୁ ଅଛି ଉଟ୍ତ୍ରେ ସବୁ ବିବନାପାଗର ସମାଚାର ସବୁ ଦେଖିଇ ଅରୁଛି
157,ତାପ ସୋସିଲ୍ ମେଡା ଦି ଉଟୁକ ଫେଷ୍କ ଇସ୍ଟାଗ୍ରାମ ରେ ଗ୍ରସ ହୋଇଯ୍ାସ ଅନ୍ତେ ରେ ରେ ରେରୀନ୍ସ ଆଉନି ସବୁ ଦେଖି ହରୁଛେ ତାପ ରେ ଅନ୍ଳାନ ଖାଦ୍ୟ ଅଡ୍ଡ କରିପାରୁଛେ ଏବ ସେବ କଲାରେ ଅଡ୍ଡ କରିବାନ ଥିଲେ ଏବେ ଅନ୍ାନ�
158,ପୁନ୍ଧ ହେ ଏମେ ବିବିନ ବଗର୍ର ବନ୍ତୁର ଆମରୁ ନଧି ଦକ ମିଟ ଆମେ ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର ଘର �
159, Merci.
160,ଆଜ୍ଞା ମୋ ହାତ ବିଜା ପରି ହଦା ଦେଲାନ ଯିପ ବାଇ ଗୁତୁରୁ କଣ
161,ରାବି କାଷ୍ରେ ତମୁର କିଜା ପର୍ବା ପାଇଁ ହଉଁତେ କାହାରେ ବସାଗରା କାହାରେ ସାବୁ କରୁ କିହାରୁ ମାହିଁ କାହିଁ କରୁ କରୁ କିହାରେ କାହାରେ କାହିଁ
162,ଉଚେଦ୍ରୁ ବକାନ୍ କରୁନ୍ଯା ରେ
163,ରେଜ୍ଞା କଣ କଣ ପଡିଲେ ଲେଲେ ରେତୁ
164,ରେଗାରେ ସବୁ ବିଛି କରିବା ଅଛି ଅଳୋଗ ପିଆଜ ବାଇଗଣ ଟମାଟ ଯାହା ପଡ କର୍ଭୁ ରାଣି ପାଇଁ ଯାହାରୀ ଦରକାର ଅଛି କଣ୍ତି ଯାହାରୀ କହିବେ ଆମେ ଯୋଗରୁ
165,ମୋରୁ ଗିଲା ଆଜେ ପୁଡ଼େ ଡା ହେଛି ଦେବା ଡାଷୁ କିଷା କିଲେ ନାରେ ଦେଖିବା କାଟିବା କେତିରା ଦୁଇ ହଲା କାଟିଦାକା ଥିଲରେ
166,ମୋାଇ ଗଣ ପି ରିସ୍ଟୋର ହେତା ପାରା ବି
167,ଆଜ୍ଞା ଗାଜରଶି ବାେଗନ୍ କେତେ କିଲୋା ନିବା କରୁ
168,ପାତେକିରେ ବେଇଗଣି ରାଜିରେ କାତେ କିମେ
169,ହାର୍ଗୁ କଣ୍ପରୀଏନା ଗଣ୍ଡୁ
170,ହେଯା କମାଣ୍କେ ପରେ ଗିଲେ
171,ଏରେ ପାଞ୍ଚୁକିଲେ
172, [SILENCE]
173,ଏଗେ ଆଉଛି
174,ଆଉ ଆପଣୁ କିତି ଆମେ ଦୋକାନ ରୁ ଆସିକି ନାପେ
175,ପୋର୍ନ ପନ୍ଦରତରୀ ରେ ଅପନ ପନ୍ଦର ତରି କଉ ଦିନ ସକ୍ଖାରୁ କିମା ଚୋତରୀ ତିନ ରାତିର ଆସିକି ନେଇଯିବେ ଆପନ ଆପଣ ଘରୁ କାବେ ପଟେତୁବନ ଆପଣ ଆସିକି ନେବେ ଏଠାରୁ ସେକାନ୍ତାରୁ ନେଇଯିବେ
176,ରେଟାଗା ସୁଲମୁଲୀ ରଅଛି ଆବଣ କିଲରୀ ଟା ବିହି ଅଧିକ ପରିମାରେ ନାବେ ନିଶ୍ରା ଆବଣ କାଟିକି ଦବୁ
