id,conf
36, ଏସି ସିଟ୍ ବି ବୁକିଂ ଅଛି ଏସିରେ ଟିକେ ମାନେ ଅଧିକ ଚାର୍ଜ ପଡ଼ିବ ଆଠଶହ ଟଙ୍କା ପଡ଼ିବ ବାକି ଆପଣ ପୁରା ସୁବିଧା ସୁଯୋଗରେ ଯାଇପାରିବେ
37, ଆଜ୍ଞା ଆଉ ଠିକ ଅଛି ମୁଁ ତପସ୍ଵିନୀରେ ଦେଖୁଛି ତପସ୍ିନୀଟା ସୁପର ଫାଷ୍ଟ ଅଛି ନା ତ ସେଟା ଟିକେ ଜଲ୍ଦି ନେଇକି ପହଞ୍ଚାଇବ
38, ଆଉ ମୁଁ ଆପଣ ବୁକିଂ ପାଇଁ ଆସନ୍ତୁ କାଉଣ୍ଟର ଆସନ୍ତୁ ଆପଣଙ୍କର ଚେଷ୍ଟା କରିକି କରିବୁ ଆଉ ଆପଣଙ୍କୁ ସବୁ ଜଣେଇବ ସୁବିଧା ଦେବୁ ଆଉ
39, ଆଜ୍ଞା ଠିକ ଅଛି ଧନ୍ୟବାଦ ଆପଣ ରେଲୱାଇ ବିଭାଗକୁ କଲ୍ କରିଥିବାରୁ ଆପଣଙ୍କୁ ଅଶଫସ ଧନ୍ୟବାଦ ଆଉ
40, ଆଠ ତିନି ଦୁଇ ହଜାର ଚାରି ପାଞ୍ଚ ନଅ ଦୁଇ ହଜାର ଅଠର
41, ସାତ ଏଗାର ଦୁଇ ହଜାର ପାଞ୍ଚ ନଅ ଛଅ ଉଣେଇଶହ ଅନେଶଵତ ପାଞ୍ଚ ତିନି ଦୁଇ ହଜାର ସାତ
42, ଗୀତା ଦତ୍ତଙ୍କର ବାବୁଜି ଧୀରେ ଚଲନା ପ୍ଲେ କର
43, ମାନେ ଚୁନା ମସଲା ମସଲି ଆଦି ସବୁ ଚୁନା କରିକି ମସଲା ପ୍ରସ୍ତୁତ କରିକି ପକାଉଥିଲେ
44, ଏବେ କିନ୍ତୁ
45, ତ ଆଗ କାଳରେ କିଛି ଜିନିଷ ଗରମ କରିବାକୁ ଆମେ ଚୁଲିରେ ଗରମ କରିଥିଲେ କିନ୍ତୁ ଏବେ କାଳ ଯୁଗରେ ଓଭେନରେ ଆମେ ଦୁଇ ମିନିଟରେ ବା ତିନି ମିନିଟରେ ଆମେ ସେଟା ଗରମ କରିକି ଖାଦ୍ୟ ପ୍ରସ୍ତୁତ କରି ନିଜେ ଖାଦ୍ୟ ଗ୍ରହଣ କରିପାରୁଛେ ତ ଏଇଟା ବହୁତ ଉପକୃତ ହୋଇଛି ଏ ସବୁ ଦେଶ ଆଗେଇଛି
46, ଅନଷ୍ପତ ନଅଶହ ଅନେଶପତ ହଜାର ଦଶ ହଜାର ପନ୍ଦର ହଜାର
47, ହ୍ୟାଲୋ
48, ହଁ କୁହନ୍ତୁ
49, କ ଣ
50, ଆମ୍ବ ଅଛି ପିଜୁଳି ଅଛି ଅଙ୍ଗୁରୁ ସବୁ କୋମଳା ଡାରିମ୍ବ
51, ଫାଇନାଫୁଲ ସବୁ ଅଛି
52, ଖରା ଦିନ ପାଇଁ ଅଛି ଆମର ପାଇନାକର ଅଛି
53, ଆଉ ପିଜୁଳି ବି ଅଛି
54, ଏମିତି ସବୁ ସବୁ ପ୍ରକାର ଫଳ ଅଛି ଆଉ
55, ଶୀତ ଦିନ ପାଇଁ ଆମର
56, ରହୁଛି ସେ ଯେଉ କମଳା ଅଙ୍ଗୁଲ
57, ଆମର ଏପଟୁ ଆସୁଛି ବ୍ରହ୍ମପୁରରୁ ଆସୁଛି କଟକରୁ ଆସୁଛି
58, ସେମାନେ ସେପଟୁ ସବୁ ମଗାଉଛନ୍ତି କାଶ୍ମୀର ଇପଟେ ଆମର ସେପଟୁ ସବୁ ପଠାଉଛନ୍ତି
59, ନାହିଁ ରେଟ ସବୁ କେତେବେଳେ ବଢ଼ୁଛି କେତେବେଳେ କମୁଛି ଆଉ ସବୁବେଳେ ଆଉ ସମାନ ଅଛି ଫଳ ରେଟ
60, ହଁ ହଁ ଠିକ ଅଛି ଠିକ ଅଛି ହେଲେ ଲୋକମାନେ ବେଶି ଫଳ ଫୂଳ ଖାଆନ୍ତିନି ତଥାପି ନେଉଛନ୍ତି ଆଉ
61, ହଁ ହଁ ନମସ୍କାର
62, ଏବେ ସାବିତ୍ରୀ ଅମାବାସ ହୋଇଗଲା ପ୍ରବଳ ରେପାବ ହେଲା ଆଉ
63, ଏବେ ସାବିତ୍ରୀ ମାସ ଥିଲା ନା ପ୍ରବଳ ବେପାର ହେଲା ବହୁତ ବିକ୍ରି ହେଲା ଫଳ
64, ହଁ କ ଣ ଦରକାର ଥିଲା କି ଫଳମର ନେବାର ଅର୍ଡ଼ର ଦେଲେ ପଠାଇଦେବି ଆଉ
65, ଏବେ ଆମ ପାଖରେ ଆଭେଲେବୁଲ ଅଛି ପାଇାଇନେବଲ ଅଛି
66, ଆଉ କମଳା ବି ଅଛି
67, ଦୁଇଶହ ଟଙ୍କା ଅଛି
68, ଆସ୍କାରୁ ଆସୁଛି
69, ଗାଡ଼ି ଭଡ଼ା ଦୁଇଶହ ଟଙ୍କା ପଡ଼ୁଛି
70, କେଟି ପିସା
71, ଗୋଟି ପେଟିରେ ପ୍ରାୟ ରହୁଛି କୋଡ଼ିଏ କେଜି ଖଣ୍ଡ ରହୁଛି ଆଉ
72, ହଁ ଲଭ ହେଉଛି
73, ଟ୍ୱେଣ୍ଟି ଥାର୍ଟି ପରସେଣ୍ଟ ଖଣ୍ଡ ହେଉଛି ଆଉ
74, ହଁ
75, ଯାଞ୍ଚ କରି ଦେଖ ନଅ ନଅ ଆଠ ପାଞ୍ଚ ତିନି ଚାରି ଆଠ ସାତ ସାତ ଆଠ ତିନି ଏଟ ଦ ଏ ଓକେ ସିଆଇସିଆଇରୁ ମୋତେ ଷାଠିଏ ହଜାର ଟଙ୍କା ମିଳିଲା କି
76, କଳାକାରମାନେ ଅଭିନୟ ପୂର୍ବରୁ ପ୍ରଭୁ ଗଣେଶଙ୍କୁ ପ୍ରାର୍ଥନା କରନ୍ତି
77, କୁନ୍ତଳା ଗୁରୁଙ୍କୁ ମୋର ପେଜାପ୍ କୋଡ଼୍ ହଵାଟ୍ସଆପ୍ ଜରିଆରେ ପଠାଅ
78, ହ୍ୟାଲୋ
79, ହ୍ୟାଲୋ ସାର୍ ନମସ୍କାର
80, ମୁଁ ସାର୍ ବିଶ୍ଵିତ ମହାଣ କହୁଛି ଗୋବାଳଠୁ କହୁଛି
81, ଯେ ମୋର ଆମ ମାଙ୍କର ଦୁଇ ଦିନ ପୂର୍ବରୁ ତାଙ୍କର ଗୋଡ଼ ମାନେ ବାରିିକାନ ଖସି ପଡ଼ିଗଲେ
82, ତାଙ୍କର ଗୋଡ଼ ପଡ଼ି ଖସି ଯାଇଛି ବହୁତ ମାଡ଼ ହୋଇଛି ଗୋଡ଼ ଫେକଚର ହୋଇଛି ବୋଧେ ଗୋଡ଼ ଭାଙ୍ଗି ଯାଇପାରିଛି ବୋଧ
83, ତ ମୁଁ ଚାହୁଁଛି ସାର୍ ଡକ୍ଟରରେ ମୁଁ ଆମ ଡକ୍ଟରଖାନାକୁ ନେବାକୁ ଚାହୁଁଛି ତ ଆମର ଡକ୍ଟରଖାନାରେ କିଛି ସୁବିଧା ସାର୍ ଅଛି ଆମ ସାର୍ ଯାହାକି ଆମ ମାଙ୍କର ଗୋଡ଼ ଭଲ ହୋଇପାରେ
84, ହଁ ସାର୍ ଦଶ ସ୍୍ୱ୍ଥ୍ୟ କାର୍ଡ଼ ଅଛି
85, ହଁ ସାର୍ ଆ ସାର୍ ଆମ ମା ଙ୍କ ପାଇଁ ସାର୍ଡ଼ ଡାକ୍ତରଖାନାରେ ବେଡ଼୍ ମଧ୍ୟ ଅଛି ବେଡ଼୍ ସାର୍ ମିଳିପାରିବ ସାର୍ ମିଳିପାରିବ ମିଳିପାରିବ ସାର୍
86, ହେଉ ସାର୍ ଠିକ ଅଛି ସାର୍ ନମସ୍କାର
87, ସାର୍ ବାରିଖାନ ଯାଇଥିଲେ ବାରିଖାନୀ ଜଷ୍ଟ ତାଙ୍କେ ତଳ ଉପରକୁ ଆସୁଥିଲେ ମାନେ ସିଠି ଚଢ଼ୁଥିଲେ ସିଠ଼ି ଚଢ଼ିବା ସମୟରେ ସାର୍ ଗୋଡ଼ ଖସିଗଲା ଖସିବା ସମୟରେ ସାର୍ ତାଙ୍କେ ପଡ଼ିଗଲେ ସେଠି ସାର୍ ଗୋଡ଼ ବି ମଧ୍ୟ ତାଙ୍କେ ଚାଲିପାରୁନାହାନ୍ତି ଗୋଡ଼ ସାର୍ ବୋଧେ ଫ୍ୟାକ୍ଚର ହୋଇଛି ବୋଧେ ଗୋଡ଼ ଭାଙ୍ଗି ଯାଇ ମଧ୍ୟ ହୋଇପାରେ ସାର୍ ତେଣୁ
88, ତେଣୁ ସାର୍ ଆପଣଙ୍କ ପାଖକୁ ନେବାକୁ ଚାହୁଁଛି
89, ଆଁ ସାର୍
90, ହେଉ ସାର୍ ସାର୍ ଅପରେସନର ବି କିଛି ସୁବିଧା ଅଛି
91, ହଁ ସାର୍ ଚାଲମେ ସାର୍ ଡାକ୍ତଟରଖାନାରେ ସାର୍ ପରିଷ୍କାର ପରିଚ୍ଛନ୍ନ ସ ରହିଛି
92, ଆଚ୍ଛା ସାର୍
93, ଆଚ ସାର୍ ସାର୍
94, ସାର୍ ଧନ୍ୟବାଦ ସାର୍ ସାର୍ ମୁଁ ବି ତୁରନ୍ତ ସାର୍ ଆପଣଙ୍କ ପାଖକୁ ଏବେ ହିଁ ନେଇଯାଉଛି ସାର୍ ଯାହାକି ସାର୍ ତାଙ୍କେ ଦେଖିଲା ପରେ ବି ତାଙ୍କେ ଚାଲିପାରିବେ ସ ଚାଲିପାରୁନାହାନ୍ତି ଗୋଡ଼ କାଟୁଛି
95, ସେ କାଲି ରାତିରେ ହିଁ ହୋଇଯାଇଛି
96, ଆଚଛାର୍
97, ହଁ ସାର୍ ଧନ୍ୟବାଦ ସାର୍ ଏବେ ହିଁ ଯାଉଛି ମୁଁ
98, ହଁ ସାର୍ ଧନ୍ୟବାଦ
99, ମୁଁ ବିଦ୍ୟାଳୟରେ ପଢ଼ୁଥିବା ସମୟରେ ସପ୍ତମ ଶ୍ରେଣୀ ସାହିତ୍ୟ ବହି ପଢ଼ିଥିଲି ଯାହାକି ମୋତେ ଜୋରରେ ହସାଇଥିଲା
100, ସେ ପୁସ୍ତକର ଏକ ବିଷୟବସ୍ତୁ ଥିଲା ମାଡ଼ହାଣ୍ଡି କଥା
101, ଯାହାକି ମା ଓ ପୁଅ ପୁଅ ପୁଅଙ୍କ ବିଷୟରେ ଆଧାରିତ ଥିଲା ଏହା ଏକ ହସ କାହାଣୀ ଥିଲା
102, ଏହି ବିଷୟଟି ମୁଁ ପଢ଼ିବା ପରେ ମୋତେ ବହୁତ ହସ ଖୁସି ଲାଗିଲା ଯେତେବେଳେ ମୋତେ ଏହି ବିଷୟ ବସ୍ତୁ କଥା ମନେ ପଡ଼ିଥାଏ ଯାଏ ମୁଁ ହସକୁ ସମ୍ଭାଳି ରଖିପାରେ ନାହିଁ
103, ମୋତେ ବର୍ତ୍ତମାନ ଖେଳୁଥିବା ଗୀତର ନାମ ଦେଖାଅ
104, ସାତ
105, ଏହି ସପ୍ତାହ ସୁଦ୍ଧା ଆର୍ ଆର୍ ଓ ଡେରି ବ୍ୟୁରାଟା ଚିଜ୍ ଉପଲବ୍ଧ ହେବାର କୌଣସି ସମ୍ଭାବନା ଅଛି କି
106, ହଁ ଝିଅ
107, କେତେ ଟମ୍ବରଟରେ
108, ଦଶ ହଜାର ମାଗିଲ ସାଙ୍ଗେ ସାଙ୍ଗକୁ ତେ ଆସିବ
109, ଆଜେ ତୁ ତ ଘରେ ମିଶିକି ସବୁ ଜାଣିଛୁ ଆଉ ସାଙ୍ଗେ ସାଙ୍ଗେ ଦଶ ହଜାର ଟଙ୍କା କେଉଁଠୁ ଦେବକି ଦେଇହ
110, ତେହିଣ ଟିକେଏ ସମୟ
111, ନାହିଁ ଦେବାକୁ ମୁଁ ମନା କ ସେଥିପାଇଁ ଟିକେ ସମୟ ତ ଫ ଦରକାର ସାଙ୍ଗେ ସାଙ୍ଗେ କଠୁ ଦେଇ ହେବେବ
112, ନାଇଁ ତୁ ଟିକେ ଦୁଇ ଚାରି ଦିନ ଅପେକ୍ଷା କର ଦୁଇ ଚାରି ଦିନ ପରେ ମୁଁ ଅଧାରୁ ଅଧିକ ଦେବି ଆଉ କ ଣ ବାକି ତୁ ମେକଅପ୍ କରିବୁ ଆଉ
113, ଆଚ୍ଛା ଏକାଳ କ ଣ କେତେ ସମୟ କ ଣ କ ଆଣିବୁ ସବୁ
114, ଆଜି କ ଣ ସଦି କିଣା ହେବ
115, ଆଜେ ସବୁଯାକ ଏକାଳେ କଣଲେ ହେବ ଆଉ ପଛ କଣିଲେ ହେବନି
116, ହଁ କାହିଁକି ମୁଁ ଯିବି ସାଠିକେ ଆଜ୍ଞା ଆମେ ସାଠିକେ ଯିବୁ
117, କାତିକି ଯଆ ଯାଇକି ସବୁ ଯାକ ଏକାଳକୁ ଆଣିଲେ କେମିତି ହେବ ଏତେ ପଇସା ଆସିବା କେଉଁଠୁ
118, ହେଉ
119, ତାଲେ ମୁଁ ଚେଷ୍ଟା କରୁଛି ଦେଖିବା କଣ ହେଉଛି
120, ହ ହେଉ ମୁଁ ଚେଷ୍ଟା କରି ତୁ କିଛି ପଇସା ଯୋଗେଇଥା
121, ବାକି ଆଉ ମୁଁ ଅଧାକୁ ଅଧିକ ପଇସା ଦେବି ଆଉ କଣ
122, ତୁଇ ଟଙ୍କା ନିତଥିଲେେ
123, ଆଜ୍ଞା ଯାହା ହେଲେ ଦୁଇ ତିନି ହଜାର ଟଙ୍କା ମେକଅପ୍ କରିଛା ଆଉ ସବୁ ଯକା ପଇସା ମୁ ନାଇ ଦେବି କେଉଁଠୁ
124, ହୁଁ
125, ହଁ ହେଉ ମୁଁ ଚେଷ୍ଟା କରିଛି ଆଉ
126, ହ ହେଉ ହେଉ ମୁଁ ଚେଷ୍ଟା କରୁଛି
127, ଆଚ୍ଛା ହେଉ ହେଉ
128, ଆଉ କହ
129, ହେଉ ଯିବୁ ଆଉ କଣ
130, ହଁ ହେଉ ଅ ହେଉ
131, ଆଉ କ ଣ ଏ ଦୁଫେସଖି ସଙ୍ଗ ସାଙ୍ଗ ଚାଲିଛି ଆଉ
132, ଆଉ ତୁ ପଇସାଛିନା ତୁ ଯାହା ଆିବ ସେଇଟା ମୁଁ ଆଉ କ ଣ କହିବି
133, ନାହିଁ ନାହିଁ ନହିଁ ତୁ ଇଚ୍ଛା ଅନୁଛ କି ତୁ ଆମ ପାଇଁ ଯାହା ଆଣିପାରିବୁ କିଛି ଆପତ୍ତି ନାହିଁ
134, ନହିଁ ମୁଁ କିଛି କହିବି କଲେ ତୁ ପାଇଁ ତୁ ଆଣେ ତା ପରେ ଆମ କଥା ପଛାେ
135, ହଁ ଆଉ ଠକ ଆମେ ଯିବା ଅସୁବିଧା କ ଣ ଆମର ତ ବନ୍ଧୁବାନ୍ଧବ ନାଇକଡ଼ାକ ଅଛନ୍ତି ଅସୁବିଧା କ ଣ
136, ହଁ ହେଉ
137, ହଁ ହଁ ହଁ ହଁ
138, ହ ହେଉ ମୁଁ ଜଣେଇବି ଆଉ
139, ଆଉ କଣ କହୁଛି
140, ହଁ ହେଉ ଦେଖିକି ପଇସାକୁ ଦେଖିକି ଆଣିବ ଆପଣ
141, ସବୁ ତ ଭଲ କହିଲେ ହେବନି
142, ହୁଁ ନାହି
143, ହଁ ତେଣୁ ପଇସାକୁ ଦେଖିକି ଯାହା ଦିନ ଜାଣିବୁ ବାକି ଯାହା ଥିବା ପଛ ଆସିବ ଆଉ କଣ
144, ହଁ ହଁ ମୁଁ ଯିବି ମୁଁ ଯିବି ଘରଠିକି ଗାଇକି ପଇସା ଦେଇକି ଆସିବି ଆଉ କ ଣ ନେବି ମୋତେ କହିଟା
145, ହେ ହେଉ
146, ଆଉ କ ଣ କହିବି
147, ହଁ ହେଉ
148, ହଁ ହେଉ
149, ହଁ ହଁ
150, ହେଉ
151, ନି୍ୟୁୟର୍କ ଆବୁଦାବି
152, ଟୋକିଓ ଢକା ପ୍ୟାରିସ
153, ବର୍ତ୍ତମାନ ଦୁଇଶହ ଅଣଚାଳିଶ ଟଙ୍କା ଚିୟାର କରୁଛି ସେଥିରେ ମୋତେ ଦେଢ଼ ଚକ ଡାଟା ଆଉ ଅନଲିମିଟେଡ଼୍ କଲ୍ ଅନଲିମିଟେଡ଼ ମେସେଜ କରିବା ପାଇଁ ସୁବିଧା ମିଳୁଛି ଆଗକାଳ ଯେଉଁ ଫୋନ ଥିଲା ସେଥିରେ ଏତେ ସୁବିଧା ନଥିଲା ଇଣ୍ଟରନେଟ୍ ପଢ଼ୁନଥିଲା
154, ଯେଉଁ ଫୋନ୍ ଅଛି ସେଥିରେ ଇଣ୍ଟରନେଟ୍ ଆମେ ୟୁଜ୍ କରିପାରୁଛେ ୟୁଟ୍ୟୁବ ଚଲେଇପାରୁଛେ ବିଭିନ୍ନ ଜିନିଷ ପ୍ଲେଷ୍ଟୋର ଡାଉନଲୋଡ଼ କରିପାରୁଛେ ତା ପରେ
155, ବିଭିନ୍ନ ଜିନିଷ ଅର୍ଡ଼ର କରିପାରୁଛେ ଯେମିତି ଆମର ମିସୋ ଫ୍ଲିପକାର୍ଟ ଆଉ ଆମାଜନ ଏଥିରେ ଆମେ ଅର୍ଡ଼ର କରିପାରୁଛେ ଆଗକାଳରେ ସେସବୁ ହେଉନଥିଲା
156, ଏ ଆଉ କ ଣ ଅଛି ନା ଆମେ ବିଭିନ୍ନ ପ୍ରକାର ଅନଲାଇନ୍ ଗେମ୍ ଖେଳିପାରୁଛେ ଅନଲାଇନରେ ୟୁଟ୍ୟୁବରେ ଯେଉଁ ଆସୁଛି ଭିଡ଼ିଓ ସବୁ ଦେଖିପାରୁଛେ ତା ପରେ ଗେମ୍ ଖେଳିପାରୁଛେ ୟୁଟ୍ୟୁବରେ ସବୁ ବିଭିନ୍ନ ପ୍ରକାର ସମାଚାର ସବୁ ଦେଖିପାରୁଛେ
157, ତା ପରେ ସୋସିଆଲ ମିଡ଼ିଆ ଏଦି ୟୁଟ୍ୟୁବ ଫେସବୁକ୍ ଇନ୍ଷ୍ଟାଗ୍ରାମ ଏଗୁଡ଼ା ସବୁ ୟୁଜ୍ କରିପାରୁଛେ ଏଥିରେ ରିଲ୍ସ ଆଉ ଅନ୍ୟ ସବୁ ଦେଖିପାରୁଛାେ ତା ପରେ ଅନଲାଇନରେ ଖାଦ୍ୟ ଅର୍ଡ଼ର କରିପାରୁଛାଏ ଏ ସେବ କାଳରେ ଅର୍ଡ଼ର କରିପାରୁନଥିଲେ ଏବେ କିନ୍ତୁ ଅର୍ଡ଼ର କରିପାରୁଛେ ଏହି ଅନଲାଇନ୍ ସୁବିଧା ଯୋଗୁଁ
158, ଆଉ ଏବେ ବି ଏ ଫୋନରେ କଣ ଆମେ ବିଭିନ୍ନ ପ୍ରକାର ଜିନିଷ ଆମର ଯେମିତି ଡକ୍ୟୁମେଣ୍ଟ ଆମେ ଘରେ ବାହାର କରିପାରୁଛେ ଆଧାର କାର୍ଡ଼ ଘରେ ବାହାର କରିପାରୁଛେ ରାସନ କାର୍ଡ଼ ଘରେ ଆପ୍ଲାଏ କରିପାରୁଛେ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟ ଘରେ ଆପ୍ଲାଏ କରିପାରୁଛେ
159, ହଁ ହଁ
160, ଆଜ୍ଞା ମୁଁ ହାତ ବଜା କରିବା ଦ ଡିପୋଭାଇଡ଼ କରୁଥିଲି କୁହନ୍ତୁ
