id,w2v
38,ଆଉ ମୁ ଆପଣ ବୁକିଙ୍ ପାଇଁ ଆସନ୍ତୁ କାଉଣ୍ଟର ଆସନ୍ତୁ ଆପଣଙ୍କର କ ଚେଷ୍ଟା କରିକି କରିବୁ ଆପଣଙକ ସୁବି ଜଣେଙକୁ ସୁବିଧା ଦବ
39,ଆଜ୍ଞା ଠି ଅଛି ଧନ୍ୟବାଦ ଆପଣ ରେଲୁୱାଇ ବିଭାଗ କୁ କଲ କରିଥିବାରୁ ଆପଣଙ୍କୁ ଅସବୁ ସ ଧନ୍ୟବାଦ
40,ଆଠେ ତିନି ଦିଇ ହଜାର ଚାରି ପାଞ୍ଚ ନଅ ଦିଇ ହଜାରେ ଅଠର
41,ସାତେ ଏଗାର ଦୁଇ ହଜାରେ ପାଞ୍ଚେ ନଅ ଛଅ ଉଣିଶ ଅନିସ୍ତ ପାଞ୍ଚେ ତିନି ଦିଇ ହଜାରେ ସାତେ
42,ଗୀତା ଦତ ଙ୍କର ବାବୁଜି ଧିରେ ଚଲନା ପ୍ଳେ କର
43,ମାନେ ଚୁ୍ଲା ମସଲା ମସୁଲି ଆଦି ସବୁ ଚୁନା କରିକି ମସଲା ପ୍ରସ୍ତୁତ କରିକ ମୁଁ ପକଉଥିଲେ
44,କଏବେ କିନ୍ତୁ
45,ତ ଆଗୁ ଗାଡରେ କିଛି ଦିନ୍ସ ଗରମ କରିବାକୁ ଆମେ ଚୁଲିରେ ଗରମ କରିଥିଲି କିନ୍ତୁ ଏବେ କାଳଜୁ କରେ ଓଭେ ରେ ଆମେ ଦୁଇ ମିନିଟ୍ ରେ ବା ତିନି ମିନିଟ ରେ ଆମେ ସିରା ଗରମ କରିକି ଖାଦ୍ୟ ପ୍ରସ୍ତୁତ କରି ନିଯେ ଖାଦ୍ୟ ଗ୍ରହଣ କରିପାରୁଛି ତ ଏଇଟା ବହୁତ ଉପକୃତ ହେଇଛି ସବୁୁ ତେସୁ ଆଗେଇଛି
46,ଅନିସ୍ପୃତ ନଅଁ ସ ଅନିଶ୍ପଦ ହଜାର ଦୋଶ ହଜର ପନ୍ଦର ହଜାର
47,ନ
48,ମା କୁହନ୍ତୁ
49,କଣ
50,ଆମ୍ଭ ଅଛି ପିଜୁ ଅଛି ଅଙ୍ଗରୁ ସେଉ କମଳା ଲାଇବ
51,ପାଇନାପର ସବୁ ଅଛି
52,ଖର ଦିନ ପାଇଁ ଅଛି ମୋର ପାଇନା ପୁଲ ଅଛି
53,ଆଉ ପିଜଡିବେ ଅଛି
54,ଆ ସବୁ ସବୁ ପ୍ରକାର ଭଳ ଅଛି
55,ସତ ଦିନ ପାଇଁ ଆମର
56,ରହୁଚି ସ ସେ କମଳା ଆଙ୍ଗୁର
57,ଆମରେ ପଡୁ ଆସୁ ଦିଇ ବଲମ୍ ପୁଲୁ ଆସଚି କଟ ଗୋଡୁ ସଛି
58,ସେମାନେ ଯେଖରୁ ସବୁ ମଗୁଛନ୍ତି କାସମିର ଜା ପରେ ଆମୋର ସେକରସକୁ ପଠଉଛନ୍ତି
59,ନାଇରେଟ ସବୁ କେତେବ ଗଡୁଛି କେତେଳେ କମୁଛି  ସବୁବେଳେ ସମାନ ଅଛି ଫଳ ଦହତ
60,ହହ ହିଗ ହେଇଯାଅଛି ହଲେ ଲୁକୁ ଆନେ ବେଶି ଫଳ ମୁର ଖାଦିନି ଦଖା ଦି ନଉଛନ୍ତି ଉ
61,ହ ହନ ଉଛନ୍ତି
62,ଦେ ସାବିତିର ନାବସେ ଗଲା ପ୍ରବଳ ବେସ୍କାର ହେଲା
63,ଏବେ ଛାପି ତିର ମାସ ଥିଲା ନା ପ୍ରବଳ ବୟପାର ହେଲା ବହୁତ ବିକ୍ନି ହେଲା ପଳ
64,ମୋ ସଣ ଦରକାର ଥିଲା କିଫଳ ମୋରନବାର ଅଡ ଦେଲେ ପଠେଇ ଦିବି ଅ
65,ଏବେ ଆମ ପାଖରେଭେଲେ ବୁଲୁ ଅଛି ପାଇନା ଦିବ ଅଛି
66,ସାର କମ ଲାଗୁଅଛି
67,ଦୁଇ ଶ ଟଙ୍କା ଅଛି
68,ଆସ୍କାର ଆସୁଚି
69,ଗାରି ବେଳା ପଇଶ ଟ ପଡୁଚି
70,ଚେତିଲି ସାର
71,ମୋତ ପେଟିରେ ପ୍ରାୟ ମଡ ହଚି ଏଇ କୁଡିଲି ଦେନି ରହୁଚି
72,ଲା ଜରୁଚି
73,କେଉଠି ଛାତି ବରନ କଣ୍ଡ ହଉଚି ଆଉ
74,
75,ଜାନ୍ଚ କରି ଦେଖନ ନ ଆ ପା ତେ ଚା ଆ ସା ସା ଆର ଟେନ ଏଡ ଦର ଏ ଓକେ ସିଆଇ ସିଆଇରୁ ମୋତେ ଷାଠିଏ ହଜାର ଟଙ୍କା ମିଳିଲା କି
76,କଳାକାର ମାନେ ଅଭିନୟ ପର୍ବରୁ ପ୍ରବୁ ଗଣେସଙ୍କୁ ପାର୍ଥନା କରନ୍ତି
77,କୁନ୍ତଳା ଗୁରୁଙ୍କୁ ମୋର ପେଜାପ କୋଡଡ଼ ୱାଟସପ୍ ଜରିଆରେ ପଠାଉ
78,ଲ
79,ହାଲ ସା ନମସ୍କାର
80,ମୋ ସାର ବିଶ୍ମା ହାଣା କରୁଚି  ଗୋବାଳାରୁ କହୁଚି
81,ଦେ ମୋର ଆମ ମାଆଙ୍କର ଦୁଇ ଦିନ ପୂର୍ବରୁ ତାଙ୍କର ଗୋଡ ମାନେ ବାରିଗନେ ଫସି ପଡିଗଲେ
82,ତାଙ୍କର ଗୋଡ ପଡି ଖସିହଯିଲି ବହୁତ୍ ମାଡ ହେଇଛି ଗୋଡ ଫେଚ ରଇଛି ମଧେ ଗୋଡ ଭାଙ୍ଗି ଯାଇ ପାରୁଚି ମଧ୍ୟ
83,ତ ମୁଁ ଚାହୁଁଛିି ସାର ଡକ୍ଟ ରେ ମୁ ଆମେ ଡକ୍ଟର ଖାନା କୁ ନେବାକୁ ଚାହୁଁ୍ଛି ଟାମର ମେଳେ ଡକ୍ଟରଖାନା ରେ କିଛି ସୁବିଧା ସାର ଅଛି ଆମ ସାର ଯାହାକି ଆମେ ମାଆଙ୍କର ଗୋଡ ଭଲଇ ପାରେ
84,ଖସ ବିଶଶନ୍ତ କାର୍ଡ ଅଛି
85,ସାରସାର ଆମ ମାଆଙ୍କ ପାଇଁ ସାର ବେ ଡାକ୍ତରଖାନା ରେ ବେଡ ବେଡ଼ ମଧ୍ୟ ଅଛି ବେଡ଼ ସାରରେ ମିଳି ପାରିବ ସାର ମିଳିପାରିବ ମିଳିପାରିବ ସାର
86,ସାର ଠିକ ସ୍ୱାପ୍ନ ମସା
87,ସର ବାରି ଖାନି ଯାଇଥିଲେ ବାରିକାନମୁ ଜଷ୍ଟ ରେ ତାଙ୍କ ତଳ ଉପରୁକୁ ଆସୁଥିଲେ ମନେ ସିଡି ଚଡୁଥିଲେ ସିଡି ଚଡେବା ସମୟରେ ସାର ଗୋଡ ଖସି ଗଲା ଖସିବା ସମୟ ସାର ତାଙ୍କ ପଡିଗଲେ ସଡେ ସାର ଗୋଡବୁ ମଧ୍ୟ ତାଙ୍କା ଚାଲି ପାରୁ ନାହାନ୍ତି ଗୋଡ ସାର ବଧେ ୍ରେକ୍ଚର ଏଛବଦେ ଗୋଡ ଭାଙ୍ଗି ଦାଇ ମଧ୍ୟ ହେଇପାରେତ ତେଣୁ
88,କେଉଁ ସାରା ଆପଣ ପାଖକ ନେବାକୁ ଚାହୁଁଚି
89,ଅଜା
90,ସାର ସାର ଅପେରସନ ରେବି କିଛି ସୁବିଧା ଅଛି
91,ହସାର ଚାଲାମସ ଡାକ୍ଟର ଖାନାହଁ ସବ ପରିସ୍କରା ଉପରିଶନ ବେ ରହିଚି
92,ଅଛସାର
93,ଅଷା ସାର
94,ଶ ଧନ ବାସ ସମୁବି ତୁରନ୍ତ ସାରା ଆପଣ ପାଖୁ ଏବେ ହିଇ ନେଇଯାଉଛି ସଦା ଯାହାକି ସାର ଟାଙ୍କା ଦେଖିଲା ପରେବି ଟାଙ୍କେ ଚାଲି ପାରିବେ କ ଚାଲି ପାରୁ ନାହଁ୍ତୁ ଗୋଡ କାଟୁଛି
95,ସର କାଲି ରାତିରେ ହେଇଚି
96,ଅସା
97,ବସ ଧନି ମାସ ରେ ବେଙ୍ ଯାଉଛ
98,ଚ ଧନ୍ୟବାଦ
99,ମୁ ବିଦ୍ାଳୟରେ ପଢୁଥିବା ସମୟରେ ସପ୍ତମ ସ୍ରେଣି ସାହିତ୍ୟ ବହି ପଡିଥିଲି ଯାହାକି ମୋତେ ଜୋରରେ ଫସାଇଥିଲା
100,ସେ ପୂଷ୍ତକର ଏକ ବିଷୟ ବସ୍ଶୁ ଥିଲା ମାଡ ହାଣ୍ଡି କଥା
101,ଯାହାକି ମା ପୁଅପ ପୁଅଙ୍କ ମୋଜ ବିଷୟରେ ଆଧାରିତ ଥିଲା ଏହା ଏକ ଫସଲ କାହାଣି ଥିଲା
102,ଏଇି ବିଷୟ ରି ମୁ ପଢ଼ିବା ପରେ ମୋତେ ବହୁତ ଫସଲ ଖୁଷି ଲାଗିଲା ଯେତେ ବେଳେ ମୋତେ ଏହଇି ବିଷୟ ବସ୍ତୁ କଥା ମନେ ପଡିଥା ଯାଏ ମୁ ଫସଲ କୁ ସମ୍ଭାଳି ରଖି ପାରେ ନାହିଁ
103,ମୋତେ ବର୍ତ୍ତମାନ ଖେଳୁଥିବା ଗୀତର ନାମ ଦେଖା
104,ସାତ
105,ଏହି ସପ୍ତାହ ସୁଧା ଆର୍ଆର ଓ ଡେରି ବିରା ଟା ଚିଜ ଉପଲପବ୍ଧ ହେବାର କଣସି ସମ୍ଭାବନା ଅଛି କି
106,ଅଜ
107,କେତେ ଟଙ୍କାର ଟରେ
108,ଦଶ ହଜାର ମାନ ସାଣପା କୁଟେ ଆସିବ
109,ଆତ୍ତ ଘର ବେସିକ ସବୁ ଜାଣିଚୁ ଆଉ ସା୍ଗେସାକେ ଦଶ ହତ ଦା କୁଡି ବକେକି ଦେଇ ହବ
110,ତେଉଁଟିକେ ସମୟ
111,ନାଇଁ ଦବାକୁ ମୁଁ ଗନା କରଛେ ତିମିଟି ସମୟତ ପେର ଦରକାର ରେ ସାଙ୍ ସା କୁଡି ଦେଇ ହବ
112,ମା ତୁଉ ଟିକେ ଦିଜାର ଦିନେ ଅପିରା କର କି ଚାର ଦିନ ପରେ ମୁ ଅଧାରୁ ଅଧିକ ଦେବିଏ କଣ ବାଡିତ ମେକକ କରିବ
113,ଆସଇ କାର ଯି କଣ ହେଇ କେତେ ା କଣ କଲଲାଣିୟୁଜ ହବ
114,ମରେ କଣ ସବଦି କି ହବ
115,ଆଜ୍ା ସବିଦା କର  କାଳା କାଣିଲା ହବ ଆଉ ପଛି କାହିଲେ ହବନି
116,ଆଣ କାହିଁନି ମୁ ଦିଇ ଚାତିରେସରେ ଆମେ ସାସି ରେ ଯିବୁ
117,ଚାତି କିରଆଦାଇକିଜା ସବୁ ଲାକ ଏକାଲ କାହିଲେ କିନ୍ତୁ ହବ ଏତେ ପଇସା ନାସ କୁଉ୍ଟୁ
118,ହଉ ହେରୁନ
119,ସାରମୁ ଚେଷ୍ଟା କରୁଛି ଦେଖିଆା କଣ ହଉଚି
120,ହମୁ ଚେ୍ତା କରତୁ କିଛି ପଇସା ଜଗେଇ ଥା
121,ବାଜ୍ଞା  ମୁ ଅଧାରୁ ଅଧିକ ପଇସା ଦେବି କ
122,କେଉ ଟଙ୍କା ନିଥିଲେ
123,ଆ୍ଞା ଯାହାଲେଦି ତିନି ହଜାର ଟଙକା ବେକପ କରିଥା ଆ ସବୁ ଜବାଟା ପଇସା ବୁନାତି ବି କୁଉଠୁ
124,ସାର
125,ହଉକୁ ଚେଷ୍ଟା କରିଛି
126,ଶହବ ହଉମୁ ଚେଷ୍ଟା କରୁଛି
127,ଆଛା ହ ହଉ
128,ଆରକ
129,ହଉଚି ପୁଆ କଣ
130,ଆହ
131,ଆଉ କଣ ରେ ଦିପସିକେ ସଙ୍ସାରା ଚାଲିଛି ଆଡା
132,ଆର ଠୁବ ଇଠାସିନ ତୁଇଲା ହାଣିଉ ହେଲା ମୁଁ ଆକୁ କହିବି
133,ନାଇ ନାହିଁ ନାହିଁ ତୁ ଇଛାନସାକେ କୁ ଆମପେ ଯାହା ଆଣିଲାଗିବ କିଛି ଆପତି ନାହିଁ
134,ନାର ମୁ କିଛି କହିତଳେ ତୁଳ ପାଇଁତୁ ଆଣେ ସାପରେ ଆମ୍କତାପ ଅସେ
135,ମ ଆଉଛିରାମେ ଜିବା ଔଷଧା କଣ ାଉତ ପନ୍ଧୁରାଟଗନ ହଜାଡାରେ ଅଛନ୍ତି ଅଔଧା କଣ
136,ହଉ
137,ହହ
138,ଆ ସବୁ ଜଣିଇବିଅ
139,ଆର କଣ କହ
140,ହବୁ ଦେଖିବ ପଇସାକୁ ଦେଖି ଯାହିଁ ପବନା
141,ସବୁତ ଭଲ କହିଲା ହବନି
142,ନା
143,କେମ ପଇସାକୁ ଦେଖି ଯାଉଛି ଯାଣିଉ ପାଚି ଯାଉଥିବା ପଥା ଆସିବ ହବ
144,ହ ମୁଁ ଜିବି ମୁ ଜିବି ଘର ଠିକି ଯାଇକି ପଇସା ଦେଇକି ଆସିବି ଆଉ କଣ ନେବି ମୋତେ କହିଦା
145,ସ ହଉ
146,ଆଲ କଣ କହିବି
147,ହଉ
148,ଆହ
149,ଗହ
150,
151,ନିଅ ଆବୁଦାବି
152,ଟୋକ୍ଓ ଡାକା ପେରିସ
153,ମ୍ତମାନ ଦୁଇସ ଅଞ୍ଛ ସ୍ଟୋନ ଚାରଗୁଛି ଛେଦ୍ର ମୁତି ଦେଡୁଚି ଡାକ୍ଟା ଆଉ ଅଲିମଟାଡ଼ କଲ ଅଲିଣ୍ଟାଡ ମେସେଜ କରିବା ବେ ଦା ମୁରି ଆଗ ଭଲହେଜି ପୁନ୍ଥିଲା ସରେତି ଶୁବିଧ ଥିଲା ଇଣ୍ଟରନେଟ ବନ୍ଦ ଥାଲା
154,ଆଜି ପନସିଆ ଥ୍ରୀ ଇନ୍ର ଟା ମିୟୁଜ଼ କର ବାରୁଛି କେଉଠୁ ଚଲି ପାରୁଛି ବିବିନ୍ନ ଦିନସେ ପ୍ଲେଷସ୍ଟରୁ ଡାଉନଲୋଡ଼ କରି ାରୁଛି ତାପରେ
155,ବିବିନ୍ନ ୍ଛ ଅଣ୍ଡ କରି ପରିଛି ଜିମ ରୟ ମୋର ମି ପ୍ଲିପ କାର୍ଡ ଆଉ ଆମା ଯ ଏଜ୍ରାମୋ ଅଡର କରିକରୁଛି ଆାଗ କାଳେ ସେସବୁ ହଉନ ଥିଲା
156,ଏଆଉ କଣ ଅଛି ନା ଆମେ ବିବିନ ମୋଗର ଅନ୍ଲାଇନ ଗ୍ମ ାଲ କରୁଛି ଅନ୍ଲାଇନ ଦ ବ କେଉଟି ବ୍ଲିଜ ବଆସୁଛି ବିଡ ସବୁ ଦେଖିପାରୁଛି ତାପରେ କେମ ଖଳ ପୁଛା ଲମ କୁବରସବୁ ବେଣେ ବହତ ସମାଚାର ସବୁ ଦେଖିପାଅରୁଛି
157,ତାପ ସୋଷୟାଲ ମିଡିାଟି ଉଟୁ ଫେସବୁକ ଇଷ୍ଟାଗ୍ରାମ ବିନ୍ତା ସୁ ଯୁଜ କରିବଛି ଏଥରଲିନ୍ସ ଖାଉଣ୍ଡସନ ଦେଖିବାଛି ତାପରେ ଅନ୍ଲାଇନ ରେ ଖାଦ୍ୟ ଅ୍ଡର କରିବଛ ଏବେ ସେବୁ କେଳାରେ ଅ୍ଡର କରିବାନୁଥିଲା ଏବେ କିନ୍ତୁ ଅଡ କରିବାଛି କି ଗଲ ଛୁମିଧା ଯବ
158,ଆବି.ବିର ଫନ୍ରେ କଣ ଆମେ ବିଭିନ୍ନ ଗୋଗର ମୁନଦିଞ୍ଛ ଆମ ରନତି ଡୋକମେଟାମେ ଘରେ ବାହାର ପରି ପାରୁଛି ଆଧାର କାର୍ଡ କବ ଘରେ ବାହାରବା କରି ପାରୁଛି ରେସନ କା୍ଡ ଘରେ ଆପ୍ଲାଇ କରି ାରୁଛି ବ୍ୟାଙ୍କ କଣ ଘରେ ଆପ୍ଲାଇ କରି ବାରୁସି
159,
160,ଆଜ୍ଞା ମୁ ହାତ ବଜାର ପଲେ ଦଲାନ ଚିପ ଭାଇି କରୁତିଲି କଣ
161,ଆମକଠିରେ ହେଲେ  ସମ୍ପୂର୍ଣ ପୂଜା ବୟ ପାଇଁ ଅପୂର୍ଣଣ ହନୁଛି କାହା୍ଡ ର ମତ ଘର ବୟା ଅରମି ପରକୁ ମ ରେଉକାଡପା
162,କେବିନେ ବକାର କଲିନଡେ
163,ଆଜ୍ଞା କଣ କଣ କରିବା ଲେବ ତ
164,ଜ୍ଞୟାସ ସବୁ କିଛି ପରିବା ସି ନା ଅଳ ପିଆଜମ ବାଇବାଳ ସମାଡ ଯାହା ପଣ କର୍ମମାଣି ପାଇଁ ଯାହାବି ଦରକାର ଅଛି ନ୍ତୁ  ଯାହାବି ପାରଇବା ଆମୁ କେବରୁି
165,ମୋଆଳୁକିଲାନେ କୋଡେ ଡରା ଆସଛି ଏବଂ ଡଷ୍ଟ କିଲ ନେବେ ତୋ ପି ସମୟରେ ଦେଖିବା କାଟିବା କେ ଥିଲ୍ଦିଇଟ ନ କାଟି ଦଙକା କିଲୋ ନେ
166,ଡାଏଗଣ ତିରିସ୍ ର ଅଛି କେଟା ପ ନେବେ
167,ଆଜ୍ଞା ଗାଜର ଦୁଇ ବାଇବଲ କେତେ କିନା ଦେବାକ
168,ସତେ କିଲୋ ହଇଯାନ ଡାକ୍ଦର କେଟେ କିନେ
169,ହା ଙ୍କ କଲ୍ାଣା କୁହନ୍ତୁ
170,ା ସମଡ କେ ପରି ଦିଲେ
171,ମୋଡ ପାଞ୍ଚ କିଲୋ ମୁ
172,
173,ଯ ଆଉ କିଛି
174,କିମୁ ପବରେ କିଲ ମୋ ଚାଳିସ୍ ଅଛିଆଉ ଆପଣ ଯିଦି ଆମ ଦୋକାନରୁ ଆସିକି ନେବେ
175,ଆମେପଣ ଶୁଲ ମୁଲ୍ୟ ଜୋଗାଇ ଦବୁ ଆପଣ ପନ୍ଦର ତାର ସୁଧା ନେଲେ ଆପଣ ପନ୍ଦର ତାରିଖ ଦିନ ସକାଳୁ କିମ୍ବା ଚଦ ତାରୀ ଦିନ ରାତିରେ ଆସିକି ନେଇଯିବେ ଆପଣ ଆପଣ ଘରୁ କବେ ପଠେଇ ଦଉନା ଆପଣ ଆସିକି ନେବେ ଏଠାରୁଦୁକାଟରୁ ନେଇଯିବି
176,ରେଟାଗ୍ା ଶୁଲ ମୁଲ୍ୟର ଅଛି ଆପଣ କିଲୋ ଇସଟାବିତେ ଅଧିକ ପରିମାଣେ ନେବି ନିଶିତ ବବେ ଆପଣକ କାଟିକି ଦବୁ
177,ୋଦିଦି ଆପଣ ଆଳୁ ଦଶ କିଲ ନେବେ ସେଥିରେ ଆମେ ଦିପଅଲା କାଟି ଦଉଛୁ ବାଇଗଣ ଜଦି ଆପଣ ତିରିସ ଟା ଲଗାରେ ଯଦି ପାଞ୍ଚ କ୍ଲ ନଉଛନ୍ତି ମ ସେଇ ତିନି ଚାର ଟଙ କମେଇ ଦବୁ ପାଖା ବାଖି ଆପଣ ଯାହାବି ପରିଆା ନେବେ ସୁଟାରେ ଦୁଇ କିନି ଟଙ୍କା ଆମେ କାଟି କିରବୁ
178,ଆଜ୍ଞା ଜ୍ଞା ଆମର ପାଖ ନିକଟସ୍ତ ଗ୍ରାମରେ ଜୁ ଆମର ଯାହା ବି ପରିବା ଜଶ ହଉଛଚି ସେଇ କୃଷି ଭାଇଁମାନେ ଆମକୁ ଜୋଗେଇ ଦଉଛନ୍ତି
