id,wh
17,মা আমাদের এসিজি গ্রুপটা তো হয়েছে অনেক দিন তো যদি কিছু টাকা পয়সা পাইয়ে দিতে পারতেন বা কিছু যদি ব্যবস্থা করেন তাহলে কিছু দেখবেন না সাহেবসেকে আমি কথা বলেছি কিন্তু তুমি কোনো রেসপন্স করছ না বলছো তোমাদের গ্রাম প্রধানকে বলো সে বললে তারপর বলব তো একটু দেখবেন না
18,প্রধান সাহেবের ওপর বলেছিলাম তিনি তো দেখছিয়ে বললেন তবে আমি কি যাব অ্যালকিন ওখানে আপনার
19,তাহলে আমি বাটি অফিসে যাচ্ছি বিয়ে তাহলে অরিনি দরকার একবারে প্রধান সাহেবের কাছে চলে যাব
20,ঠিক আছে তাহলে রাখছি
21,আমাদের পুরনো বাড়িতে একটি পাতকোও ছিল সেই পাতকোওতে তখন আমরা জল তুলতাম
22,সেটার জন্য একটা লোহার ছোট বালতি রাখা ছিল সেই বালতির হ্যান্ডেলে
23,বিশাল বড় একটা দড়ি বাঁধা ছিল
24,বালতিটা কুয়োর জলে ফেলে দিতাম লোহার যেহেতু ভারী ডুবে যেত আর দড়ি ধরে টানতাম সেইভাবে খুব কষ্ট করেই আমরা সেই জল ব্যবহার করতাম বাড়ির বিভিন্ন কাজের জন্য
25,আস্তে আস্তে আমাদের বাড়ির উন্নয়ন হল তখন আমরা কুয়োটা বুঝিয়ে দিয়েছিলাম কিন্তু সম্পূর্ণ বোঝানো হয়নি পুরোটা সিমেন্ট দিয়ে ঢাকা দিয়ে দেওয়া হয়েছিল এবং তা থেকে একটা বৈদ্যুতিক টুলো পাম্প লাগানো হয়েছিল
26,লাগিয়ে তা থেকে আমরা বাড়ির চার তলার একটি জলাধার করা হয়েছিল সেখানে প্রত্যেক দিন
27,জল সংরক্ষণ করে রাখতাম
28,ভারতের চাকরির বাজার খুব একটা ভালো না কারণ এখন চাকরির পরীক্ষা সেরকম হয় না বললেই চলে সরকারি চাকরি তো হয় না এসএসসি
29,পরীক্ষা তো উঠেই গিয়েছে বললেই চলে পায়মারিটা যদিও হচ্ছে কিন্তু তাতেও নিয়োগের কোনো নাম চর্চা নেই
30,যদিও হচ্ছে মানুষের লাগছে কিন্তু ইন্টারভিউয়ে ডাক পড়ছে না ডাক পড়লেও হয়তো বিভিন্ন রকম সমস্যার কারণে সে কেটেও যাচ্ছে ভালো ভালো ছেলেরা এর ফলে বসে আছে
31,বিভিন্ন এর জন্য ওদিকে বিভিন্ন রকম সমস্যার সম্মুখীন হতে হচ্ছে কারণ আগে যারা মাধ্যমিক উচ্চ মাধ্যমিক পাস করেছিলেন এখন যারা
32,মাধ্যমিক উচ্চ মাধ্যমিক পাস করে যাদের নাম্বার সেই নাম্বারের সঙ্গে আগের নাম্বারের অনেক পার্থক্য
33,এখন ছেলেমেয়েদের অনেক অনেক নাম্বার তারা নাইন্টি পার্সেন্ট এইনটি পার্সেন্ট কেউ নাইন্টি ফাইভ পার্সেন্টকেও আর হান্ডেট পার্সেন্টের নাম্বার পাচ্ছে কিন্তু তখন অতঃশর্ত
34,নাম্বার পাওয়াটা অত সহজ ছিল না যার ফলে আগেকার দিনের মানুষের সঙ্গে এখনের মানুষের অনেকটাই পার্থক্য ঘটছে যাদের বয়স চল্লিশ পঁয়তাল্লিশ পঞ্চাশ বছর তাদের সঙ্গে বিশেষ করে এখনের যে তরুণ ছেলেমেয়েরা উঠছে তাদের তো একটা বিরাট ফারাক রয়ে যাচ্ছে
35,যার ফলে চাকরির পক্ষে অত্যাদিকে বিভিন্ন চ্যালেঞ্জের সম্মুখীন হতে হচ্ছে বর্তমানে
36,বিভিন্ন সুযোগ রয়েছে এখন যেমন তরুণদের জন্য বিভিন্ন সুযোগ রয়েছে অগ্নিবিলের মতো
37,পরীক্ষা বেরিয়েছে বা যেখানে সহজে নিয়োগ করা হচ্ছে
38,এছাড়াও মিলিটারি বা পুলিশ জিডির পরীক্ষা রয়েছে ফর্ম চার্চে নার্সিং এর জন্য ছেলেমেয়েদিকে সুযোগ দেওয়া হচ্ছে যার ফলে অনেকগুলি সুযোগ রয়েছে সুযোগ থাকলেও কিন্তু
39,বিভিন্ন রকম সমস্যারও সম্মুখীন হতে হচ্ছে ছেলেমেয়েদের কারণ সুযোগ থাকলে তারা সবাই সবরকম সুযোগ সুবিধা পাচ্ছে না
40,বিবাহের মতো বড় অনুষ্ঠানের সময় প্রচুর পরিমাণে জলের প্রয়োজন হয় এর জন্য আমাদের প্রথম খাবার জল
41,অর্ডার করা হয় খাওয়ার জল থাকে এবং আরও ব্যবহারের জন্য যেই জল প্রয়োজন হয় এর জন্য পৌরসভার জলের ট্যাংকের ব্যবস্থা করা হয় আরো ঘরে যেই ট্যাংক গুলো থাকে সেগুলো জল
42,ধরে রাখা হয় ব্যবহারের জন্য কারণ বড় অনুষ্ঠানের জন্য জল প্রয়োজন বেশি হয়োজন হয়
43,আগে থেকে জল ব্যবস্থা করে রাখা হয় পৌরসভার ট্যাংকে জলের অনেক কাজ হয় আর খাবারের জন্য জল অর্ডার করা হয়
44,বাড়িতে জলের ব্যবস্থা করা হয় সেই জল গুলো আগে থেকে রাখা হয় আর খাবার জলটা অর্ডার করা হয় বোতল জল থাকে আর বাকি ফেলার জন্য
45,আসবাবপত্র ধুয়ার গুলোর জন্য জল থাকে আলাদা সেগুলো বাড়তি থাকে বাড়তি প্রয়োজন হয়েছে জল
46,পাঁচ
47,আমাদের এখানে প্রাথমিক স্কুল আছে হাই স্কুল আছে এবং কাছাকাছি বঙ্কিম সদ্যার কলেজ আছে তো আইটিআই আছে
48,মানে বাচ্চারা অ্যাকচুয়ালি প্রাইমারি স্কুলে মানে পড়ে কোন কোন বাচ্চারা ইংলিশ মিডিয়াম
49,যাকে বলে আর কি সেসব স্কুলে পড়ে তারপরে তারা হাই স্কুলে যায় তার পরে
50,তারপর কলেজ আমাদের আশেপাশে আছে যেমন আইটিআই কলেজ আছে টিএসে
51, এবার যারা বলছে আমরা ভালো পড়াশোনা করব তার শিরোন্নত তারা ইংলিশ মিডিয়ামে পড়ছে পরে তার পরে হাইস্কুল থেকে যাচ্ছে কলকাতায় পড়াশোনা করতে যাচ্ছে
52,অনেক আশুতোষ কলেজ আছে তারপরে বিবেকানন্দ কলেজ আছে আরও বিভিন্ন রকম কলেজ তারা চায় যে আমরা ভালো পড়াশোনা করতে পারি
53,পড়াশুনা করে একটা কিছু একটা কিছু একটা কিছু পাওয়ার আশা
54,আরো টিউশনি এক একটা বাচ্চার পেছনে তিনটে চারটি করে টিউশনি মাস্টার
55,ইনসেক্টোর টিউশন মাস্টার আছে তো
56,টিউশনি মাস্টার আছে তো আমি একশো বার বলব যে আমাদের কিন্তু বাংলাটা শিখতে হবে
57,বাংলা শিখতে হবে কারণ আমি দেখছিলাম প্রায় বাড়িতে ইংলিশ নিয়ে খুব চর্চা করছে কেন তো আমরা তো বাঙালি বাংলাটাই আগে শিখতে হবে বাংলা আগে ভালো করে বলার ধরন রাখতে হবে
58,বাংলাটা ভালো করে বলতে হবে
59,আমাদের বাঙালিদের তো বারো মাসে তেরো পাবন লেগেই আছে যাহোক না যাহোক একটা কিছু লেগেই আছে
60,তা এই দুর্গাপুজো কালীপুজো চৈত্র মাসে গাজন
61,তারপরে লক্ষ্মী পুজো সরস্বতী পুজো নানা রকম পুজো লেগে গেছে এখন তো প্রায় বৈশাখী শ্রী মাস এখন তো চারিদিকেই শীতলা পুজো হচ্ছে প্রত্যেক গ্রামে
62,তো আমাদের গ্রামেও ধর্মরাজ ঠাকুরের পুজো হয় ঐ ধর্মরাজপুর ঠাকুরের পুজোতে অনেক বাড়িতে সবার বাড়িতেই কুটুম আসে আমাদের বাড়িতে বসে সবার বাড়িতেই লোকজন আছে হৈ হাল্লা লেগেই থাকে
63,দুপুরে রান্না হয়ে থাকে মাংস হয় ফ্যারাইস হয় তারপরে ফ্যারাইস মাংস ডাল পুষ্টি ভাজা
64,পাপড় দই মিষ্টি নানা রকম ইত্যাদি তৈরি হয় আবার রাত্তিতে আছে রাত্তিতে আবার হয় এবার যে মাংস না খাবে মাছ আছে এইভাবে চলতে থাকে ঠিক
65,তামিলনাড়ুতে লোকেরা আল্পনা দিয়ে মেজাজ সাজায়
66,হ্যাঁ আমি পাঁচটি তারিখের কথা বলতে পারব সেগুলি হল এগারো জানুয়ারি দুই হাজার বাইশ বার ফেব্রুয়ারি দুই হাজার একুশ দশ জুন দুই হাজার কুড়ি আঠার জুলাই দুই হাজার আঠার পনের আগস্ট দুই হাজার পনের
67,কে বলছে
68,ওহা বলুন
69,আচ্ছা
70,আচ্ছা
71,হ্যাঁ
72,বাবা কার্যক্রমের জন্য বেশি ব্যবস্থার কথা
73,ছাড়া
74,দেখুন আগে প্রথমত আপনি এটা বলুন যে এখন যে সমস্ত নরমাল খাটগুলো হয় সেরকম খাট নেবেন নাকি যেরকম সে বক্স সিস্টেম খাটায় মানে একটা সুইচ টিপে রিমোটের মাধ্যমে
75,নিচে অনেকটা স্পেস থাকবে সেই স্পেসটা খুলে যাবে সেখানে আপনি আপনার আসবাবপত্ধ বা দরকারী যে সমস্ত জিনিসপত্র অনেক খালি স্পেস থাকবে সেগুলো সেখানে রাখতে পারেন আর আপনি সেটা আগে বলুন যে কিরকম মডেলের কার্ড নিবেন
76,দেখুন বক্স সিস্টেম খাটতায় কি বলুন তিনি ওই যে ডিমোড সিস্টেম যে ক্যালিভারগুলো থাকে না ওগুলো লাগাতে হয় আরেকটু মডিফিকেশন করতে হয় তোর জন্য ধরে রাখুন আপনার আট দশ হাজার টাকা বেশি পড়বে
77,ঠিক
78,না না
79,হ্যাঁ
80,দেখুন ওটা আপনি যদি বলেন আমরাও দেরিতে পারব বা আপনি যদি বলেন যেন আমি হচ্ছে আপনার কার্ড কিনে দেব সেটাও করতে পারি এবং সেটা আপনাদের ওপর ডিপেন্ড করছি
81,সেগুন সেগুন সেগুনটা সব থেকে ভালো হবে
82,আজ
83,আপনি ধরুন না প্রায় পঁয়ষট্টি হারটার মতো কার্ডটায় লেগে যাবে
84,না কার্ড বাদ দিয়েও বালিবাগি যে সমস্ত জিনিস আছে সেগুলো কিন্তু টাকা লাগবে না সেগুলো নহে আপনারা টাকা দিয়ে দেবেন আমি আপনাদেরকে হিসাব দিয়ে দেব সেগুলো না আমরা ম্যানেজ করে নেব
85,হ্যাঁ আছি বিরাশির বাচ্চা তো হয়ে যাবে
86,আপনি যদি এটা দেখুন তৈরি করা যদি কিনতেন রেডিমেট ঠিক আছে তাহলে দামটা একটু কম পড়ত কিন্তু এখানে আপনি যখন হাতে তৈরি করাচ্ছেন না
87,সেখানে একটু বেশি পড়বে কারণ দেখুন সেই তারা যে রেডিমেন্ট যেটা তৈরি করা হয়েছে সেটাতে যেমন কাঠ সেগুন নাও থাকতে পারে কিন্তু এটা সেগুন বলে চালিয়ে দেওয়া হচ্ছে কিন্তু এখানে প্রকৃত সেগুন কাঠটাই আপনাকে দেব আমি
88,আপনি কাল চারটে নাগাদ যে ফাঁকা থাকেন আসুন আমি থাকব দোকানে
89,হ্যাঁ হ্যাঁ ঠিক আছে
90,ঠিক
91,ঠিক আছে
92,সব আমরা করে দেব
93,না না না সব ঐটার মধ্যেই
94,হ্যাঁ ঠিক আছে
95,আপনি দুপাশ হাজার টাকা আনবেন না তাই হবে
96,প্রায় এক মাস হ্যাঁ এক মাস তো লাগবে
97,হ্যাঁ হ্যাঁ হ্যাঁ
98,হ্যাঁ হ্যাঁ একদম
99,হ্যাঁ হ্যাঁ হ্যাঁ
100,ঠিক আছে
101,হ্যাঁ আমি পাঁচটি জেলার নাম বলতে পারব যেগুলি আমার মনে আছে সেগুলি হল পূর্ব মেদিনীপুর পশ্চিম মেদিনীপুর নদীয়া উত্তর চব্বিশ পরগনা আর দক্ষিণ চব্বিশ পরগনা
102,হ্যালো
103,বলছি দাদা গতকালকে আমার একটা বুকিং ছিল
104,এখান থেকে আমি এয়ারপোর্ট যাবো আমার যে লোকেশন আছে দেখুন একটা এয়ারপোর্ট একটা লোকেশন রয়েছে ড্রপ লোকেশন আমি বুকিং আইডিও বলে দিচ্ছি আপনাকে ডাবল টু ডাবল ফোর থ্রি সিক্স
105,আপনি একটু বুকিংটে চেক করেন দেখুন কাল সকাল ছটায় একটা বুকিং আছে আমি এয়ারপোর্ট যাব তো আপনি ঠিকঠাক টাইম মতো চলে আসবেন তো
106,এবং আপনাকে বার বার করে বলছি আপনি ঠিক সকাল ছটার ঠিক আগে আপনি চলে আসবেন
107,আপনি যদি সঠিক টাইমে না আসতে পারেন না তাহলে কিন্তু আমার ফ্লাইটটা ক্যানসেল হয়ে যাবে আমার একটা আর্জেন্ট মিটিং এর জন্য আমায় যেতে হচ্ছে
108,তো এই মিটিংটা যদি আমার ক্যান্সেল হয়ে যায়
109,অনেক বড় একটা লস হয়ে যাবে এবং কি বলব আপনাকে লাইফের অনেক বড় একটা ক্ষতি হয়ে যেতে পারে ঠিক তো খুব গুরুত্বপূর্ণ একটা কাজের জন্য যাচ্ছি তো আপনাকে তার জন্য বারবার বলছি আপনাকে দরকার করলে রিকোয়েস্ট করেছি আপনি ঠিকঠাক টাইমে কিন্তু চলে আসবেন এবং আপনি লোকেশনে আসার মধ্যেই
110,লোকেশনে আসলেই হয়তো আমাকে আপনি দেখতে পেয়ে যাবেন যে আমি বাইরের রাস্তায় দাঁড়িয়ে আছি আর যদি তাও বুঝতে যদি অসুবিধা হয় আপনি অবশ্যই কল করবেন কোনো সংকোচ বোধ করবেন না এত সকালে উঠেছেন কিনা আপনি কোনো অসুবিধা নেই আপনি ফোন করবেন ওকে দাদা রাখলাম
111,পশ্চিমবঙ্গ ঝাড়খন্ড মহারাষ্ট্র উড়িষ্যা বিহার
112,আমি ছোটবেলা থেকে এমন অনেক কিছু গুরুত্বপূর্ণ পাঠ শিখেছি যেগুলো আমার জীবনে খুবই প্রভাব ফেলে থাকে
113,যেমন আমি আর আমার একজন ছোট বন্ধু ছোটবেলা থেকেই খুব ভাল রকমের বন্ধু ছিলাম আমরা দুজনে বিভিন্ন সময়ে খেতাম
114,শ্রাণ করতাম খেলাধুলা করতাম পড়াশোনা এবং সমস্ত রকমের কাজকর্ম প্রায় একসাথে করতাম আমরা যখন বড় হয় স্কুল ও কলেজে পড়তাম
115,তারপরে আমরা যখন চাকরির জন্য চেষ্টা করি তখন আমি চাকরিটা পেয়ে গিয়েছিলাম
116,কিন্তু তারপর থেকে আমার বন্ধু আমার সাথে কথা বলা বারণ করে দেয় এবং আমার বন্ধু বর্তমানে বেকার রয়েছে
117,এর থেকে আমি জীবনে খুবই গুরুত্বপূর্ণ একটা জিনিস শিখেছি কারণ হিংসা করে কোনো কিছু করা যায় না চেষ্টা করতে হয় বন্ধু বন্ধুই থাকে কিন্তু নিজের জায়গায় সচেষ্ট হতে হয় আমার বন্ধু তারপর থেকে আমার সাথে কথা বলতে চায়নি আমি বিভিন্নভাবে তার সাথে কথা বললেও সে আমার সাথে কখনো কথা বলেনি এই জন্য এই গুরুত্বপূর্ণ পার্টটি আমার জীবনে খুবই গভীরভাবে প্রভাব ফেলে থাকে
118,শিক্ষাবর্ষ টোয়েন্টি এটিন টোয়েন্টি নাইন্টি এ আবেদন আইডিএইচপি টু জিরো টু টু ফাই জিরো জিরো থ্রি সিক্স ফাইভ ওয়ান ওয়ান ফাইভ সিক্স ওয়ান জিরো নাইন ফাইভ এবং জন্ম তারিখ টোয়েন্টি থ্রি ফোর টোয়েন্টি নাইন্টিন সহ ব্যবহারকারীর দ্বারা জমা দেওয়ার নবীকরণ বৃত্তির আবেদনগুলি তালিকা করুন
119,হ্যাঁ বলছি দাদা একটু গাড়িটা একটু আস্তে করে চালান ঠিকঠাকভাবে চালান কেরমভাবে চালাচ্ছেন আমাদের তো অনেক অসুবিধা হচ্ছে
120,সমস্যাটা আমার না সমস্যাটা এখানে সবার হচ্ছে কারণ আপনি যেই ভাবে গাড়িটা চালাচ্ছেন
121,আপনি ঠিকঠাক গাড্ডা আছে সেটা মানছেন না আর গাড়ি আপনি খুব স্পিডে চালাচ্ছেন ঠিকঠাক ব্রেক করছেন না আর গাড়িটা আপনি হেরিয়ে দিলে গাড়ি চলছে আর এখানে অনেক বয়স্ক মানুষ থাকে তারা তো পড়ে যাবে
122,আমাকে আমি সেইজন্য বলছি অনেক রাস্তায় অনেক বাচ্চারা আছে স্কুল ছুটি হয়ে যায় স্কুল ছুটির সময় আপনি এত স্পিডে গাড়ি চালাচ্ছেন
123,আর ভিতরে অনেক বাচ্চারা আছে তাহলে পড়ে যাবার ভয় আছে একটু সেদিকটাকে নজর রাখুন আপনি আপনি তো এতদিন ধরে গাড়ি চালাচ্ছেন একটু ভাবুন জিনিসটা যে কারো যদি কোনো ক্ষতি হয়ে যায় তখন কী হবে
124,হ্যাঁ আমি তো কথাটা ঠিক বলেছি সেই দায়িত্বটা আমি নামো না এবার যদি কারো যদি কিছু হয়
125,তখন কে দায়িত্ব নেবে সেই দায়িত্বটা আপনি নেবেন ধরুন আজকে যদি আমার যদি কিছু হয়ে যায় আমার যদি পড়ে গিয়ে আমার যদি কোনো অসুবিধা হয় বা একটা বয়স্ক মানুষের তার যদি পড়ে গিয়ে কোনো অসুবিধা হয় তখনকে দায়িত্বটা নেবে সেই দায়িত্বটা কি আপনি নেবেন
126,হ্যাঁ অবশ্যই আপনি কথাটা ঠিক বলেছেন কিন্তু আপনি যেভাবে কথাটা বলছেন এটা কিন্তু মানে একবার উপযুক্ত কথা নয়
127,আপনি বা রাস্তা চালান আর রোডে তো অনেকে গাড়ি যাচ্ছে যদি গাড়িটার কিন্তু অ্যাকসেন্ট হয়ে যায় তখন কি হবে তখন তো আপনার জীবনটা যাবে তার সাথে সাথে যে কটা আছে তাদের জীবনে সব যাবে তখন কি রায়টা নেবে এটা তো আপনার গভর্নমেন্ট বাস না
128,যে গভর্নমেন্ট দায়িত্ব নেবে এটা তো আপনার প্রাইভেট বাস তাই না দায়িত্বটা তাহলে কী নেবে উনি বলুন
129,ঠিক আছে আমি তারা দেখি যদি আমার কোনো অসুবিধা হয় তাহলে কিন্তু জায়গাটায় কিন্তু আপনি থাকবেন
130,ঠিক আছে সবাই আছে এখানে দেখব আমরা কী রকম অভিজ্ঞতা যদি কোন পথে এটা ঠিক যাতে ভগবানের মাঝে একটাই প্রস্থানের মূলে যাতে কারও জন্য কোন অসুবিধা না হয় ঠিক আছে দাদা
131,বলুন
132,হ্যাঁ এটা স্টেশনারি দোকান
133,হ্যাঁ পাওয়া যাবে
134,হ্যাঁ এরকম উপহার আছে
135,দাম হবে হাজার বারোশ টাকার কাছাকাছি
136,ভালো হবে ওর থেকেও যদি ভালো কিছু নিতে চান তার থেকেও দামি আছে
137,না আমার কাছে সমস্ত ধরনেরই পাওয়া যায়
138,হ্যাঁ পাওয়া যায়
139,দূরে আছে মিনিমাম পাঁচশ কিলোমিটার দূরে
140,আমি বাইকারি তো নেই
141,হ্যাঁ
142, আমি তোমাকেও বিক্রি করে পরে গাড়িও বিক্রি করি
143,হ্যাঁ ভালো হবে
144,হ্যাঁ ওরকম আছে
145,হ্যাঁ এরকম তবে আমার কাছে সব ধরনেরই জিনিস আছে
146,আমি থাকি ওই পাঁচটা থেকে থাকি
147,হ্যাঁ খোলা থাকে
148,আচ্ছা ঠিক আছে
149,আমার পিআরএএর নম্বর হল নয় ছয় দুই চার তিন এক পাঁচ ছয় সাত চার তিন তিন আপনি কি ইপিওয়াইতে আমার বর্তমান পুঁজি যাচাই করতে পারেন
150,এটি অন্তর্ধারণ দিয়ে নিরাময় করা যেতে পারে এবং যেকোনো প্রতিসরণ মূলক এন্ড ত্রুটিও সংশোধন করা যেতে পারে
151,হ্যালো
152,হ্যাঁ
153,কোন নাম্বার ওয়ার্ডের আমাদের ওয়ার্ডে কি পাসের ওয়ার্ডের
154,ও আচ্ছা আচ্ছা আচ্ছা
155, বসি বাকি বাকি ভালো আছেন তো
156,না শুনুন হ্যাঁ হ্যাঁ বুঝছি আমি দেখছি কথা শুনেন না একবার কথা ছিল আমাদের আলোচনা সভার সামনের
157,সামনের দশ তারিখ সম্ভবত আমাকে দেখে বলতে হবে একবার ধরুন
158,হ্যাঁ হ্যাঁ দশ তারিখেই হচ্ছে দশ তারিখে আলোচনা সভাটা বসছে আর কি সেখানে আপনারা সকলে চলে আসবেন
159,আর বাজেট সংক্রান্ত বিষয় যদি বলতেই হয় তাহলে বলি যে দেখুন বাজেট বেশি চাই এই যে এত জায়গায় এত
160,যৌশ্বমীর এই প্যান্ডেলের সেই এদিকে সেদিকে ওদিকে পরে নানা রকমের নানা প্রজেক্ট প্রজেক্ট তৈরি হচ্ছে আমাদের প্রজেক্টটা ভাইটাল ব্যাপার যদিও
161,তাদের সঙ্গে তুলনা করলে চলবে না কিন্তু তারই মধ্যে আমি মানুষকে বোঝানোর চেষ্টা করছি যে টাকাটা দিচ্ছেন মানে কি
162,আপনার আমার টাকা তো হচ্ছে না প্রজেক্টটা সকলে মিলেই হচ্ছে সরকার সহায়তা করছে তাই আমরা প্রজেক্টটা করতে পারছি
163,তাদের প্রজেক্টটার অর্থব্যয় হচ্ছে ব্যয়বহুল ব্যাপার কিন্তু আপনারা কি মতামত দেখছেন সেটা ওই দশ তারিখে এসেই আলোচনা করা হবে
164,ওটা শুনুন এখন তো আমার অত টাইম নেই আপনাকে বোঝানোর মতো কিছু মনে করবেন না উনি দশ তারিখে আছেন আমাদের এখানে
165,ওই একই স্থান টাউন হলের মাঠ যেখানেই আমাদের ছবাটা অনুষ্ঠিত হবে ওখানে আপনি আসেন এমন আসলে আমার একটা কাজ আছে আর কিছুটা রাখতে হবে
166,ঠিক আছে ঠিক আছে রাখলাম
167,খেলা
168,রাজু সূর্য মনালিশা প্রবীর শ্যামাশীষ
169,কয়েক বছর আগের তুলনা আগের মোবাইল আগেত কিপার্ট ফোন আর এখন তো স্মার্ট ফোন
170,কিপার্টফোন আর স্মার্টারফোনের মধ্যে পার্থক্য আগে তো যে রকমের মানে সিম এ রিচার্জ করা হতো
171,আলিমিটেড কল হত না যেটুকু কল হত ওটুকু কাটা মানে টাকা কেটে নেওয়া হত আর সিমে তো আনলিমিটেড কলই বলতে কোন সুযোগ সুবিধা ছিল না শুধু কল জাতাদ বাস আর এখন স্মার্ট সিমে
172,মানে স্মার্ট ফোনে সুযোগগুলো কি এসেছে কল তো করছে আন্ড লিমিটেড কল তুমি করতে পারছো পুরো ওয়ার্ল্ডের খবর তোমার ফোনে নিতে পারছো
173,তারপর অনেক কিছু জানতেও পারছো মানে ফোন থেকে যাতে অনেক ল্যান্ডেজও আমাদের মিলে যাচ্ছে মানে আমরা জানতে পারছি অনেক কিছু মানে এক্সেম্বল আমরা বলব কি কি আছে অ্যামাজন জাঙ্গল
174,অনেক রকমের কাহিনী স্টোরি যেগুলো আমরা কোনোদিন আমরা জানতাম না নিজের চোখে দেখতাম না কিন্তু স্কিনটা সেই ফোন এসে আমাদেরকে অনেকটাই সুবিধা করেছে
175,অনেক কিছু জানানোর সুবিধা করেছে এখন তো অনলাইনের মধ্যে সবকিছু স্ক্যান্ডার্স ফোনের জন্য নেটওয়ার্ক একটা সুবিধার জন্য আমরা অনেক কিছু ভালো মনে পাব
176,ডেভেলপ হয়েছে অনেক কিছু আমরা সুবিধাও পাচ্ছি লোকেশন ম্যাপ বাগেরা তারপরে আমরা দেখতে পাচ্ছি যে ফোন থেকে নেটওয়ার্কের যে আমরা কোনো কিছু আধার কার্ড মোবাইল থেকে ব্যাংকের মানে টাকা পয়সার তলা অনলাইনের কাজ সমস্ত কিছু এই ফোন থেকে পাচ্ছি আর ভিডিও কল ওয়াস্ট ফেসবুক ইনস্টা
177,মানে এভিথিঙ্যাল যেগুলো আমরা দেশে চালানো ফোন থেকে অনেক কিছু কাজ আমরা স্কিডাস্টারের কারণে আমরা অনেক কিছু কাজ বাড়ি বসেই করতে পারছি যেটা
178,আগে সম্ভব ছিল না আগে ওলি কিপোর্ট কিপোর্টে ওলি কথাবার্তা বাস আর
179,আর চিপ ছিল মধ্যে এটুকু কিন্তু এখন স্কিনটাস বা স্কিনটাস পেয়ে আমরা সেটুকু মানে অনেক অনেক ভালো হয়েছে কারণ স্কিনটাস এমন একটা ফোন যেটা আমাদের জীবনে আসার পরে
180,ভালো হয়েছে খারাপও হয়েছে তো খারাপটা যাকে যেটা মানতে নেবে কিন্তু আমার মনে হয় স্কিটার আছে যেগুলো আমরা জানি না সেগুলো আমাদের জানা না গুগল
181,মানে গুগল থেকে যেকোনো জিনিস তুমি বার করতে পারো খুব সিন্যান্সার জানা ম্যাপ এব্রিতি
182,তার জন্য আমাদের কি বলব স্কিন্ডার্স আমাদের জীবনে কতটা হেলথ ফুল সেটা আমরা বুঝতে পারছি কারণ আমরা এখন স্কিন্ডার্সের মধ্যে জগতে বাস করছি নেটওয়ার্কের মধ্যে
