id,wh
47,అంటే చేతికొచ్చేలా అయితే అప్పుడు తీసుకొచ్చి మళ్ళీ మీరు
48,అంత టైం పడతది కదా
49,సరే అండి
50,ఆ ఇంకా అంతే కదా
51,అంతే కదా ఏంటి
52,ఆ ఎంత సేపు పడతది అన్నారు అండి
53,గంట అండి సరే అండి
54,వెళ్ళు
55,హ్యూమన్ వెల్ఫేర్ ఛారిటబుల్ ట్రస్ట్ కి మూడు వేల రూపాయలు విరాళం పంపించు
56,నా వన్‌సెల్‌లో యూరో ప్లాస్టిక్‌ క్రీడల నీళ్ళ సీసా ఆర్డర్‌కి రేటింగ్‌ ఐదు సార్లు ఇవ్వు
57,లైట్ల ప్రకాశాన్ని తగ్గించు
58,ఆరు తొమ్మిది నాలుగు తొమ్మిది ఐదు ఎనిమిది నాలుగు ఏడు తొమ్మిది తొమ్మిది రెండు ఎద్దరేట్ యూపీఐ నుండి నాకు ఆరు వేలు రూపాయలు వచ్చాయేమో చూసి చెప్పు
59,అనుసరించు
60,తొమ్మిది
61,ఆడు
62,హలో
63,మీరు వెజిటేబుల్స్ అమ్మేవారేనా
64,మీ దాంట్లో ఏమేమున్నాయి
65,మాకు బిట్టర్ గాడ్ బాటిల్ గాడ్ అండ్ టమాటోస్ చిల్లీస్ ఆ బ్రింజర్ పొటాటోస్ క్యారెట్స్ బీన్స్ క్యాబేజ్
66,ఇంకా మేము లిస్టు రాసి పంపిస్తాం
67,ఆఁ ఆఁ
68,ఆఁ వుంది ఇట్లా వెజిటేబుల్స్‌తోనే వేయాలి ఈ రోజు అందరికీ ఫాస్టింగ్ వుంటది కదా కొంతమందికి
69,నేను ఆడ ఇట్లా లిస్ట్ రాసి మీకు ఇట్లా లిస్ట్ రాసి పంపిస్తాను మా వర్క్ తోని పంపిస్తే మీరు మనీ కూడా ఇచ్చి ఇస్తాను ఓ టెన్ తౌసండ్ వరకు ఇస్తాను మీరు కావాల్సిన మనీ వేసుకొని అవి పంపియ్యండి ప్యాకేజీ
70,హుమ్ సరే
71,హలో
72,నమస్తే మేడం
73,మేడమ్ మీ దగ్గర కొబ్బరి తోట ఉన్నదని విన్నాం మేడమ్ మేడమ్
74,ఎంతుంది మేడం
75,ఊఁహు అంటే మంచిగా అయితాయా మేడం కొబ్బరి కాయలు
76,ఆ లోపట కొబ్బరి కూడా మంచిగా ఉంటాది మేడమ్
77,అంటే ఎప్పుడు
78,ఇప్పుడు ఎండిపోయిన కొబ్బరికాయ ఎండిపోయిన అంటే మొత్తం ఇప్పుడు ఎండిపోయిన మొత్తం తోలు తీస్తారు చూడు మేడం తోలు తీసి పక్కన పెట్టారు టెంకాయలు అవి కూడా ఉన్నాయా
79,మేడమ్ నూనె తీస్తారా మేడమ్ మీరు కొబ్బరి నూనె
80,ఊఁ సరే మేడం కొబ్బరి నూనె రెండు డబ్బులు కావాలి
81,ఇంకా కొబ్బరికాయలు వేయి కావాలి అవి ఎర్ర కొబ్బరికాయలు ఉంటాయి చూడు మేడం అవి ఉన్నాయా
82,అంటే ఎక్కడ
83,ఎక్కడ ఉన్నాయి మేడం
84,ఊఁ సరే మేడమ్ నేను
85,మీ లొకేషన్ మీ అడ్రెస్ పెట్టండి మేడం నాకు లొకేషన్ షేర్ చేయండి
86,రేపు
87,మీరు లొకేషన్ షేర్ చేయండి మేడమ్ రేపు మా వాళ్ళని పంపిస్తా
88,మళ్ళీ ఏమంటారు ఆ ఎర్ర కొబ్బరి కాయలు ఒక అయిదు వందలు కావాలి ఇవి పచ్చవి కూడా అయిదు వందలు కావాలి
89,ఆ కొబ్బరి నూనె రెండు అబ్బాలు పెంకాయలు వంద
90,సరే మేడమ్ ఎంత ఉన్నావు అని
91,సరే మేడమ్ రేపు వచ్చి రేపు నిన్ను కన్సల్ట్ అయ్యి అవి తీసుకొని అవి మీ దగ్గర ఏమన్నా ఉందా మేడం లారీ డిసెం లాంటిది
92,ఆ అట్లా పంపేందుకు రావాలి మేడం
93,ఓకే మేడమ్ థాంక్యూ
94,నమస్కారం అండి
95,ఆఁ ఏంటి ఊరికే కొత్త కొత్తగా కనిపిస్తున్నారు మీరు
96,పుట్టి పెరిగింది ఇక్కడ పుట్టి పెరిగాను అసలు అది మీకు ఎలాంటి పండుగల గురించి చెప్పమంటారు
97,అంటే ఇక్కడ ఆంధ్రప్రదేశ్లో ప్రతి ఒక్క పండుగ చాలా ఘనంగా చేస్తారు మీరు అన్నిటి గురించి వింటానంటే నేను మీకు చెప్తాను
98,చెప్తాను రండి కూర్చొని ఇలా కూర్చొని చెప్తాను
99,ఆ ఇప్పుడు దసరా వచ్చింది దసరా ని చాలా బాగా చేసుకుంటారు దసరా పది రోజులు కూడా
100,చాలా ఘనంగా చేస్తారన్నమాట పది రోజులు అమ్మవారికి పది అలంకరణలు చేసి
101,చాలా బాగా చేస్తారు పదో రోజున విజయదశమి రోజున దసరా అన్నది చాలా బాగా చేస్తారు అన్నమాట అదే విధంగా దీపావళి చేస్తారు
102,దీపావళి కూడా అసలు కుటుంబ సభ్యులందరూ కలిసి ఆ ఇప్పుడు అమ్ముతారు కదా బాణసంచాలు గట్ల అమ్ముతారు కదా అవన్నీ తెచ్చుకొని చాలా ఘనంగా చేసుకుంటారు ఆ తర్వాత క్రిస్టిమస్ కూడా
103,చాలా బాగా చేస్తారు సక్సెస్ లోనే కాకుండా మాములుగా బయట కూడా యూత్ పిల్లలందరూ కలిపి ఒక గ్రౌండ్ తీసుకొని ఆ గ్రౌండ్ లోని భారీ ఎక్స్ లో కేక్ కట్ చేయించుకొని డాన్స్ లని హిట్లు అని ఇలాంటివి చాలా బాగా చేస్తారు ఆ తర్వాతన
104,రైతులు జరుపుకుంటారు సంక్రాంతి పండగ చాలా బాగా చేస్తారు సంక్రాంతి పండగ తీసుకుంటే కోడి పందాలని లేకపోతే గుండాటని ఇలాంటి చాలా బాగా చేస్తారన్నమాట సంక్రాంతి కూడా
105,భోగి సంక్రాంతి కనుమ ముక్క కనుమ ఇలాంటివి అని చెప్పి ఉంటాయి అన్నమాట ఆ రోజున అందరూ చాలా బాగా చేసుకుంటారు
106,ఆ తర్వాతన చాలా బావ మరదల సరదాలు ఇవన్నీ అసలు చాలా చక్కగా జరుగుతాయి
107,తర్వాత వినాయక చవితి కూడా చాలా బాగా చేస్తారు ఇక్కడ వినాయక చవితి కూడా వినాయకున్ని
108,ఒక చోట నిలబెట్టి ఐదు రోజులు కొంతమంది ఏడు రోజులు కొంతమంది తొమ్మిది రోజులు కొంతమంది అలా నిలబెట్టి ఆ తర్వాత వినాయకుడిని ఊరేగించి నిమర్జనం గట్రా చేసి తర్వాత అన్నస్వామి ఆరాధన గట్రా చేస్తారు
109,వాళ్ళకి అందరికీ భోజనాలు కడుపునిండా పెడతారు ఇలాంటి పండగలు ఆంధ్రప్రదేశ్లో లెక్కలేనన్ని ఉన్నాయి చేసుకోవడానికి ఉగాది పండుగ ఇంకా ఉన్నాయి తెలుగుదేశం పండుగ చాలా బాగా చేస్తారు
110,దాన్ని
111,ఆ తప్పకుండా అడగొచ్చు నేను చెప్తాను మీకు
112,దేవి పదాలు
113,మారిగావ్ జిల్లాలో పద్దెనిమిది ఏళ్లు పైబడిన వారికి కోర్బే వాక్స్ టీకా అందించే టీకా కేంద్రాలు దగ్గరలో ఏవైనా ఉన్నాయా?
114,వెళ్లు
115,పూడి
116,ఈ వేళ ఆలస్యంగా విద్యుత్ ఉపకరణాలు అందుబాటులోకి వచ్చే అవకాశం ఉందా
117,హలో
118,హలో ఆ చెప్పండి ఆ చెప్పండి చెప్పండి సర్ చెప్పండి సర్
119,ఏ మెడిసిన్ కావాలని ఫోన్ చేస్తున్నారా
120,ఓకే డోలో సిక్స్ ఫిఫ్టీ వేసుకోండి దాంతో కాంబినేషన్ గా జల్లుగుంది కాబట్టి సిలారిస్ట్ ఒకటి వేసుకోండి
121,ఏంటి మీకు గొంతు నొప్పి ఉందా ఏమైనా
122,ఓకే అయితే ఆ చిత్రాలు టు ఫిఫ్టీ వేసుకోండి ఆ చిత్రాలు టు ఫిఫ్టీ వేసుకొని దాని కాంబినేషన్ గా ఆ డోలో వేసుకోండి కొంచెం పాన్ పోటీ వాడండి
123,వాట్ ఎనకాల
124,వాంటింగ్స్ ఏమన్నా ఉన్నాయా వాంటింగ్స్ వాంటింగ్స్ కూడా వచ్చినాయా మళ్ళీ దగ్గు
125,జలుబు దగ్గు లైట్ గా ఉంది వాంటింగ్ సైడ్స్ ఉన్నాయి నెత్తి నొప్పిగా ఉందా బరువుగా ఉందా
126,కొంచెం వెదర్ చేంజ్ వల్ల ఇవన్నీ జరుగుతున్నాయి ఇప్పుడు డిసీజ్ వస్తున్నాయి దాని వల్ల ఇవన్నీ జరుగుతున్నాయి మీరు ఒకసారి మా క్లినిక్ కి రాగలిగితే మంచిది
127,ఏంటంటే నార్మల్ గా అయితే దీనికే రెడ్డి హాస్పిటల్ కి రెడ్డి పారాశివుల
128,లేదు నీ దిల్ పెట్టొద్దు
129,బోన్ పెయిన్స్ కి మిగిలి మీరు అంతగా కావాలంటే రోలాన్ పెట్టుకోండి
130,లేదంటే సినారెస్ట్ వాడండి తగ్గుతుంది అల్మోస్ట్
131,డాట్ టాబ్లెట్ అయినా సరే తగ్గుతుంది ఇంట్లో అయితే ప్రెసెంట్ అయితే మరి హాస్పిటల్ రావడం మంచిది ఎందుకంటే మీకు అన్ని ఉన్నాయి కాబట్టి
132,మీరు రాలేకపోతే ఇప్పుడు బండి ఉందంటే కొంచెం తీసుకొని రండి టాబ్లెట్స్ ఇక్కడ సిక్స్టీ ఫిఫ్టీ వేసుకోండి అల్త్రోసిన్ వేసుకోండి అల్త్రో మైసూర్ వేసుకొని
133,ఇప్పుడు కొంచెం రెస్ట్ తీసుకొని రాగలుగుతారు అంటే ఒక టు హౌర్స్ తర్వాత క్లీన్ కోచ్ చేయడం బెటర్
134,టెన్త్ అయ్యి ఇవ్వాలి ఇవ్వాలి
135,కొంచం మద్యానం తీసుకోండి
136,మధ్యానం కోసం తీసుకొని లేదంటే ఇడ్లీ ప్రిఫర్ చేయండి మంచిదే
137,నీ యార్ పై వారసివుల
138,మార్నింగ్ ఎయిట్ ఓ క్లాక్ అట్లా రండి డాక్టర్స్ అవర్ లేబుల్ ఉంటారు ఇక్కడ
139,అవును అన్న అంటాను సర్ నేను
140,ఓకే నైన్ థాంక్స్
141,వాల్యూమ్ ను మార్చి
142,ఖచ్చితంగా నాకు గుర్తుండిపోయే క్లైమింగ్ ట్రిప్ ఒకటి నా తూర్పు గోదావరి పరివాహక ప్రాంతంలోని కొండలలో చేసిన ఒక ట్రిప్
143,ఆ ట్రిప్ లో నా స్నేహితులు మరియు నేను కలిసి ఒక కొండను ఎక్కడానికి ప్రయత్నించాము
144,కొండ చాలా ఎత్తుగా మరియు కష్టతరమైనది మేము చాలా గంటలు ఎక్కడానికి పట్టింది మరియు చాలా కష్టపడ్డాం
145,కానీ చివరికి మేము కొండను చేరుకున్నాం అది చాలా ఆనందకరమైన అనుభవం
146,ట్రిప్ లో నేను చాలా నేర్చుకున్నాను నేను నా శారీరక పరిమితులను అధిగమించగలనని నేను నమ్మాను
147,నేను కష్టపడి పని చేస్తే నేను ఏదైనా చేయగలనని నేను నమ్మాను
148,నేను కొండను ఎక్కడానికి ధైర్యం చేయడం ద్వారా నా భయాన్ని కొంచెం
149,అధిగమించగలిగాను
150,ఆ ట్రిప్ నా జీవితంలో ఒక ముఖ్యమైన అనుభవం అది నాకు చాలా నేర్పించింది మరియు నన్ను ఒక మంచి వ్యక్తిగా మార్చింది
151,ఆ ట్రిప్ లో నాకు గుర్తుండిపోయే కొన్ని విషయాలు మేము చాలా గంటలు ఎక్కడానికి పట్టింది
152,మేము ఉదయం ఆరు గంటలకు ప్రారంభించాము మరియు సాయంత్రం నాలుగు గంటలకు కొండను చేరుకున్నాము
153,మేము చాలా కష్టపడ్డాం కొండ చాలా ఎత్తుగా మరియు కష్టతరమైంది
154,చివరికి మేము కొండను చేరుకున్నాము అది చాలా ఆనందకరమైన అనుభవం
155,ఆ ట్రిప్ నాకు చాలా నేర్పించింది
156,నేను నా శారీరక పరిమితులను అధిగమించగలనని నేను నమ్మాను
157,నేను కష్టపడి పని చేస్తే నేను ఏదైనా చేయగలనని నేను నమ్మాను
158,నేను కొండను ఎక్కడానికి ధైర్యం చేయడం ద్వారా నా భయాన్ని కొంచెం అధిగమించగలిగాను
159,ఆ ట్రిప్ నా జీవితంలో ఒక ముఖ్యమైన అనుభవం అది నాకు చాలా నేర్పించింది మరియు నన్ను ఒక మంచి వ్యక్తిగా మార్చింది
160,శీర్షం దూరం యొక్క ప్రభావం తీసివేయబడుతుంది మరియు మధ్యమందం యొక్క ప్రభావం కూడా దాదాపుగా తీసివేయబడుతుంది అంటే చిత్రం పరిమాణంలో కనిష్ట మరియు గుర్తించలేని వ్యత్యాసం ఉంటుంది
161,నమస్కారం అండి
162,మీరు ఏం చూడాలనుకుంటున్నారు అండి
163,తప్పకుండా చెప్తాం అండి ఇక్కడ వివిధ ప్రదేశాలు ఉన్నాయండి పర్యాటకులు చాలా ఇష్టంగా చూసేవి అవి ఏమిటి అంటే మనకి ఇక్కడ విజయవాడ ఉంటుందండి అంతర్ప్రదేశ్‌లో
164,విజయవాడలో పర్యాటకులు ఇష్టంగా దుర్గ గుడికి వెళ్తా ఉంటారండి అక్కడ గుడికి వెళ్లి ఆ తర్వాత అక్కడ కృష్ణానది ఉంటుంది కదండీ కృష్ణానది దగ్గర ప్రకాశం బ్యారేజీకి వెళ్తా ఉంటారు చాలా మంది ఇష్టంగా
165,ఇంకా మనం విజయవాడ కొంచెం దాటి వెళ్తే కొండపల్లి ఉంటుందండి కొండపల్లిలో కిల్లా ఉంటది అది కూడా చాలా మంది ఇష్టంగా వెళ్తూ ఉంటారు ఇంకా కొంచెం మనం దాటి వెళ్ళినాక అమరావతి ఉంటుందండి
166,అమరావతిలో శివలింగం ఉంటుంది అది చాలా బాగుంటుంది అండి ఇంకా మీకు సముద్రాలు ఉంటాయండి మనకే ఆంధ్రప్రదేశ్ లో
167,కాకినాడ సముద్రం విశాఖపట్నం సముద్రం మచిలీపట్నం సముద్రం అలా చాలా ఉంటాయండి ఎక్కువగా అందరు విశాఖపట్నం సముద్రానికి వెళ్తూ ఉంటారు అక్కడ వివిధ రకాలు ఉంటాయండి ఆ సముద్రంలోని
168,ఇంకా మీకు
169,ఆ అవన్నీ మేము మీకు ఏర్పాటు చేస్తాం అండి అవన్నీ మీకు మేం తప్పకుండా అవన్నీ ఏర్పాటు చేసి మా మనిషిని మీతో పాటు పంపిస్తాం అండి మీరు సురక్షితంగా ఉండొచ్చు ఇంకా మీకు
170,ఇంకొకటి
171,అవంతా మీరు ఎంచుకున్న ప్రదేశాలను బట్టి మేం చెప్తాం అండి మీకు ఇంకా పర్యాటకులు చాలా ఇష్టంగా తిరుపతి కి వెళ్తా ఉంటారండి అక్కడ వెంకటేశ్వర స్వామి గుడి ఉంటుంది చాలా మంది ఇష్టంగా వెళ్లి వస్తారు మీరు ముందుగా ఎక్కడికి వెళ్దాం అని అనుకుంటున్నారు అండ�
172,తప్పకుండా నండి సరే నండి వెళ్దాం అండి
173,హుమ్ సరే అన్న
174,ఉస్త్ర గడ్డం పెంచే నూనె పై ఒకటి కొంటే ఒకటి ఉచితం ఆఫర్ ఉందా
175,అవును
176,పవర్ ఫైనాన్స్ కార్పొరేషన్ నుండి ల్యాప్టాప్ ఇన్సూరెన్స్ కోసం కనీస నెలవారీ ఆదాయం ఎంత ఉండాలి
177,నేను ఆన్ లైన్ లో మీ షో నుండి ఒక చీర బుక్ చేశాను చీర ఫోటోలో ఒక విధంగా ఉంది ఏడు వందలకు చీర బుక్ చేశాను కానీ దాని ప్రైజ్ మూడు వందల చీర విధంగా కూడా లేదు
178,మెటీరియల్ క్వాలిటీ మాత్రం చాలా వరస్ట్ గా ఉంది నాకు అది అసలు నచ్చలేదు
179,ఈ మిషన్ నుండి బుక్ చేసిన ఐటమ్స్ అనేవి ఎంత వరస్ట్ గా ఉందనే చెప్పొచ్చు ఆ చీర అందులోనేమో ఎమ్రైడరీ అది ఇది చూపించారు ఫోటోలో వచ్చిన ఫోటో చీర మాత్రం డెలివరీ డెలివరీ కూడా చాలా లేట్ అయింది ఇచ్చిన టైం కి డెలివరీ కాలేదు
180,రేటు కూడా ఎక్కువగా అనిపించింది చూసిన విధంగా లేదు ఫోటో
181,ఈత కొట్టడం అనేది
182,చాలా జాగ్రత్తగా చేయాలి ఎందుకంటే
183,ఈత కొట్టడం అనేది పిల్లలకు
184,తనకు చాలా సరదాగా ఉంటుంది కానీ
185,ఏమాత్రం నిర్లక్ష్యంగా ఉన్న ప్రాణాలకు అపాయం కలిగే అవకాశాలు ఎక్కువ ఉంటాయి కాబట్టి ఈత అనేది చానా జాగ్రత్తగా
186,పాటించాల్సి ఉంటుంది
187,ఎందుకంటే
188,మనం సాధారణంగా బావిలలో స్విమ్మపూల్ లో ఈతకుట్రానికి
189,నేర్చుకుంటాం కానీ
190,సముద్రాల్లో ఎత్తికొట్టడం అనేది కఠినంగా ఉంటుంది ఎందుకంటే అక్కడ
191,అలలు విపరీతంగా
192,మరియు
193,చాలా వేగంగా మన వైపు దూసుకొస్తుంటాయి వాటిని
194,తట్టుకోవాలంటే ఈతలో మంచి నైపుణ్యం అవసరం
195,శిక్షణ కూడా అవసరం
196,ఈతలో మంచి నైపుణ్యం శిక్షణ లేకుండా సముద్రంలో ఈత కొట్టడం అంత సులువైన పని కాదు కాబట్టి
197,ఈత కొట్టేటప్పుడు చానా జాగ్రత్తలు పాటించాలి
198,హలో చెప్పండి సార్
199,అవును సర్ మీరెవరూ
200,ఓ చెప్పండి సర్ ప్రాబ్లం
201,ఓకే
202,ఓకే
203,ఇప్పుడు ఆ బైక్ ఏ బైక్ అండి చెప్తారా
204,ఓ సరే
205,ఎన్నికలకి మీరు పాటు చేస్తారు సునీత వస్త్ర దగ్గర
206,బైక్ లెటర్ పెట్రోల్ ఉంది
207,లైఫ్ సెన్స్ ఆర్టీ బుక్
208,ఓకే ఓకే ఆ బండి ఎవరి పేరు మీద ఉందండి రిజిస్ట్రేషన్
209,ఓకే మీరు ఒకసారి మా పోలీస్ స్టేషన్ దగ్గర వచ్చి సర్ మీ కంప్లైంట్ మీ డీటెయిల్స్ అన్ని మాకు ఇవ్వండి మేము ఒక టు డేస్ లో ఆ సిసిటి ఫుటేజ్ చూసి మేము యాక్షన్ తీసుకుంటాం అండి
210,ఓకే ఓకే బ్లూ కలర్ ఏది ఏ పేరు చెప్పారు కంపెనీ నేమ్
211,సుజుకి ఓకే బండి నెంబర్ చెప్పగలరా ఐడియా ఉందా మీకు
212,ఓకే
213,ఓకే ఓకే అండి ఇప్పుడు మీరు మీ పేరు కిరణ్ ఓకే కిరణ్ అంటాను సారీ గోపి ఆ మీరు రేపు ఉదయం తొమ్మిది గంటలకు వచ్చారంటే మా పోలీస్ స్టేషన్ కి
214,అక్కడ కానిస్టేబుల్ ఉంటారు అక్కడ మీ ఫుల్ డీటెయిల్స్ ఇచ్చేసి ఎఫ్ ఆర్ ఐ ఎఫ్ ఆర్ ఐ ఫైల్ చేసేసి వెళ్ళండి
215,మీకు బైక్ ఏదైనా ఫోటో ఏదైనా ఉంటే కూడా మాకు ఇచ్చేసి వెళ్ళండి
216,ఓకే అండి సెండ్ చేసేయండి ఒక వన్ టు డేస్ లో మీకు మీ బైక్ ని మీ దగ్గర పంపిస్తాం అండి
217,ఓకే అండి ఓకే
218,ఎత్తిపెడతాం అండి మీరేమో వర్యవద్దు అండి దాని గురించి మేము ఎత్తిపెట్టే బాధ్యత మాది
219,అలాగే ఇప్పుడు ఎన్ని గంటలకి కరెక్ట్ గా మీరు పాక్ చేశారు ఎవరి మీద అయిన మీకు అనుమానం ఉందా
220,ఓకే ఎవరు చూడలేదండి మీ బైక్ కో తీసుకెళ్లడం అనేది
221,మీ బైక్ ఎవరైనా తీసుకెళ్లినట్టు మీరు పక్కనే షాప్ లలో ఎవరిని అడగలేదా
222,ఓకే
223,ఓహో మేం మేం యాక్షన్ తీసుకుంటాము సిగ్నల్ దగ్గర ఎక్కడైనా ఉంటుంది
224,ఒకటి రెండు రోజుల్లో మేము పెడతామని మీ డీటెయిల్స్ పోలీస్ స్టేషన్ కి సబ్మిట్ చేయండి ఒకసారి
225,ఓకే అండి థాంక్యూ ధన్యవాదాలు అండి
226,హలో
227,హలో
228,ఆ చెప్పండి సర్
229,చాలా ఇష్టం సార్ అనంతగిరి బుచ్చులు అని చెప్పేసి అలానే దేశం నుండి మీకు ఎలా కావాలి సర్
230,నాన్ వెజ్ ఆ వెజిటేరియన్స్ అ అని మొత్తం వెజిటేరియన్స్ పేస్ కావాలా లేదా నాన్ వెజ్ లా ఎక్కువ ఉండాలా సర్ మీకు
231,నాన్ వెజిటేరియన్స్ లాంటి జీషా నుండి వా ఉంది అంతే రుచులతో చాలా ఉన్నాయి వెజిటేరియన్స్ చాలా ఉన్నాయి అలాగే ఫుడ్ కోచ్ లో ఉన్నాయి కదా మన దగ్గర ఫుడ్ జంక్షన్ అని వి జంక్షన్ అని ఉన్నాయి ఫుడ్ కోచ్ మీకు ఎలా కావాలంటే అలా ఉన్నాయి మనకి చాలా దగ్గరనే అవైలబు�
232,లో రేటింగ్ సెం రేట్ సర్ అన్ని చాలా ఎక్కువనే ఉన్నాయి రేటింగ్స్ అన్ని మినిమమ్ త్రీ పాయింట్ ఫైవ్ ఫోర్ ఫైవ్ ఏ ఉన్నాయి సర్ రేటింగ్స్ అన్ని చాలా మంచిగా ఉంటాది ఫుడ్ దూత మీరు టేస్ట్ చేసి చూడవచ్చు
233,అదే సర్ ఉన్నాయి అనటాయి రుచులు ఫోర్ పాయింట్ ఫైవ్ మీటింగ్ ఉంది అలానే వాగాయువుతో చాలా పెద్దది చాలా మంచిగా ఉంటది దీశాన్ని చాలా బానే ఉంటది సర్
234,అక్కడ నుంచి మీకు ఒక టు కిలోమీటర్ త్రీ కిలోమీటర్ లోపలనే ఉన్నాయి సార్ అన్ని రెస్టారెంట్స్
235,వెహికల్ చాలా ఉన్నాయి సర్ కార్స్ ఉన్నాయి బైక్స్ ఉన్నాయి మీకు కావాలంటే మన బస్సు ట్రావెల్స్ ఉన్నాయి సర్ మీకు ఏది కావాలంటే అట్లా వెళ్ళొచ్చు
236,సర్విస్ అయితే చాలా బాగుంటది సర్ ఎక్సలెంట్ సర్విస్ ఉంటది మీరు కావాలంటే వచ్చి చూడొచ్చు మీకు చూపిస్తాము మా సర్విస్ మొత్తం చాలా బాగుంటది మీకు ఎక్కడ కావాలంటే అక్కడ ఉంటాయి మాకు రిసార్ట్స్ ఉన్నాయి రిసార్ట్స్ లో అవుతా మీకు ఫుడ్ కూడా చాలా బాగుంటది
237,ఫేవరెట్ ఫుడ్ అంటే మీకు ఇక్కడ మాకు నార్మల్ గా బిర్యానీస్ ఎక్కువ ఇష్టం హైదరాబాద్ లో అలా ఇక్కడ చికెన్ బిర్యానీస్ గాని బిర్యానీస్ చాలా వేరిటీస్ ఉంటాయి అలాగే ఇక్కడ మన తెలంగాణలో మనకి ఎక్కువ కాబట్టి అలా ఫుడ్ కూడా చాలా బాగుంటది నాన్ సై బూత చాలా ఎక్క
238,ఓకే మీకు ఏదైనా సరే మీకు ఫుడ్ అయితే చాలా బాగుంటది సర్
239,ఓకే ఓకే
240,అదేవిధంగా అపెండిక్స్ పూర్తిగా శ్రోణిమేఘల లోపల ఉంటే ఉదరదృఢత్వం పూర్తిగా లేకపోవడం సాధారణ లక్షణం
241,హలో మేడమ్
242,ఓకే మేడమ్ ఇప్పుడు మెడిసిన్ తగ్గిపోద్ది మేడమ్
243,ఓకే మేడం
244,ఆ ఖచ్చితంగా మేము రేపు రమ్మంటారా మనం
245,ఓకే టైమింగ్ ఎందుకు రమ్మన్నారు
