id,w2v
19, া ল  আ মি   ব া ডে  বে লে  য া ক ছে   ব ি ে   ত া ল া র ি ন ি   ব া র  ক ল াএ ক ব র ে ক ো ধা ন  ত া ব ে  ব া থ ে ত ব ে যা বো   
20, ত 
21, আ ম া দে র  পু র ন ো   ব া ড়ি তে   এ ক টি   পা ত ক   ছ ি ল   সে ই   প া ত ক তে   ত খ ন আ ম রা   জ ল   তু ল   তা ম   
22, স ে ট া   চ ন্য  এ ক ট া   লো হ া র  ছ ো ট   ব া ল ত ি  র া খ া   ছি ল   সে ই   বা ল তি র  হ্যা ন্ ড ে লে   
23, প ি শ া ল   ব ড়  এ ক টা   দ ডর ি   বা গ া   ছ ি ল   
24, ব া ল ত ি টা   ক ু ড়  জ লে   ফ ে লে  দি ত া ম   লো হ া র   যেয়   তু   ভ া ড়ি   দু বে   দু ব ে  য ে তা   আ র  দ ড় ি ধ রে   টা ন ত া ম  স ে ই ভ া বে   খ ু ব   ক ষ্ট   ক র ে ই   আ ম রা   স ে ই   জ ল   ব্য ভ র   ক র তা ম  বা ড়ি র  বি ভ ি ন্ন   ক া জে র  জ ন্য   
25, আ স্ তে  আ স্ তে   আ ম া দে র  বা ড়ি র   উ ন ্য য় ন  হ ল   ত খ ন  আ ম রা   পুো ও টা   ব ু জিয়ে  দি য়ে ছি লা ম  কি ন্তু   স ম্ পূ র্ন   বো জ া নো   হ য় নি   পু র ো টা   স ি ম ে ন   দি য়ে   থ া কা   দি য়ে   দে ে   দ ে য়া   হ য়ে ছি ল   এ ব ং   তা   থ ে কে   এ ক টা   ব ৈ দ দ ু তি   ট ু লো   পা ম   লা গা নো   হ য়ে ছি ল   
26, লা গ ি য়ে   তা   থ ে কে  আ ম রা   বা ডর়ি র  চ া প ত লা   এ ক টি   জ লা ধ া র   ক রা হ য়ে ছ ি ল   সে খা নে   প ত ্ তে ক দে   
27, জ ল   স ং র ক ন   ক র ে  র া ক ত া ম   
28, ভ া র ত ে   চ া গ র ী র  ব া জ া র  খ ু ব এ ক ট া  ভ া ল ো না   ক া র ন  এ খ ন   চ া গ রী র   প রী ক্ষ া   স ে এ র ক ম  হ য়  না   ব ল লে ই   চ ল ে   স র ক া রে   চ া গ রী তো   হ য় এ ই   না   এ সে   ছ ে   
29,প রী ক্ষ া তা ও  উ ঠ ে   গ ে য়ে   ছ ে   ব ল লে   চ লে   প া য়  ম া রে টা   জ দ ে ও   হ ট ছে   কি ন্ তু   ত া ত ও   ন ি য় গ ে র   কো ন   ন া ম   চ র্ চ া  নেই   
30, য দি ও   হ চ্ ছে  মা নু ষ ে র  ল া গ ছ ে   কি ন্ তু  ই ন্ টা র ভ ি  ড া ক  প ড় ছে   না   ড া ক   প র ল   হ য় তো   ব ি ভি ন্ন  র ক ম   স ম স্য া র  কা র ণে   স ে   ক ে টে ও  জ া চ ্ ছে   ভ া ল  ভ া লো   ছ ে লে রা   এ রও  ফ লে  ব স ে  আ ছে   
31, বি ভ ি ন্ন   এ র  জ ন ন   অ দি কে   বি ভ ি ন্ন  র ক ম   স ম স্য া র   স ন্ম ক ি ন হ তে  হ চ্ ছে   কা র ণ   আ গ ে র  যা রা   ম া   ম া ধ্য ম ে  ক চ ্ চ মা দ্য মে   প া য় শ   ক রে ছি লে ন   এ খ ন   য া র া   
32, মা ধ্ যা মে  ক র তে  ব া ন দা মে   প া য়া শ  ক র রে   য া দ ে র  না ম বা   স ে   না ম ব া রে র  স ঙ্গ ে   আ গে র   ন া ম বা রে র  অ নে ক  পা র ত ক ক   
33, এ খ নে   ছে লে  ম ে য়ে দ ে র   অ নে ক নে ক  না ম ব া র   তা রা  ন াই ন টি  প া র স ে ন এই ট টি  প া র স ে ন   কে উ   ন াই ন টি  ফ া ই ভ  প া র স ে ন  ক ে ও   া র  হা ন্ডে ড পা র সে নই   না ম বা র  পা চ্ ছে   কি ন্ তু   ত খ ন   অ ত স 
34, ন ম্ব া র  প া ওয়া ট া   অ ত স হ জ   ছ ি ল   না   য া র   ফ ল ে   আ গ ে ক া র   দ ি ন ে র  ম া নু ষ ে র  স ঙ্গ ে   এ খ নে র  মা নু ষ ে র  অ নে ক টা   প া র্ থ ক ্য  ঘ ট ছি   া দে র  ব য় স   চ ল্ ল ি স  প ঁ তা ল্লি স   প ঞ্ চ া স  ব ছ র   র  তা দে র  স ঙ্গ ে   বি শ ে ষ   ক রে   এ খ ন ে   যে   ত রু ণ   ছে লে মে য়ে রা   উ ঠ ছ ে   ত া দে র   ত  এ ক টা   বি রা ট  প া রা গ র ়ে  যা চ্ ছে   
35, য া রা   প লে   চ া ক রে র  প ক কষে ও   তা লি কে   বি ভ ি ন্ন   চ া লে ঞ্জ া র   স ম্ম কষ ি ন  হ তে   হ চ্ ছে  ব র্ ত মা নে   
36, ব ি ভ ি ন্ন   স ু য গ  র য়ে ছে   এ খ ন  য ে ম র  ত র ন দ ে র  জ ন্ন   ব ি ভ ি ন্ন   স ু জয গ  র য়ে ছে   ও গ নি বী র ে র  ম ত ন   
37, অ র র ম   প র ে ম   প রী ক্ষ া বে  নি ়ে ছ ে  ব া  জ ে খ া   নে ়ে   স হ জ ে   এ র   নি য় ব  ক রা  হ চ্ ছে   
38, আ ছ া ড়া ও   মে ল ে ট া রি   বা ব ্ স ্ ী   পু লি   দ ি দি র   প রী ক্ষ া  র য়ে ছে   ফ ম   চ া ড় ছ ে   না র্ সি ং ে র  জ ন্য   ছ ে লে   মেয়ে দ ি ক ে   স ু য ো গ   দি য়া  হ য়ে চ ্ ছে   ত া র  ফ লে   এ  অ নে ক গু লি   স ু য ো গ  র য়ে ছে   স ু যো গ   থ া গ লো   কি ন্ তু   
39, ব ি ভ ি ন্ন  র ক ম   স ম ়   স া র  স ন ্ম ক ী ন হ ত ে  হ চ্ ছে   ছে লে  ম েয়ে দে র   কা র ণ   স ু য ো গ  থ া ক লে   ত া রা   স বা য়   ব র ক ম   স ু য ো গ   স ু বী দা  পা চ্ ছে  না   
40, বি ব া হ ে র ম ত   ব ড  অ ন ু ষ্ঠ া নে   স ম য়   প র ্ চ ন   প রি ম া নে র  জ নে র  প ড়ে   জ ন্য  হ য়   এ ক  জ ন্য   আ মা দ ে র   এ র  জ ন্য আমা দে র  প থ ম  খ া বা র   জ ল   
41,অ ডা র   ক র া   হ য়   খ া ওবার   জ ল   থ া ক ে   এ ব ং  আ র ো   ব্য ব হ া রে র  জ ন্য   যে ই   জ ল   প ড়ে  জ ন্য   হ য়   এ জ ন্য   প র শ বা র   জ লে র  ট্যা ন কই  ব্য ব স্থা   ক রা   হ য়   আ রো   ঘ রে   যে ই   ট্যা ঙ্ কে   গু লো  থ া ক ে   স ে  এ গু লো   জ ল   
42,ব ল ে  রা ক া   হ য় ন   ব া ব হ া র ে র   জ ন্যা   ত ন  ব ড  অ না ষ্ট া ন ে র জ ন্য   জ ল প ড়ে   জ ন  বে শ ি   ক রে  জ া ন  হ য়  ব লা   
43, আ গে  থ ে ক ে   জ লা  ব্য ব স্ থা  ক রে রা খ া  হ য়   ক রা  স ব া রও   ট্যান ক ি   জ ল ে র   অ নে ক ক া জ   হ য়   আ র   খ া ব া রে র  জ ন্য   জ ল   অ ডার  ক রা   হ য়   
44, এ ই   জ ল দে ন আ ম ব া ড়ি তে   ব া ড়ি তে  জ লে র ব্য ব স্থ া  ক রা   হ য়   সেই  জ ল গো ল ো   আ গে  থে কে  রা খ া  হ য়   র   খ া ব া র   জ ল টা   অ ডা র  ক র া   হ য়   গো ট ল  জ ল   থা কে   আ র   বা কি   এই   ফ ে লা র   জ ন্য   
45,আ স্ব া ব ত্ র ো দ ভ া র   জ ন্য   গ লো   জ ন্য   জ ল   থ া ক ে  আ লা   দা   তে  গে লো  ব া র তেই  জ া না না   থ া ক ে   ব া র দে ই   ম ন ে   জ ন  হয়ে  ছে   জ ন ব   
46, 
47, আ ম া দে র এ খ া নে   প্রা থ মে  ক ি  স্ক ু ল  আ ছ ে   হ া ই র  স্ কু ল  আ ছ ে   এ ব ং   ক া জা  গা ছে   ব ু ঙ কি ং   স ব ্দ র   ক লে  আ ছে   তো  আ ই টি    আ ছ ে   
48, ঠ ে   তো   ব চ   ম া নে   ব া চ্চ া ড়া  এ ক  চ লি   প্রায় ম া রি   স্ কু লে   মা ন ে   প ড় ে   ক ে   কো নো  ক ো নো ভ া চ ্ চ র   ক ো নো   কো নো  ভা চ ্ চ া ড়া   ন লি জ   ম ি ড িয়া ম   
49, য া গ ে   প লে  আ রে কি   স ে ধ বই  স্কু ল ে  প র   ত ো   ত া র প র ে   তা রা   হ া ই স্ কু ল ে য া য়  ত া র প র ে   
50,া র প র   ক ল ে ছে আ ম া দের  আ জ ব া জে     আ ছ ে   ত ম ন আ ই ডি  া ই  ক ল ে  আ ছ ে   ট ি   য া   
51, ব ঙ গি ম  স দ্দ ার ক ল ে জ   এ ব ার য ার া ব ছে  আমনরা   ভ া লো প ড়া শ োনা ক র বা তাম  স ী ন্য ত ো  তা র   ই ং লি শ  মি টি ম   মি  প ড় ছ ে   প ড়ার  কা র ণে   লি শ ু ট  ম   প ড়া   ভা লো  প ড়া শোনা প ার স মি ইং ি শ  মু টা এ   ক র ছে   প ড় ে   তা র প র ে   হ া ই   স্কু লে  হ চ ্ ছ ে   হা ই স্কু ল  থে কে   হ া ই স্কু ল  থে কে  য া চ্ ছে   ক ল কা তায়  প ড়া শ ো না  হ র তে  হা চ্ ছে   ও খ া নে   
52, অ নে   আ শ ু ত স ্  ক লে  আ ছ ে   তা র প র ে   ব ি য় গ া ন ন্ধ  ক লে  আ ছে   আ রো ব  বি ভি ন্ন  র ক ম   ক লে   যে   তা র া   চ া য়   যে  আম রা  ভ া লো  প ড়া শো না ক র তে প া রি   য া ে   
53, ড া শ না   ক রে   এ কটা   কি ছ ু   এ ক টা   কি ছু   এ ক টা   কি ছু   প া ম র  আ শ া   
54,কে র ন ু   আ রো   আ রো ট ি উ   শু ন ি   এ কটা এ ক টা   এ ক টা এ ক টা  ব া চা বে জ ন ে   তি ন ট ে   চ া ট ট ি   ক রে   টি   শু ন ি  ম া শ  টা   
55, ট ট ু শ ম স ট ম জ   ত   
56, তিই  শু নি  ম া স ্টার হ জ া   তো  আ মি   আ মি  এ ক শ ব া  ব ল ব   য ে   আ মা দের কিন ি কিন্তু  বা ং লা টা   শি খ তে  হ বে   
57,ঠি ক আ যে  বা ং লা   শ ি খ তে হ বে  কে ন আ মি  দে খ ছি লা ম  প্রা য়  প্রা য় ব া ড়ি তে   ই ং লি জ   নিয়ে  খ ু ব  চ র্ চ া  ক র ছ ে   কি ন তো ক আ ম রা   তো  বা ং লা লী   ব া ং া ল   বা ং লা টা  আ গে   শ ি খ তে হ বে  বা ং লা আ গে ভ া লো ক রে   ব লা র  বা ং লা আ গে  বা লা  ব লা   ব লা   ধ র ণ  রা খ তে  হ ব ে   
58,বা হা লা   ক ল  ব লা  ধ র ন   বা ং লা টা   ম া নে   ম নে   বা ং লা টা   আম া দের   আ ম রা র জা ন তা ম রা বা ং গা লি   বা ং লা আম  ভ া লো ক ়া   ব ল তে হ বে   ই ং লি শ টা   এে টু  ক মিয়ে দি লো   হ বে   
59,আ মা দে র  ব া ঙা লি   দ ে   তো   ব া রা মা স ে  তা রা   প া   ব ন  লে   গে ই  আ ছ ে   য া হা ও  না   যা ও ক  এ ক টা  কি ছ ু লে   গে ই  আ ছে   
60,তা   এ ই   দু র ্ গ া   ব ু   ক া লি   ব ু জ   আ ম র ে   এ   চ ই দ মা ছ ে ক া জ ন  
61,তা র প রে  এ   ল ক্ষ ি   বু জ   স র স দী  ব ু জ না না র ক ম   প ু জ   লে গে ে আ ছে   তো   এ খ ন  তো   প্রা য়   ব ৈ ছ া গ জ ো স্ ট ি মা স  এ খ ন তো   চা রি দি গে ই ছি   তো লা   প ু জ  হ চ্ ছে ই   প ত্ তে   গ্র া মে   
62,তো  আ ম া দ ে র গ্রা ম ও   ধ র্ম র া জ  ঠা ক ু র ে র  ফ ু জ  হ য়   ও ই   ধ র্ ম রা জ  ব ু   ঠ া কু রে র  প ু জ তে   অ নে ক  বা ড়ি তে  স ব া র বা ড়ি তে ই  কু টু ম া ছ ে   আ ম া দের ব া ড়ি ত ে  ব া ছ া  স বা র  বা ড়ি তে ই  ল ো ক   জ ন আ ছ ে   হ ই   হ ল ্ল া   লে গ েই   থ া কে   
63, দু প ু দ ে  রা ন্না  হ য়েই   থা কে   ম া ং স  হ য়   ফ ্যা রা ই স য়   আ র ব ল ে   ফ ে র া ন ি   স   মা ং স র   ড া ল   প শ ্ ত ু   হ া জ া   
64,মা প ড়   দ ো ই   নি স্ টি   না না  আ র ক ম ই ত্যা  দি ত ৈ রি  হ য়  আ বা র রা ত দি তে  আ ছ ে   রা ত দ ি ত ে  আ বা র  হ য় এব া র যে ই  মা ং শ ো  না  খ া বে   ম া  চ আ ছ ে   এ ই   ভ া বে   চ ল তে  থা ক ে  ঠি কই  
65, ত া ম ি ল   না ল ু ত ে  লো ক ে র া   আ ল্ প না   দিয়ে  ম ে জ ে  স া  জ া ই   
66, হ্যাঁ   আ মি   প া চ ট ি   ত া ল ি কো র  ক থ া   ব ল তে   পা র ্ ব ো   সে ই   গু লি   হ লো   এ গা র ো ই   জা নো  আ রি   দ ু  হা জ া র  ব া ই স  বা র ই   ফ ে ৌ রো য় রি   দু  হআা জা র এ ক ো জ   দ স ই   জু ন  দ ু  হা জ া র   ক ু ড়ি   আ ঠ ে ল য়   জু লা ই   দু  হা জা র   আ ট ে র ো   প ন্য র ়   আ গ র  দু  হা জা র  প নে র ো   
67, 
68, 
69, 
70, 
71, 
72, 
73, 
74,এে খ ু ন আ গে   প ্র থ ম ত ো  আ প নি  এ টা  ব ল লু ন   যে   এ খ ন   য ে   স ম স্ ত ো   ন র্মা ল   খ া ড ু গু লো  হ য়   ফ ে এ র ক ম  খ া ট   নি বে ন   না কি   য ে   খ র ক ম   স  ব ক্সফ ি স ্ টে ম   খ া টা ই   য ে    এ ক টা  স ু চ   টি ব লি  রি ম ো র টের মা ধ্য মে   
75, নি চে  অন এক টা   স্ প ে শ   থা ক বে   ে   স্ প ে শ টা   খু ল ে য া বে   সে খা নে  আ প নি  আ প না র আ স া ব  ক ত ব া   দ র কার  যে স ম সতে জি নি স ক র তো অ নে ক খ া লি  স ফ ে স   থা ক ে   সে গু লো  সে খা নে রা খ তে পা র ে ন   বা র  আ প নি   সে টা  আ ক ে  ব ল লেন   য ক এর ক ম   ম ড ে ল  খ া ট নি ম ে ন   
76, ত খ ন  ব গ স ি ষ ্ ট ে ম   খ া ট টা ই ক ি   ব লু ন  নি ন ন ি   ও ই   যে   ডি ম ন্ট স ি ষ্ট ে ম  যে   ক্যা লি ব া র  গু লো   থা কে  না   ও গু লো  লা গা তে   হ যয়   আ র এ ক টু   ম া ডি ফি ক ে শ ন ক র তে হ য়ে   তো ও   জ ন্য  ধ রের ক ম  আ প না র  আ ড   দ শা টা কা  বি ছি  প ড় বে ন  
77, 
78, 
79, 
80, দ ে খ ু ন   ও টা   আ ম রা   আ প নি  য দি  ব লে ন  আ ম রা ও দ ি ল ি ত ে পা র ব     আ প নি  য দি  ব ল লে ন যে   না   আ ম ি   স খ নে   কা ঠ  ক ি নি  দে ব ো   স ে টা ও  ক র তে  পা রি ন আমার   সে টা  আ প না দের ও প র   ডি ব ে ন্ড ক র তে  
81,   হ া   স ে ক ু ন  সে কু ন  স ে ক ন টা  স ব দ ে  ভ া ল ো হ ব ে   
82, 
83, আ প নি   ধ র ণ া   প ্র া ই   প ৈ শ ত ্ তি হ া র  ট ক তো   কা ট টা  লে গ ে  যা বে   
84, হ্যাঁ হ া নে ই   ক া র্ বা ত   দি য়  ব া ল বা র ী  য ে  স ম স্ত  জ ি নি ত া  য ে থ ে গু লো   ক ি ন ্ তু র   টা ইম  ম ন ে তা কা  লা গ বে না   সেই ক লো  ন া  হ য়ে  আ প না রা  টা কা  দিয়ে দি বে ন   আ ম ি  আমার   দ ন   কি হি স ব  দি ়ে এদ ে ব   সে ক র ন ে  আ ম রা   মানে জ  ক রে  ন ব   
85,হ্যা   আ স ি  বী র া ত ি ন গ া ছে ত  হ ে  য ল ো   
86,হ্যাঁ   আ প নি   য দি  এ টা  য খ ন   তো ই রি   ক রা   য দি   ক ি ন তে ন   রে ডি  মে ড   ঠ ি গ া ছে   ত া হ লে  দ া ম টা এক টু   ক ম   প ড় ত ো   কি ন্ তু   এ খ া নে আ প নি   য খ ন   হা তে  ত ৈ রি  ক রা চ্ ছে   না   
87, সে খ া নে এক তু   বে শি   প ড় ব ে   কা র ণ  দে খু ন   স েই ত া র া  যে   রে ড ি মে ড  য েয টা   ত ৈরই  ক রা  হ যে   সে টা তো  য ে ম ন   কা ঠ  স ে গ ু ল  ন া ও  থ া ক তে পা রে  কি নি  ও টা  স ে গ ু রো   ব ল ে  চ া লি ে দিয়য়ে হ চ ্ ছে   কি ন্ তু এ খ া নে   প্র ক ি ত   সে গু নো   কা ট টাই  আ প না কে   দে ব ো  আ ম   
88, আ প নি   ক া ল   চ া র ত ে ন আ ম া   দি ী  ভ া ঙ কা থা ক ে ন আ স ু ন  আ ম ি  থা ক বো  তো কা নে   
89, ট ি ল 
90, 
91, 
92,   স  আ ম রা ক ল ল ো   
93, ন ন ন   স ক ত ম দ ি   
94, 
95, আ নি   দু প া স া র   টা ব া ন বে ন না   ত লে   
96,   প র   এ ক ব া র   া এ ক ম া ত ত  ল ল   
97, 
98, 
99, 
100, 
101,হ্যাঁ  আ মি   প াঁ শ ট ি   জ ে লা র   না ম  ব ল   ত ে   পা র ব   য ে ই   গু লি   আ মা র  ম নে   আ ছ ে   স ে ই   গ ু লি   হ লো   পূ র্ব  মে দি নী পু র   প শ্ চি ম  মে দ ি নী প ু র   ন ৈ দ ী  আ   উ ত্ ত   চ ব্বি স্ ফ র্গ ন া   আ র   দ ক্ষি ণ   চ ব্বি স্ ফ র্গ না   
102, 
103, ব ল ছ ে ত া দ া   গ ত ক ল ক ে  আ মা র  এ ক টা   ব ক ি ং   ছ ি ল     আ   আ ম া র  
104, এ খ া ন   থ ে ক ে   আ ম ি   এয়ার পো র্ট যা বো   আ ম া র  য ে  লো ক ে শ ন আ ছে   দে খ ন  এ ক টা   ই য়া র প ো টা এ ক টা  লো ক ে শ ন  র য়ে ছে   ট্র প লো কে শ ন   হ া   আ মি   অ র   ব ু ক ি ং  আ ই ডি ও  ব লা  দি চ্ ছে  আ প না কে   ড া ব ল   টু  ড া ব ল  ফ ো র  থ্রি   স ে ক স   ত ো   
105, আ প নি  এ ক টু  ব ু ক ি ং টা   চে প  ক র নে ন   দে খ ন   ক া ল   স ক ল  ছ টা য়   এক টা   ব ু ক ি ং আ ছ া   আ ম ি  ইয়া র প ো ্ট যা ব   ো  আ প নি   ঠ ি ক   টা র  টা ই ম  ম ত   চ লে  আ স ব ে ন   তো   
106, এ ব ং   আ প না কে   বা র বা র  ক র া   ব ল ছে   আ প নি   ঠ ি ক  স ক ল   ছ টা   ঠ ি ক  আ গে   আ প নি  চ লে আ স ব া ন   
107, আ প নি  য দ ি এ   স ঠি ক টা  এ মে   না  আ স তে প া রে  না   ত া  হ লে  কিন্ তু  আ মা র  ফ ্লাই ট টা  ক্যা ন্ স েল  হয়ে যা বে   আ মি  এ ক টা   আ র জ ন  ম ে টি ং ে র  জ ন্য  আ ম া ই   যে তা  হ চ্ ছে   
108, তো   এই মি টি ং  ট   ল গ ে   আ ম া র   ক যা ন স ল  হ য়ে য া   ত   
109, অ নে ক  ব ড়ো  এ ক টা  ল স  হয়ে যা ব ে  এ ব ং   ক ি  ব ল ব ো  আ প না কে   লাই ফ েরে অ নে ক ব ড়ো  এ ক টা  ক থ ি  হ য়ে যে তে  পা রে   ঠ ি ক  তো   খ ু ব   গ ু রু ত্ব পূ র্ণ  এ ক টা   কা জ ে র  জ ন্য  যা চ্ ছি   তো  আ প না ক ে   ত া র   জ ন্য   বা র ব া র   ব ল ছি   আ প নি  কে দ র ক প র্ লে  রি কোযে স্ট ক র ে ্ ছ ি   আ পনি   ঠ ি ক টা   ট া ই ম ে  কি ন্তু  চ লে  আ স ব ে ন া  এ ব ং   আ প নি   লো কে শ নে   আ স া র  ম ধ্য ে ই 
110, ল ো ক ে শ ন া আ স লেই  হ য় তো  আ ম া   আ মা ক ে  আ প নি   দে খ তে পেয়ে য া ব ে ন   যে  আম ি   ব া ই র ে র আ স্ত া য় দ াঁড়িয়ে আ ছ ে     আ র য দি   ত া ও   বু স্ ত  য দি   অ স বি দ া  হ য়   আ প নি   অ ব শ্য ই   ক ল   ক র ব ে ন   কো নো   স ং ক জ ব ত   ক র বে ন  না     এ ত  স ক লে  উ ঠ ে ছ ে ন  কে না   হ   আ পনি   কো ন  অ স ব ে ধ া নে   আ প নি   ফ ো ন  ক র ব ে ন   ও ক ে ল ে  দা   র া খ লা ম  
111,প শ্চি ম ম ঙ্গ   ঝ া র ক ণ্ড   ম হ রা ষ্ ট্র   উ রী ষ ষ া   বি হ া র   
112, হ্যাঁ   আ মি   ছ ো ট ব ে লা   থে কে   এ ম ন   অ মনে ক  কি ছু   ব ু রু ত ্ ম প ু ন্ য   প া ঠ   ছ ি কে   ছ ি   যে গু ল ো  আ মা র  জ ী ব নে   ক ব ী   প্র ভ া ব প ে বে  থ া ক ে   
113, য ে ম ন   আ মি  আ র  আ ম া র  এ ক জ ন   ছ ো ট ট   ব ন ্ধু   ছ ো ট বে লা   থ ে   খ ু ব  ভ া ল   র ক ম ে র   ব ন্ধ   ছি ল া ম   আ ম রা   দ ু জ নে   বি ভ ি ন্ন   স ম য়   ক ে ত া ম   
114, চ া ন ক ত ত া ম   খ ে ল া  গ ন গ ত ত ম   প র া ছ ো না   এ ব ং   স ম স্ ত  র ক ন র  ক া জ   ক র ম   প্রা য়   এ ক স া থ েই  ক র তা ম   আ ম রা  য খ ন   ব ড়া   হ য়   ক স্ ক ু ল   ও   ক লে জও  ক র় ত া ম   
115, তা র প র ে  আ ম রা  ত খ ন   ত া ল লি   জ ন্য   চ ে ষ ্টা  ক র িই   ত খ ন   আ মি   ত া ল লি টা   প ে য়ে  গে য়ে ছে লা   
116, কি ন্ ত ু   ত া র ক ত   থে কে   আ ম া র  ব ন্ধ  অ মা র স া থে  ক থ া   ব ল া  ব া রা ন   ক র ে   দে ়ই   এ ব ং   আ ম া র  ব ন্ধ  ক র্ ত ম নে ও   বে কা  র য়ে   ছে   
