id,conf
26, હા હું અવશ્ય જણાવી શકીશ કે મારું નામ મહેતા મેઘા છે અ અમે પરિવારમાં મારા પરિવારમાં પાંચ જ પાંચ જણા છીએ અમે
27, એક મારા પપ્પા છે મારા મમ્મી છે મારા બા છે અને મારો નાનો ભાઈ છે એમાં મારા મમ્મી અને પપ્પા બંને હેન્ડીકેપસ છે અ મારા મમ્મી જે હેન્ડીકેપ્સ હોવા છતાં પણ અત્યારે નવજીવન વતલાંગ શિવાશયમાં ટીચર તરીકેની એક
28, જોબ કરી રહ્યા છે જેમાં તે માનસિક જે માનસિક બાળકો હોય મનબુદ્ધિના બાળકો હોય એને ટ્રેનિંગ અને અલગ અલગ વસ્તુ ઍ્ટિવિટીઝ શીખવાડે છે
29, એ એમને અપ્પા હોવ છતાં પણ એટલું કામ કરે છે તે મારા માટે ગર્વની વાત છે તેવી જ રીતે મારા પપ્પા છે જે
30, સરમાઈકાનીની ફેક એક કંપની છે અહીંયા સુસ્વ માળિયા રોડ આવે છે પરીક્ષિત કંપની તેમાં તે સુપરવાઈઝર તરીકેની ફરજ બજાવે છે
31, તેમાં ત્યાં તેર હજાર રૂપિયા પગાય છે અને મારા પપ્પા અપમ હોવા છતાં પણ તે એટલું કામ કરે છે તેના ઉપર પણ મને અને મારો નાનો ભાઈ છે
32, જે બીજા ત્રણમાં ભણે છે જે હળવદમાં જે ડીવી પ્રકારાની સ્કૂલ આવેલી છે ત્યાં જ ભણે છે અને તે પણ ભણવામાં બહુ હોશિયાર છે ડાયુ છે
33, અને મારા બા છે જે અત્યારે ભરે છે અને હું છું હું અત્યારે મેં ટ્વેલ્થ સાયન્સ પૂરું કર્યું અને અત્યારે હું બી એસ સી કરું છું મહર્ષિ ગુરુકુલ હળવદમાં
34, અને બી એસ સી બાદ મારે અ ડી એમ એલ ટી અથવા તો એમ એલ ટીનો કોર્સ કરવાનો વિચાર છે જેના દ્વારા હું આગળ લૅબ ટેકનિશિયનનો કોર્સ કરી શકું
35, થેંક યુ
36, પલંગ
37, બે તારીખ બે તારીખ અગિયાર તારીખ ઓગણીસ તારીખ ત્રેવીસ અને તારીખ અઠ્ઠ્યાાવીસ
38, હું થોડા સમય પહેલાં મારા માતા પિતા સાથે દ્વારકા ફરવા માટે ગઈ હતી ત આ બસ સ્ટેશન પર ખૂબ જ ભીડ હતી જેના કારણે ભીડમાં હું ખોવાઈ ગઈ એટલે કે મારા માતા પિતાથી અલગ પડી ગઈ
39, અને હું ખૂબ જ ગભરાઈ ગઈ હતી અને હું રડવા લાગી ત્યાં મને એક ભાઈ મળ્યા તેમણે મને પૂછ્યું કે કેમ રડે છે તો મેં તેમને રડતાં રડતાં કહ્યું કે હું મારા માતા પિતાથી અલગ પડી ગઈ છું
40, તેમણે મને શાંત કરી હું રડતી હતી તે મને ચૂપ કરાવી અને મારા માતા પિતાનો સંપર્ક કરાવ્યો આ ઘટના મારા માટે એક યાદગાર ઘટના છે
41, હેલો
42, હા હું સાદીઝુક્રંગ સાડી સેન્ટરમાંથી બોલું છું બોલો બેન
43, હા હું કામિનીબેન જ બોલું છું બોલો
44, હા મેડમ યાદ તો છે બોલો તમે આગળ
45, કયા કલરની સાડી હતી તમને યાદ છે
46, બાંધેની સાડી હતી એમ
47, તમે કોણ કોણ આવ્યા હતા
48, તો તમારી સાડીમાં શું કઈ કઈ પ્રોબ્લેમ થઈ છે
49, એટલે એકલો લીલો કલર જ હતો કે બે ત્રણ કલર મિક્સ ના હતા
50, હા તે તમારે શું કરવું છે
51, હા સાડી તો બદલી આપવામાં આવે છે પણ એમાં બ્લાઉઝ બીસ હતો ખરો
52, પીવડાાવ આપી દીધો એમ તમે એમને
53, તો પછી તમારી જોડે તે સાડીનું બિલ છે ખરું
54, તો તમે બિલ હશે તો જ બેન તમને સારી બદલી આપવામાં આવશે
55, તો તમારી ક જોઈ છે
56, હ તેની કિંમત શું હતી સાડીની તમને યાદ છે કંઈ
57, હા એટલે એનું તો બિલ તમને આપી જ હશે તો બિલ હશે તો જ તમને સારી બદલી આપવામાં આવશે
58, હા તો તમે બિલ તમે જ્યારે બિલ લઈને તમારી સાડી લઈને આવો ત્યારે તમને બદલી આપવામાં આવશે
59, હં તમે બેથી ત્રણ વાગ્યા સુધીમાં ગમે ત્યારે કારણ કે ત્યારે અમારે ઘરાગોની થોડી અવર જવર ઓછી હોય છે એટલે તમે ત્યારે આવી શકો છો
60, એના પછી ટાઈમે તમારે ઉ મેળ પડતો હોય તો આવો ખરા પણણ ત્યાં ઘરાગી કદાચ વધારે પણ હોઈ શકે પછીના ટાઈમે
61, હા બદલી આપશું
62, ના એ કલર તો નહીં જાય અને તમે જોઈ તમને પસંદ આવે તે સાડી તમે લેજો કલર તો નહીં જાય તો ગેરંટી આપશે
63, ના ના એ તો અમે તમને ખાતરી આપીએ છીએ હવે એવું નહીં થાય હવે એવી ભૂલ અમારાથી નહીં થાય
64, હા તમે આવો એના પહેલાં તમે મને કોલ કરી દેજો
65, અને હા બેન તમને એક વાત કહું કે તમે જે તે સાડી બે હજારમાં ખરીદી હતી ને હવે તમે બીજી સાડી ખરીદો તો એમાં તમારે થોડા પૈસા વધારે આપવાના થશે તો ચાલશે ને તમને
66, હા કોઈ અને જો તમને પાછ મ લેવાના તમારે થશે તો એ તમને નહીં મળે બેને હું ત એ પણ તમને કહી દઉં
67, હા
68, હા બાય
69, હા તમારોું પણ
70, પશુઓની સંભાળ રાખવા માટે પ્રાકૃતિક અને જૈવિક પદ્ધતિઓ ઘણી બધી હોય છે જેમ કે
71, અ રોગિષ પશુઓને અલગ રાખવા જોઈએ રોગ પ્રતિકારક રસી આપવી જોઈએ જેમાં પશુઓમાં ચેપી રોગ ન આવે તે માટેનો રસી આપવી જરૂરી છે જેથી રોગચારો ફાટ ફાટી નીકળે ત્યારે પશુઓને એવા રોગથી બચાવી શકાય રસીથી વિગત કો્ઠામાં દર્શાવેલી છે જેમ કે
72, આપણે પશુઓમાં અંતર પરોપજીવીની હાજરીથી તેના સ્વાસ્થ્ય ઉપર ઘણી અસર થાય છે
73, ખોરાકમાં ઘટાડો ઝાડા પેટ ફૂલી જવું બેચેરની રૂવાઠી
74, ખરવી વગેરે લક્ષણો જોવા મળે છે માટે આપણે પશુઓની સંભાળ રાખવા માટે ભારતના
75, દેશમાં અલગ અલગ પ્રકારની જે પ્રાકૃતિક અને જૈવિક પદ્ધતિઓ છે તેનો સારી રીતે ઉપયોગ કરવો જોઈએ જેથી ડ
76, પશુઓમાં કોઈ પ્રકારના રોગ થતા નથી અને તેમની સાડસંભાળ સારી રીતે રાખવી જોઈએ
77, અને આપણે જય્યારે વાત કરીએ કે આપણા ઘરમાં વડીલો હોય તો વડીલો હંમેશા કહેતા હોય છે કે ગાય પાડવી ખૂબ સારી બાબત છે કારણ કે ગાય
78, એક આપણે દ આપણા દેશમાં એને માતા માનીએ છીએ અને ગાય જે છે
79, તેને રાખવાથી તેના દૂધ પીવાથી ઘણા બધા રોગો નથી થતા અને એના ગૌમૂત્રમાં પણ ઘણી બધી એવી તાકાત છે જે કેન્સર જેવી ગંભીર બીમારીને પણ મટાડી શકે છે
80, તમે તેને તમારા ટ્વિટર ફીલ્ડ ફેસબુક પેજ અથવા ઇન્સ્ટાગ્રામ સ્ટોરી પર પોસ્ટ કરી શકો છો જેથી કરીને વ્યુઝ વધે
81, હા ઘણા એવા લોકો હોય છે કે જેમનું પૂરું પરિવાર ખેતીમાં હોવા છતાં તેઓ તેમાં કામ કરવા માગતા નથી કારણ કે તેઓ ખેતીમાં અને ખેતી કરવામાં તેમજ ખેડૂત તરીકે પોતાનું જીવન ગુજારવામાં રસ ધરાવતા નથી
82, તો મારું એવું માનવું છે કે જે લોકોની આર્થિક પરિસ્થિતિ ખરાબ હોય છે જેઓ પોતાના સંતાનોને તેમજ પોતે સારું ભણતર અને સારો અભ્યાસ કરી શકતા નથી
83, તે લોકો માટે જીવન ગુજારવાનું એકમાત્ર સાધન ખેતી હોય છે તેઓ ખેતીના આધારે જ તેઓ તેમની જીવન જરૂર વિતાવતા હોય છે
84, ઘણા લોકો એવા પણ હોય છે કે જેમની પાસે જમીન સારી હોય છે તો તેઓ ખેતી દ્વારા પણ નોકરિયાત કરતા વ્યક્તિઓ કરતાં પણ સારું જીવન ગુજારી શકે છે
85, ખેતી કરવી તે પણ કંઈ નાનું મોટું કામ નથી તે પણ નોકરી કરવા જેવું જ એક સાહસી કામ છે તેમાં ઘમ બહુ બધા દુઃખ પણ વઠવા પડે છે અને બહુ બધું પણ કંઈક તેમને કરવું પડે છે જેટલી મહેનત નોકરી કરવામાં તેમને કરવી પડી છે તેટલી જ મહેનત તેમણે ખેતી કરવામાં પણ કરવી પડી છે
86, છેલ્લા ચાર વર્ષ દરમિયાન મેંઑક્સિજન દ્વારા જે રેસ્ટોરન્ટને નાણાં ચૂકવ્યા છે તેની યાદી બતાવો
87, ડાબું
88, મારું કોવિન રસીકરણ પ્રમાણપત્ર આઠસો સિત્તેર ચારસો બાસઠ ચારસો સાત પિસ્તાળીસ મોબાઈલ નંબરનો ઉપયોગ કરીને મેળવી લો
89, મહેસાણા જિલ્લામાં અનેક ઐતિહાસિક સ્થળો આવેલાં છે જેવા કે મંદિરો ઐતિહાસિક વાવ વગેરે જેવા કે મોઢેરાનું સૂર્યમંદિર
90, બહુચરાજીમાં બહુચર માતાનું મંદિર વાલમગામમાં ઐતિહાસિક વાવ ઊંઝાારમાં ઉમિયા માતાનું મંદિર
91, તારંગાની ટેકરીઓ મંદિરો ધરોઈ ડેમ વડનગરમાં હાટકેશ્વર મહાદેવનું મંદિર
92, દાનારીીરી વડનગરનું કીર્તિતરણ શરમિષઠા તળાવ સીમદર સ્વામી જૈન મંદિર બૌદ્ધ મઠ અને પ્રાચીનકાળની વસ્તુઓ વડનગરમાં
93, ઊંચાઈ રાજમહેલ મહેસાણા તિરુપતિ નેચરલ પાર્ક વિસનગર વગેરે ઐતિહાસિક સ્થળો આવેલાં છે
94, જે ખૂબ જ પ્રખ્યાત છે અને નવરાશના સમયગાળા દરમિયાન લોકો આ સ્થળોની મુલાકાત લેવા જતા હોય છે
95, જેથી ઇતિહાસની માહિતી પ્રાપ્ત થઇ શકે છે અને હા કેટલાક એવા સ્થળો છે કે
96, જ્યાં જોવા માટે જતાં પહેલાં પરવાનગી લેવી પડે છે અને ફી પણ લેતા હોય છે અને કેટલીક જગ્યાઓ પરવાનગી વિના જઈ શકાય છે આપણને એવા ઐતિહાસિક સ્થળોની મુલાકાત લઈએ તો પ્રાચીન સમયમાં
97, કેવી સંસ્કૃતિ હતી અને હાલની સંસ્કૃતિનો કેટલો નાશ થયો છે તેથી જાણકારી પ્રાપ્ત થાય છે
98, ચાલુ
99, બે હજાર પાંચમાં તેણે વિપુલ કે રાવલે લખેલી ધાર્મિક માન્યતા આધારિત ફિલ્મ ઇકબાલમાં ટૂંકી ભૂમિકામાં અભિનય કર્યો હતો જ્યાં તેણે પોતે પોતાની ભૂમિકા ભજવી હતી
100, તો મે હલો
101, હા જી સર કોણ બોલો છો
102, હા જી સર
103, હું ભગવતીબેન બોલું છું ડૉક્ટર ભગવતીબેન બોલું છું
104, અ હા ભાઈ હું જો એક વસ્તુ કહું છું કે તમે એમ ફોન ઉપર વાત કરો અને તમે ત્યાં આવો
105, તો પેટની આપણે છે ને પહેલાં તો તપાસ કરીશું અને પેટની તપાસ કર્યા પછી અગર આપણને એવું લાગે કે તમારે એક્સરો કરવાનો છે કે પછી સોનોગ્રાફી કરવાની છે
106, તો આપણે સોનોગ્રાફી કે એક્સરોો કરાવી નાખીશું કે પછી તમે ક્યાંય ભણે એક્સરોો કરાવ્યો છે
107, અચ્છા ઓકે અને
108, ઓકે
109, હં હા
110, અચ્છા તમારોું એમ આર આઈનો રીપોર્ટ મને મોકલી શકશો અગર તમે એ એમ એમ આર આઈનો રીપોર્ટ મને મોકલો તો હું એમાં તમારું
111, અ કેટલા કાઉન્ટ્સ ઘટે છે અને તમારે બી ટ્વેલવ કેટલું છે અને એના બ્લડના રીપોર્ટ કર્યા હોય તો બી ટ્વેલવનો પછી સી બી સીનો એ બધા જે બ્લડના રીપોર્ટો છે એ પણ તમારા હોય તો એ પણ તમે મને વોટ્સઅપ કરશો તો શું છે કે હું એમાંથી જોઈ શકું
112, અને મને ખબર પડે કે તમારે બીજો કયો રીપોર્ટ કરવાનો છે તો એ રીપોર્ટ કરીએ તો એના આધાર પરથી ખબર પડી જશે કે તમને કઈ બીમારી છે એમ
113, હા હા તમે તમે મોકલી દો હું જોઈ લઉં છું અત્યારે જ અને હું અત્યારે જ તમને ફોન ઉપર જ કહી દઉં છું કે તમને શું પ્રોબ્લમ છે અને કેવી રીતના કયો રીપોર્ટ કરવા તમારે હોૉસ્પિટલમાં આવવાનું છે એમ
114, હા બેન ભાય મોકલી દો હ
115, હા હા હા હું જોઉં છું એક મિનીટ હોં અ હા તમારે છે ને આમ તો જો આ એમ આર એમાં અને સી બી સીમાં તમારા સી બી સીમાં જે તમારા જે બ્લડનો એકકાાઉન્ટ છે એ તમારે બ્લડ
116, તમારે પાંચ ટકા જ બ્લડ છે તમારા શરીરમાં પહેલો પોઇન્ટ એ છે કે તમારે ખૂન નથી
117, બીજું કે તમારું બી પી છે ને એ તમારું હાઈ લેવલનું થઈ ગયું છે એટલા માટે જ તમને છે ને બળતરા ને એ બધું થાય છે
118, અને ત્રીજું જે છે આ એમ આર આઈનો જે આપણે રીપોર્ટ જોયો તો એમાં તમારે જે આંતડા છે એ આંતડામાં સૂજન છે તો આપણે કિડનીની એક આપણે રીપોર્ટ
119, કરવો પડશે કિડનીનો એમ આર આઈ કરવી પડશે તો જેમાંથી આપણને ખબર પડે કે કિડનીમાં ક્યાં સુધીનું સૂજન થયેલો છે બરાબર
120, સર આ અમે પેટના સ્પેશ્યાલિસ્ટ છીએ અને પેટનું આખું જે પણ હોય એ આમાં એમ આર આઈમાં બધું બતાવી દીધું છે તમે એક નોર્મલ ડૉક્ટરને તમે બતાવ્યું હતું તો એટલા માટે છે ને એમણે બધું જોયું અને રીપોર્ટ પ્રમાણે કશું કીધું નહીં
121, અને મેં તમારા એમ આર આઈ ઉપરથી અને આ તમારા બ્લડના જે રિપોર્ટ છે એના ઉપરથી જ હું તમને કહું છું
122, એ તમને આ વસ્તુ છે અને એના સ સિવાય તમને એક વાત કહું છું કે તમે હોૉસ્પિટલમાં આવો અને તમારું એક
123, એમ આર આઈ બીજું કિડની ન કરાવશ તો કિડનીમાં ક્યા જગ્યા ઉપર સૂઝન છે કે એ બધું જ તમારે એમાં
124, જીણું જીણું બધું જ તમારું ત્યાં આવી જશે એટલે તમને આગળ દવા કેવી રીતના કરવાની અને એનું રસ્તો મળી જશે ભાઈ
125, અ હા હા સાચી વાત છે પણ જો એક વસ્તુ છે કે આપણે કોઈ પણ એવી રીતના ચેક કર્યા વગર આપણે દવા આપી દઈએ અને કહ એની રીએક્શન થયું કે સાઈડ અફર અસર થઈ તો ભાઈ પ્રોબ્લેમ વધી જાય હા ઘરગસ્ત ઈલાજ કહું છું તમને કે તમે હિંગ
126, પેટ ઉપર લગાવી દેજો તો જેનથી છે ને તમને થોડી સ રાહત થશે અને લીંબું પાણી પીશો
127, તો જેમાંથી તમને જે પેટની જે બળતરા છે ને એ પણ ઠંડક થશે પણ દવાખાને તો તમારે આવવું જરૂરી જ છે અને રીપોર્ટ તો કરાવવો જરૂરી છે રીપોર્ટ કરશો હો તો શું છે કે તમારી સૂજન ઓછી થશે
128, હા ભાઈ પણ એ એમ આર આઈનો રિપોર્ટ તમારા છાંટીનો અને પેટ સુધી પેલા એના સુધીનો જ હતો પેટ સુધીનો
129, આપણે હાંતડાની અંદરનો જે છે સૂજન એ અને તમારા કિડનીમાં જે સમસ્યા છે એના ઉપરથી તમારા પેટમાં દુઃખવાનું કારણ અમે બતાવી શકીશું ભાઈ
130, કાલે જ આવી જાાવ યા તો આજે સાંજે આવી જાવ છ વાગેનો ટાઈમ આપું છું તો સાંજે છ વાગે આવશો તો તમારો રીપોર્ટ કરી લઈએ અનેી તો તમને સવારમાં એની દવા ચાલુ થઈ જશે
131, આજે સાંજે એવું કરો કે આપણે સ્પેશિયલ કેસમાં તમને લઈ લઈએ અને સાંજે આઠ વાગે આવી જાાવ
132, આપણે બપલમાં હું સાઉથ બપલમાં રહું છું અને ત્યાં જ મારું ક્લિનિક છે
133, સિદ્ધિ વિનાયક ક અ ક્લિનિક છે મારું અને ત્યાં આવી જજો તો ત્યાં બધું થઈ જશે બરાબર તમારું નામ લેશો અનિલભાઈ અને મને મેડમે કીધું છે તો થઈ જશે તમારો રીપોર્ટ બરાબર
134, ઓકે
135, કૃપયા આઇ સી આઈ સી આઈ પૉકેટ્સમાંથી રૂપિયા નવસોનું માસિક  એસ આઈ પી પેમેન્ટ અધિકૃત કરો
136, અમારા શહેરની અંદર આ પ્રકારની કોઈ એજન્સી કે કોઈ કંપની કે એવું કોઈ છે નહીં
137, પણ હા ટ્રાવેલ્સ માટે પ્રવાસન માટે જે લક્ઝરીઝ બસો હોય છે તેની એજન્સીઓ હોય છે
138, તે સ્કૂલ પિકનિક કોલેજ પિકનિક અથવા તો કોલેજ ટોર એક પ્રકારની આયોજન કરતી હોય છે એનાથી જાણ કર શું પણ પ્રવાસન કંપની પ્રોપર ઓફિસ કે એવું કંઈ નાનકડા શહેરમાં એવું કંઈ છે નહીં
139, તો એ જ કે લક્ઝરીઝ દ્વારા જે પણ પ્રવાસન થાય છે અને એ એજન્ટ હોય છે લક્ઝરી થ્રુ જે એ પ્રકારની વ્યવસ્થા હોય છે બાકી કોઈ પ્રવાસન કંપની અમારા શહેરમાં છે નહીં
140, ભારતઑસ્ટ્રેલિયા જાપાન શ્રીલંકા અને અમેરિકા
141, હાલ સો મિલીલીટર બાસ્કન રોબિન્સ ચોકલેટ આઈસ્ક્રીમ કઈ કિંમતે વેચાય છે
142, મોરબી જિલ્લામાં તો લગભગ હિંદુ તહેવારો મુજબ અ ઇસ્લામ ધર્મ મુજબ જે જે તહેવારો હોય છે તે મોસ્ટ ઓફલી બધા જ ઉજવાય છે ખ્રિશ્ચિઓના પણ તહેવારો ઉજવાય છે અ
143, સૌથી વધુ તહેવાર ઉજવાતો હોય તો તે લગભગ તો નવરાત્રિ જ છે એના બાદ દિવાળી છે
144, નવરાત્રિમાં નવ દિવસનો જે રંગમંચ ઉપર જે ખેલાઓ નાચે છે તે જોવાનો અનેરો આનંદ છે રમવાનો એથી અનેરો આનંદ છે હોળીમાં જે હોળીમાં જે રંગબેરંગી કુલાલ સાથે રમવાનો અ નાના ભૂલકાઓ
145, જે એકબીજાઓ સાથે ખબર નથી પડતી આપણને કે કયા કયા કલરનો ઉપયોગ કરવો જોઈએ એ કલર સાથે પણ રમે છે અને એ જે એમની યાદો બનાવે છે તે
146, ખરેખર બિરદાવાન લાયક છે એ બાકી ઘણા બધા તહેવારો એના સિવાય મકરસંક્રાંતિ છે
147,ં જન્માષ્ટમી છે જે ધામધૂમથી ઉજવાય છેં મોરબી જિલ્લામાં
148, એના સિવાય રક્ષાબંધનનો તહેવાર અ ઈસ્લામ ધર્મના ઈદ બકરી ઈદ
149, અ મહહોરમ વગેરેનો તે પણ આનંદ ઉઠાવે છે એમના રીતિ રિવાજો મુજબ કાર્ય કરે છે અ નાતાલની પણ લગભગ ઘણી બધી જગ્યાઓ પર ઉજવણીઓ થતી રહેતી હોય છે અં
150, બુદ્ધ પૂર્ણિમામાં બુદ્ધ પૂર્ણિમાના દિવસે દાંડયરાસ હોય છે એ સિવાય શરદ પૂર્ણિમાની ઋતુઓનો
151, અ એ પણ ઉજવવામાં આવે છે અને સૌ સાથે મળીને પોતપોતાના તહેવારો ઉજવે છે
152, અને
153, સુરેશ રમેશ રાકેશ રાજેશ મહેશ
154, હું હાલમાં ઘડિયાળ રીપેરિંગનું કામ કરું છું અને એ મારા માટે એક ગૌરવશાલી સિદ્ધિ એ છે કે અત્યારે જૂનામાં જૂની જે ઘડિયાળો પહેલની છે એને પણ હું આજે રીપૅર કરી શકું છું
155, નૈનીતાલમાં શિયાળાની મોસમ નવેમ્બરના મધ્યમાં શરૂ થાય છે અને મધ્ય માર્ચ સુધી ચાલે છે
156, મેથ્યુટી શેઇર કોકોનટ સિરપ અને ફ્રેશો જીંજર તાજા નહોતા
157, નમસ્તે હું કલ્પક સમાચાર ચેનલમાંથી પત્રકાર અંજલિ વાત કરું છું આપણે નવીનતમ હવામાન અ ઉપડેટ કરવા માટે અમારી સાથે અમારા હવામાન શાસ્ત્રી પ્રિયાજી પટેલ છે
158, હા પ્રિયાધી આગામી સપ્તાહ માટે હવામાનની દૃષ્ટિએ આપને શું આશા રાખી શકીએ તમે અમને જણાવો જેથી આ માહિતી અમે અમારા દર્શકો સુધી પહોંચાડી શકીએ
159, હા પ્રિયાજી બરાબર તો હવે આવકારદાયક પરિવર્તન જેવું લાગી રહ્યું છે હવે તમારે તાપમાન વિશે શું જણાવવું છે
160, કોઈ નોંધપાત્ર હવામાન અને ઘટના તેમમાં ચેતવણી વિશે આપનું શું જણાવું છે
161, હા પ્રિયાજી હવામાન ઉપતે માટે આપનો ખૂબ જ આભાર આગળ એક આશાસ્પદ સપ્તાહ જેવું લાગી રહ્યું છે પરંતુ અમે એક વિકાસશીલ પદ્ધતિ સાથે કોઈ પણ સંભવિત ફેરફાર સાથે જોડાયેલા રહીશું
162, જી પ્રિયાજી દર વખતના જેમ જ આપની આપેલી માહિતી સારી અને સાચી એવી નીકળે છે
163, તેમજ કોઈ પણ જાણ હોય તો તમે અમને માહિતી આપતા રહેજો જે આવી અગત્યની માહિતી જણાવવા બદલ આપનો આભાર
164, જી પ્રિયાજી આપનો ખૂબ જ આભાર અમને આવી સચોટ માહિતી જણાવવા બદલ
165, મેં દિભા પેર પેરી ચિપ્સ અને દીભા લેમન જિન્જર ટીનો ઓર્ડર આપ્યો છે પણ મારે તેની ડિલિવરી પંદર કલાક પછી જોઈએ છે
