id,ref
13,একটু ভালো হতো যদি আপনি টাইমটা একটু বাড়ি দিতেন তাহলে হয়তো ভালো হতো
14,আর একটা জিনিস দেখবেন যে ওটা তো টাইম বাড়ালে ধরুন টাকাটাও বাড়িয়ে দেবে আর গ্রামের তো আপনি জানেন যে সবার পরিস্থিতি বা টাকা পয়সা আর্থিক অবস্তা অতো ভালো নয় সেদিকটা একটু নজর দিবেন টাকাটা না বাড়ে সেটা যদি পার্টি ফান্ড থেকে বা কিছুভাবে কোনোভাবে যদি হয়
15,আমাদের এদিক
16,আমাদের এখানে একটা আমাদের এখানে একটা জায়গা আছে মানে আমার মামা বাড়িতে ওদিকে এখন আর যাওয়াই হয় না কিন্তু তখন আমি দেখেছি বা এখনও শুনেছি যে ওদের ওখানে জলটা দেয় কিন্তু জলের জন্য আলাদা করে আমাদের যেমন টাকা নেওয়া হয় ওদের কোনো টাকা নেওয়া হয় না তো সেইগুলো একটু দেখবেন না তাহলে ভালো হতো
17,স্যার আর আমাদের এসএইচজি গ্রুপটাও তো হয়েছে অনেক দিন তো যদি কিছু টাকা পয়সা পাইয়ে দিতে পারতেন বা কিছু যদি ব্যবস্তা করা যেতো তাহলে একটু দেখবেন না কারণ প্রধান স্যারকে স্যারের সাথে আমি কথা বলেছি কিন্তু তিনি কোনো রেসপন্স করছেন না বলছে তোমাদের গ্রাম প্রধানকে বলো সে বললে তারপর বলবো একটু দেখবেন না
18,না প্রধান স্যারকে বলেছিলাম তিনি তো দেখছি বললেন তো আমি আমি কি যাবো এক দিন ওখানে আপনার গিয়ে
19,তাহলে আমি পার্টি অফিসে যাচ্ছি দিয়ে তাহলে আর ওদিনই দরকার হলে একবারে প্রধান স্যারের কাছে চলে যাবো
20,ঠিক আছে তাহলে রাখছি
21,আমাদের পুরোনো বাড়িতে একটি পাতকুয়ো ছিলো সেই পাতকুয়োতে তখন আমরা জল তুলতাম
22,সেটার জন্য একটা লোহার ছোটো বালতি রাখা ছিলো সেই বালতির হ্যান্ডেলে
23,বিশাল বড়ো একটা দড়ি বাঁধা ছিলো
24,বালতিটা কুয়োর জলে ফেলে দিতাম লোহার যেহেতু ভারী ডুবে ডুবে যেত আর দড়ি ধরে টানতাম সেইভাবে খুব কষ্ট করেই আমরা সেই জল ব্যবহার কোত্তাম বাড়ির বিভিন্ন কাজের জন্য
25,আস্তে আস্তে আমাদের বাড়ির উন্নয়ন হলো তখন আমরা ওই কুয়োটা বুজিয়ে দিয়েছিলাম কিন্তু সম্পূণ্ণো বোজানো হয় নি পুরোটা সিমেন্ট দিয়ে ঢাকা দিয়ে দেওয়া দেয়া হয়েছিলো এবং তা থেকে একটা বৈদ্যুতিক টুলু পাম্প লাগানো হয়েছিলো
26,লাগিয়ে তা থেকে আমরা বাড়ির চার তলার একটি জলাধার করা হয়েছিলো সেখানে প্রত্যেকদিন
27,জল সংরক্ষণ করে রাকতাম
28,ভারতের চাকরির বাজার সো খুব একটা ভালো না কারণ এখন চাগরির পরীক্ষা সেই রকম হয় না বললেই চলে সরকারি চাকরি তো হয়ই না এসএসসি
29,পরীক্ষা তো উঠেই গিয়েছে বললেই চলে পাইমারিটা যদিও ঘটছে কিন্তু তাতেও নিয়োগের কোনো নাম চচ্চা নেই
30,যদিও হচ্ছে মানুষের লাগচে কিন্তু ইন্টারভিউয়ে ডাক পড়ছে না ডাক পড়লেও হয়তো বিভিন্ন রকম সমস্যার কারণে সে কেটেও যাচ্চে ভালো ভালো ছেলেরা এর ফলে বসে আছে
31,বিভিন্ন এর জন্য ওদিকে বিভিন্ন রকম সমস্যার সন্মুখীন হতে হচ্চে কারণ আগের যারা মা মাধ্যমিক উচ্চমাধ্যমিক পাশ করেছিলেন এখন যারা
32,মাধ্যমিক উচ্চমাধ্যমিক পাশ করে যাদের নাম্বার সেই নাম্বারের সঙ্গে আগের নাম্বারের অনেক পার্থক্য
33,এখনের ছেলেমেয়েদের অনেক অনেক নাম্বার তারা নাইনটি পার্সেন এইটটি পার্সেন কেউ নাইনটি ফাইভ পার্সেন কেউ আবার হান্ড্রেড পার্সেনই নাম্বার পাচ্চে কিন্তু তখন অত সহ
34,নাম্বার পাওয়াটা অত সহজ ছিলো না যার ফলে আগেকার দিনের মানুষের সঙ্গে এখনের মানুষের অনেকটাই পার্থক্য ঘটছে যাদের বয়স চল্লিশ পঁয়তাল্লিশ পঞ্চাশ বছর তাদের সঙ্গে বিশেষ করে এখনের যে তরুণ ছেলে মেয়েরা উঠচে তাদের তো একটা বিরাট ফারাক রয়ে যাচ্ছে
35,যার ফলে চাগরির পক্ষেও তাদিক্কে বিভিন্ন চ্যালেঞ্জের সম্মুখীনও হতে হচ্চে বর্তমানে
36,বিভিন্ন সুযোগ রয়েছে এখন যেমন তরুণদের জন্য বিভিন্ন সুযোগ রয়েছে অগ্নিবীরের মতোন
37,অর পরি পরীক্ষা বেরিয়েছে বা যেখানে সহজেই নিয়োগ করা হচ্ছে
38,এছাড়াও মেলেটারি বা বু সি পুলিশ জিডির পরীক্ষা রয়েচে ফ্রম ছাড়চে নার্সিংয়ের জন্য ছেলেমেয়েদিকে সুযোগ দিয়া হচ্ছে যার ফলে অনেকগুলি সুযোগ রয়েচে সুযোগ থাকলেও কিন্তু
39,বিভিন্ন রকম সমস্যারও সন্মুখীন হতে হচ্চে ছেলেমেয়েদের কারণ সুযোগ থাকলে তারা সবাই সব রকম সুযোগ সুবিধা পাচ্ছে না
40,বিবাহের মতো বড়ো অনুষ্ঠানের সময় প্রচুর পরিমাণে জলের প্রয়োজন হয় এর জন্য আমাদের এর জন্য আমাদের প্রথম খাবার জল
41,অর্ডার করা হয় খাওয়ার জল থাকে এবং আরও ব্যবহারের জন্য যেই জল প্রয়োজন হয় এর জন্য পৌরসভার জলের ট্যাঙ্কি ব্যবস্থা করা হই আরও ঘরের যেই ট্যাঙ্কিগুলো থাকে সেগুলো জল
42,ভরে রাখা হয় ব্যবহারের জন্য কারণ বড়ো অনুষ্ঠানের জন্য জল পরোজন বেশি পরোজন হয় বলে
43,আগে থেকে জলে ব্যবস্থা করে রাখা হয় পৌরসভার ট্যাঙ্কির জলে অনেক কাজ হয় আর খাবারের জন্য জল অর্ডার করা হয়
44,এই জল বাড়িতে বাড়িতে জলের ব্যবস্থা করা হয় সেই জলগুলো আগে থেকে রাখা হয় আর খাবার জলটা অর্ডার করা হয় বোতল জল থাকে আর বাকি এই ফেলার জন্য
45,আসবাবপত্র ধোয়ার জন্য ওগুলোর জন্য জল থাকে আলাদা সেগুলো বাড়িতেই থাকে বাড়িতেই প্ররোজন হয় সেই জলগুলোর
46,পাঁচ
47,আমাদের এখানে প্রাথমিক ইস্কুল আছে হাই ইস্কুল আচে এবং কাছাকাছি বঙ্কিম সদ্দার কলেজ আছে তো আইটি আই আচে
48,ঠিক আচে তো বাচ্ মানে বাচ্চারা অ্যকচুয়ালি প্রাইমারি স্কুলে মানে পড়ে কেউ কোনো কোনো বাচ্ছার কোনো কোনো বাচ্চারা ইংলিশ মিডিয়াম
49,যাগে বলে আর কি সেসব স্কুলে পড়ে তো তারপরে তারা হাই ইস্কুলে যায় তারপরে
50,তারপর কলেজ আমাদের আশেপাশে আছে যেমন আইটিআই কলেজ আছে ঠিক আছে
51,বঙ্কিম সদ্দার কলেজ এবার যারা বলছে আমরা ভালো পড়াশোনা করবো তারা সেজন্য তো তারা ইংলিশ মিডিয়ামে আমি পড়ছি পড়ার কারণে ইংলিশ মিডিয়ামে পড়া ভালো পড়াশুনা করেছে ইংলিশ মিডিয়ামে পড়ছে পড়ে তারপরে হাইস্কুলে যাচ্ছে হাইস্কুল থেকে হাইস্কুল থেকে যাচ্ছে কলকাতায় পড়াশোনা করতে যাচ্ছে ওখানে
52,ওখানে আশুতোষ কলেজ আছে তারপরে বিবেকানন্দ কলেজ আছে আরও বিভিন্ন রকম কলেজে তারা চায় যে আমরা ভালো পড়াশুনা করতে পারি যাতে
53,পড়াশুনা করে একটা কিছু একটা কিছু একটা কিছু পাওয়ার আশায়
54,সেই জন্য আরও আরও টিউশুনি এক একটা এক একটা বাচ্চার পেছনে তিনটে চারটে করে টিউশনি মাষ্টার
55,তিন চারটে করে টিউশনি মাষ্টার আছে তো
56,টিউশনি মাষ্টার আছে তো আমি আমি একশো বার বলবো যে আমাদের কিন্ কিন্তু বাংলাটা শিখতে হবে
57,ঠিক আছে বাংলা শিখতে হবে কারণ আমি দেখছিলাম প্রায় প্রায় বাড়িতে ইংলিশ নিয়ে খুব চর্চা করছে কিন্তু আমরা তো বাঙ্গালি বাঙ্গাল বাংলাটাই আগে শিখতে হবে বাংলা আগে ভালো করে বোলার বাংলা আগে ভালো করে বলার ধরণ রাকতে হবে
58,ভালো করে বলার ধরণ বাংলাটা মানে মানে বাংলাটা আমাদের আমার জানো তো আমরা বাঙালি বাংলাটা ভালো করে বলতে হবে ইংলিশটা একটু কমিয়ে দিলেও হবে
59,আমাদের বাঙালিদের তো বারো মাসে তেরো পার্বন লেগেই আছে যা হোক না যা হোক একটা কিছু লেগেই আছে
60,তা এই দুর্গাপুজো কালীপুজো তারপরে এই চৈত মাসে গাজন
61,তারপরে লক্ষ্মীপুজো সরস্বতী পুজো নানারকম পুজো লেগেই আছে তো এখন তো প্রায় বৈশাখ জৈষ্ঠী মাস এখন তো চারিদিকেই শীতলা পুজো হচ্ছে প্রত্যেক গ্রামে
62,তো আমাদের গ্রামেও ধর্মরাজ ঠাকুরের পুজো হয় ওই ধর্মরাজ ঠাকুরের পুজোতে অনেক বাড়িতে সবার বাড়িতেই কুটুম আসে আমাদের বাড়িতেও আসে সবার বাড়িতেই লোকজন আছে হইহল্লা লেগেই থাকে
63,তো দুপুরের রান্না হয়ে থাকে মাংস হয় ফ্যারাডাইস হয় তারপরে ফ্যারাডাইস মাংস ডাল পোস্তু ভাজা
64,পাঁপড় দই মিষ্টি নানারকম ইত্যাদি তৈরি হয় আবার রাত্রিতে আছে রাত্রিতে আবার হয় এবার যে মাংস না খাবে মাছ আছে এইভাবে চলতে থাকে ঠিক
65,তামিলনাড়ুতে লোকেরা আলপনা দিয়ে মেঝে সাজায়
66,হ্যাঁ আমি পাঁচটি তারিকের কথা বলতে পারবো সেইগুলি হলো এগারোই জানোয়ারি দু হাজার বাইশ বারোই ফেব্রুয়ারি দু হাজার একুশ দশই জুন দু হাজার কুড়ি আঠেরোই জুলাই দুহাজার আঠেরো পনেরোয় আগস্ট দু হাজার পনেরো
67,হ্যাঁ কে বলছেন
68,ও হ্যাঁ বলুন
69,আচ্ছা
70,আচ্ছা
71,হ্যাঁ
72,হুম
73,আচ্ছা
74,দেখুন আগে প্রথমত আপনি এটা বলুন যে এখন যে সমস্ত নর্মাল খাটগুলো হয় সেরকম খাট নেবেন নাকি যেরকম সেই বস্ক সিস্টেম খাট হয় যেরম মানে একটা সুইচ টিপলে রিমোটের মাধ্যমে
75,নিচে অনেকটা স্পেস থাকবে সেই স্পেসটা খুলে যাবে সেখানে আপনি আপনার আসবাবপত্ত বা দরকারি যে সমস্ত জিনিসপত্ত অনেক খালি স্পেস থাকবে সেগুলো সেখানে রাখতে পারেন আর আপনি সেটা আগে বলুন যে কে রকম মডেলের খাট নিবেন
76,দেখুন বস্ক সিস্টেম খাটটায় কী বলুন দেখি নি ওই যে রিমোট সিস্টেম যেই কালিবারগুলো থাকে না ওগুলো লাগাতে হয় আর একটু মডিফিকেশান কোত্তে হয় তো ওর জন্যে ধরে রাখুন আপনার আট দশ হাজার টাকা বেশি পড়বে
77,হ্যাঁ
78,না না
79,হ্যাঁ
80,দেখুন ওটা আপনি যদি বলেন আমরাও দিয়ে দিতে পারবো বা আপনি যদি বলেন না আমি হচ্ছে আপনাকে কাঠ কিনে দেবো সেটাও করতে পারেন এবার সেটা আপনাদের ওপর ডিপেন্ড করছে
81,হ্যাঁ হ্যাঁ সেগুন সেগুন সেগুনটা সব থেকে ভালো হবে
82,হ্যাঁ
83,আপনি ধরুন না প্রায়ইই পঁয়ষট্টি হাজার টাকা মতো কাঠটাই লেগে যাবে
84,হ্যাঁ হ্যাঁ না কাঠ বাদেও বাদ বাকি যে সমস্ত জিনিস আছে সেগুলোও কিনতে তো টাইম টাকা লাগবেই না সেগুলো নয় আপনারা টাকা দিয়ে দিবেন আমি আপনাদেরকে হিসাব দিয়ে দেবো সেগুলো নয় আমরা ম্যানেজ করে নেবো
85,হ্যাঁ আশি বিরাশির কাছে তো হয়ে যাবে
86,হ্যাঁ আপনি যদি এটা দেখুন তৈরি করা যদি কিনতেন রেডিমেড ঠিক আছে তাহলে দামটা একটু কম পড়তো কিন্তু এখানে আপনি যখন হাতে তৈরি করাচ্ছেন না
87,সেখানে একটু বেশি পড়বে কারণ দেখুন সেগুন তারা যে মানে রেডিমেড যেটা তৈরি করা আছে সেটাতে যেমন কাজ সেগুন নাও থাকতে পারে কিন্তু ওটা সেগুন বলে চালিয়ে দেওয়া হচ্ছে কিন্তু এখানে প্রকিত সেগুন কাঠটাই আপনাকে দেবো আমি
88,হ্যাঁ আপনি কাল চারটে নাগাদ যদি ফাঁকা থাকেন আসুন আমি থাকবো দোকানেই
89,হ্যাঁ হ্যাঁ ঠিক আছে
90,হ্যাঁ হ্যাঁ
91,ঠিক আছে
92,হ্যাঁ সব আমরা করে দেবো
93,না না না না সব ওইটার মধ্যেই
94,হ্যাঁ হ্যাঁ ঠিক আছে
95,হ্যাঁ আপনি ওই দু পাঁচ হাজার টাকা আনবেন না তাহলেই হবে
96,প্রায় এক মাস হ্যাঁ এক মাস তো লাগবেই
97,হ্যাঁ হ্যাঁ হ্যাঁ হ্যাঁ
98,হ্যাঁ হ্যাঁ একদম
99,হ্যাঁ হ্যাঁ হ্যাঁ
100,ঠিক আছে হ্যাঁ ঠিক আছে
101,হ্যাঁ আমি পাঁচটি জেলার নাম বলতে পারবো যেইগুলি আমার মনে আছে সেইগুলি হলো পূর্ব মেদিনীপুর পশ্চিম মেদনীপুর নদীয়া উত্তর চব্বিশ পরগনা আর দক্ষিণ চব্বিশ পরগনা
102,হ্যালো
103,বলছি দাদা গত কালকে আমার একটা বুকিং ছিলো আমার
104,এখান থেকে আমি এয়ারপোর্ট যাবো আমার যে লোকেশান আছে দেখুন একটা এয়ারপোর্ট একটা লোকেশান রয়েছে ড্রপ লোকেশান হ্যাঁ আমি অর্ডার বুকিং আইডিও বলে দিচ্ছি আপনাকে ডাবোল টু ডাবোল ফোর থ্রি সিক্স তো
105,আপনি একটু বুকিংটা চেক করে নিন দেখুন কাল সকাল ছটায় একটা বুকিং আছে আমি এয়ারপোর্ট যাবো তো আপনি ঠিকঠাক টাইম মতো চলে আসবেন তো
106,এবং আপনাকে বারবার করে বলছি হ্যাঁ আপনি ঠিক সকাল ছটার ঠিক আগে আপনি চলে আসবেন
107,আপনি যদি সঠিক টাইমে না আসতে পারেন না তাহলে কিন্তু আমার ফ্লাইটটা ক্যান্সেল হয়ে যাবে আমি একটা আর্জেন্ট মিটিংয়ের জন্য আমায় যেতে হচ্ছে
108,তো এই মিটিংটা যদি আমার ক্যান্সেল হয়ে যায় তো
109,অনেক বড়ো একটা লস হয়ে যাবে এবং কি বলবো আপনাকে লাইফের অনেক বড়ো একটা ক্ষতি হয়ে যেতে পারে ঠিক তো খুব গুরুত্বপূর্ণ একটা কাজের জন্য যাচ্ছি তো আপনাকে তার জন্য বারবার বলছি আপনাকে দরকার পড়লে রিকোয়েস্ট করেছি আপনি ঠিকঠাক টাইমে কিন্তু চলে আসবেন এবং আপনি লোকেশানে আসার মধ্যেই
110,লোকেশানে আসলেই হয়তো আমাকে আপনি দেকতে পেয়ে যাবেনে যে আমি বায়রে রাস্তায় দাঁড়িয়ে আছি আর যদি তাও বুসতে যদি অসুবিদা হয় আপনি অবশ্যই কল করবেন কোনো সংকোচ বোধ করবেন না হ্যাঁ এত সকালে উঠেছেন কি না হ্যাঁ আপনি কোনো অসুবিদা নেই আপনি ফোন করবেন ওকে দাদা রাখলাম
111,পোশ্শিমবঙ্গ ঝাড়খন্ডো মহারাষ্ট্র উড়িষ্যা বিহার
112,হ্যাঁ আমি ছোটোবেলা থেকেই এমন অনেক কিছু গুরুত্বপূর্ণ পাঠ শিখেছি যেগুলো আমার জীবনে খুবই প্রভাব ফেলে থাকে
113,যেমন আমি আর আমার একজন ছোট্ট বন্ধু ছোটোবেলা থেকেই খুব ভালো রকমের বন্ধু ছিলাম আমরা দুজনে বিভিন্ন সময়ে খেতাম
114,স্নান করতাম খেলাধুলো করতাম পড়াশুনা এবং সমস্ত রকমের কাজকর্ম প্রায় একসাথেই করতাম আমরা যখন বড়ো হয় স্কুল ও কলেজেও পড়তাম
115,তারপরে আমরা যখন চাকরির জন্য চেষ্টা করি তখন আমি চাকরিটা পেয়ে গিয়েছিলাম
116,কিন্তু তারপর থেকেই আমার বন্ধু আমার সাথে কথা বলা বারণ করে দেয় এবং আমার বন্ধু বর্তমানে বেকার রয়েছে
117,এবং এর থেকে আমি জীবনে খুবই গুরুত্বপূর্ণ একটা জিনিস শিখেছি কারণ হিংসা করে কোনো কিছু করা যায় না চেষ্টা করতে হয় বন্ধু বন্ধুই থাকে কিন্তু নিজের জায়গায় সচেষ্ট হতে হয় আমার বন্ধু তারপর থেকে আমার সঙ্গে কথা বলতে চায়নি আমি বিভিন্নভাবে তার সঙ্গে কথা বললেও সে আমার সাথে কখনো কথা বলেনি এই জন্য এই গুরুত্বপূর্ণ পাঠটি আমার জীবনে খুবই গভীরভাবে প্রভাব ফেলে থাকে
118,শিকশাবর্ষ টুয়েন্টি এইট্টিন টুয়েন্টি নাইন্টিন এ আবেনদন আইডি এইচভি টু জিরো টু টু ফাইভ জিরো জিরো থ্রি সিক্স ফাইভ ওয়ান ওয়ান ফাইভ সিক্স ওয়ান জিরো নাইন ফাইভ এবং জন্ম তারিক টুয়েন্টি থ্রি ফোর টুয়েন্টি নাইনটিন সোহ ব্যবহারকারীর দ্বারা জমা দেওয়ার নবীকরণ বিত্তির আবেনদনগুলো তালিকা করুন
119,হ্যাঁ বলছি দাদা একটু গাড়িটা একটু আস্তে করে চালান ঠিকঠাকভাবে চালান কেরমভাবে চালাচ্ছেন আমাদের তো অনেক অসুবিধা হচ্চে
120,হ্যাঁ সমস্যাটা আমার না সমস্যাটা এখানে সবার হচ্চে কারণ আপনি যেইভাবে গাড়িটা চালাচ্ছেন
121,আপনি ঠিকঠাক গাড্ডা আছে সেটা মানছেন না আরে গাড়ি আপনি খুব স্পিডে চালাচ্ছেন ঠিকঠাক ব্রেক কচ্ছেন না আর গাড়িটা আপনি হেলিয়ে দুলিয়ে গাড়ি চলচে আর এখানে অনেক বয়স্ক মানুষরা আছে তারা তো পড়ে যাবে
122,আপনাকে আমি সেই জন্য বলছি অনেক রাস্তায় অনেক বাচ্চারা আছে স্কুল ছুটি হয়েচে স্কুল ছুটির সময় আপনি এত স্পিডে গাড়ি চালাচ্ছেন
123,আর ভিতরেও অনেক বাচ্চারা আছে তারাও তো পড়ে যাওয়ার ভয় আছে একটু সেদিকটা একটু নজর রাখুন আপনি আপনি তো এতদিন ধরে গাড়ি চালাচ্ছেন একটু ভাবুন জিনিসটা যে কারোর যদি কোনো ক্ষতি হয়ে যায় তখন কী হবে
124,হ্যাঁ আমনি তো কথাটা ঠিক বলেছেন সে দায়িত্ব তো আমি নেবো না এবার যদি আবার যদি কারোর যদি কিছু হয়
125,তখন কে দায়িত্ব নেবে সেই দায়িত্বটা আপনিই নেবেন ধরুন আজকে যদি আমার যদি কিছু হয়ে যায় আমি যদি পড়ে গিয়ে আমার যদি কোনো অসুবিধা হয় বা একটা বয়স্ক মানুষের তার যদি পড়ে গিয়ে কোনো অসুবিধা হয় তখন কে দায়িত্বটা নেবে সেই দায়িত্বটা কি আপনি নেবেন
126,হ্যাঁ অবশ্যই আপনি এই কথাটা ঠিক বলেছেন কিন্তু আপনি যে এইভাবে কথাটা বলছেন এটা কিন্তু মানে উপযুক্ত কথা নয়
127,আপনি বাস আস্তে চালান আর রোডে তো অনেকই গাড়ি যাচ্ছে যদি গাড়িটা আজকে যদি অ্যাক্সিডেন্ট হয়ে যায় তখন কী হবে তখন তো আপনার জীবনটা যাবে তার সাথে সাথে যে কটা আছে তাদের জীবনও সব যাবে তখন কে দায়ীটা নেবে এটা তো আপনার গভর্মেন্ট বাস না
128,যে গভর্মেন্ট দায়িত্ব নেবে এটা তো আপনার প্রাইভেট বাস তাই না দায়িত্বটা তাহলে কে নেবে আপনি বলুন উত্তর দিন আমার কথার
129,ঠিক আছে আমি তাহলে দেখি যদি আমার কোনো অসুবিধা হয় তাহলে কিন্তু দায়ীটা কিন্তু আপনি থাকবেন ঠিক আছে
130,ঠিক আছে আপনি ঠিক আছে সবাই আছে এখানে দেখব আপনার কেরকম অভিজ্ঞতা যদি কোনো হ্যাঁ বাট এইটা ঠিক যাতে ভগবানের কাছে একটাই প্রার্থনা করি যাতে কারোর যেন কোনো অসুবিধা না হয় ঠিক আছে দাদা
131,বলুন
132,হ্যাঁ এটা স্টেশনারি দোকান
133,হ্যাঁ পাওয়া যাবে
134,হ্যাঁ আছে হ্যাঁ এরকম উপহার আছে
135,দাম হবে হাজার বারোশো টাকার কাছাকাছি
136,হ্যাঁ ভালো হবে ওর থেকেও যদি ভালো কিছু নিতে চান তার থেকেও দামি আছে
137,হ্যাঁ আমার কাছে সমস্ত ধরনেরই পাওয়া যায়
138,হ্যাঁ পাওয়া যায়
139,দূরে দূরে আছে মিনিমাম পাঁচ ছ কিলোমিটার দূরে
140,আমি পাইকারিতেও দিই
141,হ্যাঁ
142,হ্যাঁ নিয়ে নিবেন আমি খুচরোও বিক্রি করি পাইকারিও বিক্রি করি
143,হুম হ্যাঁ ভালো হবে
144,হ্যাঁ ওরকমও আছে
145,হ্যাঁ এরকম তবে আমার কাছে সব ধরনেরই জিনিস আছে
146,আমি থাকি ওই পাঁচটা থেকে থাকি
147,হ্যাঁ খোলা থাকে
148,আচ্ছা ঠিক আছে
149,আমার পিআরএএন নম্বর হলো নয় ছয় দুই চার তিন এক পাঁচ ছয় সাত চার তিন তিন আপনি কি ইপিওয়াইয়েতে আমার বর্তমান পুঁজি যাচাই করতে পারেন
150,এটি অন্তর্ধারণ দিয়ে নিরাময় করা যেতে পারে এবং যে কোনো প্রতিস্মরণমূলক এন ত্রুটিও সংশোধন করা যেতে পারে
151,হ্যালো
152,হুম
153,ও কোন নাম্বার ওয়ার্ডের আমাদের ওয়ার্ডেরই না পাশের ওয়ার্ডে
154,ও আচ্ছা আচ্ছা আচ্ছা
155,বুঝলাম হুম হুম হুম হুম হুম বুঝতে পারছি ভালো আছেন তো
156,না শুনুন হ্যাঁ হ্যাঁ বুঝছি আমি বুঝছি কথাটা শুনে নিন একবার হ্যাঁ কথা ছিল আমাদের আলোচনা সভার সামনে
157,সামনের দশ তারিখ সম্ভবত আমাকে দেখে বলতে হবে একবার ধরুন
158,হ্যাঁ হ্যাঁ দশ তারিখই হচ্ছে দশ তারিখে আলোচনা সভাটা বসবে আর কি সেখানে আপনারা সকলে চলে আসবেন
159,আর বাজেট সংক্রান্ত বিষয়ে যদি বলতেই হয় তাহলে বলি যে দেখুন বাজেট বেশি চাই এই যে এত জায়গায় এত
160,পুজোর সময় এই প্যান্ডেলের এদিকে সেদিকে ওদিকে নানা রকমের নানা প্রজেক্ট টোজেক্ট তৈরি হচ্ছে আমাদের প্রজেক্টটা ভাইটাল ব্যাপার যদিও
161,তাদের সঙ্গে তুলনা করলে চলবে না তারই মধ্যে আমি মানুষকে বোঝানোর চেষ্টা করছি যে টাকাটা দিচ্ছেন মানে কি
162,আপনার আমার টাকাতে তো হচ্ছে না প্রজেক্টটা সকলে মিলেই হচ্ছে সরকার সহায়তা করছে তাই আমরা প্রজেক্টটা করতে পারছি
163,এই প্রজেক্টটার অর্থ ব্যয়ই হচ্ছে ব্যয়বহুল ব্যাপার কিন্তু আপনারা কী মতামত দিচ্ছেন সেটা ওই দশ তারিখে এসেই আলোচনা করা হবে হ্যাঁ কী বলছেন বলুন
164,হুম হুম ওটা শুনুন এখন তো আমার অতো টাইম নেই আপনাকে বোঝানোর মতন কিছু মনে করবেন না দশ তারিখে আসুন আমাদের এখানে
165,ওই একই স্থান টাউন হলের মাঠ এখানে আমাদের সভাটা অনুষ্ঠিত হবে ওখানে আপনি আসবেন কেমন আসলে আমার একটা কাজ আছে আর কি ফোনটা রাখতে হবে
166,হুম হুম হুম ঠিক আছে ঠিক আছে রাখলাম
167,খেলা
168,রাজু সূর্য মোনালিসা পোবীর শ্যামাশিস
169,কয়েক বছর আগের তুলনায় আগের মোবাইল আগে তো কিপ্যাড ফোন আর এখন তো ইস্কিন টাচ স্মার্টফোন
170,তো কিপ্যাড ফোনের এস্মার্ট ফোনের মধ্যে পার্থক্য আগে তো যেরকমই মানে সিমে রিচার্জ করা হতো
171,আনলিমিটেড কল হতো না যেইটুকু কল হতো ওটুকুই কাটা মানে টাকা কেটে নেওয়া হতো আর সিমে তো আনলিমিটেডও কলই বলতে কোনো সুযোগ সুবিধা ছিলো না শুদু কল যাতায়াত ব্যাস আর একন ইস্মার্ট এস্মার্ট সিমে
172,মানে এস্মার্ট ফোনে সুযোগগুলো কী এসেছে কলও তো করছে আনলিমিটেড কল তুমি করতে পারছো পুরো ইন্ট ওয়ার্ল্ডের খবর তোমার ফোনে নিতে পারচো
173,তারপরে অনেক কিছু জানতেও পারছো মানে ফোন থেকে যাতে অনেক নলেজও আমাদের মিলে যাচ্ছে মানে আমরা জানতে পারচি অনেক কিছু মানে যেরম অনেক কিচু মানে এক্সাম্পেল আমরা বলবো কী মানে কী আচে অ্যামাজন জঙ্গল
