id,ref
150,ఆ ట్రిప్ నా జీవితంలో ఒక ముఖ్యమైన అనుభవం అది నాకు చాలా నేర్పించింది మరియు నన్ను ఒక మంచి వ్యక్తిగా మార్చింది
151,ఆ ట్రిప్పులో నాకు గుర్తుండిపోయే కొన్ని విషయాలు మేము చాలా గంటలు ఎక్కడానికి పట్టింది
152,మేము ఉదయం ఆరు గంటలకు ప్రారంబించాము మరియు సాయంత్రం నాలుగు గంటలకు కొండను చేరుకున్నాము
153,మేము చాలా కష్టపడ్డాము కొండా చాలా ఎత్తుగా మరియు కష్టతరమైంది
154,చివరికి మేము కొండను చేరుకున్నాము అది చాలా ఆనందకరమైన అనుభవం
155,ఆ ట్రిప్ నాకు చాలా నేర్పించింది
156,నేను నా శారీరిక పరిమితులను అధిగమించగలనని నేను నమ్మాను
157,నేను కష్టపడి పని చేస్తే నేను ఏదైనా చేయగలనని నేను నమ్మాను
158,నేను కొండను ఎక్కడానికి ధైర్యం చేయడం ద్వారా నా భయాన్ని కొంచెం అధిగమించగలిగాను
159,ఆ ట్రిప్ నా జీవితంలో ఒక ముఖ్యమైన అనుభవం అది నాకు చాలా నేర్పించింది మరియు నన్ను ఒక మంచి వ్యక్తిగా మార్చింది
160,శీర్షం దూరం యొక్క ప్రభావం తీసివేయబడుతుంది మరియు మధ్య మందం యొక్క ప్రభావం కూడా దాదాపుగా తీసివేయబడుతుంది అంటే చిత్రం పరిమాణంలో కనిష్ట మరియు గుర్తించలేని వ్యత్యాసం ఉంటుంది
161,నమస్కారమండి
162,మీరు ఏమి చూడాలనుకుంటున్నారు అండి
163,తప్పకుండా చెప్తామండి ఇక్కడ వివిధ ప్రదేశాలు ఉన్నాయండి పర్యాటకులు చాలా ఇష్టంగా చూసేవి అవి ఏమిటి అంటే మనకి ఇక్కడ విజయవాడ ఉంటుందండి ఆంధ్రప్రదేశ్లో
164,విజయవాడలో పర్యాటకులు ఇష్టంగా దుర్గ గుడికి వెళ్తా ఉంటారండి అక్కడ గుడికి వెళ్లి ఆ తర్వాత అక్కడ కృష్ణా నది ఉంటుంది కదండి కృష్ణా నది దగ్గర ప్రకాశం బ్యారేజ్కి వెళ్తా ఉంటారు చాలామంది ఇష్టంగా
165,ఇంకా మనం విజయవాడ కొంచెం దాటి వెళ్తే కొండపల్లి ఉంటుందండి కొండపల్లిలో ఖిలా ఉంటది అది కూడ చాలామంది ఇష్టంగా వెళ్తూ ఉంటారు ఇంకా కొంచెం మనం దాటి వెళ్లినాక అమరావతి ఉంటుందండి
166,అమరావతిలో శివ లింగం ఉంటుంది అది చాలా బాగుంటుందండి ఇంకా మీకు సముద్రాలు ఉంటాయ్ అండి మనకి ఆంధ్రప్రదేశ్లో
167,కాకినాడ సముద్రం విశాఖపట్నం సముద్రం మచిలీపట్నం సముద్రం అలా చాలా ఉంటాయండి ఎక్కువుగా అందరూ విశాఖపట్నం సముద్రానికి వెళ్తూ ఉంటారు అక్కడ వివిధ రకాలు ఉంటాయండి ఆ సముద్రంలోనే
168,ఇంకా మీకు
169,అవన్నీ మేము మీకు ఏర్పాటు చేస్తామండి అవన్నీ మీకు మేము తప్పకుండా అవన్నీ ఏర్పాటు చేసి మా మనిషిని మీతోపాటు పంపిస్తామండీ మీరు సురక్షితంగా ఉండచ్చు ఇంకా మీకు
170,ఇంకొక
171,అవంతా మీరు ఎంచుకున్న ప్రదేశాలను బట్టి మేము చెప్తామండి మీకు ఇంకా పర్యాటకులు చాలా ఇష్టంగా తిరుపతికి ఎల్తా ఉంటారండి అక్కడ వెంకటేశ్వర స్వామి గుడి ఉంటుంది చాలామంది ఇష్టంగా ఎళ్ళి ఒస్తారు మీరు ముందుగా ఎక్కడికి వెళ్దామని అనుకుంటున్నారండి
172,తప్పకుండానండి సరే అండి వెళ్దామా అండి
173,సరే అండి
174,ఉస్త్రా గడ్డం పెంచే నూనె పై ఒకటి కొంటే ఒకటి ఉచితం ఆఫరు ఉందా
175,అవును
176,పవర్ ఫైనాన్స్ కార్పొరేషన్ నుండి ల్యాప్టాప్ ఇన్షూరెన్స్ కోసం కనీస నెలవారి ఆదాయం ఎంత ఉండాలి
177,నేను ఆన్లైన్లో మీషో నుండి ఒక చీర బుక్ చేశాను చీర ఫోటోలో ఒక విధంగా ఉంది ఏడు వందలకే చీర బుక్ చేశాను కానీ దాని ప్రైస్ మూడు వందల చీర విధంగా కూడా లేదు
178,మెటీరియల్ క్వాలిటీ మాత్రం చాలా వరస్ట్గా ఉంది నాకు అది అసలు నచ్చలేదు
179,ఈ మీషో నుండి బుక్ చేసిన ఐటమ్స్ అనేవి ఎంత వరస్ట్గా ఉందనే చెప్పొచ్చు ఆ చీర అందులోనేమో ఎంబ్రాయిడరీ అది ఇది చూపిచ్చారు ఫోటోలో వొచ్చిన ఫోటో చీర మాత్రం డెలివరీ డెలివరీ కూడా చాలా లేటయింది ఇచ్చిన టైంకి డెలివరీ కాలేదు
180,రేటు కూడా ఎక్కువగా అనిపిచ్చింది చూసిన విధంగా లేదు ఫోటో
181,ఈత కొట్టడం అనేది
182,చాలా జాగ్రత్తగా చెయ్యాలి ఎందుకంటే
183,ఈత కొట్టడం అనేది పిల్లలకు
184,పెద్దలకు చాలా సరదాగా ఉంటుంది కానీ
185,ఏమాత్రం నిర్లక్ష్యంగా ఉన్నా ప్రాణాలకు అపాయం కలిగే అవకాశాలు ఎక్కువ ఉంటాయ్ కాబట్టి ఈత అనేది చానా జాగ్రత్తగా
186,పాటించాల్సి ఉంటుంది
187,ఎందుకంటే
188,మనం సాధారణంగా బావులలో స్విమ్మింగ్ పూల్ల్లో ఈత కొట్టడానికి
189,నేర్చుకుంటాం కానీ
190,సముద్రాలలో ఈత కొట్టడం అనేది కఠినంగా ఉంటుంది ఎందుకంటే అక్కడ
191,అలలు విపరీతంగా
192,మరియు
193,చాలా వేగంగా మన వైపు దూసుకొస్తూ ఉంటాయి వాటిని
194,తట్టుకోవాలంటే ఈతలో మంచి నైపుణ్యం అవసరం
195,శిక్షణ కూడా అవసరం
196,ఈతలో మంచి నైపుణ్యం శిక్షణ లేకుండా సముద్రంలో ఈత కొట్టడం అంత సులువైన పని కాదు కాబట్టి
197,ఈత కొట్టేటప్పుడు చానా జాగ్రత్తలు పాటించాలి
198,హలో చెప్పండి సార్
199,అవును సార్ మీరెవరు
200,ఆ చెప్పండి సార్ ప్రోబ్లము
201,ఓకే
202,ఓకే
203,ఇప్పుడు ఆ బైక్ ఏ బైక్ అండి చెప్తారా
204,ఓ సరే
205,ఎన్ని గంటలకి మీరు పార్క్ చేశారు సింధు టవర్స్కి దగ్గర
206,ఓ బైక్లో ఎన్ని లీటర్లు పెట్రోల్ ఉనింది
207,లైసెన్సు ఆర్సి బుక్కు
208,ఓకే ఓకే బండి ఎవరి పేరు మీద ఉందండి రిజిస్ట్రేషను
209,ఓకే మీరు ఒకసారి మా పోలీస్ స్టేషన్ దగ్గరొచ్చి ఒకసారి మీ కంప్లైంట్ మీ డీటెయిల్స్ అన్ని మాకు ఇవ్వండి మేము ఒక టూ డేస్లో ఆ సిసిటివి ఫుటేజ్ చూసి మేము యాక్షన్ తీస్కుంటామండి
210,ఓకే ఓకే బ్లూ కలరు ఏది ఏ పేరు చెప్పారు కంపెనీ నేము
211,సుజుకి ఓకే బండి నెంబర్ చెప్పగలరా ఐడియా ఉందా మీకు
212,ఓకే
213,ఓకే ఓకే అండి ఇప్పుడు మీరు మీ పేరు కిరణు ఓకే కిరణ్ అంటున్న సారీ గోపి మీరు రేపు ఉదయం తొమ్మిది గంటలకు వచ్చారంటే మా పోలీస్ స్టేషన్కి
214,అక్కడ కానిస్టేబుల్ ఉంటారు అక్కడ మీ ఫుల్ డీటెయిల్స్ ఇచ్చేసి ఎఫ్ఆర్ఐ ఎఫ్ఆర్ఐ ఫైల్ చేసేసి వెళ్ళండి
215,మీకు బైక్ ఏదన్నా ఫోటో ఏదన్న ఉంటే కూడా మాకు ఇచ్చేసి వెళ్ళండి
216,ఆ ఓకే అండి సెండ్ చేసెయ్యండి ఒక వన్ టూ డేస్లో మీకు మీ మీ బైక్ను మీ దగ్గరికి పంపిస్తామండి
217,ఓకే అండి ఓకే
218,వెతికి పెడతామండి మీరేమి వర్రీ అవ్వద్దండి దాని గురించి మేం వెతికిపెట్టే బాధ్యత మాది
219,అలాగే ఇప్పుడు ఎన్ని గంటలకి కరెక్ట్గా మీరు పార్క్ చేశారు ఎవరుమీదైనా మీకు అనుమానం ఉందా
220,ఓకే ఎవరూ చూడలేదా అండి మీ బైక్ తీసుకెళ్లడం అనేది
221,మీ బైకు ఎవరన్నా తీస్కెళ్లినట్టు మీరు ఆ పక్కనే షాప్లలో ఎవరుని అడగలేదా
222,ఓకే
223,ఓహో మేం మేము యాక్షన్ తీస్కుంటాము సిగ్నల్ దగ్గర ఎక్కడైనా ఉంటుంది
224,ఒకటి రెండు రోజుల్లో మేము వెతికి పెడతామండి మీ డీటెయిల్స్ మా పోలీస్ స్టేషన్కి సబ్మిట్ చేయండి ఎఫ్ఆర్ఐ ఫైల్ చెయ్యండి ఒకసారి
225,ఓకే అండి థ్యాంక్ యు ధన్యవాదాలండి
226,హలో
227,హలో
228,చెప్పండి సార్
229,చాలా రెస్టారెంట్స్ ఉన్నాయి సార్ అనంతగిరి బిచులు అని చెప్పేసి అలానే జీషాన్ అని ఉంది మీకు ఎలా కావాలి సార్
230,నాన్ వెజ్జా వెజిటేరియన్సా అని మొత్తం వెజిటేరియన్స్ బేసిస్లో కావాలా లేకుంటే నాన్ వెజ్లో ఎక్కువ ఉండాలా సార్ మీకు
231,నాన్ వెజిటేరియన్స్లో అంటే జీషాన్ ఉంది వాహ ఉంది అనంతగిరి రుచుల హోటల్స్ చాలా ఉన్నాయి వెజ్ నాన్ వెజిటేరియన్స్లో పోతే చాలా ఉన్నాయి అలానే ఫుడ్ కోర్ట్స్లాతున్నాయ్ ఇక్కడ మా దగ్గర ఫుడ్ జంక్షన్ అని వి జంక్షన్ అని ఒకటి ఉన్నాయి ఫుడ్ కోర్ట్స్ మీకు ఎలా కావాలంటే అలా ఉన్నాయి సార్ మనకి చాలా దగ్గరనే అవైలబుల్ ఉన్నాయి
232,లో రేటింగ్స్ ఏం లేదు సార్ అన్నీ చాలా ఎక్కువనే ఉన్నాయి రేటింగ్స్ అన్నీ మినిమం త్రీ పాయింట్ ఫైవ్ ఫోర్ ఫైవే ఉన్నాయి సార్ రేటింగ్స్ అన్నీ చాలా మంచిగుంటది ఫుడ్ ఒకసారి మీరు టేస్ట్ చేసి చూడచ్చు
233,అదే సార్ ఉన్నాయి అనంతగిరి రుచులు ఫోర్ పాయింట్ ఫైవ్ రేటింగ్ ఉంది అలానే వాగా అయితే చాలా పెద్దదే చాలా మంచిగుంటది జీషాన్ కూడా చాలా బానే ఉంటది సార్
234,అక్కడ నుంచి మీకు ఒక టూ కిలోమీటర్స్ త్రీ కిలోమీటర్స్ లోపల్నే ఉన్నాయి సార్ అన్ని రెస్టారెంట్సు
235,వెహికల్స్ చాలా ఉన్నాయి సార్ కార్స్ ఉన్నాయి బైక్స్ ఉన్నాయి మీకు కావాలంటే మన బస్సెస్ ట్రావెల్స్ కూడా ఉన్నాయి సార్ మీకు ఏది కావాలంటే అట్లా వెళ్ళచ్చు
236,సర్వీస్ అయితే చాల బావుంటది సార్ ఎక్సలెంట్ సర్వీస్ ఉంటది సార్ మీరు కావాలంటే వచ్చి చూడచ్చు మీకు చూపిస్తాము మా సర్వీస్ మొత్తం చాలా బావుంటది మీకు ఎక్కడ కావాలంటే అక్కడ ఉంటాయి మాకు రిసార్ట్ సూట్ ఉన్నాయి రిసార్ట్లో కూడా మీకు ఫుడ్ కూడా చాలా బావుంటది
237,ఫేవరెట్ ఫుడ్ అంటే మీకు ఇక్కడ మనకు నార్మల్గా బిరియానీస్ ఎక్కువ ఇష్టం హైదరాబాద్ల అలా ఇక్కడ చికెన్ బిరియానీస్ గాని బిరియానీస్ చాలా వెరైటీస్ ఉంటాయి అలానే ఇక్కడ మన ఆం తెలంగాణల మనకి ఎక్కువ కాబట్టి అలా ఫుడ్ కూడా చాలా బావుంటది నాన్ సైడ్ పోతే చాలా ఎక్కువ ఉంటది ఇక్కడ
238,ఓకే మీకు ఏదైనా సరే మీకు ఫుడ్ అయితే చాలా బావుంటది సార్
239,ఓకే ఓకే థ్యాంక్ యూ
