id,ref
33,को [uhh] बहुत अच्छा मानते हैं और उनमें अच्छे दिखते भी हैं तो जैसे कुछ भी
34,कल्चरल कार्यक्रम हो शादी हो [uhh] कोई कॉलेज में कोई
35,फ़ेस्टिवल हो या फिर पूजा हो [uhh] [inhaling] जो सारे स्वर्ण है जो सारे [uhh] फ़ेस्टिवल्स है दिवाली [bird_squawk] है ईद है और
36,ये सब में [uhh] लोग ट्रेडिशनल कपड़े पहनना पसंद करते हैं
37,और [uhh] मुझे भी पसंद है [uhh] अच्छे [bird_squawk] अलग अलग तरीके के
38,[uhh] कपड़े पहनना और मुझे पर्सनली [uhh] कुर्तीज और चिकनकारी का काम किया हुआ बहुत पसंद है
39,और मैं चाहती हूँ की जो भारत के कारीगर हैं उनको भी बढ़ावा मिलना चाहिए इन सारी चीज़ों में और उससे बिज़नेस भी अच्छा होगा और इंडिया का फ़ैशन हर जगह पे [uhh] पॉपुलर होना चाहिए
40,ये एक है और मैं मोस्टली कपड़े
41,मुझे मैं जब दिल्ली दिल्ली में थी मुझे जनपथ [uhh] ये जगह थी जो पसंद आती थी पर [bird_squawk] यहाँ पे चेन्नई में
42,जो ड्रेस पहनने का तरीका था वो अभी से काफ़ी अलग था बल्कि इतना समय उस चीज़ को हुआ नहीं है
43,एक पोंडी बाज़ार कर के जगह है जहाँ पे अच्छे कांजीवरम [bird_squawk] साड़िज मिलते हैं और नार्मल
44,रोज़ के जो कपड़े है वो मैं [uhh] मॉल में खरीदना चेन्नई में एटलीस्ट पसंद करती हूँ
45,और मैं जब स्कूल में थी तब भी जब फ़ैशन था वो आज से काफ़ी बदला हुआ
46,दिखाई देता है एक बड़ा [umm] बदल जो मुझे लगता है वो है फ़ास्ट फ़ैशन
47,पहले [uhh] उन कपड़ो को ज़्यादा महत्व दिया हो दिया करते थे जिन जो बहुत अच्छे क्वालटी के हैं बहुत अच्छा
48,ओरिजिनल काम उस पर करा हुआ है जो सालों साल तक चले जैसे साड़ियाँ हो
49,अलग अलग प्रांत के अलग अलग कारीगरी हो
50,भले ही वो थोड़ा [inhaling] [uhh] महंगा क्यों ना हो पर उसपे उसकी [inhaling] जो ऑथेंटिसिटी है जो उसके [uhh] जितना ज़्यादा
51,सच्चा काम और जितना ज़्यादा रियल क्वालिटी का कपड़ा उतना
52,मुझे लगता है कोई भी जो कला है [uhh] उसमें उतनी ताकत होती है की जो देखने वाला है उसके
53,बहुत बारी इंसान के
54,दिल को [uhh] या दिमाग को कोई एक
55,जो चीज़ उसने देखी हुई हो कहीं पे उसकी याद दिलाता है
56,तो एज़ अ पेंटर मुझे ये लगता है की मेरा मैंने जो भी आज तक चित्र बनाये हैं वो ज़्यादातर आसमान और पहाड़ और
57,तालाब और नदी इन सारी नैसर्गिक चीज़ों के है और जब भी ये किसी मेरे दोस्तों ने या फिर किसी ने भी अभी जब भी देखे हो उन्हें वो देख कर किसी [uhh] दृश्य की याद आई या किसी [uhh] मूमेंट की याद आई जो उन्होंने पहले जिया हुआ है
58,और मुझे ऐसा लगता है की ये एक ताकत है कला के अंदर की वो तुम्हें किसी सुन्दर
59,याद की तरफ लेकर जा सकता है [uhh] या तो फिर कुछ क्षण के लिए
60,जो तुम्हारा दिल है या दिमाग है जो भी [uhh] तुम्हारे जो विचार हैं उनको एक शांति दे सकता है की कुछ पल आप कहीं और चले गए हो और कुछ किसी यादों में
61,आप सोचने किसी यादों के बारे में आप सोचने लगे हो ये मुझे बहुत बड़ी एक ताकत लगती है [uhh] चित्रकला में
62,जो विचार हैं उनको बहुत कम समय के लिए ही सही
63,पर वो अपने काबू में जो आर्ट है वो रख सकती है तो जैसे गाने हो गए म्यूज़िक हो गया
64,उसमें बहुत ताकत है की सुनने वाला जो है उसको अपने
65,विचारों को या फिर अपने इमोशंस को बहुत एक अच्छे तरीके से [uhh] समझने का एक माध्यम वो हो सकता है
66,वैसे ही चित्रकला के लिए मुझे ये लगता है की
67,वो एक साइलेंट मीडियम है अपनी
68,इमोशन्स अपनी फीलिंग्स को समझने का तो अलग अलग प्रकार के जो चित्र होते हैं कभी किसी को कोई पसंद आ सकता है कभी किसी को कुछ बहा सकता है या तो वो कभी किसी को [uhh] किसी चित्र को देख कर कुछ नहीं भी लग सकता है
69,मुझे [uhh] पर्सनली ये लगता है कि जो [uhh] रियलिज्म है जो नैसर्गिक चित्र है या कहीं के किसी जगह का एक निसर्ग चित्र बनाया हुआ है जो या समंदर का हो या पहाड़ हो या कहीं का नदी या सुंदर
70,आसमान और बादल और सूर्यास्त का किसी [uhh] चित्र हो वो
71,इलेवन हंड्रेड नाइन्टीन के दशक के अंतर में घुरिद दास कमांडर कुतुब अल दीन ऐबक ने उसे दिल्ली में सरीद लिया इस प्रकार से एक गुलाम का गुलाम बना दिया
72,पैथोलॉजिक स्टेंडिंग क्लिनिकल [stammers] की तुलना में अधिक सटीक है लेकिन क्लिनिकल स्टेजिंग पहला और कभी कभी एकमात्र स्टेजिंग प्रकार होता है
73,बाहर मौसम कैसा है बादल छाए हुए हैं
74,टुम क्या सुजाव डोगे मेरे इस सप्तांक में देखते के लिए
75,क्या मुझे तुरंत बडीगार्ड मॉस्किटो रिपेलेट मिल सकती है
76,स्नानघर के सामानों में सबसे अधिक बिकने वाले सुझाव क्या है
77,मुझे अपना कैशबैक क्यों नहीं मिला
78,क्या आपओ देखने के लिए आईआरटीसी लेन देन के जाँच कर सकते हैं कि नाइन हंड्रेड रुपये का रिफ़ंड पिछले वर्ष प्रोसेस किया गया है या नहीं
79,मुझे ओटीपी वन सिक्स थ्री वन फ़ाइव फ़ाइव मिला है क्या आप उमंग में लॉग लॉगिन करने के लिए इसका उपयोग मोबाइल नम्बर नाइन ज़ीरो वन सिक्स फ़ोर फ़ाइव वन एट एट फ़ोर टू के लिए कॉल कर सकते हैं
80,मुझे अपने फ़ोन नम्बर नाइन फ़ाइव ज़ीरो वन फ़ोर एट सेवन फ़ाइव टू नाइन फ़ोर के लिए कभीड भैक्सीन प्रमाणपत्र डाउनलोड कर करना है
81,असहमत
82,सीखो
83,मेरा घर के पास पास लोगों का नाम है लक्खी
84,ऊना मन्नी
85,मिंटो पिंको
86,खग्गेन
87,भारत के पास राज्य का नाम है
88,असम मेघालय मणिपुर त्रिपुरा
89,बिहार
90,आसकल बच्छा परम्परा को इतना स्ट्रिक्टली फॉलो नहीं करते है
91,पहले हम रोज़ सुबह प्रार्थना करते हैं और बस परम्परा को इतना नहीं मानते हैं
92,थोड़ा थोड़ा परम्परा [uhh] तो सबको मानते हैं सही है ज़्यादा नहीं मानने से भी होगा लेकिन थोड़ा रक्षा तो सबको करना ही पड़ते है
93,मुझे कबड्डी खेल बहुत अच्छा लगता है बचपन से मैं जो स्कूल में पढ़ता है वो दोस्तों के साथ भी साथ में कबड्डी खेल खेलता है
94,मुझे कबड्डी खेल इसलिए पसंद होता है क्योंकि वो खेल ज़्यादा लोग मिल के खेलता है इसलिए हम बहुत अच्छा लगता है
95,इस इस खेल में हमने देखने और खेलने दोनों अच्छा लगता है
96,स्विम के लिए सबसे अस्सा जगह लगता है मुझे सागर के बीच और नदी की वो बहुत सुंदर है हम लोग तो बचपन में नदी में नहाता थे नहाते थे दोस्तों के साथ
97,आजकल मैं स्विमिंग नहीं करती हूँ क्युंकी मेरे पास ज़्यादा टाइम नहीं मिलता है मेरे घर के बहुत पास नदी है नहीं है लेकिन थोड़ा दूर में है मेरे घर के पास एक होटेल है वहाँ पे स्विमिंग पूल है
98,हमारा डिस्ट्रिक्ट से इतना अस्सा प्लेयर नहीं है लेकिन आसाम में बहुत अस्सा प्लेयर है
99,ओ हिमादास रनिंग करती है लवलीना बोरगोहे बॉक्सिंग करती है [horn] ओलिंपिक खेल में भी उसको थर्ड प्राइस मिला हिमादास भी बहुत कॉम्पटीशन में फ़ास्ट होती है
100,केंद्र शासित प्रदेश के रूप में चंडीगढ़ राज्य स्तरीय चुनाव का हक़दार नहीं है इसीलिए राज्य विधानसभा चुनाव नहीं होते हैं और यह सीधे केंद्र द्वारा नियंत्रित है
101,ब्राज़ील में बाल दिवस अपने माता पिता से उपहार प्राप्त करके बच्चों द्वारा मनाया जाता है
102,मैं एक्स स्विच कहाँ ख़रीद सकता हूँ
103,आज बोलना मत
104,आपके कार्ट का आइटम बैटर चैटर केशु कूकीज़ भंडार में नहीं है
105,शेफ़बॉस पास्ता और पिज़्ज़ा सॉस वापस करने की प्रक्रिया क्या है
106,नौ हज़ार रुपये मेरे डिफ़ॉल्ट एम स्वाइप खाते से मेरे अन्य लिंक किए गए खाते में ट्रांसफ़र करें
107,मेरे पेज़ैप ऐप वॉलेट से रिद्धि दीवान में छे हज़ार रुपये ट्रांसफ़र करें
108,फ़ोन नम्बर आठ सात दो आठ शून्य दो तीन शून्य शून्य तीन एक दो शून्य सात दो और ओटीपी का उपयोग करके कोविन पोर्टल पर लॉगिन करें
109,मेरे ईपीएफओ खाते से यूएएन नम्बर दो पाँच दो एक दो पाँच छे चार आठ छे दो सात के साथ सभी अस्वीकृत दावों की सूची बनाएँ
110,नौ
111,बचाओ
112,डायबिटीज़ के लिए हमारे गाँव में [uhh] जो पोपुलर रेमीडीज़ है वो है करेले का जूस
113,कम करने में [uhh] मदद मिलती है और जीरे जीरे को भून कर उसका जो जीरा मसाला है वो रोज़ाना खाने से भी [uhh] मधुमेह के साथ साथ पाचन तंत्र को भी सुधारने में मदद मिलती है
114,या नीम के पत्ते या जामुन के बीज का मिश्रण मेथी के दाने या जीरा मसाला
115,अब ऐसा है की करेले का जूस मधुमेह के लिए एक प्रमुख
116,प्रमुख घरेलू उपचार है [uhh] इसे हर रोज नियमित रूप से पीने से
117,ब्लड शुगर को के स्तर को नियंत्रित करने में काफ़ी मदद मिलती है
118,दूसरा नीम के पत्ते [uhh] नीम के पत्ते डायबिटीज़ में काफ़ी लाभकारी होते हैं
119,इन्हें पीस कर पानी में भिगो कर रोजाना खाली पेट खाने से ब्लड शुगर और डायबिटीज़ के लक्षणों को कम करने में
120,काफ़ी हद तक सहायता मिलती है जामुन के बीजों को पीस कर [uhh] पानी में उसका मिश्रण बना कर इसे रोज़ाना खाली पेट
121,सुबह खाली पेट पीने से [uhh] ब्लड शुगर के स्तर को नियंत्रित [uhh] रखने में मदद मिलती है
122,मेथी के दानों को भी मेथी के दानों को रात भर भिगो कर [uhh] रोज़ाना इसे पिएँ रोजाना वो पानी पीने से मधुमेह है या डायबिटीज़ के लक्षणों को
123,हाल के दिनों में एक दिलचस्प घटना है महाराष्ट्र के मुंबई शहर
124,इस परियोजना के माध्यम से [uhh] मुंबई के लोगों को
125,समुद्री दृश्यों का आनंद लेने का अवसर मिलेगा और साथ ही नए रोज़गार
126,भी पैदा हो सकते हैं यह समय यह समाचार मेरे लिए काफ़ी रोचक है क्योंकि इससे प्रदेश के विकास
127,और यातायात के क्षेत्र में सकारात्मक परिवर्तन हो सकता है
128,इस प्रोजेक्ट [rustling] के माध्यम से मुंबई के लोगों को बेहतर इंफ्रास्ट्रक्चर और आरामदायक
129,संचार साधन प्रदान किए जा सकते हैं जो शहर की विकास में मददगार साबित हो सकते हैं
130,मुंबई शहर से जुड़ी हुई [uhh] नई मुंबई विकास प्राधिकरण ने मुंबई खाड़ी के नीचे एक
131,निर्माणाधीन सड़क ताल पर विमान की आधारशिला रखी है
132,इस प्रोजेक्ट का उद्घाटन एक महत्त्वपूर्ण कदम माना जा रहा है
133,जो महाराष्ट्र में पर्यटन और उद्योगों को बढ़ावा देने के लिए लिए महत्वपूर्ण हो सकता है [uhh] इस विमान का नाम है सी हैरियर और यह जल और आकाश में यात्रा के लिए उपयुक्त होगा
134,यह प्रोजेक्ट नीलम भवन [uhh] जो की एक ऊँची इमारत है जहाँ आवासीय और व्यवसायिक जगह है [uhh] के नज़दीक बनाया जा रहा है
135,यह निर्माण कार्य नवी मुंबई विकास प्राधिकरण द्वारा [uhh] संचालित किया जा रहा है नीलम भवन के पास सड़क नहीं होने के कारण
136,इस विमान को उच्चतम गुणवत्ता और सुरक्षा मानक के साथ बनाने का निर्णय लिया गया है
137,यहाँ पहली बार है जब मुंबई के नीचे ऐसी सड़क ताल बनाई गई है
138,और यह स्थानीय लोगों के लिए एक नई [uhh] नए पर्यटन और मनोरंजन स्थल के रूप में विकसित किया जा सकता है
139,हाँ संदाई हफ़्ते में एक बार ऑर्गनाइज़ किया जाता है संदाई का मतलब है एक तरह का मार्केट और काफ़ी जगह पे इसे
140,साप्ताहिक साप्ताहिक सेल के नज़रिये से देखा जाता है इसमें काफ़ी अलग अलग प्रकार के व्यापारी [uhh] सहभागी होते हैं जिसमें
141,जिसमें जिसमें फार्मर्स होते हैं या फिर रिटेलर्स और होलसेलर्स होते हैं और जो जो ग्राहक हैं वो आमने सामने आकर जो मालिक है या जो व्यापारी है उनसे पसंदीदा चीजें [uhh] खरीदते हैं
142,रायगढ़ ज़िले में पिछले कुछ वर्षों में कई महत्वपूर्ण विकास कार्य हुए है
143,हुआ होगा हालांकि यह परिणाम [noise] आधारभूत तौर पर ऐतिहासिक प्रभावों के
144,आधार पर भिन्न समुदायों के बीच भिन्न हो सकता है
145,जिनसे स्थानिक नियो निवासियों को [uhh] आराम और उपयोगिता मिली है
146,जिसमें से एक है सड़क और परिवहन सुविधाओं में आया हुआ सुधार
147,रायगढ़ ज़िले में सड़क नेटवर्क का विस्तार हुआ है और आपातकालीन परिस्थितियों के लिए बेहतर परिवहन सुविधाएँ उपलब्ध हो गई है यह निवासियों को जगह जगह आसानी से पहुँचने और यात्रा करने में की सुविधा प्रदान करता है
148,प्रशासनिक सुविधाओं में भी सुधार आया है [uhh] रायगढ़ ज़िले में सरकारी सुविधाएँ अब निवासियों को सरकारी योजनाओं का लाभ आसानी से मिलता है और प्रशासनिक कार्यों को सुविधाजनक तरीके से संपादित किया जाता है शिक्षा और स्वास्थ्य
149,काफ़ी कुछ सुधार किए गए हैं नए स्कूल कौलेजेस और अस्पतालों के निर्माण
150,काफ़ी कुछ सुधार किए गए है नए स्कूल कॉलेज और अस्पतालों के निर्माण से निवासियों को
151,उच्चतर शिक्षा और स्वास्थ्य सुविधा [uhh] सुविधाएँ मिल रही है [uhh] ऐतिहासिक घटनाओं के आधार पर कई बार विशेष समुदाय [noise] के निवासियों पर
152,काफ़ी कुछ प्रभाव होने हुआ हुआ होगा [uhh] इसे ध्यान में रखते हुए हम ये कह सकते हैं कि
153,उनके सामाजिक आर्थिक और सांस्कृतिक जीवन पर भी उसका प्रभाव [uhh] ज़रूर
154,रायगढ़ ज़िले में कई स्थानीक शिक्षा और अध्यापन के अवसर
155,ये अवसर रायगढ़ जिले के समग्री विकास और [uhh] ग्रोथ में महत्वपूर्ण योगदान करते हैं और महत्वपूर्ण यो भूमिका निभाते हैं
156,उपलब्ध है [uhh] रायगढ़ ज़िले में कई सरकारी और निजी स्कूल हैं
157,जो विभिन्न शैक्षिक पाठ्यक्रमों को [uhh] प्रदान करते हैं
158,ये स्कूल बुनियादी शिक्षा से लेकर उच्चतर माध्यमिक और स्नातक स्तर तक की शिक्षा प्रदान करते हैं
159,ज़िले में कई कॉलेज और महाविद्यालय भी हैं जो विभिन्न विषयों में स्नातक और स्नातकोत्तर कोर्स प्रदान करते हैं
160,ये उच्च शिक्षा के अवसर प्रदान करते हैं और युवाओं को उनकी रुचियों और क्षमताओं के अनुसार [uhh] करियर चुनने में मदद करले हैं
161,व्यवसायिक प्रशिक्षण केंद्र भी ज़िले में मौजूद है
162,जो [uhh] नौकरी के लिए तकनीकी [uhh] कौशल और व्यवसायिक
163,प्रशिक्षण प्रदान करते हैं ये केंद्र छात्रों को अच्छे रोजगार के अवसर प्रदान करके उनके और साथ ही
164,साथ ही ज़िले के सामाजिक विकास में मदद करते हैं शिक्षा के ये
165,रायगढ़ में कई सारे दर्शनीय स्थल है जो विज़िटर्स
166,के लिए ज़्यादा प्रसिद्ध है
167,इन दर्शनीय स्थलों की विशेषता उनका ऐतिहासिक महत्त्व
168,स्थानीय सांस्कृतिक महत्त्व और प्राकृतिक सौंदर्य है जो इन्हें पर्यटों पर्यटकों के लिए रोचक और महत्त्वपूर्ण बनाते हैं
169,ज़रूर देखना पसंद करेंगे उसमें से एक है रायगढ़ किला
170,जो की महाराष्ट्र का एक प्रमुख पर्यटन [uhh] स्थल है और प्रमुख आकर्षण है इस किले का
171,निर्माण जो है वो मराठा साम्राज्य के महानायक छत्रपति शिवाजी महाराज ने किया था
172,और ये उनकी राजधानी थी [uhh] इसे उसकी विशेष वास्तुकला [noise] ऐतिहासिक महत्व
173,और स्थानीय सांस्कृतिक महत्त्व के लिए [uhh] [noise] जाना जाता है [uhh] दूसरा है जमजीरा किला
174,जो रायगढ़ ज़िले में स्थित एक समुद्री [uhh] किला है और प्रसिद्ध
175,इस किले का निर्माण आदिल शाही राजवंश के शासकों ने किया था [uhh] इसका इसकी विशेषता उसकी समुद्री स्थिति [uhh] किले में की गई रचना
176,[uh-huh] और प्राकृतिक सौंदर्य में है [uhh] अगला है [uhh] पलोसी एपा पालेसी गणपती मंदिर जो की एक प्रमुख धार्मिक स्थल है
177,इस मंदिर में भगवान गणेश की पूजा और आराधना की जाती है इसे धार्मिकता आस्था और वास्तुकला
178,मेरे पहले संग्रहित किये गए स्टैम्प एक छोटी सी संगठनी
179,मेरी प्राकृतिक जगत के प्रति [uhh] अविलिचित प्रेम को याद दिलाता है
180,उनकी मूर्तिमता और अद्भुत रंगों ने मुझे धातुओं की विविधता और
181,पृथ्वी के विभिन्न विभिन्न पहलुओं पलों का महत्त्व समझने में मदद की है
182,आज भी यह पहले संग्रहित तत्व मेरे लिए अपूर्णीय मूल्य रखते हैं वे मेरे जीवन के एक महत्त्वपूर्ण किनारों की याद दिलाते हैं और मुझे
183,मेरी पुरानी पसं दीदा चीडो [uhh] चीज़ों और रुचियों को आबाद करने का अहसास दिलाता है
184,पद्धति वाली प्रोफाइल बनाने वाले देशों के स्टैम्प थे  [uhh] उन्हें इकट्ठा करते स करने के समय मुझे काफ़ी गर्व महसूस हो रहा था
185,क्योंकि वे मेरे लिए पहली बार किसी ऐसी कला रचना को अनुभव [clanking] करने का मौका था आज यह संग्रह मेरे लिए एक
186,स्मारक की तरह बना हुआ है जो मुझे मेरी [uhh] संगठनात्मक शक्ति और संग्रह करने की आदत की याद दिलाता है
187,मेरे पहले संग्रहित किये गए सिक्के विदेशी मुद्राओं
188,में से एक [clanking] एक है जो मैंने एक यात्रा के दौरान प्राप्त किये थे
189,वे मेरे लिए एक यात्रा का प्रतीक हैं और मेरे द्वारा अनुभव की गई सांस्कृतिक विविधताओं को याद दिलाते हैं
190,वे मुझे यात्रा के यात्रा से जुड़े सुन्दर यादों को उजागर करते हैं और मेरी दुनिया के प्रति दृष्टिकोण को [uhh] विस्तुत करते हैं
191,पहले संग्रहित पत्थर मेरे द्वारा एक पहाड़ी पर [uhh] ढूंढे गए थे या एक पहाड़ी पे मुझे मिले थे
192,वे मेरे लिए प्राकृतिक सौन्दर्य की [uhh] प्रतीक के रूप में है और
193,आश्रम में विभिन्न मंदिर भी है और ध्यान और आध्यात्मिक राहत के लिए एक बहुत अच्छी जगह है
194,स्तन कैंसर का वर्गीकरण अलग मानदंडों के अनुसार विभिन्न जातियों के स्तन कैंसर को विभाजित करता है और अलग उद्देश्य की पूर्ति करता है
195,क्या मैं जान सकता हूँ अभी इस समय क्या हो रहा है
196,मेरी किराना सूची पढ़ो
197,मेरी वस्तुओं की सूची से [throat_clearing] दादीस आटा गोंद लड्डू हटाएँ
198,मेरी भुगतान स्थिथि सफल दिखती है हालाकि बाम्बूचा आम टर्मेरिक कम्बूचा
199,टाटा कॉफ़ी ग्रैंड फ़िल्टर कॉफ़ी और फार्म मेड कोकोनट कैंडी वाले मेरे ऑर्डर की अभी पुष्टि नहीं हुई है
200,पिछले चौबीस घंटे के लिए मेरा लेन देन इतिहास खोलें और सम्पर्क रौशनी डिडारिया को म्यूट करें
201,मुझे कुश मावड़ा से लेन देन का इतिहास बताएँ
202,क्या आप फ़ोन नम्बर छह दो पाँच चार पाँच तीन शून्य पाँच एक एक आठ के लिए एनएसपी के सभी एनएसपी पर सबमिट किए गए नवीनीकरण छात्रवृत्ति आवेदनों की सूची बना सकते हैं
203,मुझे यूएएन नम्बर आठ छे सात पाँच चार चार छह सात आठ पाँच पाँच चार के साथ अपने भविष्य निधि खाते के लिए अपना ईपीएफओ पासबुक बैलेंस चेक चेक करना है
204,पालन
205,एक
206,एक मार्च तेईस मार्च एक जून दस सितम्बर
207,पाँच अक्टूबर
208,साबरकांठा
209,अरवल्ली जूनागढ़ द्वारका सूरत
210,पहले के स्मार्टफ़ोन के फीचर्स उतने अच्छे नहीं थे आज उसी प्राइस के मोबाइल बहुत ही मॉडर्न फ़ीचर्स के साथ आते हैं
211,अभी नेटवर्क कनेक्शन का इशू पहले के मुकाबले बहुत ही अच्छा है अब अब पहले जितनी दिक्कतें नहीं होतीं अभी मैं जियो सिम कार्ड यूज़ कर रहा हूँ और महीने के साढ़े तीन सौ से चार सौ रुपये खर्च होते हैं
212,टेलीकम्युनिकेशन सिस्टम में बहुत ही [uh-huh] विज़िबल चेंजेस आ गए हैं अब अब जो [uhh] गाँव गाँव में मोबाइल के टॉवर्स दिखाई देते हैं और अब जो कनेक्टिविटी है वो हर जगह पहुँच गई है आज बहुत ही रिमोट एरियाज़ में भी इन्टरनेट कनेक्टिविटी उसकी वजह से कभी
213,काफ़ी इम्प्रूव हुई
214,डे टूु डे बेसिस बेसिस पे तो मैं वॉट्सऐप और टेलीग्राम जैसे मेसेजिंग एप्प्स का यूज़ करता हूँ वाट्सऐप
215,कि मीडियम से मैं [inhaling] अपनी कॉलेज के स्टूडेंट्स के साथ आसानी से कम्युनिकेट कर सकता हूँ और उन्हें स्टडी मैटेरियल्स भेज सकता हूँ तो इस तरह से [uhh] काफी फैसिलिटेट [inhaling] हुई है मेरी लाइफ
216,स्टैमप्स कॉइन्स और रॉक्स ये सब कलेक्ट करने से [uhh] एक तरह से आप हिस्ट्री का रेकॉर्ड रख सकते हो और और हिस्ट्री समझने में इसका एजुकेशन वैल्यू बहुत ही ज़्यादा है
217,हाँ [uhh] यहाँ के न्यूज़पेपर्स में [uhh] शनिवार को एक एक सप्लीमेंट अलग आती है जो स्पेसिलीकली [uhh] बच्चों के लिए होती है
