id,wh
41, तੇ थੋदੀ ਹੋੁੱਜ਼ाਹ ਹੀ ਹੁੱਜ਼ाਹ ਹੀ ਹੁੱਜ਼ाਹ ਹੀ ਹੁੱਜ਼ाਹ ਹੀ ਹੁੱਜ਼ाਹ ਹੀ ਹੁੱਜ਼ाਹ ਹੀ ਹੁੱਜ਼ाਹ ਹੀ ਹੁੱਜ਼ाਹ ਹੁੱਜ਼ाਹ ਹੀ ਹੁੱਜ਼ाਹ ਹੁੱਜ਼ाਹ ਹੁੱਜ਼ाਹ ਹੁੱਜ਼ाਹ ਹੁੱਜ਼ाਹ ਹੁੱਜ਼ाਹ ਹੁੱਜ਼ाਹ ਹੁੱਜ਼ाਹ ਹੁੱਜ਼ाਹ ਹੁੱਜ਼ाਹ ਹੁੱਜ਼ाਹ ਹੁੱਜ਼ाਹ ਹੁੱਜ਼ाਹ ਹੁੱਜ਼ੈੈੈੈੈੈੈੈੈੈੈ
42,ਬਿਚੇ
43,ਮਿਰੈਂ ਇਕ ਮਿਤਰ ਹੈਗਾ ਜਿਦੇ ਨਾਂ ਸ਼ਿਵ ਜੋਤ ਹੈ ਹੋ ਖਿਡਣ ਨੂੰ ਆਪਣਾ ਕਿਰੀਰ ਸਮਝਦੇ ਹੋ ਛੋਂਦੇ ਹੈ ਬਈ ਇਦੇ ਵੀਚ ਆਪਣਾ ਕਿਰੀਰ ਬਣਾਓਵਾਂ
44,ਹੋ ਕਿਰਕਿਟ ਖੇਲਿਣਾ ਪਸਂਦ ਕਰਦੇ ਤੇ ਹੋ ਪਡਾਈ ਵਿਚ ਨਾ ਚੰਗਾ ਨੀਂ ਸੀਗਾ ਪਰ ਹੋ ਖੇਡਣ ਵਿਚ ਹੁਮੇਸ਼ਾ ਅੱਗਿ ਰਹਿਂਦਾ ਸੀ ਗਰਮੀਆਂ ਦੇ ਹਿੰਛੁਟੀਆਂ ਵਿਚ ਹੋ ਕਰਦਿਆਂ ਤੋਂ ਡੱਟਾ ਸੁਣਦਾ ਸੀ ਪਰ ਦੁਪਿਰ ਨੂੰ ਹੋ ਬੱਲਾ ਚੱਕਿ ਮਿਧਾਨ ਵਿਚ ਚਲਿ ਜਾਂਦਾ ਸੀ
45,ਤੇ ਏਵੀਂ ਗੱਲੇ ਸੱਚ ਹੈ ਗਿਆ ਕਿ ਵੈਂ ਸਕੂਲ ਦੇ ਵਿਦਿਆਰਥੀ ਇਸ ਖੇਡ ਵਿਚ ਵੱਡ ਚਡ ਕੇ ਇਸ਼ਾਲਿਂਦੇ ਆਣ
46,ਚਾਹੇ ਪੀਟੀ ਕਲਾਸ ਹੋਏ ਜਾਂਹੇ ਖਾਲੀ ਪੀਰਡ ਹੋਏ ਤਬ ਬੱਚੇ ਖਿਡਣ ਲੀ ਮਿਦਾਂ ਵੱਲ ਭੱਜ ਜਾਂਦੇਆ
47,ਤੇ ਸਕੂਲ ਵੀ ਇਹਨਾਂ ਨੂੰ ਭਧਾਵਾ ਦਿੰਨ ਨੈ ਜੀਵੇਂ ਆਪਣਾ ਖੇਡ ਦੀ ਵਸਤੇ
48,ਬਾਲੀ ਸਾਰੀ ਖਿੱਡਾਂ ਦੀ ਏਹਵਜਨ ਕੀਤੀ ਜਾਂਦੀਆਂ ਜਿਵੇਂ ਕੀ ਕੁਸਟੀ ਹੋਗੀ ਦੋਡ ਸ਼ੌਟ ਪੁੱਟ ਔਰ ਵੀ ਬਤੇਰੇ ਸਾਰੇ ਹਿੰਗਿਆ
49,ਤੇ ਬੱਚੇ ਦੇ ਮਨੋਬਨ ਨੂੰ ਬੜਾਵਾ ਦੇਂਦੇ ਏ ਇਹ ਸਾਰੇ ਖੇਡਣਦੀ ਚੀਜਾਂ
50,ਤੇਰਾ ਫਰਵਰੀ ਦੋਂਜਾਰ ਸਾਤੁ ਸਤਾਰਾਂ ਗਸਤ ਉਨੀਸੋਂ ਪਿਚਤਰ ਏਕ ਜੁਲਾਈ ਉਨੀਸੋਂ ਸਤਰਤਰ ਪਾਂਜ ਨਵੰਬਰ ਦੋਂਜਾਰ ਤਿਨ ਆਠ ਸਤੰਬਰ ਦੋਂਜਾਰ ਦੋ
51,ਮੈਂ ਆਪਣੀਆਂ ਚੀਜਾਂ ਦੀ ਸੁਚੀ ਵਿਚੋਂ ਪ੍ਰੋ ਨੇਚਰ ਸੌਂਫ ਨੂੰ ਹਟਾਉਣਾ ਚਾਉਂਦਾ ਹਾਂ
52,ਬੈਂਕ ਨੂੰ ਲਾਈਕ ਮੈਰੇ ਮਾਡੇਂ ਨੂੰ ਵਾਦ ਉਹ ਏ ਹਨ ਕਿ ਏਕ ਵਰ ਮਿਨ ਮੁੱਕ ਆਪਿ ਬੈਂਕ ਦੇ ਵਿਚ ਅਚਕਲ ਸਰ ਕੁੱਛ ਉੰਨਲਈਂ ਭੀ ਹੋ ਗਿਆ ਵੈਸਿਦਾਂ ਪਰ ਜਦੋਂ ਆਪਾ ਕੋਈ ਵੀ ਜਾਂਂ ਕੁਰ ਪੈਸੇ ਕਰਵਾਗ ਲਈ ਆਉਣੇ ਹੁੰਦੇ ਯਾਂ ਫਿਰ ਆਪਾ ਜਮਾਂ ਕਰਵਾਗ ਕਾਉਣੇ ਪੈਂਦ ਤਾਂ ਆਪਾ ਨੂੰ ਬੈਂਕ ਵੱਗਰਾ ਨੌਰਬਲੀ ਜਾ�
53, तां मैं उठੇ एक चिजੁ वੈखੀ ਗ਼ੇ ਹੋਹੁत ਹੋਹੁ੤ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਸੀ ਹੋਹੁੰ ਹੋੁੁੁ ਜੇࡡੇ �
54,ਪਹਿ ਨੂੰ ਵੋ ਚੇ ਚੰਗੀ ਨੀ ਲੱਗੀ ਕਿਉਂਗ ਕੀ ਬਿਚੋਰਗਾਂ ਵਾਸਤੇ ਲੱਗ ਤੋਂ ਇਕ ਟੇ ਵਾਹਿਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾਂ ਵਾ
55,ਕੋਈ ਨਾ ਕੋਈ ਤਾਂ ਕੁੱਚ ਨਾ ਕੁੱਚ ਤਾਂ ਹੋਣੇ ਹੀ ਚਾਏਦਾ ਵਿਲਲਾ ਵੁਨ੍ਹੁਂ ਦੇ ਬੈਠਾਂ ਲਗੀ ਆਂ ਫਿਰ ਉਹਨਾਂ ਨੂੰ ਲੰਬਿਆ ਘਦਾਂ ਨਹੀਂ ਨਹੀਂ ਲਾਣਿ ਚਾਏਦਾ ਨੂੰ
56,ਪਹਿਲ ਪ੍ਰੈਫਰੈਂਸ ਜਾਦਾ ਉਣਿ ਚਾਈਦੀਆਂ ਹੋਰਾਂ ਦੇ ਮਕਾਬਲੇ ਦੂਸਰਾ ਉਹ ਪਿਪਰਦਰਕ ਬਹੁ ਜਾਦੇ ਕਰੋਂਦੀ ਹੈ ਪਹਿਲੇ ਕੰਟਰ ਤੁਂੰਟਰ ਤੁਂੰਟਰ ਤੱਕ ਦੂਛਰੇ ਤੁਤੀਸਰੇ ਤੱਕ
57,ਤਾਰ ਅੱਧ ਤੋਂ ਜਾਦੇ ਸਮਨ ਦਾ ਪੇਪਰਵਰਕ ਕੰਪੀਟ ਕਰਨ ਛੁਹੀਂ ਟਪੇਆਂਦ ਹੈ
58,ਦੂਸਰਾ ਫੇਰਿ ਥਰਡ ਲੀ ਜਿਡਾ ਉਣਦਾ ਸਟਾਫ ਹੁੰਦੈ ਉਹ ਕੁਸਿ ਬਹੁਤ ਹੱਦ ਤਕ ਪਕਿ ਹੈ ਸਾਂਗੀਦੇ ਇਹਨਕੇ
59,ਤੀਕ ਹੁੰਦੇ ਬਟ ਜਿਡੇ ਕੁਸਟ ਉਨ੍ਹਦੀਆ ਵੋ ਬਹੁਤਿ ਜਾਦਾ ਰੂਟਲੀ ਬਹਿਬ ਕਰਦੀ ਆਂਹਨ ਅਚਕਲ ਬਜੁਰਗਾਂ ਨੋਂ ਅਨੈਂ ਨੈ ਪਤਾ ਦਾ ਉਹਾਦ ਪੇਪਿਰਵਰਕ ਕਿਬਰੀ ਕੁਸਟ ਗੱਲਤ ਹੋਏ ਅੰਦ ਤੋਂ ਉਹਨਨੂੰ ਬਹੁਤਿ ਜਦਾ ਇਹਮੇ ਭੱਜ ਭੱਜ ਕੇ ਪੈਂਦੇ ਆਈਂਗੀ ਆਈਨਾਂ ਨੂੰ
60,ਬਹੁਦ ਰੂਡਲੀ ਉਨਹਨਾਂ ਬਹੇਵ ਕਰਦੇ ਤਾਂ ਉਹ ਚੀਸ ਵੀ ਨਹੀਂ ਹੋਣੀ ਜਾਈਦੀ ਸਕਮਕਿ ਉਂੰ ਇੱਕਦਬੁਜਰਗ ਲੋਗ ਯਾਂ ਸਰਿਟ ਜਵਾਕ ਵੀ ਚਲੇ ਆਂਦੇ ਏ ਬੈਂਕ ਦੇ ਵਿਚ ਆਵਦਾ ਖਤਾ ਵਿਘਰਾ ਖੁੱਲੋਣ ਵਾਂਸਤੇ
61,ਉਨ੍ਹਨਾਂ ਨੂੰ ਨਹੀਂ ਬਤਾ ਉਹਨਾਂ ਉੱਥੇ ਕ ਲਗ ਤੋਂ ਕਲੀਗ ਹੋਣਾ ਚਾਈਦੈ ਜਿਲੈਂ ਕ ਉਹਨਾਂ ਨੂੰ ਵੁ ਪੇਪਰਵਰਕ ਭੂਰਾ ਕਰਵਾ ਸਕੇ
62,ਉਹਨਾਂ ਨੂੰ ਦੱਸ ਸਕੇ ਤੁਹਨਾਂ ਨੂੰ ਹੇ ਪਰਿਸ਼ਾਣੀ ਨਾ ਆਵੇ ਕਿ ਉਹ ਪਿਪਿਰਕ ਆਵਦੀ ਆਪ ਪੂਰਾ ਕਰਨ
63,ਦੁਸਰਾ ਉਨ੍ਹਨਾਂ ਵਾਸਤੇ ਕੋਈ ਨਾ ਕੋਈ ਸੁਵਿਦਾ ਹੋਣੀ ਚਾਈਦੀ ਆਪਜੁਰਕਾ ਵਾਸਤੇ
64,ਤਾਂ ਕੇ ਉਹਨੋਂ ਲੰਬੀਆਂ ਕੇ ਤਰੰਦੇ ਵਿਚ ਨਾ ਲਗਣਾ ਵਾਵੇਂ ਬਾਸ ਏਹ ਹੀ ਮਾਡੇ ਸੁਝਾਵਤਾਂ ਏਸ ਸੀਕ ਇੱਕ ਬੈਂਕ ਦੇ ਜਿੱਡੇ ਕੇ ਮਨੂੰ ਜਵਾਣੀ ਪਸਾਂਦਾ
65,ਪੰਜਾਬ ਹਰਿਆਣਾ ਰਾਸਥਾਣ ਮਹਰਾਸ਼ਟਰਾ ਗੁਝਰਾਤ
66,ਪੋਹਸਤਨ ਜਾਦਤਰ ਲੋਗ ਦੋਤੋਂ ਚਾਰ ਮੀਲ ਪ੍ਰੈਤੀ ਕਾਂਟੇ ਦੀਲ ਆਫ਼ਤਾਰ ਨਾਲ ਚਲਦੇ ਹਨ
67,ਇਸ ਵਿਚ ਸੂਰਿ ਦੀਆਂ ਤੀਨ ਸੰਭਵਨਾਵਨਾਂ ਵਾਂ ਹਨ ਸ਼ੁੱਧ ਚੁੱਤੂ ਸ਼ਰੁਤੀ ਅਤੇ ਸ਼ਤਰੁਤੀ
68,ਅਜਕਲ ਉਦਮੀਆਂ ਲਈ ਬੌਤ ਹੀਰਾ ਸੌਖੇ ਹੁੰਦੇ ਜਾਰੇ ਹਨ ਕਿਉਂਕੀ ਪੈਲਾ ਉਨ੍ਹਨੂੰ ਪ੍ਰਚਾਰ ਕਰਨ ਲਈ ਸਾਦਨ ਬੌਤ ਘੱਟ ਸਨ
69,ਉਨ੍ਹਨ ਉਬਰ ਦੇ ਭਾਰਤ ਲੇ ਉਨਹਨਵੰ ਬਹੁ ਸਾਦਨ ਜਿਡੇ ਮਿਲਗੇ ਹਨ ਜਿਮੇਂ ਕਿ ਸੁਸ਼ਲ ਵੀਡੀਆ ਸਰਵੀਸੇਸ ਅੱਜਕਲ ਤਾਂ ਬਹੁਤ ਵੱਡੇ ਪੱਦਰ ਤੇ ਕੰਪਣੇ ਖੁਲੀ ਚੋਕੀਆਂ ਹਾਂ ਜਨਾਂ ਤੂਸੀ ਕਮੀਸਿੰਨ ਦੋ ਉਹ ਠੋਡੀ ਆਪ ਹੀ
70,ਇਸ਼ਤਿਹਾਰ ਦੀ ਸਾਰੀ ਜਮਿਵਾਰੀ ਲਹਿੰਦੇ ਹਨ ਅਤੇ ਦੋ ਮਿਨਿਆਂ ਤਕ ਥੋਦਾ ਸ਼ਹਿਰ ਵਿਚ ਪੂਰਾਂ ਨਾਮ ਕਰਦਿੰਦੇ ਹਾਂ
71,ਜਿਣ ਉਧਮ ਹੈ ਹੋਣ ਪੈਲਾਂ ਸਭ ਕੁਛ ਕੈਸ਼ ਤੇ ਹੁੰਦਾ ਸੀ ਅਤੇ ਲੁੱਟਾਂ ਦਾ ਬਹੁਤ ਡਾਰ ਰਹਿਂਦਾ ਸੀ
72,ਅਜਕਲ ਸਭ ਕੁੱਛ ਕੈਸ਼ਲੇਸ ਹੋਗੇ ਹੈ ਤੇ ਅਧਾਰਕਡ ਨਾਲ ਲਾਈ ਟਈਆਪ ਹੋਗੇ ਹੈ ਅਤੇ ਨਤੋਖਾ ਤਡੀ ਦਾ ਚਾਂਸ ਬਹੁਤ ਘਟਗੇ ਚੁਕਿਆ ਹੈ
73,ਸੋ ਇਸ੍ਹ ਲਈ ਜਿਵੈਂ ਕੀ ਤੁਸੀਂ ਦੇਖੋ ਖੁਣ ਗੂਗਲ ਪੇ ਚਲ ਚੁਕਿਆ ਹੈ ਜਿਸ ਨਾਲਾਂ ਪਾਪਿਮੈਮਟ ਸਰ ਬਡੇ ਸਾਂ ਨਾਲ ਅਤੇ ਰਿਕੌਡ ਵਿਚ ਰੱਖ ਸਾਲਿਦੇ ਹਾਂ ਜਿਸਦਾ ਇਕ ਇਕ ਪੈਸੇ ਦਾ ਇਸਾਬ ਸਰਕਾਰ ਕੁਲ ਜਾਂਦਾ ਹੈ
74,ਜੇਵੇਂ ਕੀ ਹੁਣ ਭਾਰਾਲ ਸਰਕਾਰ ਨੇ ਜਿਢਾ ਹੈ ਇਂਕਮ ਟੈਕਸ ਡੀਪਾਰਟਮਟ ਹੈ ਇਸ ਨੂੰ ਫੇਸਲੈਸ ਕਰ ਦਿਤਾ ਗਿਆ ਹੈ ਤਾਂਗ ਕੋਈ ਵੀ ਅਫ਼ਸਰ ਕਿਸੇ ਵੀ ਬਿਜਨਸਮੈਨ ਨੂੰ
