id,conf
17, স্যার আর আমাদের এসএজি গ্রুপটাও তো হয়েছে অনেক দিন তো যদি কিছু টাকা পয়সা পাইয়ে দিতে পারতেন বা কিছু যদি ব্যবস্থা করেন তাহলে একটু দেখবেন না তালে প্রধান স্যার স্যারের সাথে আমি কথা বলেছি কিন্তু তিনি কোনো রেসপন্স করছেন না বলছে তোমাদের গ্রাম প্রধানকে বলো সে বললে তারপর বলব তো একটু দেখবেন না
18, হ্যাঁ প্রধান স্যারেরকে বলেছিলাম তিনি তো দেখটিিই বললেন তাহলে আমি কি যাব এক দিন ওখানে আপনার গিয়ে
19, তাহলে আমি পার্টি অফিসে যাচ্ছি দিয়ে তাহলে ওইদিনই দরকার একবারে প্রধান সাহেবের কাছে চলে যাব
20, ঠিক আছে তাহলে রাখছি
21, আমাদের পুরনো বাড়িতে একটি পাতকুয়ো ছিল সেই পাতকুয়োতে তখন আমরা জল তুলতাম
22, সেটার জন্য একটা লোহার ছোটো বালতি রাখা ছিল সেই বালতির হ্যান্ডেলে
23, বিশাল বড়ো একটা দড়ি বাঁধা ছিল
24, বালতিটা কুয়োর জলে ফেলে দিতাম লোহার যেহেতু ভারী ডুবে ডুবে যেত আর দড়ি ধরে টানতাম সেইভাবে খুব কষ্ট করেই আমরা সেই জল ব্যবহার করতাম বাড়ির বিভিন্ন কাজের জন্য
25, আস্তে আস্তে আমাদের বাড়ির উন্নয়ন হল তখন আমরা ওই কুয়োটা বুঝিয়ে দিয়েছিলাম কিন্তু সম্পূর্ণ বোঝানো হয়নি পুরোটা সিমেন্ট দিয়ে ঢাকা দিয়ে দেওয়া হয়েছিলো এবং তা থেকে একটা বৈদ্যুতিক টুলো পাম্প লাগানো হয়েছিলো
26, লাগিয়ে তা থেকে আমরা বাড়ির চারতলার একটি জলাধার করা হয়েছিলো সেখানে প্রত্যেকদিন
27, জল সংরক্ষণ করে রাখতাম
28, ভারতের চাকরির বাজার খুব একটা ভালো না কারণ এখন চাকরির পরীক্ষা সেইরকম হয় না বললেই চলে সরকারি চাকরি তো হয়ই না এসএসসি
29, পরীক্ষা তো উঠেই গিয়েছে বললেই চলে প্রাইমারিটা যদিও হটছে কিন্তু তাতেও নিয়োগের কোনো নাম চর্চা নেই
30, যদিও হচ্ছে মানুষের লাগছে কিন্তু ইন্টারভিউয়ে ডাক পড়ছে না ডাক পড়লেও হয়তো বিভিন্ন রকম সমস্যার কারণে সে কেটেও যাচ্ছে ভালো ভালো ছেলেরা এর ফলে বসে আছে
31, বিভিন্ন এর জন্য ওদিকে বিভিন্ন রকম সমস্যার সম্মুখীন হতে হচ্ছে কারণ আগে যারা মা মাধ্যমিক উচ্চ মাাধ্যমিক পাাস করেছিলেন এখন যারা
32, মাধ্যমিক উচ্চমাধ্যমিক পাস করেোডে যাদের নাম্বার সেই নাম্বারের সঙ্গে আগের নাম্বারের অনেক পার্থক্য
33, এখনের ছেলেমেয়েদের অনেক অনেক নাম্বার তারা নাইন্টি পার্সেন্ট এইটটি পার্সেন্ট কেউ নাইন্টি ফাইভ পার্সেন্ট কেউ আর হান্ড্রেড পার্সেন্টই নাম্বার পাচ্ছে কিন্তু তখন অত
34, নম্বার পাওয়াটা অত সহজ ছিল না যার ফলে আগেকার দিনের মানুষের সঙ্গে এখনের মানুষের অনেকটাই পার্থক্য ঘটছে যাদের বয়স চল্লিশ পঁয়তাল্লিশ পঞ্চাশ বছর হ তাদের সঙ্গে বিশেষ করে এখনের যে তরুণ ছেলেমেয়েরা উঠছে তাদের তো একটা বিরাট পারাক রয়ে যাচ্ছে
35, যার ফলে চাকরির পক্ষেও তাদেরকে বিভিন্ন চ্যালেঞ্জের সম্মুখীনও হতে হচ্ছে বর্তমানে
36, বিভিন্ন সুযোগ রয়েছে এখন যেমন তরুণদের জন্য বিভিন্ন সুযোগ রয়েছে অগ্নিবীরের মতন
37, পরীক্ষা বেরিয়েছে বা যেখানে সহজে নিয়োগ করা হচ্ছে
38, এছাড়াও মিলটারি বা পুলিশ জিদির পরীক্ষা রয়েছে ফর্ম ছাড়ছে নার্সিংয়ের জন্য ছেলেমেয়েদিকে সুযোগ দেওয়া হচ্ছে যার ফলে অনেকগুলি সুযোগ রয়েছে সুযোগ থাকলেও কিন্তু
39, বিভিন্ন রকম সমস্যারও সম্মুখীন হতে হচ্ছে ছেলেমেয়েদের কারণ সুযোগ থাকলে তারা সবাই সবরকম সুযোগ সুবিধা পাচ্ছে না
40, বিবাহের মতো বড়ো অনুষ্ঠানের সময় প্রচুর পরিমাণে জলের প্রয়োজন হয় এর জন্য আমাদের এর জন্য আমাদের প্রথম খাবার জল
41, অর্ডার করা হয় খাওয়ার জল থাকে এবং আরও ব্যবহারের জন্য যেই জল প্রয়োজন হয় এর জন্য পৌরসভার জলের ট্যাঙ্কি ব্যবস্থা করা হয় আরও ঘরের যেই ট্যাঙ্কগুলো থাকে সেগুলো জল
42, ভরে রাখা হয় ব্যবহারের জন্য কারণ বড়ো অনুষ্ঠানের জন্য জল প্রয়োজন বেশি প্রয়োজন হয় বলে
43, আগে থেকে জল ব্যবস্থা করে রাখা হয় পৌরসভার ট্যাঙ্কি জলে অনেক কাজ হয় আর খাবারের জন্য জল অর্ডার করা হয়
44, এই জল বাড়িতে বাড়িতে জলের ব্যবস্থা করা হয় সেই জলগুলো আগে থেকেই রাখা হয় আর খাবার জলটা অর্ডার করা হয় বোটল জল থেকে আর বাকি এই ফেলার জন্য
45, আসবাপত্র ধোয়ার জন্য ওগুলোর জন্য জল থাকে আলাদা সেগুলো বাড়িতেই থাকে বাড়িতেই প্রয়োজন হয় সেই জলগুলো
46, পাঁচ
47, আমাদের এখানে প্রাথমিক স্কুল আছে হাই স্কুল আছে এবং কাছাকাছি বঙ্কিম সদর কলেজ আছে তো আইটি আই আছে
48, ঠিক আছে তো বাচ্চ মানে বাচ্চারা অ্যাকচুয়ালি প্রাইমারি স্কুলে মানে পড়ে কোনো কোনো বাচ্চার কোনো কোনো বাচ্চারা ইংলিশ মিডিয়াম
49, যাকে বলে আর কি সে সব স্কুলে পড়ে তো তারপরে তারা হাই স্কুলে যায় তারপরে
50, তারপর কলেজ আমাদের আশেপাশে আছে যেমন আইটিআই কলেজ আছে ঠিক আছে
51, বঙ্গিম সর্দের কলেজ এবার যারা পড়ছে আমরা ভালো পড়াশোনা করবো তার সেজনত তারা ইংলিশ মিডিয়ামে পড়ছে পড়ার কারণে ইংলিশ মিডিয়ামে পড়া ভালো পড়াশোনা করছে ইংলিশ মিডিয়ামে পড়ছে পড়ে তারপরে হাই স্কুলে যাচ্ছে হাই স্কুল থেকে হাই স্কুল থেকে যাচ্ছে কলকাতায় পড়াশোনা করতে যাচ্ছে ওখানে
52, ওখানে আশুতোষ কলেজ আছে তারপরে বিবেকানন্দ কলেজ আছে আরও বিভিন্ন রকম কলেজে তারা চায় যে আমরা ভালো পড়াশোনা করতে পারি যাতে
53, পড়াশুোনো করে একটা কিছু একটা কিছু একটা কিছু পাওয়ার আসায়
54, সেই জন্য আরও আরও টিউশনি এক একটা এক একটা বাচ্চার পেছনে তিনটে চারটে করে টিউশনি মাস্টার
55, ইিন চট টিউশনি মাস্টার আছে তো
56, টিউশনি মাস্টার আছে তো আমি আমি একশোবার বলবো যে আমাদেরকে কিন্তু বাংলাটা শিখতে হবে
57, ঠিক আছে বাংলা শিখতে হবে কারণ আমি দেখছিলাম প্রায় প্রায় বাড়িতে ইংলিশ নিয়ে খুব চর্চা করছে কেন দেখ আমরা তো বাঙালি বাংাল বাংলাটাই আগে শিখতে হবে বাংলা আগে ভালো করে বলার বাংলা আগে ভালো করে বলার ধরন রাখতে হবে
58, ভালো করে বলার ধরণ বাংলাটা মানে মানে বাংলাটা আমাদের আমরা জানতো আমরা বাঙালি বাংলাটা আম ভালো করে বলতে হবে ইংলিশটা একটু কমিয়ে দিলেও হবে
59, আমাদের বাঙালিদের তো বারো মাসে তেরো পাবন লেগেই আছে যা হোক না যা হোক একটা কিছু লেগেই আছে
60, তা এই দুর্গাপুজো কালী পুজো তারপরে চলদ মাসে গাজন
61, তারপরে লক্ষ্মী পুজো সরস্বতী পুজো নানারকম পুজো লেগেই আছে তো এখন তো প্রায় বৈশাখ জ্যৈষ্ঠী মাস এখন তো চারিদিকেই শীতলা পুজো হচ্ছেই প্রত্যেক গ্রামে
62, তো আমাদের গ্রামেও ধর্মরাজ ঠাকুরের পুজো হয় ওই ধর্মরাজপুর ঠাকুরের পুজোতে অনেক বাড়িতে সবার বাড়িতেই কুটুম আসে আমাদের বাড়িতেও আসে সবার বাড়িতেই লোকজন আছে হই হাল্লা লেগেই থাকে
63, তো দুপুরের রান্না হয়েই থাকে মাংস হয় ফ্রাইড রাইস হয় তারপরে ফ্রায়েড রাইস মাংস ডাল পোস্তু ভাজা
64, কাপড় দই মিষ্টি নানারকম ইত্যাদি তৈরি হয় আবার রাত্রিতে আছে রাত্রিতে আবার হয় এবার যে মাংস না খাবে মাছ আছে এইভাবেই চলতে থাকে ঠিক
65, তামিলনাড়ুতে লোকেরা আল্পনা দিয়ে মেজে সাজায়
66, হ্যাঁ আমি পাঁচটি তারিখের কথা বলতে পারবো সেইগুলি হল এগারোই জানুয়ারি দু হাজার বাইশ বারোই ফেব্রুয়ারি দু হাজার একুশ দশই জুন দু হাজার কুড়ি আঠেরোই জুলাই দু হাজার আঠেরো পনেরোই আগস্ট দু হাজার পনেরো
67, হ্যাঁ কে বলছেন
68, ও হ্যাঁ বলুন
69, আচ্ছা
70, আচ্ছা
71, হুম
72, হ্যাঁ
73, আচ্ছা
74, দেখুন আগে প্রথমত আপনি এটা বলুন যে এখন যে সমস্ত নর্মাল খাটগুলো হয় সেইেরকম খাট নেবেন নাাকি যেেরকম সেই বক্স সিস্টেম খাট হয় যে মানে একটা সুইচ টিপলে রিমোটের মাধ্যমে
75, নিচে অনেকটা স্পেস থাকবে সেই স্পেসটা খুলে যাবে সেখানে আপনি আপনার আসভাবপত্র বা দরকারি যে সমস্ত জিনিসপত্র অনেক খালি স্পেস থাকবে সেগুলো সেখানে রাখতে পারেন এবার আপনি সেটা আগে বলুন যে কীরকম মডেলের খাট নেবেন
76, দেখুন বক্স সিস্টেম খাটটায় কি বলুন দেখনি ওই যে রিমোট সিস্টেম যেই ক্যালিভগুলো থাকে না ওগুলো লাগাতে হয় আর একটু মডিফিকেশান করতে হয় তো ওর জন্যে ধরে রাখুন আপনার আট দশ হাজার টাকা বেশি পড়বে
77, হ্যাঁ
78, না না
79, হুম
80, দেখুন ওটা আপনি যদি বলেন আমরাও দিয়ে দিতে পারবো বা আপনি যদি বলেন যে না আমি হচ্ছে আপনাকে কারাঠ কিনে দেবো সেটাও করতে পারেন এবার সেটা আপনাদের ওপর ডিপেন্ড করছে
81, হ হ্যাঁ সেগুন সেগুন সেগুনটা সব থেকে ভালো হবে
82, হ্যাঁ
83, আপনি ধরুন না প্রায় পঁয়ষট্টি হাজার টাকার মতো কারঠটাই লেগে যাবে
84, হ্যাঁ হ্যাঁ না কার্ড বদ দিয়েও বাালবাকি যে সমস্ত জিনিস আছে সেগুলোও কিনতে টাইম টাকা লাগবে না সেগুলো না হয় আপনারা টাকা দিয়ে দেবেন আমি আপনাদেরকে হিসাব দিয়ে দেবো সেগুলো নিয়েয় আমরা ম্যানেজ করে নেব
85, হ্যাঁ আশি বিরাশির কাছে তো হয়ে যাবে
86, হ্যাঁ আপনি যদি এটা দেখুন তৈরি করা যদি কিনতেন রেডিমেড ঠিক আছে তাহলে দামটা একটু কম পড়তো কিন্তু এখানে আপনি যখন হাতে তৈরি করাচ্ছেন না
87, সেখানে একটু বেশি পড়বে কারণ দেখুন সে তারা যে মানে রেডিমেড যেটা তৈরি করা আছে সেটাতে যেমন কাঠ সেগুন নাও থাকতে পারে কিন্তু ওটা সেগুন বলে চালিয়ে দেওয়া হচ্ছে কিন্তু এখানে প্রকৃত সেগুন কাঠটাই আপনাকে দেবো
88, আপনি কাল চারটে নাগাদ যদি ফাঁকা থাকেন আসুন আমি থাকবো দোকানে
89, হ্যাঁ হ্যাঁ ঠিক আছে
90, হ্যাঁ হ্যাঁ
91, ঠিক আছে
92, হ্যাঁ সব আমরা করে দেবো
93, না না না না সব ওইটার মধ্যেই
94, হ্যাঁ হ্যাঁ ঠিক আছে
95, হ্যা আপনি দু পাঁচ হাজার টাকা আনবেন না তাহলেই হবে
96, প্রায় এক মাস হ্যাঁ এক মাস তো লাগবেই
97, হ্যাঁ হ্যাঁ হ্যাঁ হ্যাঁ
98, হ্যাঁ হ্যাঁ একদম
99, হ্যাঁ হ্যাঁ হ্যাঁ
100, ঠিক আছে হ্যাঁ ঠিক আছে
101, হ্যাঁ আমি পাঁচটি জেলার নাম বলতে পারবো যেইগুলি আমার মনে আছে সেইগুলি হল পূর্ব মেদিনীপুর পশ্চিম মেদিনীপুর নদীয়া উত্তর চব্বিশ পরগনা আর দক্ষিণ চব্বিশ পরগনা
102, হ্যালো
103, বলছি দাদা গতকালকে আমার একটা বুকিং ছিল হম আহ আমার
104, এখান থেকে আমি এয়ারপোর্ট যাবো আমার যে লোকাটিন আছে দেখুন একটা এয়ারপোর্ট একটা লোকাটিন রয়েছে দ্রপ লোকাটিন হ্যাঁ আমি অর্ডার আহ বুকিং ইদ ও বলে দিচ্ছি আপনাকে ডবল টু ডবল ফোর থ্রি সিক্স তো
105, আপনি একটু বুকিং টা চেক করে নিন দেখুন কাল সকাল ছটায় একটা বুকিং আছে আমি এয়ারপোর্ট যাবো তো আপনি ঠিকঠাক টাইম মতো চলে আসবেন তো
106, এবং আপনাকে বারবার করে বলছি আপনি ঠিক সকাল ছটার ঠিক আগে আপনি চলে আসবেন
107, আপনি যদি সঠিক টাইমে না আসতে পারেন না তাহলে কিন্তু আমার ফ্লাইটটা ক্যান্সেল হয়ে যাবে আমার একটা আর্জেন্ট মিটিংয়ের জন্য আমায় যেতে হচ্ছে
108, তো এই মিটিংটা যদি আমার ক্যান্সেল হয়ে যায় হু তো
109, অনেক বড়ো একটা লস হয়ে যাবে এবং কি বলবো আপনাকে লাইফের অনেক বড়ো একটা ক্ষতি হয়ে যেতে পারে ঠিক তো খুব গুরুত্বপূর্ণ একটা কাজের জন্য যাচ্ছি তো আপনাকে তার জন্য বারবার বলছি আপনাকে দরকার পড়লে রিকোয়েস্ট করেছি আপনি ঠিকঠাক টাইমে কিন্তু চলে আসবেন এবং আপনি লোকেশানে আসার মধ্যেই
110, লোকাটিন এ আসলেই হয়তো আমা আমাকে আপনি দেখতে পেয়ে যাবেন যে আমি বাইরের রাস্তায় দাঁড়িয়ে আছি হুম আর যদি তাও বুঝতে যদি অসুবিধা হয় আপনি অবশ্যই কল করবেন কোনো সংকোচবোধ করবেন না হ্যাঁ এত সকালে উঠেছেন ক নাা হ্যাঁ আপনি কোনো অসুবিধা নেই আপনি ফোন করবেন ওক দাদা রাখলাম
111, পশ্চিমবঙ্গ ঝাড়খন্ড মহারাষ্ট্র উড়িষ্যা বিহার
112, হ্যাঁ আমি ছোটোবেলা থেকেই এমন অনেক কিছু গুরুত্বপূর্ণ পাঠ শিখেছি যেগুলো আমার জীবনে খুবই প্রভাব ফেলে থাকে
113, যেমন আমি আর আমার একজন ছোট্ট বন্ধু ছোটোবেলা থেকেই খুব ভালো রকমের বন্ধু ছিলাম আমরা দুজনে বিভিন্ন সময় খেতাম
114, স্নান করতাম খেলাধুলো করতাম পড়াশোনা এবং সমস্ত রকমের কাজকর্ম প্রায় একসাথেই করতাম আমরা যখন বড়ো হয় স্কুল ও কলেজেও পড়তাম
115, তারপরে আমরা যখন চাকরির জন্য চেষ্টা করি তখন আমি চাকরিটা পেয়ে গিয়েছিলাম
116, কিন্তু তারপর থেকেই আমার বন্ধু আমার সাথে কথা বলা বারণ করে দেয় এবং আমার বন্ধু বর্তমানেও বেকার রয়েছে
117, এর থেকে আমি জীবনে খুবই গুরুত্বপূর্ণ একটা জিনিস শিখেছি কারণ হিংসা করে কোনো কিছু করা যায় না চেষ্টা করতে হয় বন্ধু বন্ধুই থাকে কিন্তু নিজের জায়গায় সচেষ্ট হতে হয় আমার বন্ধু তারপর থেকে আমার সঙ্গে কথা বলতে চায়নি আমি বিভিন্নভাবে তার সঙ্গে কথা বললেও সে আমার সাথে কখনো কথা বল নিি এই জন্য এই গুরুত্বপূর্ণ পার্টটি আমার জীবনে খুবই গভীরভাবে প্রভাব ফেলে থাকে
118, শিক্ষাবর্ষ টোয়েন্টি এইটিন টোয়েন্টি নাইনটিন এ আবেদন আই ডি এইচ ভ টু জিরো টু টু ফাইভ জিরো জিরো থ্রি সিক্স ফাইভ ওয়ান ওয়ান ফাইভ সিক্স ওয়ান জিরো নাইন ফাইভ এবং জন্ম তারিখ টোয়েন্টি থ্রি ফোর টোয়েন্টি নাইনটিন সহ ব্যবহারিকারীর দ্বারা জমা দেওয়া নবীকরণ বৃত্তির আবেদনগুলো তালিকা করুন
119, হ্যাঁ বলছি দাদা একটু গাড়িটা একটু আস্তে করে চালান ঠিকঠাকভাবে চালান কেরমভাবে চালাচ্ছেন আমাদের তো অনেক অসুবিধা হচ্ছে
120, হ্যাঁ সমস্যাটা আমার না সমস্যাটা এখানে সবার হচ্ছে কারণ আপনি যেইভাবে গাড়িটা চালাচ্ছেন
121, আপনি ঠিকঠাক গাড্ডা আছে সেটা মানছেন না আর গাড়ি আপনি খুব স্পিডে চালাচ্ছেন ঠিকঠাক ব্রেক করছেন না আর গাড়িটা আপনি হেলিয়ে দুলিয়ে গাড়ি চলছে আর এখানে অনেক বয়স্ক মানুষ ত আছে তারা তো পড়ে যাবে
122, আপনাকে আমি সেই জন্য বলছি অনেক রাস্তায় অনেক বাচ্চারা আছে স্কুল ছুটি হয়েছে স্কুল ছুটির সময় আপনি এত স্পিডে গাড়ি চালাচ্ছেন
123, আর ভিতরে অনেক বাচ্চারা আছে তাাও তো পড়ে যাওয়ার ভয় আছে একটু সেইদিকটা একটু নজর রাখুন আপনি আপনি তো এতদিন ধরে গাড়ি চালাচ্ছেন একটু ভাবুন জিনিসটা যে কারোর যদি কোনো ক্ষতি হয়ে যায় তখন কী হবে
124, হ্যাঁ আপনি তো কথাটা ঠিক বলেছেন সেই দায়িত্ব তো আমি নেব না এবার যদি আবার যদি কারোর যদি কিছু হয়
125, তখন কে দায়িত্ব নেবে সেই দায়িত্বটা আপনিই নেবেন ধরুন আজকে যদি আমার যদি কিছু হয়ে যায় আমি যদি পড়ে গিয়ে আমার যদি কোনো অসুবিধা হয় বা একটা বয়স্ক মানুষ তার যদি পড়ে গিয়ে কোনো অসুবিধা হয় তখন কে দায়িত্বটা নেবে সেই দায়িত্বটা কি আপনি নেবেন
126, হ্যাঁ অবশ্যই আপনি কথাটা ঠিক বলেছেন কিন্তু আপনি যেভাবে কথাটা বলছেন এটা কিন্তু মানে একবার উপযুক্ত কথা নয়
127, আপনি বাস আসতে চালান আর রোডে তো অনেকই গাড়ি যাচ্ছে যদি গাড়িটা আজকে যদি অ্যাক্সিডেন্ট হয়ে যায় তখন কে হবে তখন তো আপনার জীবনটা যাবে তার সাথে সাথে যে কটা আছে তাদের জীবনও সব যাবে তখন কে দায়ীটা নেবে এটা তো আপনার গভর্নমেন্ট বাস না
128, কে গভর্নমেন্ট দায়িত্ব দেবে এটা তো আপনার প্রাইভেট বাস তাই না দায়িত্বটা তাহলে কে নেবে আপনি বলুন উত্তর দিন আমার কথা
129, ঠিক আছে আমি তাহলে দেখি যদি আমার কোনো অসুবিধা হয় তাহলে কিন্তু দাড়িটা কিন্তু আপনি থাকবেন ঠিক আছে
130, ঠিক আছে আমি ঠিক আছে সবাই আছে এখানে দেখবো আপনার কীরকম অভিজ্ঞতা যদি কোনো হ্যাঁট এইটা ঠিক যাতে ভগবানের কাছে একটাই প্রার্থনা করে যাতে কারের জন্য কোনো অসুবিধা না হয় ঠিক আছে দাদা
131, বলুন
132, হ্যাঁ এটা স্টেশনারি দোকান
133, হ্যাঁ পাওয়া যাবে
134, হ্যাঁ আছে হ্যাঁ এরকম উপহার আছে
135, দাম হবে হাজার বারোশো টাকার কাছাকাছি
136, হ্যাঁ ভালো হবে ওর থেকেও যদি ভালো কিছু নিতে চান তার থেকেও দামি আছে
137, হ্যাঁ আমার কাছে সমস্ত ধরনেরই পাওয়া যায়
138, হ্যাঁ পাওয়া যায়
139, দূরে দূরে আছে মিনিমাম পাঁচ ছ কিলোমিটার দূরে
140, হ্যাঁ আমি পাইকারিতেও দিই
141, হ্যাঁ
142, হ্যাঁ নিয়ে নেবেন আমিও বিক্রি করি পাইগড়িও বিক্রি করি
143, হুম হ্যাঁ ভালো হবে
144, হ্যাঁ ওরকমও আছে
145, হ্যাঁ এরকম তবে আমার কাছে সব ধরনেরই জিনিস আছে
146, আমি থাকি ওই পাঁচটা থেকে থাকি
147, হ্যাঁ খোলে থাকে
148, আচ্ছা ঠিক আছে
149, আমার পিআরএএন নম্বর হল নয় ছয় দুই চার তিন এক পাঁচ ছয় সাত চার তিন তিন আপনি কি ইপিওয়াইএতে আমার বর্তমান পুঁজি যাচাই করতে পারেন
150, এটি অন্তর্ধারণ দিয়ে নিরাময় করা যেতে পারে এবং যে কোনো প্রতিসরণমূলক এন ত্রুটিও সংশোধন করা যেতে পারে
151, হ্যালো
152, হুম
153, ও কোন নম্বর ওয়ার্ডের আমাদের ওয়ার্ডের কি না পাশের ওয়ার্ডের
154, ও আচ্ছা আচ্ছা আচ্ছা
155, বুঝছিলাম হুম হুম হুম হুম হুম বুঝতে পারছি বছি ভালো আছেন তো
156, না শুনুন হ্যাঁ হ্যাঁ বুঝছি আমি বুঝছি কথা শুনে নিি একবার হ্যাঁ কথা ছিল আমাদের আলোচনা সভা সামনের
157, সামনের দশ তারিখ সম্ভবত আমাকে দেখে বলতে হবে একবার ধরুন
158, হ্যাঁ হ্যাঁ দশ তারিখেই হচ্ছে দশ তারিখে আলোচনা সভাটা বসবে আর কি সেখানে আপনারা সকলে চলে আসবেন
159, আর বাজেট সংক্রান্ত বিষয়ে যদি বলতেই হয় তাহলে বলি যে দেখুন বাজেট বেশি চাই এই যে এত জায়গায় এত
160, পজো সময় প্যান্ডেলের সেই এদিকে সেদিকে ওদিকে করে নান রকমের নানা প্রোজেক্ট টোজেক্ট তৈরি হচ্ছে আমাদের এই প্রোজেক্টটা ভাইটাল ব্যাপার যদিও
161, তাদের সঙ্গে তুলনা করলে চলবে না কিন্তু তারই মধ্যে আমি মানুষকে বোঝানোর চেষ্টা করছি যে টাকাটা দিচ্ছেন মানে কিী
162, আপনার আমার টাকাতে তো হচ্ছে না প্রোজেক্টটা সকলে মিলেই হচ্ছে সরকার সহায়তা করছে তাই আমরা প্রোজেক্টটা করতে পারছি
163, আচ্ছা এই প্রোজেক্টটার অর্থ ব্যয়ই হচ্ছে ব্যয়বহুল ব্যাপার কিন্তু আপনারা কি মোটামুট দিচ্ছেন সেটা ওই দশ তারিখে এসেই আলোচনা করা হবে কী বলছেন বলুন
164, হুম হুম ওটা শুনুন এখন তো আমার অতো টাইম নেই আপনাকে এসে পৌঝানোর মতন কিছু মনে করবেন না আনি দশ তারিখে আসুন আমাদের এখানে
165, ওই একই স্থান টাউনলের মাঠ ওইখানেই আমাদের সবাটা অনুষ্ঠিত হবে ওখানে আপনি আসেন কমন আসলে আমার একটা কাজ আছে আর কি ফোনটা রাখতে হবে
166, হুম হুমম ঠিক আছে ঠিক আছে রাখলাম
167, খেলা
168, রাজু সূর্য মনালিশা প্রবীর শ্যামাশিস
169, কয়েক বছর আগের তুলনায় আগের মোবাইল আগে তো কিপ্যাড ফোন আর এখন তো স্ক্রিনটা আছে স্মার্ট ফোন
170, তো কিপার্ড ফোন আর ডেসপার্ড ফোনের মধ্যে পার্থক্য আগে তো যেরকমই মানে সিমে রিচার্জ করা হতো
171, আনলিমিটেড কল হতো না যেটুকুই কল হতো ওটুকুই কাটা মানে টাকা কেটে নেওয়া হতো আর সিমে তো আনলিমিটেডও কলই বলতে কোনো সুযোগ সুবিধা ছিল না শুধু কল যাতায়াত ব্যাস আর এখন স্মার্ট স্মার্ট সিমে
172, মানে স্মার্ট ফোনে সুযোগগুলো কে এসেছে কলও তো করছে আনলিমিটেড কল তুমি করতে পারছো পুরো ইন পুরো ওয়ার্ল্ডের খবর তোমার ফোনে নিতে পারছো
173, তারপরে অনেক কিছু জানতেও পারছো মানে ফোন থেকে যাতে অনেক নলেজও আমাদের মিলে যাচ্ছে মানে আমরা জানতে পারছি অনেক কিছু মানে যেরম অনেক কিছু মানে এক্স্যাম্পেল আমরা বলবো কি মানে কি আছে অ্যামাজন জঙ্গাল
