id,w2v
11,ਭ ਾ ਂ ਜ ੇ   ਤ ੋਂ  ਬ ੱ ਸ   ਦ ੋ   ਚ ਾ ਰ  ਕਿ ਲ ੋ ਮ ੀ ਟਰ  ਤ ੀ   ਹ ੈ ਗਿ ਆ   ਰ ੇ ਲ ਿ ਟ ੇ ਸ਼ ਨ   ਤ ੇ  ਰ ੇ ੜਾ   ਬ ਸ ਟ ੇ ਸ਼ ਨ   ਉਹ ਤ ੋਂ  ਵ ਾ ਕ ਿੰਗ   ਡ ਿ ਸ ਟ ਸ   ੀ   ੈ   ਕਿ   ਜਿੱ ਥ ੋਂ  ਆ ਮ ਜ ਾਂ ਵ ੱਚ ਕੋਈ   ਵ ਿ ਕ ਤ  ਨ ਹੀ ਉਂ   ਦ ੀ   ਤ   ਬ ਾ ਕ ੀ   ਹ ਰ   ਜ ੇ   ਆ ਪ ਇ ੱ ਕ   ਬ ੍ਰੋ ਸ ਰੀ   ਟ ੋ ਰ ਵ ੀ   ਨ ੇ ੜ ਈ   ੈ    ਹ ੋ   ਸ ਾ ਰੇ   ਤ ਰ੍ਹਾਂ  ੇ   ਫ ਸ ਿ ਲ ਟ ੀ  ਦ ਿ ਥ ੇ   ਏ ਰ ੀਆ  ਔ ਰ ਦ ਾਂ   ਦਾ  ੈ  ਸ ਾ ਰ ੀਆਂ  ਫ ਿ ਲ ਟੀ   ਨ ੇ ੜ ੇ  ਏ ਵ ੇ ਲ ੇ ਬ ਲ  ਨ ੇ   ਪ ਣ   
12,ਹ ਜ ੇ   ਹ ਂ ਜ ੇ   ਪ ੂ ਰ ੀ   ਜ ਿ ਨ   ਸ ੁ ਸ ਾ ਇ ਟੀ   ਬ ਣ ੇ   ਈ  ਹੈ  ਉ ਥ ੇ   ਸ ਿ ਕ ਿਯ ਰ ਿ ਟੀ   ਗ ਾ ਰ ਡ   ਲ ੱ ਗ ਾ   ਆ ਪ  ਨ ੇ   ੁ ਸ ਾ ਇ ਟ ੀ   ਵਿ ਭ ਾ   ਹੇ ੜ ਤ   ੀ   ਆ ਮ ਜ ਾ ਣ  ਵਾ ਲ ੇ   ਕੋ ਈ   ਆ ਨ ਲ ੋ ਨ   ਪ ਰ ਸ ਨ   ਨਹੀਂ  ਅੱ   ਸ   ਚ 
13, ਜ ਿ ਨ ਾਂ ਆ ਪ ਣ ਾ  ਰ ਹਿਂ ਡ   ੁ ੰਮ ਦ ਾ   ਜ ਿ ਵ ੇ ਂ  ਜ ਿਹਨ੍ ਹਾਂ ਵੀ  ਰ ਹਿ ੰ ਡ ਟ  ਆ ਪ ਣ ੇ   ਫ ਲ ੈ ਤ ਬ ਾ  ਹੋ ਏ ਗ ਾ   ਸੂ ਵ ੀ  ਹ ਚ  ਕ ੇ   ਉ ਨ ੀ   ਸ ਿ ਕ ਿਯੋ ਰ ਿ ਟ ੀ  ਹੋ ਏ ਗ ੀ   
14, ਇ ਖ   ਆ ਪ ਣੇ   ਯਿੰ ਗ   ਫ ਲ ੋ ਰ ਜ   ਬ ਣ ੇ   ਗ ੇ ਆਂ ਨ ਾ   ਪਿੱ ਖ ੇ   ਜ ਇ ੱ ਕ ਗ ੍ਰ ਾਊ ਡ   ਲ ੋ ੜ   ਤ ੇ   ਕ ਸ ਲ ਾ ਇ   ਹੈ     ਇ ੱ ਕ   ਸ ੈ ਕ ੈਂ ਡ   ਫ ਲੋ ਰ  ਤੇ   ਫ ਸ ਟ  ਫ ਲ ੋ   ਤੇ   ਸ ਾ ਰਿਆਂ  ਦੇ  ਉ ਤੇ   ਬ ਣ ੇ  ਵ   
15, ਰ 
16, 
17, 
18, 
19, 
20, 
21, ਲ ਿ   ਵ ਾ ਕ ੋ ਭ ਾ ਭ ਾ ਰ   ਤ ਾ ਲ ਿ ਆ ਤ ਾ   
22, 
23, 
24, ਜ   ਮ ੈਂ  ਮ ੈ ਂ   ਆ ਕ ੋ   ਚ ੈ ਕ   ਕ ਰ ਕ ੇ   ਬ ਤ ਾ   ਦੇਿੱ ਤੀ  ਹੋ ਂ  ਆ ਪ ਣੇ   ਕ ੱ ਬ ੋ ਰ ਡ ਰ  ਕ ਲ ਾ ਥ ਾ ਈ ਆ   ਪ ਾ ਰ ਟ ਲ   
25, ਗ ੇ ਨ ਗ ੇ   ਰ ੋ ਸ   
26, 
27,ਅ ੰ ਜ ੀ  ਵ ੈ ਮ   ਮ ੈਂ  ਦ ੇ ਖ   ਰ ਹੀ  ਹੂ   ਓ ਹ   ਆ ਪ ਕ ਾ   ਭ ਾ ਰ ਸ ਾ ਲ ਇ ਸ   ਲ ੀ   ਲ ੇ ਟ ਹੋ ਰ ਾਆ   ਕਿਉਂ ਕ ਿ   ਕੁੱ ਝ ਨ ਾ ਂ   ਇ ਸ ਮ ੇ   ਟਿੱ ਕ ਤ  ਆ   ਰਹੀ  ਹ ੈ  
28, ਡ ਿ ਲ ਿ ਵ ਰ   ਹ ੋ ਨ ੇ ਵ ੇ   ਤ ੋ   ੋ   ੇ ਇ ਦ ੋ   ਦ ਿ ਨ   ਲ ੱ ਗ ੇ ਗ ੇ  ਆ ਪ ਕ ੋ   ਡ ਿ ਲੀ ਵ ੇ ਰ   ਕ ਰ ਨ ੇ ਵ ੇ   ਸ ੋ ਰ ੀ   ਫ ੋ ਰ ਲ ੇ ਟ   ਆ ਪ ਕਾ   ਪ ਾ ਸ ਲ ੇ ਟ ਹੋ   ਗਿਆ   ਸ ੋ ਰ ੀ ਸ   ਕ ੇ ਲ ੇ   ਪ ਰ ਮ   ਕ ੋ ਸ਼ ਿ ਸ਼  ਕ ਰ ੇ ਗ ੇ  ਕ ਿ  ਆ   ਕ ੋ  ਹੋ   ਜ ਾ ਏ  ਇੱ ਕ   ਏ ਕ   ਦਿ ਨ   ਨ ੇ  ਇ ੱ ਕ ਦ ੋ   ਦਿ ਨ  ਵ ੇ   
29,   ਮ ੈ ਬ ਸ ਤ   ਆ ਪ ੋ   ਦ ੋ   ਦ ਿ ਨ   ਨੁੱ ਕ   ਜ   ਬ ਸ ਤ ੋ ਂ  ਵ ੋ ਬ ਦ ਿ ਲ ੀ ਵ ਰੀ  ਆ ਪ ਕ ੋ   ਕ ੱ ਲ   ਆ   ਫ ਿ ਰ   ੋ ਕ ੇ  ਅੰ ਦ ਰ ਅੰ ਦ ਰ ਆ ਪ ਕੋ  ਆ ਪ ਕ ਾ ਾ ਰ ਤ   ਦਿੱ ਲ ੀ  ਵ ਰ ਹੋ ਜ ਾ ਇ ਰਾ   
30, ਹ ੰ ਗ ੀਆ   ੰ ਜ ੇ   ਮ ੈ ਂ ਮ ੈ ਮ   ਮ ੈ   ਕ ਰ ੂ ਣ ਗ ੇ   ਅ ਜ ਿ ਲ  ਦ ੀ  ਗ ਰ   ਦੇ ੱ ਤਿ ਓਂ   ਆ ਪ ਕ ੇ  ਰ ਿ ਕ ੁ ੈ ਸ  ਚ   ਡ ਾ ਲ ਦ ੇ ੱ ਤ ਿ ਓ   ਮ ੈ ਂ   ਐ ਪ ਰ  ਔ ਰ   ਹ ਜ ੇ   ਪ ੁ ਰ   
31,ਕ ੋ ਰ ਕੋਂ ਨ ੇ ਕ ੋ ਈ   ਆ ਬ   ਕੋੁ   ਜ ਿੱ ਕ ਧ ਾ  ਰ ੇ   ਸ ੈ ਬ   ਮ ੇ   ਬ   ਕੁ ਝ   ਕੋ ਡ ਰ   ਕ ਰ ਨ ੇ ਂ ਵ ੇ   
32,ਅ ੰ ੀ ਹ ੰ ਜ ੀ   ਬ ਾ ਸ ਤ ਤ ੇ   ਵ ੇ ਟ  ਕ ਰ ੋ   ਇ ੱ   ਕ ੈ ਰ ੋ   ਦ ਨ   ਮ ਸ ਵ ੇ   ਮ ੈ ਨ   ਜ ਲ   ੀ   ਤ ੁ ਜ ਲ   ਦ ੀ   ਪ ਾ ਰ   ਸ ਾ ਲ   ਤ ਾ ਡ ਾ   ਕ ਰ ਵ ਾ ਨ ੀ ਆ   ਡ ਿ ਲ ੀ ਵ ਰ   
33, ਣ ਕ ੇ ੋ   ਡ ਾਊ ਨ   ਕ ੋ  ਰ ਹੇ   ਵ ੋ   ਕ ੇ ਡ ਾਊ ਨ   ਟ ੋ ਵ ਾ ਰ ੇ   ਮ ੈ ਜ ਲ  ਦ ੀ   ਤ ਜ ਲ   ਦੀ   ਕ ਰ ਵ ਾ  ਰ ਹੀ  ਹਏੈ  
34, ਡ ੇ   ਡ   ਊ ਿਊ     ਤ ੈਂ ਕ ਊ   ਫ ੋ   ੋ   
35, ਅ ਸ ੀ   ਪ ੜ ਪ ਰਿ ਵ ਾ ਰ   ਦ ੇ   ਸ ਮ ੀ ਤ   ਇੱ ਕ   ਟ ੂ ਰ   ਤ ੇ   ਗ ਏ   ਜ ਿੱ ਥ ੇ   ਗ ੀ   ਜ ੀ ਮ ੀ   ਗ ੀ   ਜ ੰ ਮ ੂ   ਕ ਸ਼ ਮ ੀ ਰ  ਹੋ  ਉ ਤ ਰ ਾ ਖ ੰ ਡ  ਹ ਗ ਆ   ਹਿ ਮ ਾ ਂ ਚ ਲ ੋ ਵ ਿ ਆ   ਇ ਥ ੋ   ਦ ੀ   ੈ  ਜ ੋ   ਕ ਿ   ਸ ੁੰ ਦ ਰ  ਸ ੁੰ ਦ ਰ   ਪ ਹ ਾ ੜ ੀ ਆਂ  ਜ ੇ ਖ ਣ   ਵ ਲ ੀ ਆਂ  ਨ ਾ ੇ ਚ ਾ ਰੇ   ਵ ਾ ਸ ੇ   ਹ ਰ ਿ ਆ ਈ   ਸ ੀ   ਤੇ   ਠ ੰ ਡ ਾ   ਮ ੌ ਸ ਨ   ਸ ੀ   
36, ਤ ੇ   ਇ ਸ   ਠ ੰ ਡ ੇ   ਮ ੌ ਜ ਾ ਂ   ਵਿ ੱ ਚ   ਸ ਨ ੂ   ਮ ਨ   ਨ ੂੰ   ਸ ਕ ੋ ਨ   ਮ ਿ ਲ ਿਆ   ਅ ਤੇ  ਅ ਸ ੀ   ਬ ਹੁ ਸ   ਸ ੁ ਣ ੀ   ਸ ਣ ੀ   ਭ ਟ ਮ ਾ ਕ ਕ ੀ ਤ ੀ ਆਂ  ਇ   ਸ ਾ ਨ ੂ ੰ   ਬ ਹੁ ਤ  ਅੱ ਛ ਾ   ਵ ਿ   ਦ ੇ ਖ ਣ   ਨ ੂ ੰ   ਮ ਿ ਲ ਿ ਆ   ਸ ਾ ਡ ੇ   ਮ ੰ ਨ   ਨ ੂੰ   ਸ ਕ ੋ   ਮ ਿ ਲ ਿ ਆ   ਤ ੇ   ਫ ੈ ਮ ਲ ੇ   ਦ ੇ   ਨ ਾ ਲ   
37, ਕ ੁ ਮ ੇ ਂ   ਫ ੇ ਰ ੇ   ਇ ੰ ਜ ਵ ਾ ਏ   ਗ ਈ ਤ ਾ   ਸ ਾ ਡ ਾ   ਸ ਫ ਾ ਰ   ਬ ਹੁ ਤ   ਵ ਧ ੀ ਆ   ਰ ਿ ਆ   ਸ ੈ ਸ ਭ ੱ ਟ ਾ ਕ ਰ   ਨ ਾ   ਦ ਾ   ਸ ਾ ਡ ਏ   ਮ ਨ ਨ   ਸ ਚ ੋ ਣ   ਮ ਿ ਲ ਿਆ   
38, ਅ ਸ ੇ   ਬ ਹੁ ਤ ੀ   ਕ ੁ ਝ ਡ ੇ ਖ ਿ ਆ ਂ  ਉ ੱ ਚ ੀ ਆ ਂ  ਝ ੀ ਆ ਂ  ਪ ਹ ਾ ੜ ੀ ਆਂ  ਬਹੁ ਤ   ਸ ੁੰ ਦ ਰ  
39, ਚ ੈ ਰ   ਸ ੀ   ਚ ਮ ਾ ਚ ੋ   ਜ ੰ ਮ ੂ   ਕ ਸ਼ ਿ ਨ ੇ ਰ   ਜ ਿ ਸ਼ ਨ ੋ   ਲ ੋ ਕ   ਠ ੰ ਡ ਾ   ਸ ਵ ਰ ਗ   
40, ਕ ਿ ਂ ਦ ਿ ਆ ਨ   ਤ ੇ   ਥ ੋ ਰ   ੇ   ਸ ੁੰ ਦ ਰ   ਸ ੁੰ ਦ ਰ   ਪ ਹ ਾ ੜ   ਜ ੋ ਕ ਿਯੂ ੀ ਆ ਂ  ਅ ਵ ਾ ਦ ੀ ਆ ਂ   ਹ ੰ ਨ   ਥ ੋ   ਦ ੇ   ਲ ੋ ਕ ਾਂ   ਦ ਾ   ਸ ਭ ਾ ਵ ੀ   ਬ ਹੁ ਤ   ਚ ੰ ਡ ਾ   ਰ ਹਿ ਆ   
41, ਤ ੇ ਥ ੋ ਦ ੇ   ਬ ੋ ਲ ਜ ਾ ਵ ੀ   ਵ ਧ ੀ ਆ   ਰ ਈ   ਤ ੇ   ਸ ਾ ਡੇ   ਪ ਰਿ ਵ ਾ ਰ   ਨ ੂੰ  ਵ ੀ   ਬ ਹੁ ਤ   ਚ ੰ ਗ ਾ  ਲ ੱ ਗ ਿਆ   ਸ ਨ ੋ   ਏ ਹੇ ਸ ੈ ਰ   ਸ ਪ ੱ ਟ   ਲ ਈ   ਵ ਧ ੀ ਆ   ਜ ਗ ਾ   ਲ ੱ ਗ ੀ   
42, 
43, ਮ ਰ ੇ  ਇ ੱ ਕ  ਮ ਿੱ ਤ  ਰ ਹ ੇ ਗ ਾ   ਜਿ ਦ ਾ ਨ ਾ   ਸ਼ ਵ ਜ ੂ ਤ  ਹ ੈ  ਹ ਖ ੇ ਡ ਣ  ਨੂੰ  ਆ ਪ ਣਾ   ਕ ਰ ੀ ਰ  ਸ ਮ ਝ ਿ ਦਾ ਹੈ  ਉ ਹ   ਚ ੋ ਦ ਾ  ਹੈ   ਵ ੀ   ਇ ਹ ਦ ੇ  ਵਿ ੱ ਚ  ਆ ਪ ਣਾ   ਕ ੇ ਰੀ ਅ ਰ   ਬ ਣ ਾ ਵ ਆਾ ਂ  
44, ਉ ਹ   ਕ੍ਰਿ ਕ ਟ  ਖ ੇ ਲ ਿ ਣ ਾ   ਪ੍ਰ ਸ ੰ ਦ   ਕ ਰ ਦਿ  ੈ  ਤ ੇ   ਹ   ਪ ੜ ਾ ਈ  ਵ ਿੱ ਚ ਇ ਨ ਨ ਾ   ਚ ੰ ਗ ਾ  ਨਹੀਂ  ਸ ੀ ਗ ਾ   ਪ ਰ   ਉ ਹ   ਖ ੇ ਡ ਣ  ਵ ਿੱ ਚ   ਹ ਮ ੇ ਸ਼ ਾ ਅੱ ਗ ੇ  ਰ ਹਿੰ ਦ ਾ  ਸ ੀ   ਗ ਰ ਮ ੀਆ ਂ ਦ ੇਆ ਂ  ਸ ਾ ਰੇ   ਛ ੁੱ ਟ ੀ ਆਂ  ਵ ਿੱ ਚ  ਉਹ   ਕ ਰ ਦਿ ਆ ਂ  ਤੋ ਂ   ਡ ਾ ਟ ਾ   ਸ ੁ ਣ ਦਿਾ  ਸ ੀ   ਪ ਰ   ਦੁ ਪ ਹਿ ਰ ਨੂ ੰ ਉ ਹ   ਬ ੱ ਲ ਾ   ਚ ੁੱ ਕੇ   ਵ ਿ ਧ ਾ ਨ  ਵਿ ੱ ਚ  ਚ ੱ ਲ ੇ  ਜਾਂ ਦ ਾ   ਸ ੀ   
45, ਤ ੇ   ਈਹ  ਵ ੀ  ਗ ੱਲ   ਸ ੱ ਚ  ਹੇ  ਗ ੀ   ਕ ਿ   ਵੋ ਈ   ਸ ਕ ੂ ਲ   ਦੇ   ਵਿ ਦਿਆ ਰ ਥ ੀ   ਇ ਸ   ਖ ੇ ਡ  ਵ ਿ ੱ ਚ   ਵ ੱ ਡ   ਚ ੱ ਡ   ਕੇ  ਹਿ ੱ ਸ ਾ  ਲਿਆ ਂ ਨ ੇ ਆ ਣ   
46,ਤ ੇ   ਚ ਾ ਹ ੇ   ਪ ੀ ਟ ੀ   ਕ ਲ ਾ ਸ   ਹੋ ਏ   ਜ ਿ ਚ ਾ  ਹ ੇ   ਖ ਾ ਲ ੀ   ਪ ੀ ਰ ਡ  ਹੋ ਏ   ਤ ੋ   ਬ ੱ ਚ ੇ   ਖ ੇ ਡ ਣ   ਨੇ   ਮਿ ਦ ਾ ਨ ਨ ੰ ਵ ੱ ਲ ੋ   ਭ ੰ ਝ ੇ  ਜ ਾਂ ਦ ਿ ਆਂ  
47, ਤ ੇ   ਸ ਕ ੂ ਲ   ਵ ੀ   ਇ ਹਨ ਾਂ ਨੂੰ  ਵ ਧ ਾ ਵ ਾ  ਦ ਿੰ ਨ ਾ  ੈ  ਜ ਿ ਵ ੇ  ਆ ਪ ਣ ਾ   ਖ ੇ ਡ   ਦਿ ਵ ਸ ਤ ੇ   
48, ਬ ਾ ਲ ੀ   ਸ ਾ ਰ ੀ   ਖ ੇ ਡ ਾਂ ਦ ੀ   ੋ ਜ ਨ   ਕੀ ਤੀ   ਜ ਾ ਂ ਦੀ ਆਂ  ਜ ਿ ਵ ੇ   ਕ ੀ   ਕੁ ਸ਼ ਟ ੀ   ਹੋ ਵ ੀ   ਦ ੋ ਵ ੋ ਡ   ਚ ੋ ਪੁ ਟ   ਪ ੋ ਰ ਵ ੀ   ਬ ਤ ੇ ਰ ੇ  ਇ ਜ ਾ  ਰ ਹਿਆਂ  ਗ ਈ ਆਂ  
49, ਤ ੇ   ਬ ੱ ਚ ੇ  ਨ ੂੰ   ਬ ੱ ਚ ੇ  ਦੇ   ਮ ਨ ੋ ਬ ਲ ਨ ੋ ੰ  ਬ ੜ ਾ ਵਾ   ਦੇ ੰ ਦ ੇ   ਸ ਾ ਰੇ   ਖ ੇ ਡ ਣ   ਦੀ   ਚ ੀ ਜ ਾਂ  
50, ਪ ੇ ਰ ਾਂ  ਫ ਰ ਵ ਰ ੀ   ਦ ੋ  ਹ ਜ ਾ ਰ  ਸ ੱ ਤ   ਸ ਤ ਾ ਰ ਾਂ ਅ ਗ ਸ ਤ   ਉ ੱ ਨ ੀ  ਸ ੌ   ਪ ਛ ੱ ਤ ਰ  ਇ ੱ ਕ   ਜ ੁ ਲ ਾ ਈ   ਉ ੱ ਨੀ   ਸ ੌ   ਸ ਤ ੱ ਤ ਰ   ਪ ੰ ਜ   ਨ ਵ ੰ ਬ ਰ  ਦੋ  ਹ ਜ ਾ ਰ   ਤ ਿੰ ਨ   ਅ ੱ ਠ   ਸ ਤ ੰ ਬ ਰ   ਦੋ  ਹ ਜ ਾ ਰ   ਦ ੋ   
51, ਮ ੈ ਂ  ਆ ਪ ਣੀ ਆ ਂ  ਚ ਿ ਜ ਾਂ  ਦ ੇ   ਸ ੂ ਚ ੀ  ਵ ਿੱ ਚ ੋਂ  ਪ ਰ ੋ   ਨ ੇ ਚ ਰ  ਸ ੌ ਂ   ਸ ਣੋਂ  ਹ ਟ ਾ ਉ ਣ ਾ   ਚ ਾਹਉਂੰ ਦ ਾ  ਹ ਾਂ  
52, ਬ ੈਂ ਕ   ਨੂੰ ਲ ੈ   ਕ ੇ   ਮ ੇ ੇ ਕੁ ਝ   ਅ ਨ ਾ ਮ ਾ ੜ ੇ  ਅ ਨੁ ਾ   ਹ ਾ ਨ ਕ   ਇ ਕ  ਵ ਰ   ਆ ਬ ੈਂ ਕ   ਦ ਿ ਚ   ਅ ੱ ਜ   ਕ ਲ   ਸ ਾ ਰ ਾ   ਕੁ ਸ਼   ਆ ਲ ੈ ਨ  ਵ ੀ   ਹ ੋ   ਗ ਿ ਆ  ਹ ਵ ੈ ਸ ਤ ਾ ਂ   ਪ ਰ ਜ ਦ ੋ ਂ    ਕ ੋ ਈ   ਵੀ   ਾ ੋ   ਪ ੈ ਸ ੇ  ਕ ਡ ਵ ਾ   ੇ ਲ ਿਆ ਉ ਣ  ਹੁੰ ਦ ਿਆ   ਿ ਾ ਪ ਜ ਵ ਾ ਂ ਕ ਰ ਵ ਾ ਬ ਕ ਾ ਣ   ਬ ਤ ਪ ਾ ਂ  ਨੂੰ  ਬ ੈਂ  ਵ ਜ ਾਿ ਰ ਾ   ਨ ੌ ਰ ਮ ਲੀ   ਜ ਾ ਣ ਾ  ਹੀ   ਪ ੈਂ ਦਾ ੈ  
53, ਤ ਾ ਂ  ਮ ੈਂ   ਓ ਥ ੇ   ਇ ਕ   ਚ ੀ ਜ   ਵ ੇ ਖ ੀ ਕ ੇ   ਬ ਹੁ ਤ   ਲ ੋ ਕ ਾ ਸ ੀ   ਜ ੇ ੜ ੇ  ਉ ਨ ਨ ਾ   ਕ ਤ ਾ ਰ ਾਂ  ਵ ਿੱ ਚ   ਲ ਾ ਇਆ  ਹੋ ਏ   ਸ ੀ   ਤੇ   ਕੁ ਸ਼   ਜ ੇ ੜ ੇ   ਮੁੱ ਡ ੇ   ਜ ੇ ੜ ੇ ਪ   ਕ ੈ  ਸ  ਦ ੇ   ਵੇ   ਮੁੱ ਡ ੇ   ਬ ਜ ੂ ਰ ਗ ਲ ੋ   ਕ ਿ ਸ ਾ ਨ ਾ ਨ ਾ   ਉ ਹ ਵ ੀ  ਕ ਤ ਾ ਰ ਾ ਂ  ਦੇ   ਵਿ ੱ ਚ   ਲ ੱੰ ਬ ੇਆ   ਲ ੰ ਬ ੇ   ਕ ਤ ਾ ਰਾ ਂ  ਦੇ  ਵ ਿ ਚ   ਲ ੱ ਗ ੀ  ਹੋ ਏ   ਸ ਨ   
54, ਧ ਾ   ਪਹਿ ਲ ਾ   ਦ ਾ   ਮ ੈ ਨ ੂ ਚ ੰ ਗ ੀ ਵ ੀ   ਲ ੱ ਗ ੀ ਜ ੋ ਂ ਗ ਕ ੀ   ਆ ਿ ਚ ੋ ਰ ਗ ਾ ਵ ਾ ਸ   ਤ ੇ   ਲ ਾ ਗ ਤ ੋਂ   ਇ 
55, ਕ ੋ ਈ   ਨ ਾ   ਕੋ ਈ   ਤ ਾ ਂ   ਉ ਪ ੁ ਸ ਨ ਾ   ਪ ੁ ਸ ਤ ਾ   ਹ ੋ ਣ ਾ ੀ   ਚ ਾਹੀ ਦ ਾ ਂ ਮ ਲ   ਬੋ ਨ ਾਂ ਦੇ   ਬ ੈ ਠ ਾਂ   ਲ ੀ   ਯ ਾ ਂ  ਫ ਿ ਰ ੋਓਉ ਨ ਾਂ  ਨੂੰ  ਲ ੰ ਬਿਆ ਕ ਦ ਾ ਰ ਾਂ  ਨ ਹੀ ਂ  ਨ ਹੀਂ  ਲ ਾਉ ਣਾ   ਚਾਹੀ ਦ ਾਂ ਨੂੰ ਨੂੰ  
56, ਪ ਹਿ ਲ ਾ   ਪ੍ ੈ ਫ ਰ ੈ ਂ ਸ   ਜ ਾ ਦ ਾ   ਉ ਣ ਜ ਾ ਦੀ ਆਂ   ਹ ੋ ਰ ਾ ਂ  ਦੇ   ਮ ੁ ਕ ਾ ਬ ਲ ੇ   ਤ ੇ   ਦੂ ਜ ਰਾ  ਓ ਪ ੇ ਰ ਕ   ਬ ਹੁ ਤ ਜ ਾ ਦ ੇ   ਕ ਰ ਾ ਂ ਦ ੇ ਆ   ਪ ਹਿ ਲ ੇ  ਾਊਂ   ਪ੍ਰ ਦੂ ਦੂ ਜ ਰੇ   ਕ ਾਊਂ ਟਰ   ਤ ੱ ਕ   ਦ ੂ ਜ ਰ ੇ  ਦ ੂ ਪ ੀਂ   ਜ ਰ ੇ   ਤ ੱ ਕ   
