id,conf
29, ਹਾਂਜੀ ਮੈਮ ਬਸ ਆਪ ਇੱਕ ਦੋ ਦਿਨ ਰੁੱਕ ਜਾਏ ਬਸ ਵੋ ਬਸ ਡਿਲੀਵਰੀ ਆਪ ਕੋ ਕੱਲ੍ਹ ਜਾਂ ਫਿਰ ਪਰਸ ਪਰਸੋਂ ਕਿ ਅੰਦਰ ਅੰਦਰ ਆਪ ਕੋ ਆਪਕਾ ਪਾਰਸਲ ਡਿਲੀਵਰ ਹੋ ਜਾਏਗਾ
30, ਹਾਂਜੀ ਹਾਂਜੀ ਮੈਮ ਮੈਮ ਮੈਂ ਕਰੂੰਗੀ ਅ ਜਲਦੀ ਕਰ ਦੇਤੀ ਹੋ ਆਪ ਕੀ ਰਿਕੁਐਸਟ ਡਾਲ ਦੇਤੀ ਹੋ ਮੈਂ ਐਪ ਪਰ ਔਰ ਹਾਂਜੀ ਔਰ
31, ਹੋਰ ਤਾਂ ਨਹੀਂ ਕੋਈ ਆਪ ਕੋ ਦਿੱਕਤ ਆ ਰਹੀ ਇਸ ਐਪ ਮ ਜਾਂ ਕੁਛ ਔਡਰ ਕਰਨੇ ਮੇ
32, ਹਾਂਜੀ ਹਾਂਜੀ ਬਸ ਤੁਸੀਂ ਵੇਟ ਕਰੋ ਇੱਕ ਜਾਂ ਦੋ ਦਿਨ ਬਸ ਫਿਰ ਮੈਂ ਜਲਦੀ ਤੋਂ ਜਲਦੀ ਪਾਰਸਲ ਤੁਹਾਡਾ ਕਰਵਾਉਦੀ ਹਾਂ ਡਿਲੀਵਰ
33, ਹਾਂਜੀ ਯੂ ਡੋਂਟ ਟੂ ਵਰੀ ਬ ਹਾਂਜੀ ਯੂ ਡੋਂਟ ਟੂ ਵਰੀ ਮੈਂ ਜਲਦੀ ਤੋਂ ਜਲਦੀ ਕਰਢਵਾ ਦਿੰਦੀ ਹਾਂ
34, ਹਾਂਜੀ ਹਾਂਜੀ ਓਕੇ ਭਾਏ ਥੈਂਕ ਯੂ ਫੋਰ ਕੋਲ
35, ਅਸੀਂ ਆਪਣੇ ਪਰਿਵਾਰ ਦੇ ਸਮੇਤ ਇੱਕ ਟੂਰ ਤੇ ਗਏ ਜਿੱਥੇ ਕਿ ਜਿਵੇਂ ਕਿ ਜੰਮੂ ਕਸ਼ਮੀਰ ਹੋ ਗਿਆ ਉੱਤਰਾਖੰਡ ਹੋ ਗਿਆ ਹਿਮਾਚਲ ਹੋ ਗਿਆ ਇੱਥੋਂ ਦੀਆਂ ਜੋ ਕਿ ਸੁੰਦਰ ਸੁੰਦਰ ਪਹਾੜੀਆਂ ਦੇਖਣ ਨੂੰ ਮਿਲੀਆਂ ਨਾਲੇ ਚਾਰੇ ਪਾਸੇ ਹਰਿਆਲੀ ਸੀ ਅਤੇ ਠੰਡਾ ਮੌਸਮ ਸੀ
36, ਅਤੇ ਇਸ ਠੰਡੇ ਮੌਸਮ ਵਿੱਚ ਸਾਨੂੰ ਮਨ ਨੂੰ ਸਕੂਨ ਮਿਲਿਆ ਅਤੇ ਅਸੀਂ ਬਹੁਤ ਸ ਸੋਹਣੀਆਂ ਸੋਹਣੀਆਂ ਫੋਟੋਆਂ ਕਲਿੱਿਕ ਕੀਤੀਆਂ ਇਸ ਨਾਲ ਸਾਨੂੰ ਬਹੁਤ ਅੱਛਾ ਵਿਊ ਦੇਖਣ ਨੂੰ ਮਿਲਿਆ ਸਾਡੇ ਮਨ ਨੂੰ ਸਕੂਨ ਮਿਲਿਆ ਅਤੇ ਫੈਮਿਲੀ ਦੇ ਨਾਲ
37, ਘੁੰਮੇ ਫਿਰੇ ਇੰਜੋਆਏ ਕੀਤਾ ਸਾਡਾ ਸਫ਼ਰ ਬਹੁਤ ਵਧੀਆ ਰਿਹਾ ਸੈਿਰ ਸਪਾਟਾ ਕਰਨ ਨਾਲ ਤਾਂ ਸਾਡੇ ਮਨ ਨੂੰ ਸਕੂਨ ਮਿਲਿਆ
38, ਅਸੀਂ ਬਹੁਤ ਹੀ ਕੁਝ ਦੇਖਿਆ ਉੱਚੀਆਂ ਉੱਚੀਆਂ ਪਹਾੜੀਆਂ ਬਹੁਤ ਸੁੰਦਰ
39, ਸ਼ਹਿਰ ਸੀ ਹਿਮਾਚਲ ਜੰਮੂ ਕਸ਼ਮੀਰ ਜਿਸ ਨੂੰ ਲੋਕ ਠੰਡਾ ਸਵਰਗ
40, ਕਹਿੰਦੇ ਹਨ ਅਤੇ ਇੱਥੋਂ ਦੇ ਸੁੰਦਰ ਸੁੰਦਰ ਪਹਾੜ ਜੋ ਕਿ ਉੱਚੀਆਂ ਆਬਾਦੀਆਂ ਹਨ ਇੱਥੋਂ ਦੇ ਲੋਕਾਂ ਦਾ ਸੁਭਾਵ ਵੀ ਬਹੁਤ ਚੰਗਾ ਰਿਹਾ
41, ਅਤੇ ਇੱਥੋਂ ਦੀ ਬੋਲ ਚਾਲ ਵੀ ਵਧੀਆ ਰਹੀ ਅਤੇ ਸਾਡੇ ਪਰਿਵਾਰ ਨੂੰ ਵੀ ਬਹੁਤ ਚੰਗਾ ਲੱਗਿਆ ਸਾਨੂੰ ਇਹ ਸੈਰ ਸਪਾਟੇ ਲਈ ਵਧੀਆ ਜਗ੍ਹਾ ਲੱਗੀ
42, ਪਿੱਛੇ
43, ਮੇਰਾ ਇੱਕ ਮਿੱਤਰ ਹੈਗਾ ਜਿਹਦਾ ਨਾਂ ਸ਼ਿਵਜੋਤ ਹੈ ਉਹ ਉਹ ਖੇਡਣ ਨੂੰ ਆਪਣਾ ਕੈਰੀਅਰ ਸਮਝਦਾ ਹੈ ਉਹ ਚਾਹੁੰਦਾ ਹੈ ਵੀ ਇਹਦੇ ਵਿੱਚ ਆਪਣਾ ਕਰੀਅਰ ਬਣਾਵ
44, ਉਹ ਕ੍ਰਿਕਟ ਖੇਲਣਾ ਪਸੰਦ ਕਰਦਾ ਹੈ ਅਤੇ ਉਹ ਪੜ੍ਹਾਈ ਵਿੱਚ ਇੰਨਾ ਚੰਗਾ ਨਹੀਂ ਸੀਗਾ ਪਰ ਉਹ ਖੇਡਣ ਵਿੱਚ ਹਮੇਸ਼ਾ ਅੱਗੇ ਰਹਿੰਦਾ ਸੀ ਗਰਮੀਆਂ ਦੀਆਂ ਸਾਰੇ ਛੁੱਟੀਆਂ ਵਿੱਚ ਉਹ ਘਰਦਿਆਂ ਤੋਂ ਡਾਟਾ ਸੁਣਦਾ ਸੀ ਪਰ ਦੁਪਹਿਰ ਨੂੰ ਉਹ ਬੱਲਾ ਚੁੱਕ ਕੇ ਬਿਤਾਾਨ ਵਿੱਚ ਚਲਾ ਜਾਂਦਾ ਸੀ
45, ਅਤੇ ਇਹ ਵੀ ਗੱਲ ਸੱਚ ਹੈਗੀ ਆ ਕਿ ਬਈ ਸਕੂਲ ਦੇ ਵਿਦਿਆਰਥੀ ਇਸ ਖੇਡ ਵਿੱਚ ਵੱਡ ਝੱਡ ਕੇ ਹਿੱਸਾ ਲੈਂਦੇ ਹਨ
46, ਅਤੇ ਚਾਹੇ ਪੀ ਟੀ ਕਲਾਸ ਹੋਵੇ ਜਾਂ ਚਾਹੇ ਖਾਲੀ ਪੀਰੀਅਡ ਹੋਵੇ ਤਾਂ ਬੱਚੇ ਖੇਡਣ ਲਈ ਮੈਦਾਨ ਵੱਲ ਭੱਜ ਜਾਂਦੇ ਆ
47, ਅਤੇ ਸਕੂਲ ਵੀ ਇਹਨਾਂ ਨੂੰ ਵਧਾਵਾ ਦਿੰਦਾ ਏ ਜਿਵੇਂ ਆਪਣਾ ਖੇਡ ਦਿਵਸ ਤੇ
48, ਵਾਲੀ ਸਾਰੀ ਖੇਡਾਂ ਦੀ ਆਯੋਜਨ ਕੀਤੀ ਜਾਂਦੀ ਆ ਜਿਵੇਂ ਕਿ ਕੁਸ਼ਤੀ ਹੋ ਗਈ ਦੌੜ ਸ਼ੋਟ ਪੁੱਟ  ਹੋਰ ਵੀ ਬਤੇਰੇ ਸਾਰੇ ਹੈਗੇ ਆ
49, ਅਤੇ ਬੱਚੇ ਨੂੰ ਬੱਚੇ ਦੇ ਮਨੋਬਲ ਨੂੰ ਬੜ੍ਹਾਵਾ ਦਿੰਦੇ ਹੈ ਇਹ ਸਾਰੇ ਖੇਡਣ ਦੀ ਚੀਜ਼ਾਂ
50, ਤੇਰ੍ਹਾਂ ਫਰਵਰੀ ਦੋ ਹਜ਼ਾਰ ਸੱਤ ਸਤਾਰ੍ਹਾਂ ਅਗਸਤ ਉੱਨੀ ਸੌ ਪੰਝੱਤਰ ਇੱਕ ਜੁਲਾਈ ਉੱਨੀ ਸੌ ਸਤੱਤਰ ਪੰਜ ਨਵੰਬਰ ਦੋ ਹਜ਼ਾਰ ਤਿੰਨ ਅੱਠ ਸਤੰਬਰ ਦੋ ਹਜ਼ਾਰ ਦੋ
51, ਮੈਂ ਆਪਣੀਆਂ ਚੀਜ਼ਾਂ ਦੀ ਸੂਚੀ ਵਿੱਚੋਂ ਪ੍ਰੋ ਨੇਚਰ ਸੌਂਫ ਨੂੰ ਹਟਾਉਣਾ ਚਾਹੁੰਦਾ ਹਾਂ
52, ਬੈਂਕ ਨੂੰ ਲੈ ਕੇ ਮੇਰੇ ਕੁਛ ਅਨੁਵਾਦ ਮਾੜੇ ਅਨੁਵਾਦ ਉਹ ਇਹ ਹਨ ਕਿ ਜ ਇੱਕ ਵਾਰ ਮੈਨੂੰ ਕਿ ਆਪਾਂ ਬੈਂਕ ਦੇ ਵਿੱਚ ਅੱਜ ਕੱਲ੍ਹ ਸਾਰਾ ਕੁਛ ਔਨਲਾਈਨ ਵੀ ਹੋ ਗਿਆ ਵੈਸੇ ਤਾਂ ਪਰ ਜਦੋਂ ਆਪਾਂ ਕੋਈ ਵੀ ਜਾਂ ਕੋਈ ਪੈਸੇ ਕਢਵਾ ਕੇ ਲਿਆਉਣੇ ਹੁੰਦੇ ਆ ਜਾਂ ਫਿਰ ਆਪਾਂ ਜਮ੍ਹਾਂ ਕਰਵਾ ਕੇ ਆਉਣੇ ਪੈਂਦੇ ਤਾਂ ਆਪਾਂ ਨੂੰ ਬੈਂਕ ਵਗੈਰਾ ਨੋਰਮਲੀ ਜਾਣਾ ਹੀ ਪੈਂਦਾ
53, ਤਾਂ ਮੈਂ ਉੱਥੇ ਇੱਕ ਚੀਜ਼ ਵੇਖੀ ਕਿ ਜੇ ਬਹੁਤ ਲੋਕ ਸੀ ਜਿਹੜੇ ਉਹਨਾਂੂੰ ਨੂੰ ਨਾ ਕਤਾਰਾਂ ਵਿੱਚ ਲਾਇਆ ਹੋਇਆ ਸੀ ਅਤੇ ਕੁਝ ਜਿਹੜੇ ਬੁੱਢੇ ਜਿਹੜੇ ਆਪਾਂ ਕਹਿ ਸਕਦੇਾਂ ਕਿ ਬੁੱਢੇ ਬਜ਼ੁਰਗ ਲੋਕ ਸਨ ਹੈ ਨਾ ਉਹ ਵੀ ਕਤਾਰਾਂ ਦੇ ਵਿੱਚ ਲੰਬੀਆਂ ਲੰਬੀਆਂ ਕਤਾਰਾਂ ਦੇ ਵਿੱਚ ਲੱਗੇ ਹੋਏ ਸਨ
54, ਤਾਂ ਪਹਿਲਾਂ ਤਾਂ ਮੈਨੂੰ ਉਹ ਚੀਜ਼ ਚੰਗੀ ਨਹੀਂ ਲੱਗੀ ਕਿਉਂਕਿ ਬਜ਼ੁਰਗਾਂ ਵਾਸਤੇ ਅਲੱਗ ਤੋਂ ਇੱਕ
55, ਕੋਈ ਨਾ ਕੋਈ ਤਾਂ ਕੁਛ ਨਾ ਕੁਛ ਤਾਂ ਹੋਣਾ ਹੀ ਚਾਹੀਦਾ ਮਤਲਬ ਉਹਨਾਂ ਦੇ ਬੈਠਣ ਲਈ ਜਾਂ ਫਿਰ ਉਹਨਾਂ ਨੂੰ ਲੰਬੀਆਂ ਕਤਾਰਾਂ ਨਹੀਂ ਨਹੀਂ ਲਾਉਣਾ ਚਾਹੀਦਾ ਉਹਨਾਂ ਨੂੰ
56, ਪਹਿਲ ਪ੍ਰੈਫਰੈਂਸ ਜ਼ਿਆਦਾ ਹੋਣੀ ਚਾਹੀਦੀ ਆ ਹੋਰਾਂ ਦੇ ਮੁਕਾਬਲੇ ਅਤੇ ਦੂਸਰਾ ਉਹ ਪੇਪਰ ਵਰਕ ਬਹੁਤ ਜ਼ਿਆਦਾ ਕਰਾਉਂਦੇ ਆ ਪਹਿਲੇ ਕਾਊਂਟਰ ਤੋਂ ਦੂਸਰੇ ਕਾਊਂਟਰ ਤੱਕ ਦੂਸਰੇ ਤੋਂ ਤੀਸਰੇ ਤੱਕ
57, ਤਾਂ ਇੱਧ ਤੋਂ ਬਹੁ ਅੱਧ ਤੋਂ ਜ਼ਿਆਦਾ ਸਮਾਂ ਤਾਂ ਪੇਪਰ ਵਰਕ ਕੰਪਲੀਟ ਕਰਨ ਚ ਹੀ ਟੱਪ ਜਾਂਦਾ
58, ਦੂਸਰਾ ਫਿਰ ਥਰਡ ਥਰਡਲੀ ਜਿਹੜਾ ਉਹਨਾਂ ਦਾ ਸਟਾਫ ਹੁੰਦਾ ਉਹ ਕੁਛ ਕੁਛ ਬਹੁਤ ਹੱਦ ਤੱਕ ਆਪਾਂ ਕਹਿ ਸਕਦੇ ਹਾਂ ਕਿ
59, ਠੀਕ ਹੁੰਦਾ ਬਟ ਜਿਹੜੇ ਕੁਸ਼ਟ ਹੁੰਦੇ ਆ ਉਹ ਬਹੁਤ ਜ਼ਿਆਦਾ ਰੂਡਲੀ ਬਿਹੇਵ ਕਰਦੇ ਆ ਹੁਣ ਅੱਜ ਕੱਲ੍ਹ ਬਜ਼ੁਰਗਾਂ ਨੂੰ ਇੰਨਾ ਨਹੀਂ ਪਤਾ ਤਾਂ ਉਹ ਆਦਾ ਪੇਪਰ ਵਕ ਕਿਈ ਵਾਰੀ ਕੁਛ ਗਲਤ ਹੋ ਜਾਂਦਾ ਤਾਂ ਉਹ ਉਹਨਾਂ ਨੂੰ ਬਹੁਤ ਜ਼ਿਆਦਾ ਐਵੇਂ ਭੱਜ ਭੱਜ ਕੇ ਪੈਂਦੇ ਹੈਗੇ ਆ ਉਹਨਾਂ ਨੂੰ
60, ਬਹੁਤ ਰੂਡਲੀ ਉਹਨਾਂ ਨਾਲ ਬਿਹੇਵ ਕਰਦੇ ਆ ਤਾਂ ਉਹ ਚੀਜ਼ ਵੀ ਨਹੀਂ ਹੋਣੀ ਚਾਹੀਦੀ ਸ ਕਿਉਂਕਿ ਉਹ ਬਜ਼ੁਰਗ ਇੱਕ ਤਾਂ ਬਜ਼ੁਰਗ ਲੋਕ ਜਾਂ ਫਿਰ ਜਵਾਕ ਵੀ ਚਲੇ ਜਾਂਦੇ ਆ ਬੈਂਕ ਦੇ ਵਿੱਚ ਆਪਦਾ ਖਾਤਾ ਵਗੈਰਾ ਖੁੱਲ੍ਹਵਾਉਣ ਵਾਸਤੇ
61, ਅਤੇ ਜਿਨਾਂ ਨੂੰ ਨਹੀਂ ਪਤਾ ਉਹਨਾਂ ਉੱਥੇ ਇੱਕ ਅਲੱਗ ਤੋਂ ਕਲੀਕ ਹੋਣਾ ਚਾਹੀਦਾ ਜਿਹੜਾ ਕਿ ਉਹਨਾਂ ਨੂੰ ਉਹ ਪੇਪਰ ਵਰਕ ਪੂਰਾ ਕਰਵਾ ਸਕੇ ਅਤੇ ਉਹਨਾਂ ਨੂੰ
62, ਉਹਨਾਂ ਨੂੰ ਦੱਸ ਸਕੇ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਇਹ ਪਰੇਸ਼ਾਨੀ ਨਾ ਆਵੇ ਕਿ ਉਹ ਪੇਪਰ ਰੱਖ ਆਪਦੀ ਆਪ ਪੂਰਾ ਕਰਨ
63, ਦੂਸਰਾ ਉਹਨਾਂ ਵਾਸ ਉਹਨਾਂ ਵਾਸਤੇ ਕੋਈ ਵੀ ਕੋਈ ਨਾ ਕੋਈ ਸੁਵਿਧਾ ਹੋਣੀ ਚਾਹੀਦੀ ਹੈ ਬਜ਼ੁਰਗਾਂ ਵਾਸਤੇ
64, ਤਾਂ ਕਿ ਉਹਨਾਂ ਨੂੰ ਲੰਬੀਆਂ ਕਤਾਰਾਂ ਦੇ ਵਿੱਚ ਨਾ ਲੱਗਣਾ ਪਵੇ ਇਹ ਬਸ ਇਹੀ ਮਾੜੇ ਸੁਝਾਅ ਤਾਂ ਇਹ ਸੀਗੇ ਬੈਂਕ ਦੇ ਜਿਹੜੇ ਕਿ ਮੈਨੂੰ ਜਮਾਂ ਨਹੀਂ ਪਸੰਦ
65, ਪੰਜਾਬ ਹਰਿਆਣਾ ਰਾਜਸਥਾਨ ਮਹਾਰਾਸ਼ਟਰਾ ਗੁਜਰਾਤ
66, ਪਸਤਨ ਜ਼ਿਆਦਾਤਰ ਲੋਕ ਦੋ ਤੋਂ ਚਾਰ ਮੀਲ ਪ੍ਰਤੀ ਘੰਟੇ ਦੀ ਰਫ਼ਤਾਰ ਨਾਲ ਚੱਲਦੇ ਹਨ
67, ਇਸ ਵਿੱਚ ਸੁਰ ਦੀਆਂ ਤਿੰਨ ਸੰਭਾਵਨਾਵਾਂ ਹਨ ਸ਼ੁੱਧ ਚਤੁਸ਼ ਰੁਤੀ ਅਤੇ ਸ਼ਤਰੁਤੀ
68, ਅੱਜ ਕੱਲ੍ਹ ਉੱਦਮੀਆਂ ਲਈ ਬਹੁਤ ਹੀ ਰਾਹ ਸੌਖੇ ਹੁੰਦੇ ਜਾ ਰਹੇ ਹਨ ਕਿਉਂਕਿ ਪਹਿਲਾਂ ਉਹਨਾਂ ਨੂੰ ਪ੍ਰਚਾਰ ਕਰਨ ਲਈ ਸਾਧਨ ਬਹੁਤ ਘੱਟ ਸਨ
69, ਹੁਣ ਉਬਰ ਦੇ ਭਾਰਤ ਲਈ ਉਹਨਾਂ ਨੂੰ ਬਹੁਤ ਸਾਰੇ ਸਾਧਨ ਜਿਹੜੇ ਮਿਲ ਗਏ ਹਨ ਜਿਵੇਂ ਕਿ ਸ਼ੋਸ਼ਲ ਮੀਡੀਆ ਸਰਵਿਸਿਸ ਅੱਜ ਕੱਲ੍ਹ ਤਾਂ ਬਹੁਤ ਵੱਡੇ ਪੱਧਰ ਤੇ ਕੰਪਨੀਆਂ ਖੁੱਲ੍ਹੀ ਚੁੱਕੀਆਂ ਹਨ ਜਿਨ੍ਹਾਂ ਤੁਸੀਂ ਕਮਿਸ਼ਨ ਦਿਉ ਉਹ ਤੁਹਾਡੀ ਆਪ ਹੀ
70, ਇਸ਼ਤਿਹਾਰ ਦੀ ਸਾਰੀ ਜ਼ਿੰਮੇਵਾਰੀ ਲੈਂਦੇ ਹਨ ਅਤੇ ਦੋ ਮਹੀਨਿਆਂ ਤੱਕ ਤੁਹਾਡਾ ਸ਼ਹਿਰ ਵਿੱਚ ਪੂਰਾ ਨਾਮ ਕਰ ਦਿੰਦੇ ਹਨ
