id,conf
26, हि परंपरा आहे हिवाळ्याच्या दिवसात तिळवूळ खाणे हे आरोग्यासाठी हितकारक आहे व पर्यावरणपूरक सण उत्सवाची गरज याचे कारण म्हण सांगायचे झाले तर जीवनातील सर्व शांती स्वास्थ्य व एकत्र येऊन
27, आपले आरोग्य आनंदी राहण्यास मदत मिळते यामुळे वैयक्तिक व सामाजिक व सामूहिक
28, ताणतणावं यापासून मुक्तता मिळते वैज्ञानिक महत्त्वासोबतही भारतीय सं संस्कृतीचे आध्यात्मिक दृष्टिकोन परिपूर्ण आहे
29, एअरटेलद्वारे प्रदान केलेली माझी भ्रमणध्वनी योजना दहा जी बी रिचार्ज करा मध्ये बदलण्यात तुम्ही मला मदत करू शकता का माझी सध्याची योजना पाच जी बी रिचार्ज करा आहे
30, आय वही हॉस्पिटल मोहाली ह्या रुग्णालयात कॅशलेस सुविधा उपलब्ध आहे का
31, हॅलो
32, नमस्ते कोण किशोर पाटील काय मला सुजितन नंबर दिलता तुमचा
33, हां मी पुण्यात आता रिच व्हायलाल आहे पुण्यात होतेो आहे मी सांगलीतून पुण्यात निघालो आहे
34, यालोले मी आत्ता
35, तर मला सुजितन तुमचा नंबर दिल होता की असं असं तुम्हाला फोन कॉल करावा म्हणून मला काय नाही मी आता शॉर्गेटला उतरतो आहे आणि मी मला शिवाजीनगरला जायचं आहे तर मला आसपास तिथं कुठं कॅब मिळेल काय
36, बरं बरं नाही मी ओलाला फोन लावलेला नाही आहे मला जर तुमची सुजितनं मला तुमचा नंबर दिल्यावर म्हटलं प किशोर पाटीलना फोन कर तुम्हाला सगळं माहिती मिळाल
37, ठीक आहे मग मला तिथं कॅब जर मिळत असेल तर मला शिवाजीनगरपर्यंत जायचं आहे साधारण मी आता आता पहाटे तीन वाजले तर साधारण मला एक एक अजून एक तासभरात मी पोचेन तिकडं
38, हां
39, मला आसपास कॅब मिळेल ना ठीक आहे काय की मी तुम्ही अरेंज करून देत आहे
40, बरं बरं मला शिवाजीनगरला जायचं आहे साधारणं किती घेतील शिवा श्ॉारगेट टू शिवाजीनगरला
41, ओके ओके ओके हां नाही मला शिवाजीनगरपासून शिवाजीनगरमध्येच जायचं आहे शिवाजीनगरमध्ये जस्ट एक तिथं
42, आसपास एक दहा पंधरा मिनटाचं काम आहे
43, ओके मिळाल ना मला मात्र त्याचं चार्जेश वगैरे काय
44, बरं
45, ठीक आहे ठीक आहे ठीक आहे मी एक एक तासाभत पोचतो आहे तुम्ही आहे ना तिथं मी आल्यावर तिथं फोन करतो तुम्हाला हो
46, मग मी आल्यावर उतरल तर तुम्हाला कॉल करतो तुम्ही हां ओके ओके ओके ओके ठीक आहे ठीक आहे ठीक आहे ओके थँक्यू थँक्यू
47, लोटस नट्स कुमीन लाँग ग्रेन राईस
48, तुम्ही अर्ज क्रमांक जी पी दोन शून्य एक नऊ तीन सहा आठ नऊ दोन शून्य आठ सहा शून्य नऊ चार चार आणि जन्मतारीख एकवीस दोन दोन शून्य दोन दोन असलेल्या वापरकर्त्यासाठी एन एस पीवर भरलेला नवीन शिष्यवृत्ती अर्जाची यादी करू शकता का
49, नमस्कार आपला प्रश्न खरंच खूप चांगला आहे आता जर आपण बघितलं तर सध्याच्या
50, वेळेला नद्या जंगल डोंगर टेकड्या समुद्र शेतीमाती याच्यामध्ये बराचसा बदल झालेला आहे ज्याच्यामध्ये भारतामध्ये असलेलं बरंचसं प्रदूषण आहे म्हजे जमिनीचं प्रदूषण असेल किंवा हवेचं प्रदूषण असेल पाण्याचं प्रदूषण असेल
51, त्याच्यामध्ये जर आपण बघितलं वेगवेगळ्या कंपन्यांमध्ये रॉ मटेरियल असेल किंवा मग खराब कंपन्यांचं केमिकलयुक्त खराब पाणी असेल त्याच्यामध्ये बऱ्याचशा नद्या खराब होत आहेत आता नद्यांचं पाणी बऱ्याच वेळेला शेतीसाठी वापरलं जातं
52, त्यामुळं त्या शेतीमध्ये जर आपण बघितलं तर वेगळे वेगळे केमिकलयुक्त शेती झालेली आहे त्याच्यामुळं बऱ्याच वेळाला पिकाचं वगैरे बरंच नुकसान होतं त्याच्यामध्ये डोंगर टेकड्या जर आपण बघितल्या तर सध्या जर आपण बघितलं
53, तर रस्ते बनवण्यासाठी बराच वेळेला डोंगर डोंगर असे बरूच बरेच असे डोंगर खोदले जातात त्याच्यामुळं पर्यावरणाचा ह्हास होईल जवळ जवळ
54, त्याच्यामध्ये त्याच्यामध्ये डोंगरा डोंगराची माती काढली जाते झाडं तोडली जातात त्याच्यानंतर झाडं तोडल्यानंतर ते झाडं वेगवेगळ्या कंपन्यांसाठी ते लाक लाकूड किंवा स्मशनभूमींसाठी ते लाकड यूज केलेल्या जातात
55, असे बरेचसे समुद्रामध्ये जर बघितला तर आपण बऱ्याच ठिकाणी बघितले बरूचसे समुद्रकिनारे बरेच असे घाण झालेले आहेत
56, ज्याच्यामध्ये आपण ज्या ज्या वेळेला फिरायला समुद्रकिनऱ जातो त्या त्या वेळेला जर आपण बघितलं तर त्या तिथेच बॉटल्स तिथेच पिशव्या बऱ्याच अशा गोष्टी तिथे पडलेल्या असतात
57, त्याच्यामुळं त्यानंतर याच्याच याच याच गोष्टीमुळं बऱ्याच वेळेला झाडांची वाढ कमी झाली आहे परत झाडं कमी झाल्यामुळं परत उन्हाळा ऊन जास्त लागायला लागले किं उन्हाळा जास्त दिवस टेकला आहे पावसाळा कधी येतो आहे कधी कमी येतोय आणि कधी तर भर भरपूर येतोय ढगफुटी वगैरे होते अशा बऱ्याचशा गोष्टी होतात आधीसारखा हिवाळ सुुद्धा राहिलेला नाही आहे
58, त्यामुळं जंगलाचा आणि पर्यावरणाचा ह्हास होतो हे नक्की त्यामुळे याच्यावरती वेळेत बंधन आणणं गरजेचं आहे वेगवेळे त्याला का कायदे आणणे गरजेचं आहेत धन्यवाद
59, हॅलो हां कदम साहेब कदम साहेबांना नंबर लागला आहे हो हो
60, हां कदम साहेब मी सौ नेह नदेश परब बोलते आहे मी इथे आपल्या असलेल्या सका पाटील उद्यानामध्ये सकाळ संध्याकाळ दोन्ही वेळेस फिरण्यासाठी येते
61, उत्तम अशी व्यवस्था असलेलं आपलं हा उद्यान आहे पण गेली एक दी दीड दिवसापासन म्हणजे कालच जवळपास माझ्या असं निदर्शनास आलं आहे की आपण जी उद्यानाला जे पाणी वापरतो किंवा पाणी ज आपण फवारणी करतो त्या फवारणीच्या एका पाईपलाईनच्या एका बाजूला
62, आणि म्हणजे मेनच म मु मुख्य प्र प्रवाह म्हणावा लागेल तो त्या मुख्य प्रवाहाकडे एक पाईपलाईन फुटलेली आहे आणि त्याचं पाणी पूर्णपणे वाया जात आहे आणि ते पूर्ण पाणी जे आहे ते पूर्ण अक्षरशः बगिच्यामध्ये पूर्ण पसरलेलं आहे
63, हो हो हो काल आलं माझ्या न निदर्शनास आणि मी त्यासंदर्भात तुमच्याशी प्र संपर्क करण्याचा प्रयत्न करत होती पण तुमचा नंबर मला मिळत नव्हता आता एका ठिकाणी एका बोर्डावर मला तुमचा नंबर मिळाला म्हणूनच मी तुम्हाला संपर्क केला आहे हां आणि ही माहिती देण्याचा प्रयत्न करते तुम्हाला
64, हो आणि कसं आहे माहिती आहे संध्याकाळच्या वेळेस भरपूर प्रमाणामध्ये आपल्याकडे ज्येष्ठ नागरी जे असतात ते सुद्धा इथे उद्यानात फिरायला येतात लहान मुलं आहेत ती खेळायला येतात
65, हो आणि लहान मुलांचं खेळताना अजिबात लक्ष नसतं किंवा ज्येष्ठ नागरिक जे आहे ते ज्येष्ठ नागरिकसुद्धा जेव्हा फिरत असतात
66, हो कुठल्याही आधाराशिवाय फिरत नसतात असतात ते त्याच्यामुळे काय होतं आहे माहिती त्यांचा पाय घसरण्याची किंवा कुठलाही अपघात होण्याची किंवा कुठल्याही दुर्घटना होण्याची संभावना जास्त आहे
67, उबरोबर
68, त्यामुळे काय झाल्या माहिती आहे की तुम्ही ही जी उद्यानाची गळती आहे ती थांबवण्यासाठी काहीतरी उपाययोजना करा असं माझ्या म्हणजे मुख्यत्वे मला तुम्हाला सांगायचं आहे
69, हे तर झालं अपघात घडू नये यासाठी तर मी तुम्हाला इन्फॉर्म करतेच आहे किंवा तुम्हाला माहिती देतेच आहे पण त्याबरोबरच पाणी जे आहे ते पाणीसुद्धा ब मोठ्या प्रमाणामध्ये इथे वाया जात आहे
70, हो हो हां ती पाणी गळती रोखण्यासाठी आणि पाणी जे आहे ते प्रचंड प्रमाणामध्ये वाया जात आहे आणि ते झाडांना न जाता म्हणजे अक्षरशः हे जे चालण्याचा जो हे आहे भाग आहे त्या भागावरच पूर्णपणे येत आहे
71, लहान मुलंसुद्धा घसरू शकतात आणि पाणी आता एवढं मोठ्या प्रमाणामध्ये तिथे साचलेलं आहे की त्यावर लक्षाशः डास जे आहेत ते बसून आजार वगैरे होण्याची किंवा लहान मुलं आहेत त्यांना काही एवढं लक्षात येत नाही त्यामुळे त्यांच्यावरसुद्धा काहीतरी दुष्परिणाम होण्याची शक्यता आहे
72, हो हो ठीक आहे हां तुम्ही लवकरात लवकर म्हणजे च कालपासून जवळजवळ ही गळती होत आहे त्यामुळे प्रचंड प्रमाणामध्ये पाणीसुद्धा वाहून गेलेलं आहे
73, त्यामुळे लवकरात लवकर तुम्ही कोणी असेल त्या संदर्भामध्ये काम करणारा जर कोणी असेल कर्मचारी त्या कर्मचाऱ्याला पाठवून लवकरात लवकर ही गळती जी आहे ती थांबवावी
74, हो यासाठी हो एक सजग नागरिक म्हणून मी तुम्हाला ही विनंती करते आहे हो आणि नक्कीच तुम्ही माझ्या ह क चौ म्हणजे प्रयत्न कराल की हा जो मी तुम्हाला माहिती दिली आहे किंवा मी जी कंप्लेंट नाही म्हणणार मी की कुठल्याही प्रकारची कारण की हे एक छोटंसं काम आहे ते काम तुम्ही नक्कीच कराल हो हो नक्कीच हो हो हो
75, हो धन्यवाद आणि बाकी बॅगे बागेमध्ये सगळ्या तर व्यवस्था पूर्ण आहेतच त्याबद्दल वादच नाही ही पण छोटीशी जी आहे छोटंसं काम आहे ते पण तुम्ही नक्कीच कराल यात वादच नाही
76, हो साहेब हो नक्की नक्की
77, हो धन्यवाद धन्यवाद तुम्ही लवकरात लवकर यावर काहीतरी उपाययोजना कराल अशी आशा बाळगते हो धन्यवाद धन्यवाद साहेब
78, मी पी एम के व्ही वाय प्रशिक्षण कार्यक्रमात नावनोंदणी कशी करू शकतो मी कोलकताामधील शेतीमधील अभ्यासक्रम शोधत आहे
79, हॅलो हां मॅम मी ढोकरी स््रुती बोलते आहे तुम्ही दीप्ती मॅम बोलत आहेत का
80, मला तुमचा नंबर भेटला म्हणजे मी बघितलं होतं पोस्टर जातानी की तुमच्याकडे अवेलेबल आहे म्हणून ट्रेनिंगसाठी मी स्पोर्ट्स स्पोर्ट्स शिकण्यासाठी मी इच्छुक आहे हॉकीसाठी तर तुमच्याकडं अवे्लेबल आहे की आत्ता जा जागा
81, नाही मी हॉकीच सध्या हॉकीच जॉईन करणार आहे कारण कॉलेजचा टाईम वगैरे ॲडजस्ट करून जमलं तर त्याचा
82, माझं कॉलेजचा टाईम सकाळी साडेसात ते साडेबारापर्यंत असतो नंतर मला ट्युशन्स पण असतात त्यामुळे ॲडजस््ट झालं पाहिजे
83, चालेल मग मी मी म्हणजे दुपारच्या वेळेत आलं तर चालेल की संध्याकाळीच अव्हेलेबल आहात तुम्ही
84, अजून कोणकोणते स्पोर्ट्स अव्लेबल आहेत तुमच्याकडे
85, हं
86, हं
87, हो ठीक आहे आणि फीज किती घ्याता तुम्ही एका स्पोर्टससाठी म्हणजे हॉकीसाठी
88, अच्छा
89, ठीक आहे तर मला म्हणजे ब ब तुमचं हे बघायला भेटेल का ग्राउंड वगैरे तुम्ही भेटाल का
90, आज नाही आज नाही जमणारर मला हो उद्या उद्या मी सांगते तुम्हाला नक्की
91, ह
92, अच्छा आणि फॅसिलिटीज काय काय म्हणजे आपले स्पोर्ट्सचे ड्रेस वगैरे आपले असता की तुम्ही प्रोव्हाइड करता
93, अच्छा म्हणजे स्वतःचे घ्यायला लागत का
94, हं हं
95, हो नक्की येईल मी याच नंबरवरती कॉल करू ना तुम्हाला
96, हो ओके ठीक आहे चालेल थँक्यू
97, पश्चिम बंगाल राज्य विद्युत वितरण कंपनी लिमिटेड लिमिटेडवर माझ्या विजेच्या बिलाबाबत तक्रार नोंदवण्यासाठी मी कोणाशी संपर्क साधावा
98, हे स् स्थायी असते व त्याला खालच्या स्थरााशी जोडणारी एक पेड्रोल डिस्क असते
99, हॅलो बोल होता
100, बोला
101, हां बोल
102, बोल बोल
103, बरं
104, मग
105, नुकता तू जेव्हा अप्रेझलची अपेक्षा करतेस मी पण जरा चांगल्या कामाची अपेक्षा करते तुझ्याकडून
106, आच्ताचं ब्रोशर डिझाईन तुम्हाला दोन दिवसात कं्प्लीट करून देणार होतेस ते अजून झालं नाही आहे आणि मागच्या
107, बरं पण आता क्लायंट जर त्या डिझाईनवर त्यांना एवढं पटत नाही आहे मग आपण तेवढं त्याच्यापेक्षा त्यांच्या हिशोबाने डिझाईन देणं अपेक्षित असतं ना
108, आणि फक्त
109, फक्त डीलेची गोष्ट नाही आहे मगता आत्ता मागच्यां जे क्लायंटला पोस्टच्या डिझाईन द्यायच्या होत्या त्यांच्या पोस्टच्या डिझाईन त्यांना प एवढ्या चांगल्या आवडल्या नाही आहे आवडणं पण ठीक आहे पण त्या जेव्हा ज्या दिवशी पोस्ट करायच्या आहे त्या दिवशी त्या पूर्ण होत आहेत मग त्याच दिवशी आपण त्यांच्याकडून म ॲक्सेप्ट करून घेतो आहे फारच डेडलाईन्स मिस होत आहेत
110, ठीक आहे डिझायनर होऊून आपलं फक्त डिझाईन करणं हे काम नसतं ना आपल्याला हे पण समोरच्याला पटवून देता आलं पाहिजे की आपलं डिझाईन कसं चांगलं आहे तू जर माझ्या एजन्सी थ्रू डिझाईन करते आहे आणि माझं नाव तिथे लागतं आहे मुकता तर मग जर समोर तर असे डिझाईन बघतोय तर मला पण ते आवडायला हवं ना
111, बरं
112, आत्ताचं प्रोजक्ट तू कधी कं्प्लट करून देणार आहेस मला तू एक फायनल डेट सांग मला त्या हिशोबाने मला क्लायंटशी बोलााय लागत
113, म आय एक्स्पेक्ट
114, मी ह्या कामाला खूप चांगलं अपेक्षा करते तुझ्याकडून की तू चांगलं डिझाईन देशील मला
115, उद्या पाचपर्यंत मला मेल आला पाहिजे डिझाईनचा
116, बरं ठीक आहे
117, ठीक आहे
118, ऑलरेडी टू आठवड्याभरापासून वर्क फ्रॉम होम करती आहे
119, मग
120, बरं
121, ठीक आहे
122, मी अपेक्षा करते की तू पुढे मला चांगलं काम देशील मुकता मी विचार करेल तुझ्या अप्रेझलचा
123, मागच्या क्लायंटचे पण दोन क्लाएंट्स मी तुला आत्ता जे नवीन क्लाएंट्स होते त्यांचा डिझाईन्स दिला आहे
124, तर माझी अशी अपेक्षा आहे की जरा चांगल्या डिझाईन दे आणि कन्सेप्ट पण तेवढी चांगली पाहिजे की कस्टमरला पण पटलं पाहिजे
125, आपण आपण तुझ्या प्रेझलबद्दल बोलतोय मुक्ता तर तू तुझ्या कामावर फोकस कर मी तुला म्हटलं की मला बेटर डिझाईन्स आहे
126, ठीक आहे मी विचार करेन
127, बोलूयाता आपण ह्याच्यावर सविस्तर
128, चालेल
129, हा हॅलो
130, हां हां बोल ना
131, हॅलो
132, हां बोल
133, हां
134, हां
135, तुझा विचार आहे तर मग
136, ह मग तुझा विचार आहे तर करून टाकू ना काय आहे तर
137, हॅलो
138, हां हां हॅलो
139, हा हां येत आहे
140, हा घेऊ हा घेऊ या ना मग
141, हां
142, हो जाऊ
143, हां
144, हां
145, ठीक आहे ठीक आहे भेटूया ना पण कुठं भेटायचं आहे
146, ठीक आहे ना येऊन जाऊ तिथं ह तिथं कुठं येऊ एक्झॅक् एक्झॅक्टली
147, एक्झॅक्टली गौरक्षन रोडवर कुठे येऊ
148, ठीक आहे ठीक आहे ठी
149, हा हो चालेल चालेल
150, हो हो
151, ह हो ठीक आहे ना आ आपण झोबत
152, हा मम संध्याकाळी भेटून येऊ
153, संध्याकाळी सहा
154, हो
155, हां हां
156, हां
157, हो हो
158, हॅलो
159, हो बोला बोला
160, हो हो चालेल बोललंत
161, हो का तोम्ही कोणत्या बँकेचं अकाऊंट होतो
162, हो का आणि कसं घडलं घटना हे कसं काय झालं म्हणजे
163, तुम्ही सांग
164, आणि कोणतं कोणतं म्हणजे तुमचा अकाउंट नंबर वगैरे काही सांगू शकतात का तुम्ही
165, हो आणि अजून म्हणजे स तुम्हाला काही कॉल वगैरे आला तुम्ही कोणती लिंक वगैरे काही ओपन केलं असेल असं
166, हो
167, पण काय झालं त्याच्यानंतर म्हणजे लगेच पैसे गेलेत का
168, हो ठीक आहे मग तुम्ही काही केस फाईल वगैरे केली का त्याच्याबद्दल
169, तर तुम्ही मग आत्ता तुम्ही मला येऊन भेटा माझ्या ऑफिसमध्ये
170, तुम्हाला मी माझा ॲड्रेस तुमचा नंबरवर सेंड करते पाठवते मग तुम्ही मला भेटू शकता येऊन
171, काय हॅलो
172, हो तुमचं म्हणजे बँकेचं बँकेचं तुमचां पासबुक वगैरे तुमचा नंबर आय डी परत तुम्ही कोणता मोबाईल यूज केला तो मोबाईल वगैरे सगळे डिटेल लागतील आणि तुम्ही स्व तुम्ही स्वतः पण लागाल
173, आणि तुमच्या
174, हो ते पण लागेल आणि तुम्ही तुमच्या बँकेमध्ये जाऊन त्यांना तुमचं खातं वगैरे सगळं बंद करायला सांगितलेलं आहे की नाही
175, हो हो हो हो तुम्ही आधी मला येऊन भेटा माझ्या ऑफिसमध्ये
176, ओके ओके चालेल
177, एक नोव्हेंबर एकोणीसशे एकोणपन्नास रोजी वयाच्या एकोणपन्नासव्या वर्षी भागवतार यांचे मधुमेहाने निधन झाले
178, हॅलो माझं नाव आदित्य आहे आणि मी तुमच्या सीझन फॉर रेस्टॉरंटमधून काही अर्ध्या तासापूर्वी
179, जेवण मागवलं होतं त्यामधील स्वीट स्वीटला चांगला वास येत नाही आहे स्वीट क्वालिटी खराब आहे आणि माझा पार्सल नंबर आहे टू सेवन फोर वन सिक्स आणि तो जे तुमच जे भाताची पण क्वालिटी आहे ना तो एकदम खराब झालेला आहे म्हणजे दूषित झालेला आहे
180, तरो त्याबद्दल मला ते आणि परत तुमचं जे आमटीच्या तेल वापरले ना ते तेल पण एकदम खराब आहे
181, खराब क्वालिटीचं तेल तुम्ही देत आहे आणि मी ह्याच्याबद्दल तुम्हाला माग मागील ऑर्डरला पण मी ह्याच्याबद्दल कंप्लेंट केलीती तरी तुमच्याकडून काही रिस्पॉन्स आला नाही
182, तरी मला हे बघा माझ्या मी रिस्पॉन्स चांग चांगला द्यायला पाहिजे तुम्ही आम्ही तुमचे डेली कस्टमर आहे सो आम्हाला तुम्ही चांगली वागणू दिलीच पाहिजे आणि मला एकतर तुम्ही ह्याचे कॅश रिफंड करा किंवा
183, तुम्ही याला परत मला न नवीन करून द्या ही विनंती
184, नमस्कार टाटा क्लिक कडून माझ्या अलीकडील खरेदीबद्दल मला काही अभिप्राय आहे मी ते तुमच्याबरोबर कसे सामाय करू शकतो माझ्या फीडबॅकमध्ये पडणारे दर आणि चार ताऱ्यांचे रेटिंग आहे
185, हां हॅलो शिला मी इकडे फ्रेश मेडिकोमध्ये आलेलो आहे
186, आणि वाणी जो आहे तिथला मालक तो म्हणतो आहे की बुवा चला आमच्याबरोबर काश्मीरला तर मी काश्मीरची टूर अरेंज के करतो आहे तो पुढच्या महिन्यामध्ये
187, तर आपण का हा तर आपण काय हरकत आहे का जायला आपलं काश्मीर राहिलंच आहे ना तसंही बघायचं
188, थंडीशन आता नेक्स्ट मंथमध्ये तो म्हणतो उलट ते थोडा बर्फ वगैरे पडला तर अजून तुम्ही एन्जॉय करू शकाल आणि गरम कपडे घेऊन जायचे आपण नेहमीसारखे आपले
189, आां
190, नाही आपण इनर् कपडे इनर्स वगैरे घेऊन जाऊ सगळे व्यवस्थित बरोबर मुख्य म्हणजे त्याला तेच विचारलं मी की बु तिकडे आता का वातावरण कसं आहे मुख्य
191, तर तो म्हणे की वातावरण चांग चांगलं आहे प्रिझंट आहे आणि मुख्य सुरक्षा व्यवस्था जी आहे आता
192, तीसुद्धा सुधारली आहे बऱ्यापैकी पूर्वीसारखं आता काही म्हणजे ते टेरोरिस्ट वगैरे हा जो प्रकार आहे तो बराचसा कमी झाला आहे आणि तुम्ही बोट हाऊसमध्ये रा तुमचं बुकिंग सगळी व्यवस्था मी करून देतो त्यानी गॅरंटी दिली आहे हं हो हो हो हो हो हो हो
193, नाही नाही बर ते ब नेतात ना मग ते पहलगाम म्हणा किंवा अजून काय ते त्यांची जे आहेत ठिकाणं गुलमर्ग सोनमर्ग ते सगळं आपल्याला बघायला मिळणारच ना श्रीनगर हं तर
194, नेपाळ पुढच्या वर्षी जाऊ पुढच्या वर्षी जाऊ नेपाळ ही शॉर्ट टूर आहे म्हणजे सहा एका आठवड्याच्या आत आपण परत येतोय
195, बरं का आणि चार्जेसही रिजनेबल आहेत आता नवीन नवीन बिझनेस सुरू केला आहे ना त्यांनी चार्जेस रिजनेबल आहेत अगदी म्हणजे पर हेड तो म्हणतो आहे की फक्त पंचेचाळीस ते पन्नास हजार खर्च येईल आपल्याला पर हेड म्हणजे लाखाच्या आत आपलं होऊन जातं दोघांचं
