id,conf
149, అధిగమించగలిగాను
150, ఆ ట్రిప్ నా జీవితంలో ఒక ముఖ్యమైన అనుభవం అది నాకు చాలా నేర్పించింది మరియు నన్ను ఒక మంచి వ్యక్తిగా మార్చింది
151, ఆ ట్రిప్పులో నాకు గుర్తుండిపోయే కొన్ని విషయాలు మేము చాలా గంటలు ఎక్కడానికి పట్టింది
152, మేము ఉదయం ఆరు గంటలకు ప్రారంభించాము మరియు సాయంత్రం నాలుగు గంటలకు కొండను చేరుకున్నాము
153, మేము చాలా కష్టపడ్డాము కొండ చాలా ఎత్తుగా మరియు కష్టతరమైంది
154, చివరికి మేము కొండను చేరుకున్నాము అది చాలా ఆనందకరమైన అనుభవం
155, ఆ ట్రిప్ నాకు చాలా నేర్పించింది
156, నేను నా శారీరక పరిమితులను అధిగమించగలనని నేను నమ్మాను
157, నేను కష్టపడి పనిచేస్తే నేను ఏదైనా చేయగలనని నేను నమ్మాను
158, నేను కొండను ఎక్కడానికి ధైర్యం చేయడం ద్వారా నా భయాన్ని కొంచెం అధిగమించగలిగాను
159, ఆ ట్రిప్ నా జీవితంలో ఒక ముఖ్యమైన అనుభవం అది నాకు చాలా నేర్పించింది మరియు నన్ను ఒక మంచి వ్యక్తిగా మార్చింది
160, శీర్షం దూరం యొక్క ప్రభావం తీసివేయబడుతుంది మరియు మద్యమందం యొక్క ప్రభావం కూడా దాదాపుగా తీసివేయబడుతుంది అంటే చిత్రం పరిమాణంలో కనిష్ట మరియు గుర్తించలేని వ్యత్యాసం ఉంటుంది
161, నమస్కారమండి
162, మీరు ఏం చూడాలనుకుంటున్నారండి
163, తప్పకుండా చెప్తామండి ఇక్కడ వివిధ ప్రదేశాలు ఉన్నాయండి పర్యాటకులు చాలా ఇష్టంగా చూసేవి అవి ఏమిటి అంటే మనకి ఇక్కడ విజయవాడ ఉంటుందండి ఆంధ్రప్రదేశ్లో
164, విజయవాడలో పర్యాటకులు ఇష్టంగా దుర్గ గుడికి వెళ్తూ ఉంటారండి అక్కడ గుడికి వెళ్ళి ఆ తర్వాత అక్కడ కృష్ణానది ఉంటుంది కదండ కృష్ణానది దగ్గర ప్రకాశం బ్యారేజీకి వెళ్తూ ఉంటారు చాలామంది ఇష్టంగా
165, ఇంకా మనం విజయవాడ కొంచెం దాటి వెళ్తే కొండపల్లి ఉంటుందండి కొండపల్లిలో కిల్లా ఉంటుంది అది కూడా చాలామంది ఇష్టంగా వెళ్తూ ఉంటారు ఇంకా కొంచెం మనం దాటి వెళ్ళినాక అమరావతి ఉంటుందండి
166, అమరావతిలో శివలింగం ఉంటుంది అది చాలా బాగుంటుందండి ఇంకా మీకు సముద్రాలుంటాయండి మనకి ఆంధ్రప్రదేశ్లో
167, కాకినాడ సముద్రం విశాఖపట్నం సముద్రం మచిలీపట్నం సముద్రం అలా చాలా ఉంటాయండి ఎక్కువగా అందరూ విశాఖపట్నం సముద్రానికి వెళ్తూ ఉంటారు అక్కడ వివిధ రకాలు ఉంటాయండి ఆ సముద్రంలోనే
168, ఇంకా మీకు
169, అవన్నీ మేము మీకు ఏర్పాటు చేస్తామండి అవన్నీ మీకు మేము తప్పకుండా అవన్నీ ఏర్పాటు చేసి మా మనిషిని మీతో పాటు పంపిస్తామండి మీ సురక్షితంగా ఉండొచ్చు ఇంకా మీకు
170, ఇంకొకటి
171, అవంతా మీరు ఎంచుకున్న ప్రదేశాలను బట్టి మేము చెప్తామండి మీకు ఇంకా పర్యాటకులు చాలా ఇష్టంగా తిరుపతికి వెళ్తా ఉంటారండి అక్కడ వెంకటేశ్వర స్వామి గుడి ఉంటుంది చాలామంది ఇష్టంగా వెళ్ళి వస్తారు మీరు ముందుగా ఎక్కడికి వెళ్దామని అనుకుంటున్నారండి
172, తప్పకుండానండి సరేనండి వెళ్దామా అండి
173, సరేనం
174, ఉస్త్రా గడ్డం పెంచే నూనె పై ఒకటి కొంటే ఒకటి ఉచితం ఆఫర్ ఉందా
175, అవును
176, పవర్ ఫైనాన్స్ కార్పొరేషన్ నుండి ల్యాప్టాప్ ఇన్సూరెన్స్ కోసం కనీస నెలవారీ ఆదాయం ఎంత ఉండాలి
177, నేను ఆన్లైన్లో మీషో నుండి ఒక చీర బుక్ చేశాను చీర ఫోటోలో ఒక విధంగా ఉంది ఏడు వందలకే చీర బుక్ చేశాను కానీ దాని ప్రైస్ మూడు వందల చీర విధంగా కూడా లేదు
178, మెటీరియల్ క్వాలిటీ మాత్రం చాలా వరెస్ట్గా ఉంది నాకు అది అసలు నచ్చలేదు
179, ఈ మీషో నుండి బుక్ చేసిన ఐటమ్స్ అనేవి ఎంత వరెస్ట్గా ఉందనే చెప్పచ్చు ఆ చీర అందులోనేమో ఎంబ్రాయిడరీ అది ఇది చూపించారు ఫోటోలు వచ్చిన ఫోటో చీర మాత్రం డెలివరీ డెలివరీ కూడా చాలా లేట్ అయింది ఇచ్చిన టైంకి డెలివరీ కాలేదు
180, రేటు కూడా ఎక్కువగా అనిపించింది చూసిన విధంగా లేదు ఫోటో
181, ఈత కొట్టడం అనేది
182, చాలా జాగ్రత్తగా చేయాలి ఎందుకంటే
183, ఈత కొట్టడం అనేది పిల్లలకు
184, పెద్దలకు చాలా సరదాగా ఉంటుంది కానీ
185, ఏమాత్రం నిర్లక్ష్యంగా ఉన్నా ప్రాణాలకు అపాయం కలిగే అవకాశాలు ఎక్కువ ఉంటాయి కాబట్టి ఈత అనేది చాలా జాగ్రత్తగా
186, పాటించాల్సి ఉంటుంది
187, ఎందుకంటే
188, మనం సాధారణంగా బావిలలో స్విమ్మింగ్ పూల్లో ఈత కొట్టడానికి
189, నేర్చుకుంటాం కానీ
190, సముద్రాలలో ఎతుకొట్టడం అనేది కఠినంగా ఉంటుంది ఎందుకంటే అక్కడ
191, అలలు విపరీతంగా
192, మరియు
193, చాలా వేగంగా మనవైపు దూసుకొస్తూ ఉంటాయి వాటిని
194, తట్టుకోవాలంటే ఈతలో మంచి నైపుణ్యం అవసరం
195, శిక్షణ కూడా అవసరం
196, ఈతలో మంచి నైపుణ్యం శిక్షణ లేకుండా సముద్రంలో ఈత కొట్టడం అంత సులువైన పని కాదు కాబట్టి
197, ఈత కొట్టేటప్పుడు చాలా జాగ్రత్తలు పాటించాలి
198, హలో చెప్పండి సార్
199, అవును సార్ మీరెవరు
200, ఓ చెప్పండి సార్ ప్రాబ్లము
201, ఓకే
202, ఓకే
203, ఇప్పుడు ఆ బైక్ ఏ బైక్ అండి చెప్తారా
204, ఓ సరే
205, ఎన్ని గంటలకి మీరు పార్ట్ చేస్తారు సిందిట్ హౌస్ దగ్గర
206, బైక్లో ఎన్ని లీటర్లు పెట్రోల్ ఉండింది
207, లైసెన్సు ఆర్సీ బుక్కు
208, ఓకే ఓకే బండి ఎవరు పేరు మీద ఉందండి రిజిస్ట్రేషను
209, ఓకే మీరు ఒకసారి మా పోలీస్ స్టేషన్ దగ్గర వచ్చి ఒకసారి మీ కంప్లైంట్ మీ డీటెయిల్స్ అని మాకు ఇవ్వండి మేము ఒక టూ డేస్లో సీసీటీవీ ఫుటేజ్ చూసి మేము యాక్షన్ తీసుకుంటామండి
210, ఓకే ఓకే బ్లూ కలరు ఏది ఏ పేరు చెప్పారు కంపెనీ నేము
211, సూజకి ఓకే బండి నెంబర్ చెప్పగలరా ఐడియా ఉందా మీకు
212, ఓకే
213, ఓకే ఓకే అండి ఇప్పుడు మీరు మీ పేరు కిరణ్ ఓకే కిరణ ఉంటుంది సారీ గోపి మీరు రేపు ఉదయం తొమ్మిది గంటలకు వచ్చారంటే మా పోలీస్ స్టేషన్కి
214, అక్కడ కానిస్టేబుల్ ఉంటారు అక్కడ మీ ఫుల్ డీటెయిల్స్ ఇచ్చేసి ఎఫ్ఐఐ ఎఫ్ఐఐ ఫైల్ చేసేసి వెళ్ళండి
215, మీకు బైక్ ఏదన్నా ఫోటో ఏదన్నా ఉంటే కూడా మాకు ఇచ్చేసి వెళ్ళండి
216, ఓకే అండి సెండ్ చేసేయండి ఒక వన్ టూ డేస్ లో మీకు మీే మీ బైక్ని మీ దగ్గర పంపిస్తామండి
217, ఓకే అండి ఓకే
218, వెతిక పెడతామండి మీరేం వరి అవద్దండి దాని గురించి మేము ఎతుక పెట్టే బాధ్యత మాది
219, అలాగే ఇప్పుడు ఎన్ని గంటలకి కరెక్ట్గా మీరు పాక్ చేశారు ఎవరి మీదన్నా మీకు అనుమానం ఉందా
220, ఓకే ఎవరు చూడలేదాండి మీ బైక్ తీసుకెళ్ళడం అనేది
221, మీ బైకు ఎవరైనా తీసుకెళ్ళినట్టు మీరు పక్కనే షాపులలో ఎవరన్నా అడగలేదా
222, ఓకే
223, ఓహో మేమ మేం యాక్షన్ తీసుకుంటాము సిగ్నల్ దగ్గర ఎక్కడైనా ఉంటుంది
224, ఒకటి రెండు రోజులలో మేము వెతుకు పెడతామండి మీ డీటెయిల్స్ మా పోలీస్ స్టేషన్కి సబ్మిట్ చేయండి ఎఫ్ఆర్ఐ ఫయల్ చేయండి ఒకసారి
225, ఓకే అండి థ్యాంక్ యూ ధన్యవాదాలండి
226, హలో
227, హలో
228, చెప్పండి సార్
229,ఓ చాలా రెస్టారెంట్స్ ఉన్నాయి సార్ అనంతగిరి బుచ్చులు అని చెప్పేసి అలానే జీషానా నుండి మీకు ఎలా కావాలి సార్
230, నాన్ వెజ్ వెజిటేరియన్స్ా అని మొత్తం వెజిటేరియన్స్ ప్లేసెస్ కావాలా లేదంటే నాన్ వెజ్ ఎక్కువ ఉండాలా సార్ మీకు
231, నాన్ వెజిటేరియన్స్లో అంటే జీషాన్ ఉంది వా ఉంది అంట రుచులో కూడా చాలా ఉన్నాయి వెజి నాన్ వెజిటేరియన్స్లో కూడా చాలా ఉన్నాయి అలాగే ఫుడ్ కోచ్స్లోటి ఉన్నాయి ఇక్కడ మన దగ్గర ఫుడ్ జంక్షన్ అని వ జంక్షన్ అనేటి ఉన్నాయి ఫుడ్ కోచ్ మీకు ఎలా కావాలంటే అలా ఉన్నాయి సార్ మనకి చాలా దగ్గరనే అవైలబుల్ ఉన్నాయి
232,లో రేటింగ్ సేమ్ రేటు సార్ అన్ని చాలా ఎక్కువనే ఉన్నాయి రేటింగ్స్ అన్ని మినిమమ్ త్రీ పాయింట్ ఫైవ్ ఫోర్ ఫైవే ఉన్నాయి సార్ రేటింగ్స్ అన్ని చాలా మంచిగా ఉంటుంది ఫుడ్ మీరు టేస్ట్ చేసి చూడొచ్చు
233, అదే సార్ ఉన్నాయి అనటయ్య రుచులు ఫోర్ పాయింట్ ఫైవ్ రేటింగ్ ఉంది అలానే వాగాయతో చాలా పెద్దది చాలా మంచిగా ఉంటుంది దీశానువుతో చాలా బాగానే ఉంటుంది సార్
234, అక్కడ నుంచి మీకు ఒకక టూ కిలోమీటర్స్ త్రీ కిలోమీటర్స్ లోపలనే ఉన్నాయి సార్ అన్ని రెస్టారెంట్స్
235,హ వెహికల్స్ చాలా ఉన్నాయి సార్ కార్స్ ఉన్నాయి బైక్స్ ఉన్నాయి మీకు కావాలంటే మన బస్సెస్ ట్రావెల్స్టి ఉన్నాయి సార్ మీకు ఏది కావాలంటే అట్లా వెళ్ళొచ్చు
236, సర్వీస్ అయితే చాలా బాగుంటుంది సార్ ఎక్సెల్ంట్ సర్వీస్ ఉంటుంది మీరు కావాలంటే వచ్చి చూడొచ్చు మీకు చూపిస్తాము మా సర్వీస్ మొత్తం చాలా బాగుంటుంది మీకు ఎక్కడ కావాలంటే అక్కడ ఉంటాయి మాకు రిసార్ట్స్ ఒకటి ఉన్నాయి రిసార్ట్లో కూడా మీకు ఫుడ్ కూడా చాలా బాగుంటుంది
237, ఫేవరెట్ ఫుడ్ అంటే మీకు ఇక్కడ మనకు నార్మల్గా బిర్యానీస్ ఎక్కువ ఇష్టం హైదరాబాద్లో అలా ఇక్కడ చికెన్ బిర్యానీస్ కానీ బిర్యానీస్ చాలా వెరైటీస్ ఉంటాయి అలానేే ఇక్కడ మన ఆం తెలంగాణలో మనకి ఎక్కువ కాబట్టి అలా ఫుడ్ కూడా చాలా బాగుంటుంది నాన్స్ పూ కూడా చాలా ఎక్కువ ఉంటాయి ఇక్కడ
238, ఓకే మీకు ఏదైనా సరే మీకు ఫుడ్ అయితే చాలా బాగుంటుంది సార్
239, ఓకేఓక ఓకే
240, అదేవిధంగా అపెండిక్స్ పూర్తిగా శ్రోణిమేఖల లోపల ఉంటే ముదర దృఢత్వం పూర్తిగా లేకపోవడం సాధారణ లక్షణం
241, హలో మేడం
242, ఓకే మేడం ఇప్పుడు మెడిసిన్ తగ్గిపోందా మ్యాడం
243, ఓకే మ్యాడం
244, ఖచ్చితంగా మేడం మేము రేపు రమ్మంటారా మేడం
