id,w2v
83,मेरा घर के पास पास लोगों का नाम है लक्खी
84,गुणामन्नी
85,मिनटो पिंको
86,खगैन
87,भारत के पास राज्य का नाम है
88,असम मेघालय मणिपुर ट्रिपुरा
89,बिहार के
90,मस्काल बत्स परंपरा को इतना स्टीकली फॉलो नहीं करते है
91,पहले हम रोज सुबह प्रार्थना करते हैं औ बच्सों परंपरा को इतना नहीं मानतेहै
92,थोड़ा थोड़ा परंपरा तो सबको मानते हैं साहिए जरा नाहीं मनने से भी होगा लेकिन थोड रक्सा तो सबको करना हे पाते है
93,मुझे कबरीकल बहुत अच्छा लगता है बसपन से में जो स्कूल में पौटा है और दोस्तों को साथ भी सर में कबरीखेल खेलता है
94,मुझे  कबरीहेल इसलिए पसंद ोठा है क्योंकि वो खेल ज्यादा लोग मिलके खेलरा है इसलिए हम होर अस्सा लगता है
95,इइस खेल में हमने देखने और खेलने दोनों असा लगता है
96,सिन के लिए सबसे अफ्सर जगह लता है मुझे सागर के बीच और नौडी क्यों वो बहुत सुंदरै हम लोग तो बचपन में नदी में नहटा थे नहटे थे दोस्तों के साथ
97,आजकल मैं स्वीमिंग नहीं करती रू क्योंकि मेरे पासज्यादा टाइम नहीं मिला मेरे घर के बहुत पास नदी है नहीं लेकिन थडाडूरमें है मेरे घर के पास एक हुटेल है हांपे स्विमिंग पुर है
98,हमारा डिस्टिक्स से इतना अच्छा पल नहीं ै लेकिन असम में बहुत अच्सा पिया है
99,ओ हिमादास रानिंग करती है लाभ लेना बड़गो हाय बॉक्सिंग करती है ओलिंपिक खेल में भी उसको ठातप्राज मिलाहिमादास भी बहुत कमपिटीशन में फास होती है
100,केंद्र शासित प्रदेश के रूप में चंडीगढ़ राज्यस्तरीय चुनाव का हकदार नहीं है इसेलिए राज्य विधानसभा चुनाव नहीं होते है और यह सीधे केंद्र द्वारा नियंत्रित है
101,ब्राजील में बालदिवस अपने मातापिता से उपहार प्राप्त करके बच्चों द्वारा मनाया जाता है
102,मैं एक्सपीच कहाँ खरीद सकता हूँ
103,आज बोलना मत
104,आपके कार्ट का आइटम बैटर चेटर कैशों कू कीज भंडार में नहीं है
105,शेफ बॉस पास्ता और पीजा शॉस वापस करने की प्रक्रिया क्या है
106,नौ हजार रुपये मेरे डिफॉल्ट एम स्वाइप खाते से मेरे अन्य लिंक कियए गए खाते में ट्रांसफर करें
107,रेफपेजॉप एप वॉलेट से वृद्धिदीवान में छह हजार रुपए ट्रांसफर करें
108,फोन नंबर <unk><unk><unk><unk><unk><unk><unk><unk> <unk><unk><unk> <unk><unk> और ओटीपी का उपयोग करके कोविन पोर्टल पर लॉगइन करें
109,मेरे ईपीएफओ खाते से यूएएन नमबर <unk><unk><unk><unk><unk><unk><unk><unk><unk>के ाथ सभी अस्वीकृत दावों की सूची बनाए
110,<unk>
111,बचाओ
112,डायबिटीज के लिए हमारे गांव में जो पॉपुलर रेमेडीज है वोह  करेली का जूज
113,कम करने में मदद मिलती है और जरेजीरो को भूनकर  उसका जो मस जीरामशाला है वो रोजाना खाने से भी मधुमेह के साथसाथ पाचन तंत्र को भी सुधारने में मदद मिलती है
114,जनीन के पत्ते या जामोन के बीच का मिश्रण मैथीके दाने या जीरामशाला
115,सा है कि करेली का जो मधुमएह के लिए एक प्रमुख
116,प्रमुख घरेलू उपचार हैं  इसे हर रोज नियमित रूप से पीने से
117,ब्लड सुगर को के स्तर को नियंत्रित करने में काफी मदद मिलती है
118,दूसरा नीम के पतत नीम के पते डायबिटिस में काफी लाभकारी होते हैं
119,इन्हें पीसकर पानी में भीगोकर रोजाना खालीपेट खाने से ब्लड सुगर और डायबिटिज के लक्षणों को कम करने में
120,काफी हद तक सहायता मिलती है जामुन के बीजों को पीसकर पानी में उसके उसका मिश्रण बनाकर इसे रोजाना खालीपेट
121,असुबह खालीपेट पीने से  ब्लड सुगर के स्पर को नियंत्रित रखने में मदद मिलती है
122,मेथी के दानों को भी मैती के तानों को रातभर भिगोकर रजाना इसे रोजाना वो पानी पीने से मधमूएं हैं या डायबिटिज के लक्षणों को
123,हाल के दिनों में एक दिलचस्प घटना अहम महाराष्ट्र के मुंबई शहर
124,इस परियोजना के माध्यम से  मुंबई के लोगों को
125,समुद्री दरुश्यों का आनंद लेने का अवसर मिलेगा और साथ ही नए रोजगार
126,भी पैदा हो सकते हैं यह समय यह समाचार मेरे लिए काफी रोचक है क्योंकि इससे प्रदेश के विकास
127,और यातायात के क्षेत्र में सकारात्मक परिवर्तन हो सकता है
128,इस प्रोजेक्ट   के माध्यम से मुंबई के लोगों को बेहतर इंफ्रास्ट्रक्चर और आरभदायक
129,संचार साधन प्रदान किए जा सकते हैं जो शहर की विकास में मददगार साबित हो सकते हैं
130,मुंबई शहर से जुड़ी हुई नई मुंबई विकास प्राधिकरण ने मुंबई खाड़ी के नीचे एक
131,निर्माणाधीन सड़कताल पर विमान की आधारशिला रखी है
132,हा इस प्रोजेक्ट का उद्घाटन एक महत्वपूर्ण कदम माना जा रहा है
133,जो महाराष्ट्र में पर्यटन और उद्योगों को बढ़ावा देने के लिए लिए महत्वपूर्ण हो सकता है इस विमान का नाम है सीहैरियर और जल और आकाश में यात्रा के लिए उपयुक्त होगा
134,यह प्रोजेक्ट निलम भवन जोकि एक ऊंँची इमारत है जहाँ आवासी और या जगह है के नजदीक बनाया जा रहा है
135,यह निर्माण कार्य नवी मुंबई विकास प्राधिकरण द्वारा संचालित किया जा रहा है नीलामोहन के पास सड़क नहीं होने के कारण
136,इस विमान को उच्चतम गुणवत्ता और सुरक्षा मानकं के साथ बनाने का निर्णय लिया गया है
137,यह पहली बार है जब मुंबई के नीचे ऐसी सड़कतार बनाई गई है
138,और यह स्थानीय लोगों के लिए एक नई नए पर्यटन और मनोरंजन स्थल के रूप में विकसित किया जा सकता है
139,हाँ संधाी हफ्ते में एक बार ऑर्गेनाइज किया जाता है संधाई का मतलब है एक तरह का मार्केट और काफी जगह मे इसे
140,साप्ताहिक साप्ताहिक शैल के नजरिे से देखा जाता है इसमें काफी अलग अलग प्रकार के व्यापारी  सहभागी होते है जिसमें
141,जिसमें फार्मर्स होते हैं या फिर रिटेलर सर ोल्सरस होते हैं और जो जो ग्राहक है वो आमने सामने आकर जो मालिक है या जो व्यापारी है उनसे पसंदीदा चीजें  खरीदते हैं
142,रायगढ़ जिले में पिछले कुछ वर्षों में कई महत्वपूर्ण विकास कार्य हुए हैं
143,हुआ होगा हालांकि यह परिणाम आधारभूत तौर पर ऐतिहासिक प्रभावों के
144,आधार पर भिन्न समुदाय के बीच भिन्न हो सकता है
145,जिनसे स्थानिक निनिवासियों को  आराम और उपयोगिता मिली है
146,जिसमें से एक है सड़क और परिवहन सुविधाओं में आया हुआ सुधार
147,रायगढ़ जिले में सड़क नेटवर्क का विस्तार हुआ है और आपातकालीन परिस्थितियों के लिए बेहतर परिवहन सुविधाएं उपलब्ध हो गई है यह निवासियों को जगहयं का आसानी से पहुंचने और यात्रा करनेकी सुविधा प्रदान करता है
148,प्रशासनिक सुविधाओं में भी सुधार आया ह रायगढ़ जिले में सरकारी सुविधाै और प्रशासनिक ससेवाएं काफी मजबूत हुई है अब निवासियों को सरकारी योजनाओं का लाभ आसानी से मिलता है औ प्रशासनिक कार्यों को सुविधाजनक तरीके से संपादित किया जाता है शिक्षा और स्वास्थ्य
149,काफी कुछ सुधार कियए गए हैं नए स्कूल कॉलेजेस और अस्पतालों के निर्माण
150,काफी कुछ सुधार किए गए हैं नए स्कूल कॉलेजेस और अस्पतालों के निर्माण से निवासियों को
151,उच्चतर शिक्षा और स्वास्थ्य सुविधा सुविधाएं मिल रही हैं ऐतिहासिक घटनाओं के आधार पर कई बार विशेषसमुदाय के निवासियों पर
152,काफी कुछ प्रभाव होने हुआ हुआ होगा  इसे ध्यान में रखते हुए हम यह कह सकते हैं के
153,उनकी सामाजिक आर्थिक और सांस्कृतिक जीवन पर भी उसका प्रभाव जरूर
154,रायगढ़ जिले में कई स्थानिक शिक्षा और अध्यापन के अवसर
155,ये अवसर रायगढ़ जिले के समग्री विकासर ग्रोथ में महत्वपूर्ण योगदान करते हैं और महत्वपूर्ण भूमिका निभाते हैं
156,पलब्ध है  रायगढ़ जिले में कई सरकारी और निजी स्कूल हैं
157,जो विभिन्न शैक्षिक पाठ्यक्रमों को प्रदान करते हैं
158,स्कूल बुनियादी शिक्षा से लेकर उच्चतर माध्यमिक और स्नातक स्तर तक की शिक्षा प्रदान करते हैं
159,जिले में कई कॉलेज और महाविद्यालय भी हैं जो विभिन्न विषयों में स्नातक और स्नातकोत्तर कोर्स प्रदान करते हैं
160,ये उच्च शिक्षा के अवसर प्रदान करते हैं और युवाओं को उनकी रुजियों और क्षमताओं के अनुसार करियर चुनने में मदद करते हैं
161,व्यावसायिक प्रशिक्षण केंद्र भी जिले में मौजूद है
162,जो नौकरी के लिए तकनीकी कौशल और व्यावसायिक
163,्रशिक्षण प्रदान करते हैं ये केंद्र छात्रों को अच्छे रोजगार के अवसर प्रदान करके उनके और साथ ही
164,साथ ही जिले के सामाजिक विकास में मदद करते हैं शिक्षा के ये
165,रायगड़ में कई सारे दर्शनीय स्थल हैं जो विजिटर्स
166,के लिए ज्यादा प्रसिद्ध है
167,इन दर्शनीय स्थलों की विशेष था उनका ऐतिहासिक महत्व
168,स्थानिक सांस्कृतिक महत्व और प्राकृतिक सौंदर्य है जो इन्हें पर्यट पर्यटकों के लिए रोचक और महत्वपूर्ण बनाते हैं
169,जरूर देखना पसंद करेंगे उसमें से एक है रायगड़ की ला
170,जोकि महाराष्ट्र का एक प्रमुख पर्यटन स्थल है और प्रमुख आकर्षण है इस किले का
171,निर्माण जो है वो मराठा साम्राज्य के महानायक चतरपति शिवाजी महाराज ने किया था
172,और यह उनकी राजधानी थी  इसे उसकी विशेष वास्तुकला ऐतिहासिक महत्व
173,और स्थानीय सांस्कृतिक महत्व के लिए जाना जाता है दूसरा है जंजिरा किला
174,जो रायगढ़ जिले में स्थित एक समुद्री किला है और प्रसिद्ध है
175,इस किले का निर्माण आदिलशाही राजवंश के शासकों ने किया था इसका इसकी विशेषथा उसकी समुद्री स्थिति की किले में की गई रचना
176,और प्राकृतिक सौंदर्य में है अगला है पलोसपा पालेसी गणपति मंदिल जो कि एक प्रमुख धार्मिक स्थल है
177,इस मंदिर में भगवान गणेश की पूजा और आराधना की जाती है इसे धार्मिकता आस्था और वास्तुकला
178,मेरे पहले संग्रहीत किे गए स्टांप एक छोटीसी संगठनिक
179,मेरी प्राकृतिक जगत के प्रति अवलिषित प्रेम को याद दिलाता है
180,उनकी मूर्तिमता और अलभूत रंगों ने उसे धातुओं की विविधता और
181,पृथ्वी के विभिन्न पहलुओं हलुओं का महत्व समझने में मदद की है
182,आज भी यह पहले संग्रहित तत्व मेरे लिे अपूर्णीय मूल्य रखते हैं वे मेरे जीवन के एक महत्वपूर्ण किनारों की याद दिलाते हैं और मुझे
183,मेरी पुरानी पसंदीदा चीड़ों औ चीजों और रूचियों को आबाद करने का एहसास दिलाते है
184,पद्धतिवाली प्रोफाइल बनाने वाले देशों के स्टाम थे  उन्हें इकट्ठा करते करने के समय मुझे काफी गर्भ महसूस हो रहा था
185,क्योंकि वे मेरे लिए पहली बार किसी ऐसी कलारचना को अनुभव करने का मौका था आज यह संग्रह मेरे लिए एक
186,स्मारक के तरह बना हुआ है जो मुझे मेरी संगठनात्मक शक्ति और संग्रह करने के आदत की याद दिलाता है
187,मेरे पहले संग्रहित किए गए सिके विदेशी मुद्राओं क
188,में से एक एक है जो मैंने एक यात्रा के दौरान प्राप्त किए थे
189,वे मेरे लिए एक यात्रा का प्रतीक है और मेरे द्वारा अनुभव की गई सांस्कृतिक विविधताओं को याद दिलाते हैं
190,वे मुझे यात्रा के यात्रा से जुड़े सुंदर यादों को उजागर करते हैं और मेरी दुनिया के प्रति दृष्टिकोण को विस्तृत करते हैं
191,पहले संग्रहित पत्थर मेरे द्वारा एक पहाड़ी पर धूँढ़े गये थे या एक पहाड़ी पे मुझे मिले थे
192,वे मेरे लिए प्राकृतिक सौंदर्य की  प्रतीक के रूप में हैं और
193,आश्रम में विभिन्न मंदिर भी है और ध्यान और आध्यात्मिक राहत के लिए एक बहुत अच्छी जगह है
194,स्तन कैंसर का वर्गीकरण अलग मानदंडों के अनुसार विभिन्न जातियों के स्तन कैंसर को विभाजित करता है और अलग उद्देश्य की पूर्ति करता है
195,क्या मैं जान सकता हूँ अभी समय क्या हो रहा है
196,मेरी किराना सूची बढ़ो
197,मेरी वस्तुओं की सूची से  दादीस आटा गोंद लड्डू हटाए
198,मेरी भुगतान स्थिति सफल दिखती है हालांकि बोमबूा आम टर्मेरिक कंबूचा
199,टाटा कॉफी ग्रैंड फिल्टर कॉफी और फाममेड कोकोनट कैनडी वाले मेरे ऑर्डर की अभी पुष्टि नहीं हुई है
200,पिछले चौबीस घंटे के लिए मेरा लेनदेन इतिहास खोले और संपर्क रोशनी डिडारिया को म्यूट करें
201,मुझे खुश मावडा से लेनदेन का इतिहास बताए
202,क्या आप फोन नंबर <unk> <unk><unk><unk><unk>्<unk><unk> के लिए एनएसपी के सभी एनएसपी पर सब्मिट किये गए नवीनीकरण छात्रवृत्ति आवेदनों की सूची बना सकते हैं
203,मुझे यूएएन नंबर <unk><unk><unk><unk><unk><unk><unk><unk><unk><unk> क थ अपने भविष्य निधिखाते के लिए अपना ईपीएफओ पासबुक बैलेंस चेक चेक करना है
204,ालन
205,एक
206,एक मार्च <unk><unk> मार्च क जून दस सितंबर
207,पाँच अक्टूबर
208,उपसाबर का था
209,रवली जुनागढ़ द्वारका सूरत
210,पहले के स्मार्टफोन की फीचर्स उतनी अच्छे नहीं थे आज उसी ब्राइस के मोबाइल बहुत ही मॉडन फीचर्स के साथ आते हैं
211,अभी नेटवर्क कनेक्शन का ईशू पहले के मुकाबले बहुत ही अच्छा है अब अब पहले जितनी दिक्कत ी नहीं होती अभी मैं जियोसिन कार्ड यूज कर रहा हूं और महीने के साढ़े ती स<unk> से च<unk> स<unk> रुपे खर्च होते
212,टेलीकम्युनिकेशन सिस्टम में बहुत ही विजिबल चेंजेज आ गए हैं अब अब जो गांव गांव में मोबाइल के टावर्स दिखाई देते हैं और अब जो कनेक्टिविटी है वो हर जगह पहुंच गई है आज बहुत ही रिमोड एरियाज में भी इंटरेट्कनेक्टिविटी उसकी वजह से कभी
213,काफी इम्प्रूव हुई
214,डे टुडे बेजि स्पेसिस पे तो मैं  व्ाट्सऐप और टेलीग्राम जैसे मैसेजिंग ऐप्स का यूज करता हूं व्हाट्सएप
215,की मीडियमस मैं अपनी कॉलेज के स्टूडेंट्स के साथ आसानी से कम्युनिकेट कर सकता हू और उन्हें स्टडिय मटेरियल्स बेज सकता हू तो इ स्तरह से काफी फैसिलिटेट हुई है मेरी ला
216,स्टैम स्कॉइनस और रॉक से सब कलेक्ट करने से एक तरह से आप हिस्ट्री का रेकॉर्ड रख सकते हैं औ और हिस्ट्री को समझने में इसका एजुकेशन वैल्यू बहुत ही ज्यादा है
217,हाँ यहां के न्यूजपेपर्स में शनिवार को एक सप्लीमेंट अलग आती है जो स्पेसिफिकली  बच्चों के लिए होती है
218,पुलिस ने कार्यक्रम स्थल के बाहर सताई<unk> वर्षीय पुरुष पर मादक पदार्थ रखने का भी आरोप लगाया
219,इसकी सीमा ओडिशा झारखंड बिहार सिक्किम और असम जैसे भारतीय राज्यों से भी मिललगती है
220,मुझे सूची में नाम बताओ
221,उपन्यास शब्द की परिभाषा बताओ
222,मेरे पैसे कट गए लेकिन टी पॉइंट रसकेक के मेरे ऑर्डर की पुष्टि नहीं हुई है
223,क्या मुझे अपना ऑर्डर पंद्रह घंटे के बाद मिल सकता है
224,मुझे पेटीएम में लेनदेन इतिहास पड़कर सुनाएं
225,पुराने के बजाय ने पंजीकृत नंबर <unk><unk><unk><unk> <unk>न्य <unk> <unk>न् <unk><unk> पर ओटीपी भेजें
226,स्पुतनिक के लिए पिनकोड सिक्स एटसिक्स वनथ्री एट के पास टीका केंद्र की सूची दिखाए
227,आप ैंतलस मिनट के बाद अपने कोविद खाते तक पहुंचने के लिए ओटीपी फिर से भेज सकते हैं
228,बचाओ
229,पल्लऊ
230,जाकारता मुंबई
231,एडलेट
232,तोक्यों
233,शांघाई
234,भारत की आरोग्य व्यवस्था अगर देखा जाए तो बहुत अच्छी हैइस घड़ी में दुनियाभर के जो भी मेडिकल टूरिज्म के स्थान है उनउस लिस्ट में भारत का स्थान बहुत ऊपर है दुनियाभर से लोग मेडिकल ट्रीटमेंट के लिए उपचार लेने के लिए भारत में आंकें रुकते हैं
